bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
puntos-fuera-nucleo	0.4	2025	0	Electronics Letters	An Adaptive Point Cloud Downsampling Method for Large‐Scale Outdoor LiDAR Point Cloud Registration	10.1049/ell2.70363		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
puntos-fuera-nucleo	0.4	2025	0	SSRN Electronic Journal	Cloud Native ETL Pipelines for Real Time Claims Processing in Large Scale Insurers	10.2139/ssrn.5532601		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
puntos-fuera-nucleo	0.4	2025	0	IEEE Access	Large Scale Asset Detection Within Railway Scene Point Cloud Data From Mobile Laser Scanning	10.1109/access.2025.3590779		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
pipeline-cpu-gpu	0.4	2025	0	National Journal of Antennas and Propagation	Deep Learning-Based Adaptive Modulation Scheme for Enhancing Data Throughput in Fading Wireless Channels	10.31838/njap/07.02.29		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
inferencia-eficiente	0.4	2025	0	Dandao Xuebao/Journal of Ballistics	GPU-Accelerated Edge Inference for COVID-19 Chest X-Ray Classification: A Systematic Benchmarking of CNN Architectures on the NVIDIA Jetson Orin Nano with TensorRT FP16 and INT8 Optimisation	10.52783/dxjb.v37.363		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
formatos-lidar	0.4	2025	2	IEEE Open Journal of the Communications Society	Rate-Adaptive LiDAR Point Cloud Streaming Over LEO Satellite Networks	10.1109/ojcoms.2025.3578519		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
puntos-fuera-nucleo	0.4	2024	1	Mathematics	RAAFNet: Reverse Attention Adaptive Fusion Network for Large-Scale Point Cloud Semantic Segmentation	10.3390/math12162485		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
puntos-fuera-nucleo	0.4	2024	0	SSRN Electronic Journal	Large-Scale Data Processing Using Mapreduce in Cloud Computing Environment	10.2139/ssrn.4955283		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
puntos-fuera-nucleo	0.4	2024	27	IEEE Transactions on Image Processing	A Large-Scale Network Construction and Lightweighting Method for Point Cloud Semantic Segmentation	10.1109/tip.2024.3372446		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
puntos-fuera-nucleo	0.4	2024	0	International Journal For Multidisciplinary Research	Cloud-based Scientific Image Analysis: A Revolution in Large-scale Data Processing	10.36948/ijfmr.2024.v06i06.32938		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
pipeline-cpu-gpu	0.4	2024	0	International Journal of Innovative Research in Computer and Communication Engineering	Neural Pipeline Orchestration: Deep Learning Approaches to Software Development Bottleneck Elimination	10.15680/ijircce.2023.1107032		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
pipeline-cpu-gpu	0.4	2024	1	Methods	Advanced deep learning approaches enable high-throughput biological and biomedicine data analysis	10.1016/j.ymeth.2024.08.002		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
pipeline-cpu-gpu	0.4	2024	9	IEEE Transactions on Cloud Computing	BatOpt: Optimizing GPU-Based Deep Learning Inference Using Dynamic Batch Processing	10.1109/tcc.2024.3350561		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
pipeline-cpu-gpu	0.4	2024	6	Structural Health Monitoring	Impact-force identification using deep learning and Bayesian inference with application on pipeline structures	10.1177/14759217241297572		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
inferencia-eficiente	0.4	2024	2	Future Generation Computer Systems	Batched sparse and mixed-precision linear algebra interface for efficient use of GPU hardware accelerators in scientific applications	10.1016/j.future.2024.06.004		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
puntos-fuera-nucleo	0.4	2023	8	Remote Sensing	Regional-to-Local Point-Voxel Transformer for Large-Scale Indoor 3D Point Cloud Semantic Segmentation	10.3390/rs15194832		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
puntos-fuera-nucleo	0.4	2023	6	IEEE Access	Cascaded Contextual Reasoning for Large-Scale Point Cloud Semantic Segmentation	10.1109/access.2023.3248963		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
pipeline-cpu-gpu	0.4	2023	2	The Journal of Supercomputing	CoFB: latency-constrained co-scheduling of flows and batches for deep learning inference service on the CPU–GPU system	10.1007/s11227-023-05183-6		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
inferencia-eficiente	0.4	2023	0	The Journal of Korean Institute of Information Technology	Implementation and Performance Analysis of Mixed Precision-based CNN Inference	10.14801/jkiit.2023.21.12.77		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
inferencia-eficiente	0.4	2023	1	International Journal of Advanced Computer Science and Applications	Research on Efficient CNN Acceleration Through Mixed Precision Quantization: A Comprehensive Methodology	10.14569/ijacsa.2023.0141282		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
formatos-lidar	0.4	2023	15	IEEE Transactions on Multimedia	Rate-Distortion Optimized Geometry Compression for Spinning LiDAR Point Cloud	10.1109/tmm.2022.3154160		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
puntos-fuera-nucleo	0.4	2022	97	IEEE Transactions on Image Processing	Efficient 3D Point Cloud Feature Learning for Large-Scale Place Recognition	10.1109/tip.2021.3136714		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
puntos-fuera-nucleo	0.4	2022	0	"International scientific journal ""Internauka"""	CLOUD COST OPTIMIZATION STRATEGIES FOR LARGE-SCALE DATA PROCESSING	10.25313/2520-2057-2025-4-10919		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
pipeline-cpu-gpu	0.4	2022	15	Energies	Cost Efficient GPU Cluster Management for Training and Inference of Deep Learning	10.3390/en15020474		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
pipeline-cpu-gpu	0.4	2022	0	SSRN Electronic Journal	Towards Realistic Privacy-Preserving Deep Learning Inference Over Encrypted Data	10.2139/ssrn.4140183		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
puntos-fuera-nucleo	0.4	2021	0	Academic Journal of Computing &amp; Information Science	Research and Implementation of Compression Algorithm for Large-scale Point Cloud Data	10.25236/ajcis.2021.040710		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
inferencia-eficiente	0.4	2021	11	IEEE Micro	High-Performance Mixed-Low-Precision CNN Inference Accelerator on FPGA	10.1109/mm.2021.3081735		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
teselado-solape	0.4	2021	42	IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing	Robust UAV Thermal Infrared Remote Sensing Images Stitching Via Overlap-Prior-Based Global Similarity Prior Model	10.1109/jstars.2020.3032011		crossref	sliding window tiled inference overlap stitching large raster remote sensing
puntos-fuera-nucleo	0.4	2020	4	Neural Processing Letters	DCARN: Deep Context Aware Recurrent Neural Network for Semantic Segmentation of Large Scale Unstructured 3D Point Cloud	10.1007/s11063-020-10368-8		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
puntos-fuera-nucleo	0.4	2020	5	IEEE Access	LPD-AE: Latent Space Representation of Large-Scale 3D Point Cloud	10.1109/access.2020.2999727		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
pipeline-cpu-gpu	0.4	2020	11	Biology Open	A fully automated deep learning pipeline for high-throughput colony segmentation and classification	10.1242/bio.052936		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
inferencia-eficiente	0.4	2020	35	Mathematics	Forecasting the Demand for Container Throughput Using a Mixed-Precision Neural Architecture Based on CNN–LSTM	10.3390/math8101784		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
inferencia-eficiente	0.4	2020	106	IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems	High-Throughput CNN Inference on Embedded ARM Big.LITTLE Multicore Processors	10.1109/tcad.2019.2944584		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
teselado-solape	0.4	2020	60	IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing	DeepWindow: Sliding Window Based on Deep Learning for Road Extraction From Remote Sensing Images	10.1109/jstars.2020.2983788		crossref	sliding window tiled inference overlap stitching large raster remote sensing
puntos-fuera-nucleo	0.4	2019	5	Computers &amp; Electrical Engineering	Efficient multi-resource scheduling algorithm for hybrid cloud-based large-scale media streaming	10.1016/j.compeleceng.2019.02.007		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
puntos-fuera-nucleo	0.4	2019	48	Applied Sciences	Fast Cylinder Shape Matching Using Random Sample Consensus in Large Scale Point Cloud	10.3390/app9050974		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
pipeline-cpu-gpu	0.4	2019	14	Sensors	On-Device Deep Learning Inference for Efficient Activity Data Collection	10.3390/s19153434		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
formatos-lidar	0.4	2019	37	IEEE Access	Real-Time Streaming Point Cloud Compression for 3D LiDAR Sensor Using U-Net	10.1109/access.2019.2935253		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
prefetch-solapado	0.375	2026	0	ACM Transactions on Architecture and Code Optimization	CPU-GPU Workload Distribution during Throughput-Oriented LLM Inference on Single-GPU Systems	10.1145/3816433		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.375	2026	2	Proceedings of the AAAI Conference on Artificial Intelligence	Accelerating LLM Inference Throughput via Asynchronous KV Cache Prefetching	10.1609/aaai.v40i25.39224		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.375	2026	0	Electronics	High-Throughput Control-Data Acquisition for Multicore MCU-Based Real-Time Control Systems Using Double Buffering over Ethernet	10.3390/electronics15020469		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.375	2025	1	SCIENTIA SINICA Informationis	An efficient high throughput system of hypergraph neural network under CPU-GPU heterogeneous environments	10.1360/ssi-2024-0282		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.375	2023	26	Journal of Parallel and Distributed Computing	Deep learning based data prefetching in CPU-GPU unified virtual memory	10.1016/j.jpdc.2022.12.004		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.375	2023	3	IEEE Transactions on Parallel and Distributed Systems	UMA-MF: A Unified Multi-CPU/GPU Asynchronous Computing Framework for SGD-Based Matrix Factorization	10.1109/tpds.2023.3317535		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.375	2022	0	International Journal of Embedded Systems	An asynchronous and parallel row-wise compressed SpMV kernel on heterogeneous CPU-GPU architectures	10.1504/ijes.2022.10050928		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.375	2022	1	International Journal of Embedded Systems	An asynchronous and parallel row-wise compressed SpMV kernel on heterogeneous CPU-GPU architectures	10.1504/ijes.2022.127162		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.375	2020	13	IEEE Access	Asynchronous Processing for Latent Fingerprint Identification on Heterogeneous CPU-GPU Systems	10.1109/access.2020.3005476		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.375	2019	14	Parallel Computing	A hybrid CPU/GPU approach for optimizing sorting throughput	10.1016/j.parco.2019.01.004		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
gpu-modesta	0.364	2026	0	Remote Sensing	From Local Training to Large-Scale Mapping: A Comparative Assessment of Machine Learning and Deep Learning for Transferable Satellite-Derived Bathymetry	10.3390/rs18111768		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2026	0	Remote Sensing	Application of PSInSAR Monitoring for Large-Scale Landslide with Persistent Scatterers from Deep Learning Classification	10.3390/rs18081181		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2026	0	Remote Sensing	Revisiting Deep Learning-Based Semantic Segmentation on Large-Scale Hydraulic-Structure LiDAR Point Clouds: A Spatial Surrogate Modeling Perspective	10.3390/rs18142413		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2026	2	IEEE Transactions on Geoscience and Remote Sensing	HiResNet: A Low-to-High Deep Learning Framework for Updating Large-Scale Land Cover Inventory	10.1109/tgrs.2026.3676677		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2025	1	Remote Sensing	Deep Learning-Based Land Cover Extraction from Very-High-Resolution Satellite Imagery for Assisting Large-Scale Topographic Map Production	10.3390/rs17030473		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2025	1	Remote Sensing	KADL: Knowledge-Aided Deep Learning Method for Radar Backscatter Prediction in Large-Scale Scenarios	10.3390/rs17243933		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2025	4	Remote Sensing	STC-DeepLAINet: A Transformer-GCN Hybrid Deep Learning Network for Large-Scale LAI Inversion by Integrating Spatio-Temporal Correlations	10.3390/rs17244047		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2025	13	Remote Sensing of Environment	Large-scale mapping of water bodies across sensors using unsupervised deep learning	10.1016/j.rse.2025.114877		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2025	7	Journal of Remote Sensing	Large-Scale Soil Moisture Retrieval under Limited In Situ Data Coupling Physical and Machine Learning Model	10.34133/remotesensing.0367		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2024	8	Remote Sensing	Deep Learning Hyperspectral Pansharpening on Large-Scale PRISMA Dataset	10.3390/rs16122079		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2024	7	Remote Sensing	A Weakly Supervised Multimodal Deep Learning Approach for Large-Scale Tree Classification: A Case Study in Cyprus	10.3390/rs16234611		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2023	18	Remote Sensing	AgriSen-COG, a Multicountry, Multitemporal Large-Scale Sentinel-2 Benchmark Dataset for Crop Mapping Using Deep Learning	10.3390/rs15122980		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2023	24	Remote Sensing	A Deep-Learning-Facilitated, Detection-First Strategy for Operationally Monitoring Localized Deformation with Large-Scale InSAR	10.3390/rs15092310		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2021	56	Remote Sensing	Mapping Large-Scale Mangroves along the Maritime Silk Road from 1990 to 2015 Using a Novel Deep Learning Model and Landsat Data	10.3390/rs13020245		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2021	6	Canadian Journal of Remote Sensing	Deep Learning-Based Classification of Large-Scale Airborne LiDAR Point Cloud	10.1080/07038992.2021.1927687		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2021	24	Remote Sensing	Deep Learning and Phenology Enhance Large-Scale Tree Species Classification in Aerial Imagery during a Biosecurity Response	10.3390/rs13091789		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2021	13	Remote Sensing	Fine-Grained Large-Scale Vulnerable Communities Mapping via Satellite Imagery and Population Census Using Deep Learning	10.3390/rs13183603		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2021	1	Canadian Journal of Remote Sensing	Special Issue on Large-Scale Deep Learning for Sensor-Driven Mapping	10.1080/07038992.2021.1956277		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2020	105	Remote Sensing	Large-Scale Detection and Categorization of Oil Spills from SAR Images with Deep Learning	10.3390/rs12142260		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
gpu-modesta	0.364	2019	171	Remote Sensing	Comparing Deep Learning and Shallow Learning for Large-Scale Wetland Classification in Alberta, Canada	10.3390/rs12010002		crossref	deep learning large scale remote sensing limited GPU memory consumer hardware
rasterizacion-rapida	0.333	2026	0	Scientific Reports	A CPU-GPU heterogeneous parallel encryption scheme for raster remote sensing images using hybrid DNA operations and cellular automaton diffusion	10.1038/s41598-026-55345-8		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
rasterizacion-rapida	0.333	2026	0	Scientific Reports	Development of a stream DTM generation methodology using UAV-based SfM and LiDAR point cloud	10.1038/s41598-026-35473-x		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
cuello-e-s	0.333	2026	0	Structural Concrete	Physics‐informed deep learning with dual theoretical bound constraints for shear strength prediction of deep beams	10.1002/suco.70557		crossref	IO bound versus compute bound deep learning training data pipeline profiling
derivados-relieve	0.333	2026	0	Wetlands	The Use of Multiscale Topographic Position Index for the Identification of Upstream Depressional Wetlands	10.1007/s13157-025-02022-7		crossref	local relief model multiscale topographic position computation efficiency DTM
rasterizacion-rapida	0.333	2025	0	International Journal of Parallel Programming	Fast Parallel CPU-GPU Approximate Spectral Clustering for Transcriptomics Data	10.1007/s10766-025-00783-6		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
rasterizacion-rapida	0.333	2025	0	The Visual Computer	Dtm: Density embeded transformer mamba hybird network for point cloud analysis	10.1007/s00371-025-04005-5		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
rasterizacion-rapida	0.333	2025	0	Applied Sciences	Temporal Correlation Optimization for Accelerated 3D Sparse Convolution in Point Cloud Inference on CPU	10.3390/app15063382		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
rasterizacion-rapida	0.333	2025	3	IEEE Transactions on Geoscience and Remote Sensing	A Denoising Algorithm for ICESat-2 Bathymetric Photons Based on Point Cloud Gridding	10.1109/tgrs.2025.3549512		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
cascada-barata	0.333	2025	0	Remote Sensing	Dynamic Cascade Detector for Storage Tanks and Ships in Optical Remote Sensing Images	10.3390/rs17111882		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cuello-e-s	0.333	2025	1	IoT	Data-Bound Adaptive Federated Learning: FedAdaDB	10.3390/iot6030035		crossref	IO bound versus compute bound deep learning training data pipeline profiling
cuello-e-s	0.333	2025	0	The Journal of Supercomputing	Pipeline parallelism with reduced network communication for efficient compute-intensive neural network training	10.1007/s11227-025-07169-y		crossref	IO bound versus compute bound deep learning training data pipeline profiling
cuello-e-s	0.333	2025	2	Mathematical Methods in the Applied Sciences	Excess Risk Bound for Deep Learning Under Weak Dependence	10.1002/mma.10719		crossref	IO bound versus compute bound deep learning training data pipeline profiling
rasterizacion-rapida	0.333	2024	5	Electronics	Parallel Implementation of Lightweight Secure Hash Algorithm on CPU and GPU Environments	10.3390/electronics13050896		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
rasterizacion-rapida	0.333	2024	8	Optics and Lasers in Engineering	Holographic voice-interactive system with Taylor Rayleigh-Sommerfeld based point cloud gridding	10.1016/j.optlaseng.2024.108270		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
rasterizacion-rapida	0.333	2024	0	Indonesian Journal of Computer Science	Impact of  Parallel Processing on LightGBM Implementation a Comparative Analysis CPU on Iris Plants Dataset	10.33022/ijcs.v13i2.3813		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
cascada-barata	0.333	2024	11	Remote Sensing	Radiation-Variation Insensitive Coarse-to-Fine Image Registration for Infrared and Visible Remote Sensing Based on Zero-Shot Learning	10.3390/rs16020214		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cuello-e-s	0.333	2024	0	Computational Intelligence and Neuroscience	RETRACTION: Analysis of the Influence of Outward Bound Training Based on Data Analysis in College Physical Training	10.1155/2024/9764562		crossref	IO bound versus compute bound deep learning training data pipeline profiling
derivados-relieve	0.333	2024	18	Multiscale Modeling &amp; Simulation	Local Modification of Subdiffusion by Initial Fickian Diffusion: Multiscale Modeling, Analysis, and Computation	10.1137/24m1635612		crossref	local relief model multiscale topographic position computation efficiency DTM
rasterizacion-rapida	0.333	2023	3	Cartography and Geographic Information Science	A parallel strategy to accelerate neighborhood operation for raster data coordinating CPU and GPU	10.1080/15230406.2023.2272660		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
