bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
arqueologia-escala	0.455	2022	41	Remote Sensing	Deep Learning for Archaeological Object Detection on LiDAR: New Evaluation Measures and Insights	10.3390/rs14071694		crossref	deep learning archaeological feature detection large area survey computational workflow lidar
arqueologia-escala	0.455	2022	39	Remote Sensing	Automated Archaeological Feature Detection Using Deep Learning on Optical UAV Imagery: Preliminary Results	10.3390/rs14030553		crossref	deep learning archaeological feature detection large area survey computational workflow lidar
arqueologia-escala	0.455	2020	63	ISPRS International Journal of Geo-Information	Combining Deep Learning and Location-Based Ranking for Large-Scale Archaeological Prospection of LiDAR Data from The Netherlands	10.3390/ijgi9050293		crossref	deep learning archaeological feature detection large area survey computational workflow lidar
dtm-derivados	0.444	2025	2	Remote Sensing	A Technical Note on AI-Driven Archaeological Object Detection in Airborne LiDAR Derivative Data, with CNN as the Leading Technique	10.3390/rs17152733		crossref	which lidar visualisation derivative best archaeological feature detection comparison
paralelo-cpu	0.444	2025	3	Heliyon	Outdoor LiDAR point cloud classification algorithm based on multilevel point cluster feature fusion	10.1016/j.heliyon.2025.e42623		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
paralelo-cpu	0.444	2025	0	IEEE Access	A Library and Environment for Parallel Processing in a Power-Limited CPU+GPU Cluster Environment	10.1109/access.2025.3621020		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
paralelo-cpu	0.444	2025	2	Journal of Cultural Heritage	Automated analysis of Slavic buried settlements based on LiDAR point cloud, UAV and image processing	10.1016/j.culher.2025.04.009		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
paralelo-cpu	0.444	2024	0	AGILE: GIScience Series	Random Data Distribution for Efficient Parallel Point Cloud Processing	10.5194/agile-giss-5-15-2024		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
paralelo-cpu	0.444	2024	7	IEEE Access	A Density-Aware Point Cloud Geometry Compression Leveraging Cluster- Centric Processing	10.1109/access.2024.3411029		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
paralelo-cpu	0.444	2022	13	The Journal of Supercomputing	Temporal and spatial parallel processing of simulated quantum annealing on a multicore CPU	10.1007/s11227-021-04242-0		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
paralelo-cpu	0.444	2021	30	Electronics	Detailed Analysis on Generating the Range Image for LiDAR Point Cloud Processing	10.3390/electronics10111224		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
paralelo-cpu	0.444	2020	1	The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences	AIRBORNE LIDAR POINT CLOUD CLASSIFICATION BASED ON MULTILEVEL POINT CLUSTER FEATURES	10.5194/isprs-archives-xlii-3-w10-1231-2020		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
barrido-regional	0.4	2026	0	Landscape Ecology	Automated mapping of dry stone walls in terraced landscapes using airborne laser scanning data	10.1007/s10980-026-02390-3		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.4	2026	0	Ecological Informatics	Deep learning-based canopy gap detection using a cross-technological approach with airborne laser scanning and aerial imagery data	10.1016/j.ecoinf.2025.103558		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.4	2026	1	Remote Sensing	Airborne Laser Scanning for Large-Scale Forest Carbon Quantification: A Comparison of LiDAR Single-Tree and Field-Based Methods	10.3390/rs18040547		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
muestreo-inteligente	0.4	2026	0	Machine Learning with Applications	A data augmentation method for improving accuracy in remote sensing image classification without inference cost	10.1016/j.mlwa.2026.100917		crossref	active learning sample selection reduce inference cost remote sensing detection
muestreo-inteligente	0.4	2026	0	PLoS One	Empowering rural governance with digital technology: Deep learning models for automated detection of rural buildings using remote sensing images.	10.1371/journal.pone.0351311		europepmc	active learning sample selection reduce inference cost remote sensing detection
resolucion-baja	0.4	2026	0	Indonesian Journal of Electrical Engineering and Computer Science	Dilated residual U-Net for vegetation detection from high resolution drone aerial imagery	10.11591/ijeecs.v42.i1.pp115-122		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.4	2026	0	Applied Soft Computing	An efficiency-first high-resolution paradigm for tiny object detection in UAV imagery	10.1016/j.asoc.2026.116095		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
memoria-limitada	0.4	2026	0	KSII Transactions on Internet and Information Systems	A Hybrid JavaScript–WebAssembly Framework for Efficient Deep Learning Inference in Web Browsers	10.3837/tiis.2026.01.011		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.4	2026	0	Scientific Reports	Energy-efficient secure routing in wireless sensor networks using fuzzy inference clustering and attention-based multi-scale deep learning	10.1038/s41598-026-55944-5		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.4	2026	0	International Journal of Artificial Intelligence and Machine Learning	Gradient Checkpointing And Recomputation Strategies For Deep Learning On Memory-Limited Devices	10.51483/ijaiml.6.4s.2026.500-504		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.4	2026	0	Electronics	A Reinforcement Learning-Based Optimization Strategy for Noise Budget Management in Homomorphically Encrypted Deep Network Inference	10.3390/electronics15020275		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.4	2026	0	IEEE Internet of Things Journal	RA-LaWKeR: RAM-Aware Kernels Reconstruction with Tile-Based LRA for Efficient Deep Learning on MCUs	10.1109/jiot.2026.3701635		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.4	2026	0	Electronics	Computationally Efficient Deep Learning Approach Using IQ-MobNet for Radar DoA Estimation in Limited Snapshot Conditions	10.3390/electronics15132956		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.4	2026	2	ETRI Journal	Operation‐level scheduling framework for efficient deep learning inference on embedded systems using directed acyclic graphs	10.4218/etrij.2025-0201		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
barrido-regional	0.4	2025	0	IEEE Access	Large Scale Asset Detection Within Railway Scene Point Cloud Data From Mobile Laser Scanning	10.1109/access.2025.3590779		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.4	2025	0	Dissertationes Forestales	Large-scale estimation of boreal forest leaf area index with airborne laser scanning data	10.14214/df.375		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
resolucion-baja	0.4	2025	0	International Journal of Innovations in Science and Technology	Object Detection in High Resolution Aerial Imagery Using Detection Transformer	10.33411/ijist/1304		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.4	2025	0	Geomorphica	Automatic instream large wood detection and wood load estimation using machine learning from high-resolution aerial imagery	10.59236/geomorphica.v2i1.47		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.4	2025	2	Journal of Coastal Research	An Assessment of the Accuracy of Shoreline Indicators Interpreted from Aerial Photos and Very-High-Resolution Satellite Imagery	10.2112/jcoastres-d-24-00050.1		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.4	2025	0	IAES International Journal of Artificial Intelligence (IJ-AI)	Building change detection via classification in high-resolution aerial imagery	10.11591/ijai.v14.i5.pp4319-4331		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.4	2025	3	Environmental Modelling &amp; Software	Automatic detection of in-stream river wood from random forest machine learning and exogenous indices using very high-resolution aerial imagery	10.1016/j.envsoft.2025.106460		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
memoria-limitada	0.4	2025	0	Proceedings of the AAAI Conference on Artificial Intelligence	Scalable and Efficient Probabilistic Inference for Bayesian Deep Learning and Generative Modeling	10.1609/aaai.v39i27.35129		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.4	2025	0	Fusion: Practice and Applications	An Efficient Hybrid Approach Model for SARS-CoV-2 Prediction Using an Optimized Deep Learning Recurrent Neural Network and Fuzzy inference	10.54216/fpa.210227		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
barrido-regional	0.4	2024	6	ISPRS International Journal of Geo-Information	Power Corridor Safety Hazard Detection Based on Airborne 3D Laser Scanning Technology	10.3390/ijgi13110392		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
muestreo-inteligente	0.4	2024	6	Remote Sensing	SSN: Scale Selection Network for Multi-Scale Object Detection in Remote Sensing Images	10.3390/rs16193697		crossref	active learning sample selection reduce inference cost remote sensing detection
memoria-limitada	0.4	2024	2	Applied and Computational Engineering	Design and implementation of efficient distributed deep learning model inference architecture on serverless computation	10.54254/2755-2721/68/20241535		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
barrido-regional	0.4	2023	2	Frontiers in Environmental Science	Development of regional height growth model for Scots pine using repeated airborne laser scanning data	10.3389/fenvs.2023.1260725		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.4	2023	5	Remote Sensing	Evaluating Factors Impacting Fallen Tree Detection from Airborne Laser Scanning Point Clouds	10.3390/rs15020382		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
muestreo-inteligente	0.4	2023	40	Remote Sensing	Adaptive Slicing-Aided Hyper Inference for Small Object Detection in High-Resolution Remote Sensing Images	10.3390/rs15051249		crossref	active learning sample selection reduce inference cost remote sensing detection
resolucion-baja	0.4	2023	1	Türkiye Coğrafi Bilgi Sistemleri Dergisi	Decoding Nature's Patterns: An Innovative Approach to Tree Detection Using Deep Learning and High-Resolution Aerial Imagery	10.56130/tucbis.1307926		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.4	2023	13	Sustainability	Artificial Intelligence for the Detection of Asbestos Cement Roofing: An Investigation of Multi-Spectral Satellite Imagery and High-Resolution Aerial Imagery	10.3390/su15054276		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
memoria-limitada	0.4	2023	27	Scientific Reports	Deep transfer learning strategy for efficient domain generalisation in machine fault diagnosis	10.1038/s41598-023-33887-5		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.4	2023	0	Mobile Networks and Applications	Deep Learning Enabled Task-Oriented Semantic Communication for Memory-Limited Devices	10.1007/s11036-023-02267-8		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
barrido-regional	0.4	2022	11	PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science	Remote Sensing Techniques for Bridge Deformation Monitoring at Millimetric Scale: Investigating the Potential of Satellite Radar Interferometry, Airborne Laser Scanning and Ground-Based Mobile Laser Scanning	10.1007/s41064-022-00210-2		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.4	2022	1	SSRN Electronic Journal	Automated Defect Detection for Coatings Via Height Profiles Obtained by Laser-Scanning Microscopy	10.2139/ssrn.4108223		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.4	2022	28	Remote Sensing	Cross-Comparison of Individual Tree Detection Methods Using Low and High Pulse Density Airborne Laser Scanning Data	10.3390/rs14143480		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
resolucion-baja	0.4	2022	29	ISPRS International Journal of Geo-Information	Deep Learning of High-Resolution Aerial Imagery for Coastal Marsh Change Detection: A Comparative Study	10.3390/ijgi11020100		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.4	2022	13	IEEE Transactions on Geoscience and Remote Sensing	Mutual-Feed Learning for Super-Resolution and Object Detection in Degraded Aerial Imagery	10.1109/tgrs.2022.3198083		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
memoria-limitada	0.4	2022	15	Energies	Cost Efficient GPU Cluster Management for Training and Inference of Deep Learning	10.3390/en15020474		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.4	2022	12	Applied Physics Letters	Analog synaptic behavior of mobile ion source-limited electrochemical RAM using CuOx oxide electrode for deep learning accelerator	10.1063/5.0086164		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
barrido-regional	0.4	2021	29	Remote Sensing	Regional-Scale Systematic Mapping of Archaeological Mounds and Detection of Looting Using COSMO-SkyMed High Resolution DEM and Satellite Imagery	10.3390/rs13163106		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.4	2021	57	Forest Ecosystems	Large scale mapping of forest attributes using heterogeneous sets of airborne laser scanning and National Forest Inventory data	10.1186/s40663-021-00338-4		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.4	2021	1	AGILE: GIScience Series	Building Change Detection of Airborne Laser Scanning and Dense Image Matching Point Clouds using Height and Class Information	10.5194/agile-giss-2-10-2021		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
resolucion-baja	0.4	2021	3	Computers, Materials &amp; Continua	Spatial-Resolution Independent Object Detection Framework for Aerial Imagery	10.32604/cmc.2021.014406		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.4	2021	11	Remote Sensing	Automated Building Detection from Airborne LiDAR and Very High-Resolution Aerial Imagery with Deep Neural Network	10.3390/rs13234803		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
memoria-limitada	0.4	2021	1	Frontiers in Neuroscience	BlocTrain: Block-Wise Conditional Training and Inference for Efficient Spike-Based Deep Learning	10.3389/fnins.2021.603433		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.4	2021	23	Applied Sciences	Efficient Use of GPU Memory for Large-Scale Deep Learning Model Training	10.3390/app112110377		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.4	2021	2	Frontiers in Earth Science	An efficient local imaging strategy based on illumination analysis with deep learning	10.3389/feart.2021.732803		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
barrido-regional	0.4	2020	118	Remote Sensing	Detection, Segmentation, and Model Fitting of Individual Tree Stems from Airborne Laser Scanning of Forests Using Deep Learning	10.3390/rs12091469		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.4	2020	43	Remote Sensing	Mapping Species at an Individual-Tree Scale in a Temperate Forest, Using Sentinel-2 Images, Airborne Laser Scanning Data, and Random Forest Classification	10.3390/rs12223710		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
resolucion-baja	0.4	2020	39	Neurocomputing	Coarse-to-fine object detection in unmanned aerial vehicle imagery using lightweight convolutional neural network and deep motion saliency	10.1016/j.neucom.2019.03.102		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.4	2020	0	Journal of Coastal Research	Mapping Different Types of Shorelines from Coarse-Resolution Imagery: Fuzzy Classification Method Can Deliver Greater Accuracy	10.2112/jcoastres-d-20-00070.1		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
barrido-regional	0.4	2019	14	Geosciences	Unsupervised Classification for Landslide Detection from Airborne Laser Scanning	10.3390/geosciences9050221		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.4	2019	20	Remote Sensing	Using Tree Detection Based on Airborne Laser Scanning to Improve Forest Inventory Considering Edge Effects and the Co-Registration Factor	10.3390/rs11222675		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.4	2019	1	ENVIRONMENT. TECHNOLOGIES. RESOURCES. Proceedings of the International Scientific and Practical Conference	COMPARISON OF ALGORITHMS FOR CONSTRUCTION DETECTION USING AIRBORNE LASER SCANNING AND NDSM CLASSIFICATION	10.17770/etr2019vol2.4032		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
memoria-limitada	0.4	2019	14	Sensors	On-Device Deep Learning Inference for Efficient Activity Data Collection	10.3390/s19153434		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
arqueologia-escala	0.364	2025	0	SSRN Electronic Journal	A Low-Cost, Easy-Way Workflow for Multi-Scale Archaeological Features Detection Combining LiDAR and Aerial Orthophotography	10.2139/ssrn.5091697		crossref	deep learning archaeological feature detection large area survey computational workflow lidar
arqueologia-escala	0.364	2025	2	Journal of Archaeological Method and Theory	Evaluating Broadscale Deep Learning for Maya Settlement Detection in G-LiHT Lidar	10.1007/s10816-025-09741-5		crossref	deep learning archaeological feature detection large area survey computational workflow lidar
arqueologia-escala	0.364	2025	2	Computational Biology and Chemistry	GShC-Net: Hybrid deep learning with DCTLAP feature extraction for brain tumor detection	10.1016/j.compbiolchem.2025.108577		crossref	deep learning archaeological feature detection large area survey computational workflow lidar
arqueologia-escala	0.364	2024	0	Applied and Computational Engineering	Exploring Feature Detection: A Comparative Study of Classical and Deep Learning Methods Across Complex Scenes	10.54254/2755-2721/105/2024tj0068		crossref	deep learning archaeological feature detection large area survey computational workflow lidar
arqueologia-escala	0.364	2022	5	Journal of Archaeological Science: Reports	Detecting historic tar kilns and tar production sites using high-resolution, aerial LiDAR-derived digital elevation models: Introducing the Tar Kiln Feature Detection workflow (TKFD) using open-access R and FIJI software	10.1016/j.jasrep.2022.103340		crossref	deep learning archaeological feature detection large area survey computational workflow lidar
arqueologia-escala	0.364	2022	10	Computational Biology and Chemistry	DeepRHD: An efficient hybrid feature extraction technique for protein remote homology detection using deep learning strategies	10.1016/j.compbiolchem.2022.107749		crossref	deep learning archaeological feature detection large area survey computational workflow lidar
arqueologia-escala	0.364	2021	5	Remote Sensing	A Low-Cost, Easy-Way Workflow for Multi-Scale Archaeological Features Detection Combining LiDAR and Aerial Orthophotography	10.3390/rs13214270		crossref	deep learning archaeological feature detection large area survey computational workflow lidar
dtm-derivados	0.333	2026	0	Ancient Civilizations from Scythia to Siberia	Airborne LiDAR and Relief Model Visualisation in the Archaeological Landscape of Parion	10.1163/15700577-20252937		crossref	which lidar visualisation derivative best archaeological feature detection comparison
dtm-derivados	0.333	2026	0	Sensors	GeoFusion-3D: Multi-Scale Geomorphic Feature Fusion for Landslide Scar Detection Using UAV-Mounted LiDAR	10.3390/s26113557		crossref	which lidar visualisation derivative best archaeological feature detection comparison
dtm-derivados	0.333	2026	2	Applied Soft Computing	MFFMN: Multi-feature fusion Mamba enhancement network for LiDAR-based 3D object detection	10.1016/j.asoc.2025.114262		crossref	which lidar visualisation derivative best archaeological feature detection comparison
paralelo-cpu	0.333	2026	0	Digital Signal Processing	MuMANet: Multi-scale mixed-axis attention network for LiDAR point cloud semantic segmentation	10.1016/j.dsp.2025.105676		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
paralelo-cpu	0.333	2026	0	IET Image Processing	LiDAR Point Cloud Registration Based on Pyramid Compatibility Graph Optimization With Coarse‐to‐Fine Feature Extraction	10.1049/ipr2.70367		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
dtm-derivados	0.333	2025	2	World Journal of Geomatics and Geosciences	Exploring LiDAR Applications for Urban Feature Detection: Leveraging AI for Enhanced Feature Extraction from LiDAR Data	10.31586/wjgg.2025.1242		crossref	which lidar visualisation derivative best archaeological feature detection comparison
dtm-derivados	0.333	2025	2	Australian Energy Producers Journal	Fugitive methane emissions around onshore gas fields using Quantum Gas Lidar technology: detection, visualisation, and quantification	10.1071/ep24067		crossref	which lidar visualisation derivative best archaeological feature detection comparison
dtm-derivados	0.333	2025	0	Australian Energy Producers Journal	Session 24. Oral Presentation for: Fugitive methane emissions around onshore gas fields using Quantum Gas Lidar technology: detection, visualisation, and quantification	10.1071/ep24476		crossref	which lidar visualisation derivative best archaeological feature detection comparison
dtm-derivados	0.333	2025	0	Information	BiDFNet: A Bidirectional Feature Fusion Network for 3D Object Detection Based on Pseudo-LiDAR	10.3390/info16060437		crossref	which lidar visualisation derivative best archaeological feature detection comparison
dtm-derivados	0.333	2025	0	Information	Boosting LiDAR Point Cloud Object Detection via Global Feature Fusion	10.3390/info16100832		crossref	which lidar visualisation derivative best archaeological feature detection comparison
paralelo-cpu	0.333	2025	2	Signal, Image and Video Processing	MSCSeg: Multi-scale contextual network for LiDAR point cloud semantic segmentation	10.1007/s11760-025-04464-2		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
paralelo-cpu	0.333	2025	4	Measurement	Point cloud graph for LiDAR segmentation	10.1016/j.measurement.2024.115851		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
dtm-derivados	0.333	2024	10	Archaeological Prospection	Bathymetric LiDAR and Semi‐Automated Feature Extraction Assist Underwater Archaeological Surveys	10.1002/arp.1939		crossref	which lidar visualisation derivative best archaeological feature detection comparison
dtm-derivados	0.333	2024	10	Sensors	LiDAR-Based 3D Temporal Object Detection via Motion-Aware LiDAR Feature Fusion	10.3390/s24144667		crossref	which lidar visualisation derivative best archaeological feature detection comparison
dtm-derivados	0.333	2024	0	Peer Community in Registered Reports	Bug detection in software engineering: which incentives work best?	10.24072/pci.rr.100746		crossref	which lidar visualisation derivative best archaeological feature detection comparison
paralelo-cpu	0.333	2024	11	Computers and Geotechnics	Multicore CPU-based parallel computing accelerated digital image correlation for large soil deformations measurement	10.1016/j.compgeo.2023.106027		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
paralelo-cpu	0.333	2024	4	Electronics	LiDAR Point Cloud Super-Resolution Reconstruction Based on Point Cloud Weighted Fusion Algorithm of Improved RANSAC and Reciprocal Distance	10.3390/electronics13132521		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
dtm-derivados	0.333	2023	2	IEEE Access	Monocular 3D Object Detection From Comprehensive Feature Distillation Pseudo-LiDAR	10.1109/access.2023.3313432		crossref	which lidar visualisation derivative best archaeological feature detection comparison
paralelo-cpu	0.333	2023	3	International Journal of Intelligent Engineering and Systems	Parallel Message Authentication Algorithm Implemented Over Multicore CPU	10.22266/ijies2023.0831.52		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
dtm-derivados	0.333	2022	9	Sensors	Camera-LiDAR Fusion Method with Feature Switch Layer for Object Detection Networks	10.3390/s22197163		crossref	which lidar visualisation derivative best archaeological feature detection comparison
dtm-derivados	0.333	2022	12	Sensors	Automatic Roadside Feature Detection Based on Lidar Road Cross Section Images	10.3390/s22155510		crossref	which lidar visualisation derivative best archaeological feature detection comparison
paralelo-cpu	0.333	2022	5	Displays	Prediction of multicore CPU performance through parallel data mining on public datasets	10.1016/j.displa.2021.102112		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
dtm-derivados	0.333	2021	0	Adalya Journal	Best Feature Selection with Ensemble Model in Intrusion Detection System	10.37896/aj10.6/008		crossref	which lidar visualisation derivative best archaeological feature detection comparison
dtm-derivados	0.333	2021	9	IEEE Access	3D Object Detection With Multi-Frame RGB-Lidar Feature Alignment	10.1109/access.2021.3120261		crossref	which lidar visualisation derivative best archaeological feature detection comparison
paralelo-cpu	0.333	2021	2	International Journal of Circuits, Systems and Signal Processing	Ground Segmentation Algorithm of Lidar Point Cloud Based on Ray-Ransac	10.46300/9106.2021.15.104		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
paralelo-cpu	0.333	2020	4	APSIPA Transactions on Signal and Information Processing	Ground-distance segmentation of 3D LiDAR point cloud toward autonomous driving	10.1017/atsip.2020.21		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
paralelo-cpu	0.333	2020	3	IET Image Processing	Correlation scan matching algorithm based on multi‐resolution auxiliary historical point cloud and lidar simultaneous localisation and mapping positioning application	10.1049/iet-ipr.2019.1657		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
dtm-derivados	0.333	2019	68	Journal of Computer Applications in Archaeology	Learning to Look at LiDAR: The Use of R-CNN in the Automated Detection of Archaeological Objects in LiDAR Data from the Netherlands	10.5334/jcaa.32		crossref	which lidar visualisation derivative best archaeological feature detection comparison
