bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
fusion-ortofoto	0.5	2025	54	Information Fusion	IF-USOD: Multimodal information fusion interactive feature enhancement architecture for underwater salient object detection	10.1016/j.inffus.2024.102806		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2025	0	Information	BiDFNet: A Bidirectional Feature Fusion Network for 3D Object Detection Based on Pseudo-LiDAR	10.3390/info16060437		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2025	0	Information	Boosting LiDAR Point Cloud Object Detection via Global Feature Fusion	10.3390/info16100832		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2025	3	Procedia Computer Science	Feature fusion for multimodal fake news detection	10.1016/j.procs.2025.04.069		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2025	2	IEEE Access	CNN-LiDAR-SLAM: Multimodal Fusion With Object Detection for Indoor Localization	10.1109/access.2025.3635243		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2025	10	Information Fusion	A hybrid model using multimodal feature perception and multiple cross-attention fusion for depressive episodes detection	10.1016/j.inffus.2025.103354		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2025	2	Applied Sciences	Defect Detection in Source Code via Multimodal Feature Fusion	10.3390/app15179358		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
transferencia-region	0.5	2025	0	APL Machine Learning	Deep learning model of myofilament cooperative activation and cross-bridge cycling in cardiac muscle	10.1063/5.0286557		crossref	cross region transferability archaeological deep learning model generalisation
fusion-ortofoto	0.5	2024	10	Remote Sensing	Fusion of Google Street View, LiDAR, and Orthophoto Classifications Using Ranking Classes Based on F1 Score for Building Land-Use Type Detection	10.3390/rs16112011		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2024	10	Sensors	LiDAR-Based 3D Temporal Object Detection via Motion-Aware LiDAR Feature Fusion	10.3390/s24144667		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2024	9	IEEE Geoscience and Remote Sensing Letters	Multimodal Feature Disentangle-Fusion Network for Hyperspectral and LiDAR Data Classification	10.1109/lgrs.2024.3492252		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2024	2	Applied Computer Science	ENHANCING TOMATO LEAF DISEASE DETECTION THROUGH MULTIMODAL FEATURE FUSION	10.35784/acs-2024-38		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
semantica-terreno	0.5	2024	106	Remote Sensing of Environment	Time-series land cover change detection using deep learning-based temporal semantic segmentation	10.1016/j.rse.2024.114101		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
transferencia-region	0.5	2024	22	Energy	Comprehensive transferability assessment of short-term cross-building-energy prediction using deep adversarial network transfer learning	10.1016/j.energy.2024.131395		crossref	cross region transferability archaeological deep learning model generalisation
transferencia-region	0.5	2024	13	Journal of Information &amp; Knowledge Management	Mutual Information-Based Generalisation Gap Analysis Using Deep Learning Model	10.1142/s0219649225500017		crossref	cross region transferability archaeological deep learning model generalisation
transferencia-region	0.5	2024	15	Artificial Intelligence for the Earth Systems	Transferability and Explainability of Deep Learning Emulators for Regional Climate Model Projections: Perspectives for Future Applications	10.1175/aies-d-23-0099.1		crossref	cross region transferability archaeological deep learning model generalisation
transferencia-region	0.5	2024	19	Journal of Archaeological Science	Broadscale deep learning model for archaeological feature detection across the Maya area	10.1016/j.jas.2024.106022		crossref	cross region transferability archaeological deep learning model generalisation
fusion-ortofoto	0.5	2023	13	Sensors	Series Arc Fault Detection Based on Multimodal Feature Fusion	10.3390/s23177646		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2023	76	IEEE Access	Multimodal Hierarchical CNN Feature Fusion for Stress Detection	10.1109/access.2023.3237545		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2023	7	Frontiers in Neuroscience	Multimodal brain image fusion based on error texture elimination and salient feature detection	10.3389/fnins.2023.1204263		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
transferencia-region	0.5	2023	37	Energy and Buildings	Transferability investigation of a Sim2Real deep transfer learning framework for cross-building energy prediction	10.1016/j.enbuild.2023.112968		crossref	cross region transferability archaeological deep learning model generalisation
transferencia-region	0.5	2023	64	Energy	Cross temporal-spatial transferability investigation of deep reinforcement learning control strategy in the building HVAC system level	10.1016/j.energy.2022.125679		crossref	cross region transferability archaeological deep learning model generalisation
transferencia-region	0.5	2023	1	Radiation Physics and Chemistry	Feasibility of the photon spectrum generalisation model for rapid Monte Carlo dose calculation with a deep learning-based framework	10.1016/j.radphyschem.2022.110587		crossref	cross region transferability archaeological deep learning model generalisation
fusion-ortofoto	0.5	2022	9	Sensors	Camera-LiDAR Fusion Method with Feature Switch Layer for Object Detection Networks	10.3390/s22197163		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2022	14	Applied Sciences	EFAFN: An Efficient Feature Adaptive Fusion Network with Facial Feature for Multimodal Sarcasm Detection	10.3390/app122111235		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2022	5	Applied Sciences	Vehicle Detection for Unmanned Systems Based on Multimodal Feature Fusion	10.3390/app12126198		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
fusion-ortofoto	0.5	2022	11	Algorithms	False Information Detection via Multimodal Feature Fusion and Multi-Classifier Hybrid Prediction	10.3390/a15040119		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
semantica-terreno	0.5	2022	14	Sustainability	Land-Cover-Change Detection with Aerial Orthoimagery Using SegNet-Based Semantic Segmentation in Namyangju City, South Korea	10.3390/su141912321		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
fusion-ortofoto	0.5	2020	0	KSII Transactions on Internet and Information Systems	A multisource image fusion method for multimodal pig-body feature detection	10.3837/tiis.2020.11.008		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
semantica-terreno	0.5	2020	5	ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences	CNN SEMANTIC SEGMENTATION TO RETRIEVE PAST LAND COVER OUT OF HISTORICAL ORTHOIMAGES AND DSM: FIRST EXPERIMENTS	10.5194/isprs-annals-v-2-2020-1013-2020		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
transferencia-region	0.5	2020	106	Remote Sensing	Deep Learning in Archaeological Remote Sensing: Automated Qanat Detection in the Kurdistan Region of Iraq	10.3390/rs12030500		crossref	cross region transferability archaeological deep learning model generalisation
transferencia-region	0.5	2019	1	SSRN Electronic Journal	Cross-Category Product Choice: A Scalable Deep-Learning Model	10.2139/ssrn.3402471		crossref	cross region transferability archaeological deep learning model generalisation
transferencia-region	0.5	2019	21	Educational Studies	Examining cross-cultural transferability of self-regulated learning model: an adaptation of the Motivated Strategies for Learning Questionnaire for Chinese adult learners	10.1080/03055698.2019.1590183		crossref	cross region transferability archaeological deep learning model generalisation
fusion-ortofoto	0.5	2018	61	Journal of Sensors	Deep Learning Approach for Building Detection Using LiDAR–Orthophoto Fusion	10.1155/2018/7212307		crossref	multimodal fusion lidar relief and orthophoto archaeological feature detection
mineria-duros	0.455	2026	1	Automation in Construction	Improving cross-site generalization in construction object detection via hard negative mining	10.1016/j.autcon.2026.106761		crossref	hard negative mining reduce false positives object detection remote sensing archaeology
dominio-urbano	0.455	2026	1	IEEE Transactions on Geoscience and Remote Sensing	Domain Adaptation for Object Detection Based on Domain-Aware Prompting in Remote Sensing Imagery	10.1109/tgrs.2026.3661721		crossref	domain adaptation urban rural landscape deep learning remote sensing detection shift
mineria-duros	0.455	2025	2	Remote Sensing	Feature-Guided Instance Mining and Task-Aligned Focal Loss for Weakly Supervised Object Detection in Remote Sensing Images	10.3390/rs17101673		crossref	hard negative mining reduce false positives object detection remote sensing archaeology
mineria-duros	0.455	2025	4	IEEE Transactions on Geoscience and Remote Sensing	Boosting Remote Sensing Change Detection via Hard Region Mining	10.1109/tgrs.2025.3598766		crossref	hard negative mining reduce false positives object detection remote sensing archaeology
mineria-duros	0.455	2025	9	ISPRS Journal of Photogrammetry and Remote Sensing	Saliency supervised masked autoencoder pretrained salient location mining network for remote sensing image salient object detection	10.1016/j.isprsjprs.2025.03.025		crossref	hard negative mining reduce false positives object detection remote sensing archaeology
mineria-duros	0.455	2025	10	International Journal of Remote Sensing	Multi-instance mining with dynamic localization for weakly supervised object detection in remote-sensing images	10.1080/01431161.2025.2479886		crossref	hard negative mining reduce false positives object detection remote sensing archaeology
dominio-urbano	0.455	2025	5	Remote Sensing	Domain Adaptation and Fine-Tuning of a Deep Learning Segmentation Model of Small Agricultural Burn Area Detection Using High-Resolution Sentinel-2 Observations: A Case Study of Punjab, India	10.3390/rs17060974		crossref	domain adaptation urban rural landscape deep learning remote sensing detection shift
dominio-urbano	0.455	2025	1	IEEE Transactions on Geoscience and Remote Sensing	VLSDA: Vision–Language Model-Supervised Domain Adaptation for Cross-Domain Object Detection in Remote Sensing	10.1109/tgrs.2025.3627226		crossref	domain adaptation urban rural landscape deep learning remote sensing detection shift
mineria-duros	0.455	2024	7	IEEE Transactions on Geoscience and Remote Sensing	Negative-Core Sample Knowledge Distillation for Oriented Object Detection in Remote Sensing Image	10.1109/tgrs.2024.3492046		crossref	hard negative mining reduce false positives object detection remote sensing archaeology
dominio-urbano	0.455	2024	29	Landscape and Urban Planning	The relationship between urban greenery, mixed land use and life satisfaction: An examination using remote sensing data and deep learning	10.1016/j.landurbplan.2024.105174		crossref	domain adaptation urban rural landscape deep learning remote sensing detection shift
mineria-duros	0.455	2023	59	IEEE Transactions on Geoscience and Remote Sensing	Mining High-Quality Pseudoinstance Soft Labels for Weakly Supervised Object Detection in Remote Sensing Images	10.1109/tgrs.2023.3266838		crossref	hard negative mining reduce false positives object detection remote sensing archaeology
dominio-urbano	0.455	2023	11	IEEE Geoscience and Remote Sensing Letters	Unsupervised Domain Adaptation for Remote-Sensing Vehicle Detection Using Domain-Specific Channel Recalibration	10.1109/lgrs.2023.3314644		crossref	domain adaptation urban rural landscape deep learning remote sensing detection shift
dominio-urbano	0.455	2023	7	Remote Sensing	Cross-Domain Multi-Prototypes with Contradictory Structure Learning for Semi-Supervised Domain Adaptation Segmentation of Remote Sensing Images	10.3390/rs15133398		crossref	domain adaptation urban rural landscape deep learning remote sensing detection shift
dominio-urbano	0.455	2021	15	Remote Sensing	Landscape Similarity Analysis Using Texture Encoded Deep-Learning Features on Unclassified Remote Sensing Imagery	10.3390/rs13030492		crossref	domain adaptation urban rural landscape deep learning remote sensing detection shift
dominio-urbano	0.455	2020	18	Remote Sensing	Progressive Domain Adaptation for Change Detection Using Season-Varying Remote Sensing Images	10.3390/rs12223815		crossref	domain adaptation urban rural landscape deep learning remote sensing detection shift
dominio-urbano	0.455	2020	98	IEEE Geoscience and Remote Sensing Letters	Classifier-Constrained Deep Adversarial Domain Adaptation for Cross-Domain Semisupervised Classification in Remote Sensing Images	10.1109/lgrs.2019.2931305		crossref	domain adaptation urban rural landscape deep learning remote sensing detection shift
prospeccion-precision	0.444	2026	0	Journal of International Commercial Law and Technology	Utilizing Supervised and Unsupervised Machine Learning Techniques for Crop Yield Prediction, Pest Detection, And Precision Farming	10.61336/jiclt/26-01-68		crossref	improving precision archaeological site detection machine learning survey validation
prospeccion-precision	0.444	2026	0	Conservation and Management of Archaeological Sites	Predicting Archaeological Site Vandalism Risk in Pakistan Using GIS-Based Accessibility Indicators and Socio-Demographic Machine Learning Models	10.1080/13505033.2026.2665274		crossref	improving precision archaeological site detection machine learning survey validation
prospeccion-precision	0.444	2026	0	International Journal of Medical Informatics	Machine learning for site risk prediction in clinical trials: development, external validation, and operational application in site qualification	10.1016/j.ijmedinf.2026.106314		crossref	improving precision archaeological site detection machine learning survey validation
gran-escala-ruido	0.444	2026	0	The Annals of Statistics	Large-scale multiple testing: Fundamental limits of false discovery rate control and compound oracle	10.1214/25-aos2581		crossref	large scale archaeological survey false alarm rate landscape variability
prospeccion-precision	0.444	2025	9	Diagnostics	Improving Surgical Site Infection Prediction Using Machine Learning: Addressing Challenges of Highly Imbalanced Data	10.3390/diagnostics15040501		crossref	improving precision archaeological site detection machine learning survey validation
prospeccion-precision	0.444	2024	34	Information	Machine Learning-Driven Detection of Cross-Site Scripting Attacks	10.3390/info15070420		crossref	improving precision archaeological site detection machine learning survey validation
gran-escala-ruido	0.444	2024	1	Journal of Applied Statistics	Directional false discovery rate control in large-scale multiple comparisons	10.1080/02664763.2024.2344260		crossref	large scale archaeological survey false alarm rate landscape variability
prospeccion-precision	0.444	2023	3	Engineering and Technology Journal	DEEP AND MACHINE LEARNING FOR IMPROVING BREAST CANCER DETECTION	10.47191/etj/v8i12.06		crossref	improving precision archaeological site detection machine learning survey validation
prospeccion-precision	0.444	2023	29	Precision Agriculture	Predicting site-specific economic optimal nitrogen rate using machine learning methods and on-farm precision experimentation	10.1007/s11119-023-10018-8		crossref	improving precision archaeological site detection machine learning survey validation
prospeccion-precision	0.444	2022	0	International Journal of Science and Research (IJSR)	Improving Software Testing and Validation with Machine Learning and Automation	10.21275/sr231208194127		crossref	improving precision archaeological site detection machine learning survey validation
gran-escala-ruido	0.444	2022	1	SSRN Electronic Journal	Potential and Implications of Automated Pre-Processing of Lidar-Based Digital Elevation Models for Large-Scale Archaeological Landscape Analysis	10.2139/ssrn.4063514		crossref	large scale archaeological survey false alarm rate landscape variability
gran-escala-ruido	0.444	2022	17	The Annals of Statistics	Optimal false discovery rate control for large scale multiple testing with auxiliary information	10.1214/21-aos2128		crossref	large scale archaeological survey false alarm rate landscape variability
gran-escala-ruido	0.444	2022	11	IEEE Transactions on Geoscience and Remote Sensing	MSIF: Multisize Inference Fusion-Based False Alarm Elimination for Ship Detection in Large-Scale SAR Images	10.1109/tgrs.2022.3159035		crossref	large scale archaeological survey false alarm rate landscape variability
prospeccion-precision	0.444	2021	0	SSRN Electronic Journal	Detection of Melanoma Through Machine Learning with High Precision for Accuracy	10.2139/ssrn.3884375		crossref	improving precision archaeological site detection machine learning survey validation
gran-escala-ruido	0.444	2021	83	Sensors	What Is behind Changes in Resting Heart Rate and Heart Rate Variability? A Large-Scale Analysis of Longitudinal Measurements Acquired in Free-Living	10.3390/s21237932		crossref	large scale archaeological survey false alarm rate landscape variability
gran-escala-ruido	0.444	2020	0	Journal of Applied Remote Sensing	Adaptively truncated clutter-statistics-based variability index constant false-alarm-rate detector in SAR imagery	10.1117/1.jrs.14.026509		crossref	large scale archaeological survey false alarm rate landscape variability
gran-escala-ruido	0.444	2020	4	Archaeological Prospection	Lost but revived. Revisiting the medieval village of Nieuw‐Roeselare (Flanders) using large‐scale frequency‐domain multi‐receiver EMI and landscape archaeological prospection	10.1002/arp.1768		crossref	large scale archaeological survey false alarm rate landscape variability
contexto-auxiliar	0.444	2018	10	Remote Sensing	Beyond GIS Layering: Challenging the (Re)use and Fusion of Archaeological Prospection Data Based on Bayesian Neural Networks (BNN)	10.3390/rs10111762		crossref	ancillary contextual data filtering false positives archaeological prospection GIS
semantica-terreno	0.4	2026	1	Journal of Infrastructure Systems	Utilizing Transformer-Based Semantic Segmentation for Damage and Component Detection in Civil Infrastructure Inspection	10.1061/jitse4.iseng-2748		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2026	4	Environmental Modelling &amp; Software	HR-MM Segformer: Enhancing land use and land cover semantic segmentation through transformer-based multisource remote sensing feature fusion	10.1016/j.envsoft.2025.106848		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2026	0	AI	Spectral Input Selection and Architectural Design for Robust Multispectral Land Cover Semantic Segmentation from Sentinel-2 Imagery	10.3390/ai7060186		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
ensemble-verificacion	0.4	2026	0	IEEE Geoscience and Remote Sensing Letters	Multiscale Classifier Ensemble Knowledge Distillation for Remote Sensing Image Classification	10.1109/lgrs.2026.3658005		crossref	ensemble verification second stage classifier reduce false alarms remote sensing
ensemble-verificacion	0.4	2026	0	Sensors	A Refined Rotation Forest-Based Ensemble Classifier for Lithological Mapping with ZY1-02D Hyperspectral Remote Sensing Imagery	10.3390/s26113340		crossref	ensemble verification second stage classifier reduce false alarms remote sensing
cnn-textura	0.4	2025	0	Jurnal Teknik Informatika (Jutif)	IMPLEMENTATION OF CONVOLUTIONAL NEURAL NETWORK USING MOBILENETV2 TO DISTINGUISH HUMAN AND ARTIFICIAL INTELLIGENCE PAINTING	10.52436/1.jutif.2025.6.1.3827		crossref	texture context cues convolutional network distinguish natural artificial terrain features
cnn-textura	0.4	2025	0	Journal of Agriculture and Food Research	Automatic grading of barley grain for brewery industries using convolutional neural network based on texture features	10.1016/j.jafr.2025.101752		crossref	texture context cues convolutional network distinguish natural artificial terrain features
semantica-terreno	0.4	2025	7	Scientific Reports	Lightweight multiscale information aggregation network for land cover land use semantic segmentation from remote sensing images	10.1038/s41598-025-07908-4		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2025	5	Remote Sensing Applications: Society and Environment	Semantic segmentation for simultaneous crop and land cover land use classification using multi-temporal Landsat imagery	10.1016/j.rsase.2025.101505		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2025	3	Remote Sensing	GPRNet: A Geometric Prior-Refined Semantic Segmentation Network for Land Use and Land Cover Mapping	10.3390/rs17233856		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2025	1	Journal of Pipeline Science and Engineering	A semantic segmentation and Fluent simulation-based quantitative detection method for natural gas pipeline leakage	10.1016/j.jpse.2025.100361		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
ensemble-verificacion	0.4	2025	1	IEEE Transactions on Geoscience and Remote Sensing	A Two-Stage Genetic Programming Approach to Feature Construction and Ensemble Evolving for Road Extraction From Remote Sensing Images	10.1109/tgrs.2025.3624487		crossref	ensemble verification second stage classifier reduce false alarms remote sensing
cnn-textura	0.4	2024	0	Radio Electronics, Computer Science, Control	RCF-ST: RICHER CONVOLUTIONAL FEATURES NETWORK WITH STRUCTURAL TUNING FOR THE EDGE DETECTION ON NATURAL IMAGES	10.15588/1607-3274-2023-4-12		crossref	texture context cues convolutional network distinguish natural artificial terrain features
cnn-textura	0.4	2024	5	Multimedia Tools and Applications	Brain tumor recognition from multimodal magnetic resonance images using wavelet texture features and optimized artificial neural network	10.1007/s11042-024-18489-1		crossref	texture context cues convolutional network distinguish natural artificial terrain features
semantica-terreno	0.4	2024	3	Symmetry	Drainage Pipeline Defect Detection System Based on Semantic Segmentation	10.3390/sym16111477		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2024	0	PRZEGLĄD ELEKTROTECHNICZNY	Application of Mask R-CNN Algorithm for Apple Detection and  Semantic Segmentation	10.15199/48.2024.05.55		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2024	8	Applied Sciences	Mask R-CNN-Based Stone Detection and Segmentation for Underground Pipeline Exploration Robots	10.3390/app14093752		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2024	15	Remote Sensing	LULC-SegNet: Enhancing Land Use and Land Cover Semantic Segmentation with Denoising Diffusion Feature Fusion	10.3390/rs16234573		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2024	3	Remote Sensing	Generating 10-Meter Resolution Land Use and Land Cover Products Using Historical Landsat Archive Based on Super Resolution Guided Semantic Segmentation Network	10.3390/rs16122248		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
ensemble-verificacion	0.4	2024	2	Procedia Computer Science	Self-tuning framework to reduce the number of false positive instances using aggregation functions in ensemble classifier	10.1016/j.procs.2024.09.241		crossref	ensemble verification second stage classifier reduce false alarms remote sensing
cnn-textura	0.4	2023	3	IEEE Access	On Fusing Artificial and Convolutional Neural Network Features for Automatic Bug Assignments	10.1109/access.2023.3273595		crossref	texture context cues convolutional network distinguish natural artificial terrain features
semantica-terreno	0.4	2023	48	Remote Sensing	Efficient Deep Semantic Segmentation for Land Cover Classification Using Sentinel Imagery	10.3390/rs15082027		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2023	2	Remote Sensing	Multiscale Entropy-Based Surface Complexity Analysis for Land Cover Image Semantic Segmentation	10.3390/rs15082192		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2023	13	Electronics	Multi-Attention-Based Semantic Segmentation Network for Land Cover Remote Sensing Images	10.3390/electronics12061347		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
ensemble-verificacion	0.4	2023	19	Remote Sensing	Underground Water Level Prediction in Remote Sensing Images Using Improved Hydro Index Value with Ensemble Classifier	10.3390/rs15082015		crossref	ensemble verification second stage classifier reduce false alarms remote sensing
cnn-textura	0.4	2022	2	International Journal of Advanced Computer Science and Applications	Periapical Radiograph Texture Features for Osteoporosis Detection using Deep Convolutional Neural Network	10.14569/ijacsa.2022.0130127		crossref	texture context cues convolutional network distinguish natural artificial terrain features
cnn-textura	0.4	2022	12	Applied Sciences	Sign Language Gesture Recognition with Convolutional-Type Features on Ensemble Classifiers and Hybrid Artificial Neural Network	10.3390/app12147303		crossref	texture context cues convolutional network distinguish natural artificial terrain features
semantica-terreno	0.4	2022	12	Remote Sensing	Multi-Scale Feature Aggregation Network for Semantic Segmentation of Land Cover	10.3390/rs14236156		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2022	14	Remote Sensing	Multispectral LiDAR Point Cloud Segmentation for Land Cover Leveraging Semantic Fusion in Deep Learning Network	10.3390/rs15010243		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
semantica-terreno	0.4	2022	23	Remote Sensing	Multimodal and Multitemporal Land Use/Land Cover Semantic Segmentation on Sentinel-1 and Sentinel-2 Imagery: An Application on a MultiSenGE Dataset	10.3390/rs15010151		crossref	land cover semantic segmentation mask out modern infrastructure detection pipeline
