bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
E3-deuda-tecnica	0.571	2026	0	International Journal of Science and Research (IJSR)	Machine Learning-Driven PdMin Software Engineering: Models, Methods, and Applications	10.21275/sr26517131831		crossref	research software engineering machine learning pipeline maintainability
E3-deuda-tecnica	0.571	2026	0	Journal of Engineering Research	SMS spam detection via a systematic machine learning pipeline: Feature engineering, hyperparameter optimizing, scaling, and ensemble learning	10.1016/j.jer.2026.05.020		crossref	research software engineering machine learning pipeline maintainability
E3-deuda-tecnica	0.571	2026	0	Machine Learning and Knowledge Extraction	Supervised Machine Learning for Technical Debt in Python: Analysis and Prediction	10.3390/make8050118		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.571	2026	0	Mathematics	A MCDM-Based Framework for Quantifying Reproducibility Readiness in Machine Learning Research	10.3390/math14091536		crossref	reproducibility crisis machine learning research code practices
E1-transferencia	0.571	2025	12	npj Materials Degradation	Residual strength prediction of corroded pipelines based on physics-informed machine learning and domain generalization	10.1038/s41529-025-00561-2		crossref	geographic generalization gap machine learning environmental prediction
E1-transferencia	0.571	2025	0	Building of Informatics, Technology and Science (BITS)	Comparative Study of Machine Learning Models for Temperature Prediction: Analyzing Accuracy, Stability, and Generalization	10.47065/bits.v6i4.7114		crossref	geographic generalization gap machine learning environmental prediction
E1-transferencia	0.571	2025	4	Molecular Diversity	QMGBP-DL: a deep learning and machine learning approach for quantum molecular graph band-gap prediction	10.1007/s11030-025-11178-7		crossref	geographic generalization gap machine learning environmental prediction
E1-transferencia	0.571	2025	25	Nanoscale	Harnessing DFT and machine learning for accurate optical gap prediction in conjugated polymers	10.1039/d4nr03702b		crossref	geographic generalization gap machine learning environmental prediction
E1-transferencia	0.571	2025	1	Sensors	Sensor-Driven RSSI Prediction via Adaptive Machine Learning and Environmental Sensing	10.3390/s25165199		crossref	geographic generalization gap machine learning environmental prediction
E1-transferencia	0.571	2025	0	International Journal of Research Publications	Smoking Behavior Prediction Using Machine Learning: Bridging the Gap Between Data and Healthcare Solutions	10.47119/ijrp1001701420257747		crossref	geographic generalization gap machine learning environmental prediction
E3-deuda-tecnica	0.571	2025	0	Iconic Research and Engineering Journals	Engineering Decision Intelligence Platforms: Integrating Machine Learning Pipelines into Enterprise Software Architectures	10.64388/irev8i9-1715640		crossref	research software engineering machine learning pipeline maintainability
E3-deuda-tecnica	0.571	2025	4	Sustainability and Climate Change	The Hidden Costs of Intelligence: Artificial Intelligence and Machine Learning Adoption and the Paradox of Exponential Digital Growth	10.1089/scc.2025.0017		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.571	2025	0	Machine Learning and Knowledge Extraction	Thrifty World Models for Applying Machine Learning in the Design of Complex Biosocial–Technical Systems	10.3390/make7030083		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.571	2025	1	Journal of Computational and Cognitive Engineering	Advances in Managing Self-Admitted Technical Debt: A Review of NLP and Machine Learning Approaches	10.47852/bonviewjcce52025975		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.571	2025	14	AI Magazine	What is reproducibility in artificial intelligence and machine learning research?	10.1002/aaai.70004		crossref	reproducibility crisis machine learning research code practices
E4-seleccion	0.571	2025	38	Electronics	Optimizing Multiclass Classification Using Convolutional Neural Networks with Class Weights and Early Stopping for Imbalanced Datasets	10.3390/electronics14040705		crossref	early stopping criterion imbalanced classification overfitting detection
E1-transferencia	0.571	2024	0	Science and Technology of Engineering, Chemistry and Environmental Protection	Enhancing Heart Disease Prediction through Machine Learning: A Comparative Analysis of Algorithm Generalization across Datasets with Various Distributions	10.61173/h990a243		crossref	geographic generalization gap machine learning environmental prediction
E1-transferencia	0.571	2024	0	Science and Technology of Engineering, Chemistry and Environmental Protection	Enhancing Heart Disease Prediction through Machine Learning: A Comparative Analysis of Algorithm Generalization across Datasets with Various Distributions.	10.61173/kz945v95		crossref	geographic generalization gap machine learning environmental prediction
E1-transferencia	0.571	2024	25	Molecules	Prediction of Organic–Inorganic Hybrid Perovskite Band Gap by Multiple Machine Learning Algorithms	10.3390/molecules29020499		crossref	geographic generalization gap machine learning environmental prediction
E3-deuda-tecnica	0.571	2024	5	Electronics	Hardware–Software Co-Design of an Audio Feature Extraction Pipeline for Machine Learning Applications	10.3390/electronics13050875		crossref	research software engineering machine learning pipeline maintainability
E3-deuda-tecnica	0.571	2024	4	Sustainability	A Machine Learning and Deep Learning-Based Account Code Classification Model for Sustainable Accounting Practices	10.3390/su16208866		crossref	reproducibility crisis machine learning research code practices
E3-deuda-tecnica	0.571	2024	3	Informatica	Advancing Research Reproducibility in Machine Learning through Blockchain Technology	10.15388/24-infor553		crossref	reproducibility crisis machine learning research code practices
E3-deuda-tecnica	0.571	2024	5	European Stroke Journal	Artificial intelligence, machine learning, and reproducibility in stroke research	10.1177/23969873241275863		crossref	reproducibility crisis machine learning research code practices
E4-seleccion	0.571	2024	5	Scientific Journal of Informatics	Classification Modeling with RNN-based, Random Forest, and XGBoost for Imbalanced Data: A Case of Early Crash Detection in ASEAN-5 Stock Markets	10.15294/sji.v11i3.4067		crossref	early stopping criterion imbalanced classification overfitting detection
E3-deuda-tecnica	0.571	2023	0	SSRN Electronic Journal	Improvement in Software Maintainability Prediction Using Data Balancing and Machine Learning	10.2139/ssrn.4339715		crossref	research software engineering machine learning pipeline maintainability
E3-deuda-tecnica	0.571	2023	1	Journal of Computer and Systems Sciences International	Machine Learning for Software Technical Debt Detection	10.1134/s106423072304007x		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.571	2023	0	Известия Российской академии наук. Теория и системы управления	Machine Learning for Software Technical Debt Detection	10.31857/s0002338823040078		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.571	2023	745	Patterns	Leakage and the reproducibility crisis in machine-learning-based science	10.1016/j.patter.2023.100804		crossref	reproducibility crisis machine learning research code practices
E3-deuda-tecnica	0.571	2023	0	Language Learning	Open Research in Artificial Intelligence and the Search for Common Ground in Reproducibility: A Commentary on “(Why) Are Open Research Practices the Future for the Study of Language Learning?”	10.1111/lang.12582		crossref	reproducibility crisis machine learning research code practices
E4-seleccion	0.571	2023	5	Neural Computing and Applications	An enhanced data-driven framework for early kick detection based on imbalanced multivariate time series classification	10.1007/s00521-023-08636-4		crossref	early stopping criterion imbalanced classification overfitting detection
E5-consolidar	0.571	2023	0	Open Research Europe	When citizen science meets radon building diagnosis: Synthesis of a French pilot project developed in the framework of the European RadoNorm research project	10.12688/openreseurope.15968.1		crossref	when to stop exploring research project decision framework
E5-consolidar	0.571	2023	7	Open Research Europe	When citizen science meets radon building diagnosis: Synthesis of a French pilot project developed in the framework of the European RadoNorm research project	10.12688/openreseurope.15968.2		crossref	when to stop exploring research project decision framework
E1-transferencia	0.571	2022	0	SSRN Electronic Journal	Machine Learning Models for Photonic Crystals Band Diagram Prediction and Gap Optimisation	10.2139/ssrn.4204785		crossref	geographic generalization gap machine learning environmental prediction
E3-deuda-tecnica	0.571	2022	65	Nature	Could machine learning fuel a reproducibility crisis in science?	10.1038/d41586-022-02035-w		crossref	reproducibility crisis machine learning research code practices
E1-transferencia	0.571	2021	20	Computational Materials Science	The utility of composition-based machine learning models for band gap prediction	10.1016/j.commatsci.2021.110637		crossref	geographic generalization gap machine learning environmental prediction
E3-deuda-tecnica	0.571	2021	3	International Journal of Interactive Multimedia and Artificial Intelligence	An Extensive Analysis of Machine Learning Based Boosting Algorithms for Software Maintainability Prediction.	10.9781/ijimai.2021.10.002		crossref	research software engineering machine learning pipeline maintainability
E3-deuda-tecnica	0.571	2021	0	International Journal of Science and Research (IJSR)	Navigating Technical Debt in the Evolving Landscape of Machine Learning and Artificial Intelligence	10.21275/sr24212235641		crossref	technical debt machine learning systems hidden costs
E1-transferencia	0.571	2020	25	Environmental Pollution	Integration of machine learning-based prediction for enhanced Model’s generalization: Application in photocatalytic polishing of palm oil mill effluent (POME)	10.1016/j.envpol.2020.115500		crossref	geographic generalization gap machine learning environmental prediction
E3-deuda-tecnica	0.571	2020	93	Information and Software Technology	A systematic literature review of machine learning techniques for software maintainability prediction	10.1016/j.infsof.2019.106214		crossref	research software engineering machine learning pipeline maintainability
E3-deuda-tecnica	0.571	2020	30	Enterprise Information Systems	Technical debt as an indicator of software security risk: a machine learning approach for software development enterprises	10.1080/17517575.2020.1824017		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.571	2019	21	International Journal of Engineering and Advanced Technology	Applying Machine Learning Techniques to Predict the Maintainability of Open-Source Software	10.35940/ijeat.e1045.0785s319		crossref	research software engineering machine learning pipeline maintainability
E2-holdout-pequeno	0.556	2026	3	Energy and Buildings	TS-TCN: a deep learning model for ultra-short-term outdoor air temperature forecasting in complex terrain with small sample size	10.1016/j.enbuild.2025.116710		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.556	2025	0	Integrative Zoology	Small‐Sample‐Size Trait Imputation Using Deep‐Learning Techniques	10.1111/1749-4877.70038		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.556	2023	35	Ecological Informatics	Small to train, small to test: Dealing with low sample size in model evaluation	10.1016/j.ecoinf.2023.102106		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.556	2023	82	Ecological Informatics	A novel deep learning method for maize disease identification based on small sample-size and complex background datasets	10.1016/j.ecoinf.2023.102011		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.556	2022	31	Frontiers in Physiology	Deep learning-based recognition and segmentation of intracranial aneurysms under small sample size	10.3389/fphys.2022.1084202		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.556	2021	9	Frontiers in Neuroinformatics	Evaluation of Task fMRI Decoding With Deep Learning on a Small Sample Dataset	10.3389/fninf.2021.577451		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.556	2021	19	IEEE Access	A Small Target Detection Method Based on Deep Learning With Considerate Feature and Effectively Expanded Sample Size	10.1109/access.2021.3095405		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.556	2021	98	Minerals Engineering	Ore image classification based on small deep learning model: Evaluation and optimization of model depth, model structure and data size	10.1016/j.mineng.2021.107020		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.556	2021	71	International Journal of Distributed Sensor Networks	Identification of cucumber leaf diseases using deep learning and small sample size for agricultural Internet of Things	10.1177/15501477211007407		crossref	small test set unreliable evaluation deep learning sample size
E1-transferencia	0.5	2026	0	International Journal of Advanced Computer Science and Applications	Towards Robust Intrusion Detection: Exploring Feature Selection, Balancing Strategies, and Deep Learning for Minority Class Optimization	10.14569/ijacsa.2026.0170104		crossref	rare class collapse minority class fails on holdout deep learning
E1-transferencia	0.5	2026	0	Stochastic Environmental Research and Risk Assessment	Deep learning prediction of rare heatwave and coldwave events under severe class imbalance	10.1007/s00477-026-03286-z		crossref	rare class collapse minority class fails on holdout deep learning
E2-holdout-pequeno	0.5	2026	2	Gait &amp; Posture	How many strides are needed for reliable markerless gait analysis?	10.1016/j.gaitpost.2025.110020		crossref	how many test samples needed reliable model comparison
E2-holdout-pequeno	0.5	2026	0	Pediatric Exercise Science	Finding the Goldilocks Zone for Toddler Accelerometry: How Many Days Are Needed for a Reliable Estimate of Physical Activity and Sedentary Time Using Machine Learning?	10.1123/pes.2025-0147		crossref	how many test samples needed reliable model comparison
E4-seleccion	0.5	2026	5	Operations Research	Diagnosing Model Performance Under Distribution Shift	10.1287/opre.2023.0217		crossref	model selection under distribution shift validation set mismatch
E4-seleccion	0.5	2026	0	Expert Systems with Applications	CORTEX: an uncertainty-conditioned correction-and-fusion model for multivariate time series forecasting under distribution shift	10.1016/j.eswa.2026.133430		crossref	model selection under distribution shift validation set mismatch
E4-seleccion	0.5	2026	1	Applied Soft Computing	Feature selection for label distribution learning via conditional discrimination index and informational weighted neighborhood rough set model	10.1016/j.asoc.2026.115253		crossref	model selection under distribution shift validation set mismatch
E4-seleccion	0.5	2026	0	Expert Systems with Applications	Cluster-specific localized drift detection for efficient batch model adaptation under controlled distribution shift	10.1016/j.eswa.2026.133370		crossref	model selection under distribution shift validation set mismatch
E4-seleccion	0.5	2026	0	Journal of Mathematics	Parametric Inference for a Multicomponent Stress–Strength Reliability Model With Kumaraswamy Distribution Under Ordered Ranked Set Sampling	10.1155/jom/8406876		crossref	model selection under distribution shift validation set mismatch
E2-holdout-pequeno	0.5	2025	0	Psychological Methods	Supplemental Material for Exploring How Many Categories Are Needed to Model Ordinal Intensive Longitudinal Data as Continuous With Dynamic Structural Equation Models	10.1037/met0000784.supp		crossref	how many test samples needed reliable model comparison
E2-holdout-pequeno	0.5	2025	3	Psychological Methods	Exploring how many categories are needed to model ordinal intensive longitudinal data as continuous with dynamic structural equation models.	10.1037/met0000784		crossref	how many test samples needed reliable model comparison
E2-holdout-pequeno	0.5	2025	1	The Journal of Experimental Education	Priming Non-Compliant Students to Expend Test-Taking Effort: How Many Primes Are Needed?	10.1080/00220973.2025.2459392		crossref	how many test samples needed reliable model comparison
E2-holdout-pequeno	0.5	2025	0	European Journal of Pediatrics	"Question: “How many times should blood pressure be measured in children? Answer: “As many times as needed to obtain reliable values"""	10.1007/s00431-025-06179-5		crossref	how many test samples needed reliable model comparison
E4-seleccion	0.5	2025	0	Theoretical and Natural Science	Statistical Learning Generalization Guarantees for Multifactor Stock Selection under Adversarial Distribution Shift	10.54254/2753-8818/2026.29323		crossref	model selection under distribution shift validation set mismatch
E4-seleccion	0.5	2025	4	New Forests	Prediction of the shift of the distribution of Pinus brutia Ten. Under future climate model	10.1007/s11056-025-10092-y		crossref	model selection under distribution shift validation set mismatch
E1-transferencia	0.5	2024	0	Nanotechnology Perceptions	Deep Learning Methodology for Detection of Multimodal Minority Class Sample Attacks	10.62441/nano-ntp.v20is5.3		crossref	rare class collapse minority class fails on holdout deep learning
E2-holdout-pequeno	0.5	2024	5	Value in Health	How Many Monte Carlo Samples Are Needed for Probabilistic Cost-Effectiveness Analyses?	10.1016/j.jval.2024.06.016		crossref	how many test samples needed reliable model comparison
E2-holdout-pequeno	0.5	2024	9	European Review of Aging and Physical Activity	Reliable measures of rest-activity rhythm fragmentation: how many days are needed?	10.1186/s11556-024-00364-5		crossref	how many test samples needed reliable model comparison
E4-seleccion	0.5	2024	3	Mathematics	Model Selection Path and Construction of Model Confidence Set under High-Dimensional Variables	10.3390/math12050664		crossref	model selection under distribution shift validation set mismatch
E4-seleccion	0.5	2024	5	Axioms	Inference of Constant-Stress Model of Fréchet Distribution under a Maximum Ranked Set Sampling with Unequal Samples	10.3390/axioms13060394		crossref	model selection under distribution shift validation set mismatch
E1-transferencia	0.5	2023	9	Symmetry	A High-Performance Multimodal Deep Learning Model for Detecting Minority Class Sample Attacks	10.3390/sym16010042		crossref	rare class collapse minority class fails on holdout deep learning
E2-holdout-pequeno	0.5	2023	0	SSRN Electronic Journal	“How many electricians are needed to change a lightbulb?” Matching the large language model to the task at hand.	10.2139/ssrn.4474649		crossref	how many test samples needed reliable model comparison
E2-holdout-pequeno	0.5	2022	4	Informatics in Medicine Unlocked	Modeling the optimization of COVID-19 pooled testing: How many samples can be included in a single test?	10.1016/j.imu.2022.101037		crossref	how many test samples needed reliable model comparison
E4-seleccion	0.5	2022	2	Communications in Statistics - Simulation and Computation	On distribution selection under ranked set sampling schemes	10.1080/03610918.2022.2025838		crossref	model selection under distribution shift validation set mismatch
E4-seleccion	0.5	2022	14	IEEE Transactions on Smart Grid	Model Structure Selection and Validation for Dynamic Equivalencing of Distribution Networks	10.1109/tsg.2021.3135293		crossref	model selection under distribution shift validation set mismatch
E4-seleccion	0.5	2021	7	Computers &amp; Operations Research	A robust optimization model for distribution network design under a mixed integer set of scenarios	10.1016/j.cor.2021.105493		crossref	model selection under distribution shift validation set mismatch
E2-holdout-pequeno	0.5	2020	10	Clinics in Orthopedic Surgery	How Many Screws Are Needed for Reliable Stability of Extra-articular Nonosteoporotic Distal Radius Fractures Fixed with Volar Locking Plates?	10.4055/cios.2020.12.1.22		crossref	how many test samples needed reliable model comparison
E2-holdout-pequeno	0.5	2020	6	Parasite Epidemiology and Control	Microscopic examination after concentration techniques for Blastocystis sp. detection in serial faecal samples: How many samples are needed?	10.1016/j.parepi.2020.e00137		crossref	how many test samples needed reliable model comparison
E2-holdout-pequeno	0.5	2020	12	Clinical Linguistics &amp; Phonetics	How many words make a sample? Determining the minimum number of word tokens needed in connected speech samples for child speech assessment	10.1080/02699206.2020.1827458		crossref	how many test samples needed reliable model comparison
E1-transferencia	0.5	2019	281	IEEE Transactions on Pattern Analysis and Machine Intelligence	Imbalanced Deep Learning by Minority Class Incremental Rectification	10.1109/tpami.2018.2832629		crossref	rare class collapse minority class fails on holdout deep learning
E2-holdout-pequeno	0.5	2019	23	BMC Cancer	How many samples are needed to infer truly clonal mutations from heterogenous tumours?	10.1186/s12885-019-5597-1		crossref	how many test samples needed reliable model comparison
E2-holdout-pequeno	0.5	2019	0	Quarterly Journal of Engineering Geology and Hydrogeology	How many samples are needed to prove the absence of contamination? An example using arsenic	10.1144/qjegh2018-195		crossref	how many test samples needed reliable model comparison
E5-consolidar	0.5	2019	2	Nature	Accredit scientific software for sustainability	10.1038/d41586-019-02549-w		crossref	scientific software sustainability abandoned prototypes lessons
E2-holdout-pequeno	0.5	2018	0	Annals of Thyroid	The dilemma of indeterminate thyroid cytology: how many markers are needed for a reliable diagnosis?	10.21037/aot.2018.07.01		crossref	how many test samples needed reliable model comparison
E2-holdout-pequeno	0.444	2025	0	Clinical Chemistry	A-161 Evaluation of Precision and Reproducibility of the ExpertCor Routine Plasma Sample Set Across Coagulation Test Platforms	10.1093/clinchem/hvaf086.156		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2024	0	Current Developments in Nutrition	‘Days of Gestation Lost’ May Inform Preterm Birth Intervention When the ‘Percent Preterm’ Is Unknown or Unreliable Due to Small Group or Sample Size	10.1016/j.cdnut.2024.103123		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2024	7	Applied Sciences	Applying Deep Generative Neural Networks to Data Augmentation for Consumer Survey Data with a Small Sample Size	10.3390/app14199030		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2024	2	Modern Stochastics: Theory and Applications	A test on the location of tangency portfolio for small sample size and singular covariance matrix	10.15559/24-vmsta261		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2023	6	Current Medical Imaging Reviews	Deep Learning Mammography Classification with a Small Set of Data	10.2174/1573405620666230811142718		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2023	378	BMC Bioinformatics	Evaluation of a decided sample size in machine learning applications	10.1186/s12859-023-05156-9		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2022	12	Neurocomputing	Multi-task manifold learning for small sample size datasets	10.1016/j.neucom.2021.11.043		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2022	11	Sensors	Research on Small Sample Dynamic Human Ear Recognition Based on Deep Learning	10.3390/s22051718		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2021	125	Journal of Clinical Epidemiology	Penalization and shrinkage methods produced unreliable clinical prediction models especially when sample size was small	10.1016/j.jclinepi.2020.12.005		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2020	0	Journal of Educational and Psychological Sciences	"An Evaluation Study of the Uses of One-Way ANOVA and ""T-Test"" in Psychological and Educational Studies in Light of Sample Size, Test Power and Effect Size"	10.12785/jeps/210404		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2020	0	Radiotherapy and Oncology	PH-0604: The impact of training sample size on deep learning based organ auto segmentation for head neck	10.1016/s0167-8140(21)00626-5		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2019	0	International Journal of Performability Engineering	Maintainability Test Method of Army Armored Equipment based on Small Sample Size	10.23940/ijpe.19.01.p20.200208		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2019	0	International Journal of Performability Engineering	Test Set Augmentation Technique for Deep Learning Image Classifiers	10.23940/ijpe.19.07.p27.19982007		crossref	small test set unreliable evaluation deep learning sample size
E2-holdout-pequeno	0.444	2019	15	Contemporary Clinical Trials Communications	Sample size calculation for small sample single-arm trials for time-to-event data: Logrank test with normal approximation or test statistic based on exact chi-square distribution?	10.1016/j.conctc.2019.100360		crossref	small test set unreliable evaluation deep learning sample size
E1-transferencia	0.429	2026	0	Environmental Modelling &amp; Software	On generalization, language, interpretability and the future of geo-scientific machine learning	10.1016/j.envsoft.2025.106834		crossref	geographic generalization gap machine learning environmental prediction
E1-transferencia	0.429	2026	0	APL Machine Learning	Machine learning for mapping multipactor susceptibility in RF systems: Capabilities and generalization constraints	10.1063/5.0333133		crossref	geographic generalization gap machine learning environmental prediction
E1-transferencia	0.429	2026	0	Sci Rep	Ensemble machine learning method for δ&lt;sup&gt;18&lt;/sup&gt;O prediction in groundwater.	10.1038/s41598-026-57131-y		europepmc	geographic generalization gap machine learning environmental prediction
E1-transferencia	0.429	2026	0	Sci Rep	Honey yield prediction and neonicotinoid risk assessment utilizing a machine learning framework in smart agriculture.	10.1038/s41598-026-44811-y		europepmc	geographic generalization gap machine learning environmental prediction
E3-deuda-tecnica	0.429	2026	0	International Journal of Scientific Engineering and Research	Vulnerability Detection Using Machine Learning Techniques in Open-Source Software	10.70729/me26524235555		crossref	research software engineering machine learning pipeline maintainability
E3-deuda-tecnica	0.429	2026	0	International Research Journal of Modernization in Engineering Technology &amp; Science	MACHINE LEARNING-BASED EDUCATIONAL ANALYSIS OF SOFTWARE METRICS FOR SOFTWARE DEFECT PREDICTION	10.56726/irjmets97631		crossref	research software engineering machine learning pipeline maintainability
E3-deuda-tecnica	0.429	2026	0	International Research Journal of Modernization in Engineering Technology &amp; Science	A Machine Learning Pipeline for Real-Time Transient Stability Assessment in High-Penetration Solar Grids	10.56726/irjmets93161		crossref	research software engineering machine learning pipeline maintainability
E3-deuda-tecnica	0.429	2026	0	SSRN Electronic Journal	Deep Dive: The Hidden Costs of Delinquency: Subprime Credit, Predatory Loans, and Debt Traps	10.2139/ssrn.6361458		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.429	2026	0	Journal of Advanced Research in Modeling and Simulation	Uncovering Hidden Patterns: Customer Segmentation using Machine Learning	10.24321/3117.4752.202501		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.429	2026	0	American Journal of Machine Learning	Deep Learning Reveals Hidden Contamination Patterns in National Groundwater Systems	10.71465/ajml3666		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.429	2026	0	International Journal of Artificial Intelligence and Machine Learning	Technical Debt Analysis In Software Systems: Implications For System Performance And Maintainability	10.51483/ijaiml.6.5s.2026.920-928		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.429	2026	0	International Journal of Multidisciplinary Research and Analysis	A Review of Machine Learning Algorithms in Fuzzy Logic Systems	10.47191/ijmra/v9-i2-14		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.429	2026	0	Health Affairs Scholar	The hidden costs of becoming a nurse: how student debt deepens inequities in the nursing workforce pipeline	10.1093/haschl/qxag067		crossref	technical debt machine learning systems hidden costs
E3-deuda-tecnica	0.429	2026	0	International Journal of Science and Research (IJSR)	Feature Engineering in Machine Learning: Techniques, Challenges, and Best Practices - A Comprehensive Review	10.21275/sr25223105328		crossref	reproducibility crisis machine learning research code practices
E3-deuda-tecnica	0.429	2026	0	International Research Journal of Modernization in Engineering Technology &amp; Science	Code Optimization using Java Profiler and Machine Learning	10.56726/irjmets88936		crossref	reproducibility crisis machine learning research code practices
E3-deuda-tecnica	0.429	2026	0	International Journal of Computer Applications Technology and Research	Embedding Machine Learning Decision Logic into Low-Code Enterprise Applications	10.7753/ijcatr1502.1002		crossref	reproducibility crisis machine learning research code practices
E3-deuda-tecnica	0.429	2026	0	International Journal of Research Publication and Reviews	AI-Based Barcode and QR Code Scanning Mobile Application Using Flutter and On-Device Machine Learning	10.55248/gengpi.07.0326.20614		crossref	reproducibility crisis machine learning research code practices
E4-seleccion	0.429	2026	4	Expert Systems with Applications	Credit card fraud detection model based on optimized long short-term memory : Imbalanced class solution and overfitting reduction	10.1016/j.eswa.2025.130871		crossref	early stopping criterion imbalanced classification overfitting detection
E4-seleccion	0.429	2026	0	IEEE Access	Early-Stopping Dynamics for Out-of-Distribution Detection in Tree Ensembles	10.1109/access.2026.3686288		crossref	early stopping criterion imbalanced classification overfitting detection
E4-seleccion	0.429	2026	0	Mathematics	Robust Nonparametric Early Stopping in Tree Ensembles via IQR-Scale Change-Point Detection	10.3390/math14071151		crossref	early stopping criterion imbalanced classification overfitting detection
E4-seleccion	0.429	2026	0	Neurocomputing	Dynamic-aware self-attention with embedded CWT for imbalanced ECG classification in cardiac disease detection	10.1016/j.neucom.2025.131945		crossref	early stopping criterion imbalanced classification overfitting detection
E5-consolidar	0.429	2026	0	International Journal of Production Research	When to implement fast-track production? A decision framework and case study	10.1080/00207543.2026.2625962		crossref	when to stop exploring research project decision framework
