bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
X-analogos	0.625	2026	0	Geographia Technica	DEEP LEARNING-BASED DETECTION OF AGRICULTURAL BURNED AREAS USING TRUE COLOR SATELLITE IMAGERY	10.21163/gt_2026.212.09		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2026	0	Eurasian Journal of Science and Engineering	Urban Building Change Detection Using VHR Satellite Imagery and Deep Learning	10.23918/eajse.v12i1p1		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2026	0	Remote Sensing	Individual Urban Tree Detection from Multispectral Satellite Imagery via Point-Supervised Deep Learning	10.3390/rs18122021		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2026	0	International Journal of Engineering	A Deep Learning Pipeline for Accurate Road Detection in Satellite Imagery	10.5829/ije.2026.39.09c.04		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2026	0	Shanlax International Journal of Arts, Science and Humanities	A Multi-Modal AI Framework  for Real- Time Illegal Sand  Mining Detection and Prevention using SAR Satellite Imagery and IoT-Enabled Seismic Sensors in India	10.34293/sijash.v13is3-i1-feb.10279		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2026	0	Engineering Reports	Cross‐Border Land Tenure Detection With Satellite Imagery Data Using Siamese Neural Network: A Deep Learning Approach	10.1002/eng2.70759		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2026	0	Remote Sensing	Change Detection in Remote Sensing Imagery: A Systematic Review of Statistical, Machine Learning, and Deep Learning Methods	10.3390/rs18152573		crossref	landmine unexploded ordnance detection remote sensing machine learning
C4-sesgo	0.625	2025	0	Iranian Journal of Applied Ecology	Comparison of Spatial Bias Correction Methods for Presence Data in Improving Species Distribution Model Predictions	10.47176/ijae.14.3.837		crossref	sample selection bias presence only species distribution model
C5-etiquetas	0.625	2025	0	Applied Sciences	Meta-Data-Guided Robust Deep Neural Network Classification with Noisy Label	10.3390/app15042080		crossref	label noise robust training deep network noisy annotations
C5-etiquetas	0.625	2025	0	Engineering Research Express	Attention-powered noise suppressor (APNS): a robust attention-powered deep learning network for noisy magnetic resonance images segmentation	10.1088/2631-8695/ae14ae		crossref	label noise robust training deep network noisy annotations
X-analogos	0.625	2025	4	Sustainable Water Resources Management	Water leak detection through satellite imagery and deep learning	10.1007/s40899-025-01212-9		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2025	4	Computers, Materials &amp; Continua	Tree Detection in RGB Satellite Imagery Using YOLO-Based Deep Learning Models	10.32604/cmc.2025.066578		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2025	0	SSRN Electronic Journal	An Exhaustive Review on Deep Learning for Advanced Landslide Detection and Prediction from Multi-Source Satellite Imagery	10.2139/ssrn.5155990		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2025	10	Applied Sciences	Deep Learning-Based Detection and Assessment of Road Damage Caused by Disaster with Satellite Imagery	10.3390/app15147669		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2025	3	Fire and Materials	Residential Wildfire Structural Damage Detection Using Deep Learning to Analyze Uncrewed Aerial System (<scp>UAS</scp>) Imagery, Aerial Imagery, and Satellite Imagery	10.1002/fam.3282		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2025	5	Scientific Reports	Automated rhinoceros detection in satellite imagery using deep learning	10.1038/s41598-025-24178-2		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2025	2	Journal of Applied Science and Technology Trends	Hybrid Deep Learning Approach for Marine Debris Detection in Satellite Imagery Using UNet with ResNext50 Backbone	10.38094/jastt61243		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2025	3	Sensing and Imaging	Unmanned Aerial Remote Sensing for Unexploded Ordnance Detection: Concepts, Methods, Current Status and Trends	10.1007/s11220-025-00668-5		crossref	landmine unexploded ordnance detection remote sensing machine learning
X-analogos	0.625	2025	19	Remote Sensing	Plastic Litter Detection in the Environment Using Hyperspectral Aerial Remote Sensing and Machine Learning	10.3390/rs17050938		crossref	landmine unexploded ordnance detection remote sensing machine learning
C4-sesgo	0.625	2024	9	Ecology and Evolution	A new threshold selection method for species distribution models with presence‐only data: Extracting the mutation point of the P/E curve by threshold regression	10.1002/ece3.11208		crossref	sample selection bias presence only species distribution model
C5-etiquetas	0.625	2024	4	Proceedings of the AAAI Conference on Artificial Intelligence	WeakPCSOD: Overcoming the Bias of Box Annotations for Weakly Supervised Point Cloud Salient Object Detection	10.1609/aaai.v38i6.28403		crossref	box free annotation efficient object detection point annotations
C5-etiquetas	0.625	2024	8	Sensors	Robust Deep Neural Network for Learning in Noisy Multi-Label Food Images	10.3390/s24072034		crossref	label noise robust training deep network noisy annotations
X-analogos	0.625	2024	0	INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT	Deep Learning Approaches for Water-body Detection from Satellite Imagery	10.55041/ijsrem35673		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2024	33	Scientific Reports	Vegetation change detection and recovery assessment based on post-fire satellite imagery using deep learning	10.1038/s41598-024-63047-2		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2024	1	Remote Sensing	Regional-Scale Detection of Palms Using VHR Satellite Imagery and Deep Learning in the Guyanese Rainforest	10.3390/rs16244642		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2024	1	International Journal For Multidisciplinary Research	AI-Driven Marine Vessel Detection Through Satellite Imagery:  A Deep Learning Approach	10.36948/ijfmr.2024.v06i06.34231		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2024	9	Mersin Photogrammetry Journal	Automatic detection of active fires and burnt areas in forest areas using optical satellite imagery and deep learning methods	10.53093/mephoj.1575877		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2023	15	Sustainable Computing: Informatics and Systems	Deep learning based whale detection from satellite imagery	10.1016/j.suscom.2023.100858		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2023	5	UCL Open Environment	BoatNet: automated small boat composition detection using deep learning on satellite imagery	10.14324/111.444/ucloe.000058		crossref	illegal mining detection satellite imagery deep learning verification
C4-sesgo	0.625	2022	18	Ecological Informatics	Dealing with non-equilibrium bias and survey effort in presence-only invasive Species Distribution Models (iSDM); predicting the range of muntjac deer in Britain and Ireland	10.1016/j.ecoinf.2022.101683		crossref	sample selection bias presence only species distribution model
C4-sesgo	0.625	2022	8	Journal of The Royal Society Interface	A taxonomic-based joint species distribution model for presence-only data	10.1098/rsif.2021.0681		crossref	sample selection bias presence only species distribution model
C5-etiquetas	0.625	2022	8	IEEE Geoscience and Remote Sensing Letters	Deep Cascade Network for Noise-Robust SAR Ship Detection With Label Augmentation	10.1109/lgrs.2022.3205715		crossref	label noise robust training deep network noisy annotations
X-analogos	0.625	2022	8	Publications of the Astronomical Society of Japan	Deep-learning real/bogus classification for the Tomo-e Gozen transient survey	10.1093/pasj/psac047		crossref	transient detection astronomical survey machine learning real bogus
X-analogos	0.625	2022	0	International Journal for Research in Applied Science and Engineering Technology	Survey Paper for Real Time Car Driver Drowsiness Detection using Machine Learning Approach	10.22214/ijraset.2022.44927		crossref	transient detection astronomical survey machine learning real bogus
X-analogos	0.625	2022	61	Water	Hash-Based Deep Learning Approach for Remote Sensing Satellite Imagery Detection	10.3390/w14050707		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2022	40	Remote Sensing	Supervised Machine Learning Approaches on Multispectral Remote Sensing Data for a Combined Detection of Fire and Burned Area	10.3390/rs14030657		crossref	landmine unexploded ordnance detection remote sensing machine learning
C4-sesgo	0.625	2021	51	Global Ecology and Biogeography	Novel methods to correct for observer and sampling bias in presence‐only species distribution models	10.1111/geb.13383		crossref	sample selection bias presence only species distribution model
C4-sesgo	0.625	2020	80	Ecological Modelling	Presence-only species distribution models are sensitive to sample prevalence: Evaluating models using spatial prediction stability and accuracy metrics	10.1016/j.ecolmodel.2020.109194		crossref	sample selection bias presence only species distribution model
C4-sesgo	0.625	2020	63	PLOS ONE	Bias in presence-only niche models related to sampling effort and species niches: Lessons for background point selection	10.1371/journal.pone.0232078		crossref	sample selection bias presence only species distribution model
X-analogos	0.625	2020	1	SSRN Electronic Journal	Reel or Real – Survey of Machine Learning to Adversarial Machine Learning Algorithms for Fake Content Detection in the Education Domain	10.2139/ssrn.3735766		crossref	transient detection astronomical survey machine learning real bogus
X-analogos	0.625	2020	52	Remote Sensing	Automatic Windthrow Detection Using Very-High-Resolution Satellite Imagery and Deep Learning	10.3390/rs12071145		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2020	102	Remote Sensing	Advances in Remote Sensing Technology, Machine Learning and Deep Learning for Marine Oil Spill Detection, Prediction and Vulnerability Assessment	10.3390/rs12203416		crossref	landmine unexploded ordnance detection remote sensing machine learning
C4-sesgo	0.625	2019	55	MethodsX	The use of classification and regression algorithms using the random forests method with presence-only data to model species’ distribution	10.1016/j.mex.2019.09.035		crossref	sample selection bias presence only species distribution model
C5-etiquetas	0.625	2019	9	IEEE Access	Making Deep Neural Networks Robust to Label Noise: Cross-Training With a Novel Loss Function	10.1109/access.2019.2940653		crossref	label noise robust training deep network noisy annotations
X-analogos	0.625	2019	96	Remote Sensing	CloudFCN: Accurate and Robust Cloud Detection for Satellite Imagery with Deep Learning	10.3390/rs11192312		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2018	22	Computers &amp; Geosciences	Detection of transverse cirrus bands in satellite imagery using deep learning	10.1016/j.cageo.2018.05.012		crossref	illegal mining detection satellite imagery deep learning verification
X-analogos	0.625	2017	21	Publications of the Astronomical Society of Japan	Machine-learning-based real–bogus system for the HSC-SSP moving object detection pipeline	10.1093/pasj/psx082		crossref	transient detection astronomical survey machine learning real bogus
