lon	lat	name	concello
-6.8060670025937124	41.796567931916904	Ara 1 de Castro de Avelãs	Bragança
-6.804336582949994	41.79879868294752	Mosteiro de Castro de Avelãs	Bragança
-6.804336582949994	41.79879868294752	Ara 2 de Castro de Avelãs	Bragança
-6.8045752977511	41.79889147267567	Inscrição de Castro de Avelãs	Bragança
-6.805891026716784	41.79926679529511	Ara 3 de Castro de Avelãs	Bragança
-6.696146116755786	41.800017583390535	Castro de Gimonde/ Arrabalde de Gimonde	Bragança
-6.795479472015511	41.80178395281529	Castro	Bragança
-6.855973261848532	41.846199565787344	Lombeiro do Castro	Bragança
-6.932859597459606	41.861883268052985	Castro de Arnade	Vinhais
-6.932546403445836	41.86575125935737	Castro	Vinhais
-6.950227913443984	41.89969557464274	Castro de Santa Cruz	Vinhais
-6.9042343338512735	41.916498308815804	Castro	Vinhais
-7.08757229776621	41.94599697809722	Castro de Vilarinho das Touças	Vinhais
-7.166669309290391	41.97077226108336	Castro da Cisterna/Vila de Souane	Vinhais
-6.930726851316939	41.85357825970504	Castro da Ponte	Vinhais
-8.114422488139512	41.2354236090176	Lagar de Coura/ Castro de Coura	Amarante
-8.13001875243632	41.250858890136534	Castelo de Santa Cruz/ Castro do Alto do Louredo/ Castelo Novo	Amarante
-8.187258922594305	41.29896414125153	Castro de Santa Marinha	Amarante
-8.066802384706957	41.29599512747873	Castro do Ladário	Amarante
-8.32227752822911	41.269250891230506	Castro do Alto de Nevogilde	Lousada
-8.297236257118827	41.27739312705152	Castro de São Domingos/ Cristelos	Lousada
-8.32888581885405	41.284096527750194	Castro dos Mortórios	Lousada
-8.633979889185923	41.871554658233904	Cividade de Romarigães ou Coto de Ouro	Paredes de Coura
-8.626052514940366	41.905800703169184	Ponte Nova do Castro	Paredes de Coura
-8.637217914291169	41.91565551335773	Cividade de Cossourado	Paredes de Coura
-8.380798128783265	41.800634789894005	Castro do Pinheiral	Ponte da Barca
-8.382585026955029	41.787723522204686	Castro de Quintão	Ponte da Barca
-8.38912460143018	41.79130383511323	Castro de Queixada	Ponte da Barca
-8.667366499666082	41.902914772038585	Castro	Vila Nova de Cerveira
-8.677865015440917	41.885554248213744	Castro de Pagade	Vila Nova de Cerveira
-7.5281246835858004	41.70938007370585	Castro da Curalha	Chaves
-7.563368879321107	41.736191846986415	Muro/Castro da Pastoria	Chaves
-7.80135877846797	41.7380243547784	Castro do Roldão/Castro do Bom Vizinho	Montalegre
-7.939909226578106	41.797779822594116	Castro da Parada/ Cabeça do Castro	Montalegre
-7.759217304115936	41.750049692278054	Corda do Castro/Castro de Morgade	Montalegre
-7.953528597364983	41.69403838731128	Castro de Codeçoso	Montalegre
-7.796405108414898	41.76592024987971	Castro de Travassos/Castro do Outeiro	Montalegre
-7.70162927760726	41.766081142138766	Castro dos Cortiços	Montalegre
-7.9527387970914685	41.766271122682426	Castro de Paradela	Montalegre
-7.903768916488706	41.70531965234617	Castro de Cabeça da Armada	Montalegre
-7.961977686402233	41.77179270078387	Castro do Outeiro	Montalegre
-7.86826924298282	41.71638072062302	Castro/ Castro de Andelhe	Montalegre
-7.66209501212198	41.77837761790163	Sapeão Antigo/ Castro de Antigo de Sarraquinhos	Montalegre
-7.938008721767632	41.78168778516987	Castro de Outeiro	Montalegre
-7.892543046393498	41.78416777779164	Castro	Montalegre
-7.910499913876304	41.72895897586702	Castro de Valongo	Montalegre
-7.818320510247984	41.729948796695	Castro de Vilarinho de Negrões/ Castro do Mau Vizinho	Montalegre
-7.677601227598995	41.73039846637593	Castro de Cervos	Montalegre
-7.77139566949113	41.73515208500841	Castro de Negrões	Montalegre
-8.204906591406626	41.43235630643061	Castro da Retortinha/Cepães	Fafe
-8.384386318067024	41.437505577442344	Eira do Castro	Guimarães
-8.27853249941254	41.45881160923311	Castro de Monte Longo	Guimarães
-8.368786919038875	41.46797150187594	Castro do Monte da Forca	Guimarães
-8.382871090607754	41.479079354801975	Castro de São Bartolomeu	Guimarães
-8.24190731106702	41.49409301925264	Castro	Guimarães
-8.341550564873213	41.511602322838506	Citânia de Sabroso	Guimarães
-8.571701671674093	41.80068469881987	Castro do Soutinho	Ponte de Lima
-8.58985332085378	41.83212505322817	Castro do Bárrio	Ponte de Lima
-8.595410147524817	41.83480374239592	Castro de Baixo	Ponte de Lima
-8.591208332393492	41.836441169601144	Castro de Cima	Ponte de Lima
-8.562846008821841	41.68187440661493	Castro do Calvário	Ponte de Lima
-8.538355101825545	41.68340405722577	Castro de Cadem	Ponte de Lima
-8.599403472634966	41.75310125941007	Castro da Senhora da Conceição	Ponte de Lima
-8.619586067710731	41.68885064321189	Castro do Cresto	Ponte de Lima
-8.545749811148902	41.69409175371059	Roda do Castro	Ponte de Lima
-8.61918341753654	41.762859761953955	Castro de Santa Comba	Ponte de Lima
-8.58485635804831	41.703578085360974	Castro do Calvário	Ponte de Lima
-8.5209695673544	41.76809562063844	Castro de Vilar	Ponte de Lima
-8.666228955403598	41.78065734215796	Bouça do Monte do Crasto / Castro do Formigoso	Ponte de Lima
-8.530709447626617	41.78732926225323	Castro de Santa Luzia	Ponte de Lima
-8.560197121367624	41.789564100863416	Castro de São Simão	Ponte de Lima
-8.598309396026405	41.73647658986551	Castro de São João	Ponte de Lima
-7.584611522838958	41.74007647630062	Castro do Muro (Sapelos)	Boticas
-7.624131275886375	41.758984949842414	Castro do Malhó	Boticas
-7.732605153506768	41.69864107105331	Castro de Carvalhelhos/ Castelo dos Mouros	Boticas
-7.656747747545886	41.706004986747644	Castro do Cabeço	Boticas
-7.621592225472888	41.77589983162203	Castro da Gorda/Murada	Boticas
-7.827319318598347	41.713427018828405	Castro do Côto dos Corvos	Boticas
-7.604416409398693	41.714329643039775	Castro de Sapelos	Boticas
-7.636851111279482	41.715464466873875	Castro do Muro/Casas dos Mouros	Boticas
-7.757601938097882	41.717713444102294	Castro de Lama Chã/ Castro de Lamachã	Boticas
-7.398614944199157	41.584450997837116	Castro de Ribas/Alto da Cerca	Valpaços
-7.409092648577437	41.64165338696022	Castro de Vilanova/Alto da Cividade	Valpaços
