theme	query	source	title	year	venue	cited_by	is_oa	doi	pdf_url	language	abstract
archaeology_mounds	megalithic necropolis distribution Galicia landscape	crossref	The chronology of megalithic funerary practices: a Bayesian approach to Grave 11 At El Barranquete necropolis (Almería, Spain)	2014	Journal of Archaeological Science	30		10.1016/j.jas.2014.08.005		en	
archaeology_mounds	megalithic tumulus Galicia morphology dimensions	openalex	Deconstructing Neolithic Monumental Space: the Montenegro Enclosure in Galicia (Northwest Iberia)	2011	Cambridge Archaeological Journal	25	yes	10.1017/s0959774311000436	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5AC7A1047816C6016F2EE62C66C49685/S0959774311000436a.pdf/div-class-title-deconstructing-neolithic-monumental-space-the-montenegro-enclosure-in-galicia-northwest-iberia-div.pdf	en	This article presents a comparative analysis of archaeological sites in northwest Iberia focusing on Neolithic spatial concepts and their materialization in different architectures from this period. The recently excavated site of Montenegro in Galicia is analysed to determine how the construction of circular enclosures reproduces the organizational model of space identified in monumental architectures elsewhere. The origin of these constructions, their functionality and their relation with other archaeological phenomena are explored to show how they are all different versions of the same concept. Finally the authors discuss what they consider their key point that the prevalence of circular design may be recognized behind the diverse materialities as an essential instrument of Neolithic societies which began to tame the world.
archaeology_mounds	megalithic tumulus Galicia morphology dimensions	crossref	The spatial structure of Galician megalithic landscapes (NW iberia): A case study from the Monte Penide region	2019	Journal of Archaeological Science	25		10.1016/j.jas.2019.05.004		en	
archaeology_mounds	megalithic necropolis distribution Galicia landscape	crossref	Chronology of Megalithic Funerary Practices in Southeastern Iberia: The Necropolis of Panoria (Granada, Spain)	2017	Radiocarbon	22		10.1017/rdc.2017.96		en	 Abstract  An excavation carried out at the megalithic necropolis of Panoria in 2015 offered an excellent opportunity for dating a widespread variety of polygonal, rectangular, and trapezoidal-shaped tombs with short passages for which, surprisingly, there were previously no known radiocarbon ( 14 C) measurements available. Based on the anthropological remains, a series of 19 14 C dates was obtained and modeled in a Bayesian statistical framework. The results stress a long period of use that began in the Late Neolithic (3525–3195 cal BC), reaching the most intensive ritual activity during the Copper Age and ending in the Early Bronze Age (2125–1980 cal BC). Throughout this period, tombs were built at different times and used at different temporal scales and intensities, ranging from a few decades to centuries. 
archaeology_mounds	burial mound diameter height Neolithic Iberia	openalex	Beyond dirty teeth: Integrating dental calculus studies with osteoarchaeological parameters	2022	Quaternary International	21	yes	10.1016/j.quaint.2022.03.003	https://doi.org/10.1016/j.quaint.2022.03.003	en	The study of ancient human dental calculus (mineralized dental plaque, also known as tartar) is becoming increasingly important in osteoarchaeology, human palaeoecology and environmental archaeology. Microremains of different origin (e.g. starch granules, pollen, phytoliths, feather barbules) as well as biomolecules and chemical compounds retrieved from its mineral matrix may represent an important link between past humans and their physical, biological and social environment, but they are rarely fully linked to the evidence from skeletal remains. This paper critically reviews the lines of evidence retrieved from dental calculus in relation to osteoarchaeological parameters, employing macroscopic, microscopic and biomolecular approaches, assessing synergy potential and limitations. The scope of this paper is also to contribute to the building of a much needed theoretical framework in this emerging subfield.
archaeology_mounds	megalithic necropolis distribution Galicia landscape	crossref	The megalithic necropolis of Panoria, Granada, Spain: Geoarchaeological characterization and provenance studies	2017	Geoarchaeology	18		10.1002/gea.21643		en	 Abstract  The characterization of materials used in the construction of megalithic monuments can be considered a key aspect for a better understanding of the social behavior of past societies. The excavation of four dolmens and one small cist in 2015 at the megalithic necropolis of Panoria (Granada, Spain) offered an excellent opportunity to explore the geological properties and potential source area(s) of the uprights used in their construction. All the stone slabs came from the same raw material: fine‐grained, beige to pink limestones that occasionally show red and black chert nodules, with wavy stratifications and a packstone texture. Comparison with the geological properties of the surrounding outcrops matches a lithostratigraphy known as the Ammonitico Rosso Formation. Thus, it seems safe to say that the quarry area was located next to the necropolis. Explanations other than the traditional practical reasons have been put forward to understand why the stone slabs were quarried from the same mountain in which the tombs were located. 
archaeology_mounds	megalithic necropolis distribution Galicia landscape	openalex	Veinte años de arqueología de la Prehistoria tardía en la Península Ibérica. Mirando hacia atrás y hacia adelante	2018	Trabajos de Prehistoria	16	yes	10.3989/tp.2018.12212	http://tp.revistas.csic.es/index.php/tp/article/download/779/803	es	Las investigaciones arqueológicas de las comunidades agrarias del VI al II milenios a. C. en la Península Ibérica han sufrido transformaciones fundamentales en los últimos 25 años. Este artículo trata de proporcionar una visión general de esta investigación considerando tres temas: 1) los cambios en la teoría, la perspectiva y la práctica, 2) el descubrimiento de nuevos sitios o tipos de sitios, y 3) la evolución de las metodologías y técnicas analíticas. Se concluye con algunas reflexiones sobre posibles futuros desafíos y direcciones para la investigación.
archaeology_mounds	passage grave mound morphometry Atlantic Europe	crossref	The oseberg ship burial, Norway: new thoughts on the skeletons from the grave mound	2006	European Journal of Archaeology	16		10.1177/1461957107086123		en	 In 1904, a Viking Age ship was found and excavated in Oseberg, on the west side of the Oslo Fjord, south of Oslo, Norway. The skeletal remnants of two females buried onboard were anthropologically examined during the inter-war years. Questions surrounding their identities have prompted much speculation, and many people like to believe that one of the women could be Queen Åsa, the grandmother of Norway's first king. When the skeletons were reburied in 1948, a few smaller pieces were held back and stored in the Anatomical Institute at the University of Oslo. Those fragments have now been radiocarbon dated at 1220±40 and 1230±40 BP. Their similar δ 13  = −21.6‰/−21.0‰ indicates that they both were nourished by a diet consisting primarily of terrestrial food and only to a lesser degree by fish. To answer the question of whether the two women were related, Dr Tom Gilbert at the Panum Institute in Copenhagen managed to obtain a DNA profile from the younger of the two, which profile indicates that her sample falls into the haplogroup U7. This finding is interesting, as this haplogroup is nearly absent in modern Europeans but is common in Iranians. Perhaps this could mean that the young lady's ancestors came from the district around the Black Sea, as Snorri Sturlusson notes in his Saga. Unfortunately, the bones from the older woman were too contaminated to provide a clear profile. Because there is reason to fear that the reburied skeletal material will slowly disintegrate in the coffins, some scholars desired that the mound be reopened in order to save the remains and to determine whether it is possible to obtain another DNA profile before such an opportunity is lost. 
archaeology_mounds	passage grave mound morphometry Atlantic Europe	crossref	The sediment composition and predictive mapping of facies on the Propeller Mound—A cold-water coral mound (Porcupine Seabight, NE Atlantic)	2010	Continental Shelf Research	16		10.1016/j.csr.2010.08.007		en	
archaeology_mounds	passage grave mound morphometry Atlantic Europe	openalex	Prehistoric Coastal Mass Burials: Did Death Come in Waves?	2018	Journal of Archaeological Method and Theory	15	yes	10.1007/s10816-018-9386-y	https://link.springer.com/content/pdf/10.1007/s10816-018-9386-y.pdf	en	Recent large tsunamis in the twenty-first century have provided graphic reminders of the catastrophic impacts such natural hazards can have upon coastal communities. Death tolls in the thousands give rise to the rapid adoption of coastal mass burials for the interment of the dead. While recognised as a necessary practice in the aftermath of such contemporary tragedies, the paucity of coastal mass burial sites related to earlier tsunamis reported in the archaeological record is unusual. We establish a suite of criteria for identifying the geological and archaeological evidence of inundation by past tsunamis and review case studies from two well-documented prehistoric coastal mass burial sites in the Southern Hemisphere (Solomon Islands and Vanuatu). To varying degrees, both sites possess numerous characteristics that suggest direct correlation with previously reported catastrophic palaeotsunamis. In the Northern Hemisphere, we investigate palaeotsunami inundation as an alternative hypothesis for mass burial sites in Orkney and Shetland, a relatively tectonically inactive region where such an association is unlikely to have ever been considered. The nature, chronology and location of these mass burial sites fit well with the proposed archaeological evidence for palaeotsunami inundation, and they also appear to be contemporaneous with the as-yet poorly documented Garth tsunami (~ 5500 years BP). We suggest that a potentially key diagnostic criterion for determining a palaeotsunami linkage is the use of diatom testing on skeletal remains to establish whether death was caused by drowning in saltwater, a test which has never been applied in this context.
archaeology_mounds	megalithic necropolis distribution Galicia landscape	openalex	At the beginnings of the funerary Megalithism in Iberia at Campo de Hockey necropolis	2022	Scientific Reports	14	yes	10.1038/s41598-022-13014-6	https://doi.org/10.1038/s41598-022-13014-6	en	The excavations undertaken at the Campo de Hockey site in 2008 led to the identification of a major Neolithic necropolis in the former Island of San Fernando (Bay of Cádiz). This work presents the results of the latest studies, which indicate that the site stands as one of the oldest megalithic necropolises in the Iberian Peninsula. The main aim of this work is to present with precision the chronology of this necropolis through a Bayesian statistical model that confirms that the necropolis was in use from c. 4300 to 3800 cal BC. The presence of prestige grave goods in the earliest and most monumental graves suggest that the Megalithism phenomenon emerged in relation to maritime routes linked to the distribution of exotic products. We also aim to examine funerary practices in these early megalithic communities, and especially their way of life and the social reproduction system. As such, in addition to the chronological information and the Bayesian statistics, we provide the results of a comprehensive interdisciplinary study, including anthropological, archaeometric and genetic data.
archaeology_mounds	megalithic necropolis distribution Galicia landscape	crossref	Funerary red (cinnabar versus ochre) and megalithic rituals in the central Iberian peninsula. The hypogean necropolis of Valle de las Higueras, Huecas, Toledo, Spain	2019	Bulletin de la Société préhistorique française	14		10.3406/bspf.2019.14983		fr	 La présence de cinabre dans les sépultures collectives du centre de la péninsule Ibérique, montre un rôle symbolique identifiant des pratiques rituelles bien connues dans les mégalithes du sud de la péninsule. Les données obtenues sur la nécropole de Valle de las Higueras à Toledo, dans le contexte du Chalcolithique de l’intérieur péninsulaire (dès le IVe jusqu’au IIIe millénaire cal BC), constituent un point de repère pour réfléchir sur le « rouge funéraire » dans la Préhistoire récente. La source exotique de cinabre, probablement d'Almadén, ajoute un élément unique. Alors que le cinabre était le rouge funéraire « spécifique » du sud de la péninsule Ibérique, les indices trouvés en Catalogne et dans le sud-est de la France témoignent du rôle majeur joué par la vallée de l’Èbre. S'ajoutant aux circuits de l’ivoire, de l’ambre et de l’or, il souligne le rôle du sud dans l’apparition de modèles funéraires qui, au troisième millénaire (en même temps que l'utilisation des gobelets campaniformes est à son apogée), devient particulièrement importante dans toute l'Europe. Les informations provenant des mégalithes ibériques où des pigments ont été prélevés, montrent une nette différence entre le rouge utilisé dans les structures architectoniques des tombes, de pierre ou de terre, et le rouge utilisé pour les os et les figurines humaines. Le cinabre était réservé à ces derniers tandis que les parois sont décorées avec des oxydes du fer. Les décorations gravées associées à la peinture sur les figurines sont une preuve convaincante de la valeur des vêtements teints, ainsi que de la présence plus que probable de vêtements de cérémonie, de linceuls, de peintures corporelles, de tatouages ou de masques. Il est possible que les défunts affichent, à travers la source de leur couleur rouge, des récits qui proviennent de leur vie quotidienne, comme le travail des mineurs, ou encore leur valeur sociale par les vêtements, les tatouages et les peintures corporelles funéraires. On peut envisager une variété d’explications par rapport à l’usage du cinabre, si on tient compte du registre archéologique ici analysé : une ritualité où le rouge joue le rôle de signe de la vie et de la mort avec des symboles qui perdurent tout au long du Néolithique et du Chalcolithique ibériques. 
archaeology_mounds	burial mound diameter height Neolithic Iberia	openalex	Choosing the site, getting the stones, building the dolmens: local sourcing of andesites at the El Pozuelo megalithic complex (Huelva, Spain)	2023	Archaeological and Anthropological Sciences	13	yes	10.1007/s12520-023-01799-0	https://link.springer.com/content/pdf/10.1007/s12520-023-01799-0.pdf	en	Abstract The geoarchaeological study focuses on the lithological characterization and provenance determination of the rocks of the El Pozuelo dolmens. The difficulty of identifying volcanic rocks in the intensely altered and deformed environment of the Iberian Pyrite Belt has required the implementation of a research methodology combining the archaeological and geological analysis of the megaliths and the area surrounding the Los Llanetes group. A total of 29 thin sections and 14 geochemical analyses (ICP-AES, ICP-MS and REE) have been carried out on samples from the dolmens and potential source areas, focusing on the chemical elements considered immobile during alteration processes. The petrological analyses confirm the identification of different andesite lithotypes and enable us to correlate the rocks used in the construction of the megaliths with source areas and quarries located within a 50–350 m radius. Several patterns are observed in the selection of the rocks, based on the material, visual and symbolic properties of the different lithologies. Foliated andesite is the most common stone used in the monuments, due to its excellent physical properties and technological suitability for extraction and transformation into megalithic supports. Other types of andesite (sheared, massive and amphibole-phyric), white quartz, ferruginous agglomerate and gabbro were also used for different architectural purposes. The results confirm the importance of locally available suitable rocks in determining site location, raw material procurement and monument construction during the Late Neolithic.
archaeology_mounds	megalithic necropolis distribution Galicia landscape	openalex	Hunter-gatherer genetic persistence at the onset of megalithism in western Iberia: New mitochondrial evidence from Mesolithic and Neolithic necropolises in central-southern Portugal	2023	Quaternary International	13	yes	10.1016/j.quaint.2023.03.015	https://doi.org/10.1016/j.quaint.2023.03.015	en	Despite its strategic importance at the furthermost edge of the Neolithic expansion in Europe, archaeogenetic data from Mesolithic and Neolithic human remains from Portugal are still very limited. Here we present ancient mtDNA evidence (mostly unpublished) to fill the gap and discuss the pattern of “genetic resurgence” of hunter-gatherer (Mesolithic) ancestry, widely reported elsewhere in Europe, among the first megalith builders (Middle Neolithic) of western Iberia. A total of 11 Mesolithic and Neolithic necropolises located in the central and southern regions of Portugal dated to ca. 6200–3000 BC were studied. These sites comprise all Mesolithic–Neolithic cultural stages and include several funerary architectures and spaces. Reproducible mtDNA HVRI haplotypes were obtained from 23 individuals from six different archaeological sites spread across a >3000-year transect, from the Late Mesolithic to the Late Neolithic. Our results support a three-stage explanatory demographic and populational model: i) local hunter-gatherer populations constituted a highly homogeneous genetic pool; ii) the first farming practices were introduced by human groups carrying new, extraneous haplogroups and exhibiting the signature of admixture events occurring at the time of first contact with local hunter-gatherers; iii) the genetic pattern detected among the megalith-building populations, showing hunter-gatherer along with farming ancestry, may be explained by the segmentary principles, and attendant endogamic practices, that structured Neolithic societies.
archaeology_mounds	burial mound diameter height Neolithic Iberia	openalex	A multimethod approach to the genesis of Menga, a World Heritage megalith	2022	Quaternary Research	12	yes	10.1017/qua.2022.33	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A6CFB1AE2B583CD57BC1F044F12D66B5/S0033589422000333a.pdf/div-class-title-a-multimethod-approach-to-the-genesis-of-menga-a-world-heritage-megalith-div.pdf	en	Abstract The scientific study of Neolithic monuments holds fundamental keys to the analysis of early social complexity. This is often impeded by the challenges involved in understanding their temporality and, particularly, their initial construction dates. This problem is most severe in monuments that were not predominantly used for burial and went on to have long biographies in which activity in later periods obliterated the material record of the earliest phases. That was certainly the case of the Menga dolmen, part of the Antequera World Heritage site (Málaga, Spain), and one of the most remarkable megaliths in Europe, for which, after nearly 200 years of explorations and research, no firm chronology existed. The research presented in this paper shows how this problem was tackled through a multimethod, scientific, and geoarchaeological approach. The analysis of 29 fresh numerical ages, including radiocarbon determinations as well as optically stimulated luminescence, thermoluminescence, and uranium-thorium dates, led to the successful establishment of Menga's construction date and the subsequent contextualization of the monument within the social and cultural background it arose in. Placing the dolmen in the context of its time of “birth” introduces entirely new possibilities for its interpretation, both in terms of local and supralocal social and cultural processes.
archaeology_mounds	megalithic tumulus Galicia morphology dimensions	openalex	The Bell Beaker Phenomenon in Europe	2024	Cambridge University Press eBooks	11	yes	10.1017/9781009496872	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6CE35EF669A4A6A910AAB12FDA3C370C/9781009496889AR.pdf/the-bell-beaker-phenomenon-in-europe.pdf	en	Covering vast swathes of Europe, the Bell Beaker Phenomenon has enjoyed a privileged status in the history of archaeology and is often referred to as a key period in the transition from the Neolithic to the Bronze Age partly due to the emergence of social élites. After a brief presentation of the historiography of the Bell Beaker phenomenon, this Element offers a synthetic account of the available evidence structured on a regional basis. Following the renewed interest in human mobility generated by stable isotopes and ancient DNA studies, the central thesis developed here is that the Bell Beaker Phenomenon can adequately be described as a metapopulation, a concept borrowed from population ecology. This title is also available as Open Access on Cambridge Core.
archaeology_mounds	megalithic necropolis distribution Galicia landscape	openalex	Modelando dinámicas de movilidad y visibilidad en los paisajes megalíticos gallegos. El caso del Monte de Santa Mariña y su entorno (Comarca de Sarria, Lugo)	2018	Trabajos de Prehistoria	11	yes	10.3989/tp.2018.12216	http://tp.revistas.csic.es/index.php/tp/article/download/783/807	es	Se propone un estudio de dos formas tradicionales de entender la relación del megalito con el paisaje, como son la movilidad natural por el territorio y la visibilidad del monumento con respecto al paisaje en el que se emplaza. Para ello, se aplican una serie de análisis fundamentados en los Sistemas de Información Geográfica y la Estadística Espacial sobre el conjunto tumular del Monte de Santa Mariña (Comarca de Sarria, Lugo) y su entorno (NO de la Península Ibérica). Partiendo de la creación de un modelo de simulación de desplazamiento natural y del estudio de la visibilidad de dicho conjunto, se comprueba, en primer lugar, la importancia de las vías potenciales de tránsito como variable locacional, así como el impacto visual que los monumentos juegan en relación con estas vías. A continuación, se analiza la prominencia visual de los túmulos megalíticos con respecto a su entorno inmediato, pudiéndose identificar la existencia de tendencias comunes en los distintos conjuntos tumulares en relación con el tamaño de las cuencas visuales. Los resultados sugieren una importante relación entre los túmulos y el tránsito natural por el territorio, si bien se detectan tendencias desiguales en lo que al impacto visual del megalito se refiere, tanto con respecto a la relación con otros túmulos como a la totalidad del territorio en el que se emplazan. Ello permite establecer un punto de partida necesario para la revisión de los planteamientos teóricos formulados para el conjunto de Galicia.
archaeology_mounds	megalithic necropolis distribution Galicia landscape	crossref	Pottery technology as a revealer of cultural and symbolic shifts: Funerary and ritual practices in the Sion ‘Petit-Chasseur’ megalithic necropolis (3100–1600 BC, Western Switzerland)	2020	Journal of Anthropological Archaeology	10		10.1016/j.jaa.2020.101170		en	
archaeology_mounds	megalithic tumulus Galicia morphology dimensions	crossref	Forms of power: dimensions of an Irish megalithic landscape	1994	Antiquity	9		10.1017/s0003598x00047037		en	 ‘What must it have been like to be here in ancient times?’ — where ‘here’ is inside one of the Great Zimbabwe enclosures or a Mesoamerican ball-court. An architectural approach to built spaces may make coherent that felt experience, here applied to the Loughcrew chamber-tombs, classic built spaces of Irish prehistory. 
