theme	query	source	title	year	venue	cited_by	is_oa	doi	pdf_url	language	abstract
spectral	hyperspectral imagery archaeological crop marks	openalex	Google Earth as a Powerful Tool for Archaeological and Cultural Heritage Applications: A Review	2018	Remote Sensing	121	yes	10.3390/rs10101558	https://www.mdpi.com/2072-4292/10/10/1558/pdf?version=1538135335	en	Google Earth (GE), a large Earth-observation data-based geographical information computer application, is an intuitive three-dimensional virtual globe. It enables archaeologists around the world to communicate and share their multisource data and research findings. Different from traditional geographical information systems (GIS), GE is free and easy to use in data collection, exploration, and visualization. In the past decade, many peer-reviewed articles on the use of GE in the archaeological cultural heritage (ACH) research field have been published. Most of these concern specific ACH investigations with a wide spatial coverage. GE can often be used to survey and document ACH so that both skilled archaeologists and the public can more easily and intuitively understand the results. Based on geographical tools and multi-temporal very high-resolution (VHR) satellite imagery, GE has been shown to provide spatio-temporal change information that has a bearing on the physical, environmental, and geographical character of ACH. In this review, in order to discuss the huge potential of GE, a comprehensive review of GE and its applications to ACH in the published scientific literature is first presented; case studies in five main research fields demonstrating how GE can be deployed as a key tool for studying ACH are then described. The selected case studies illustrate how GE can be used effectively to investigate ACH at multiple scales, discover new archaeological sites in remote regions, monitor historical sites, and assess damage in areas of conflict, and promote virtual tourism. These examples form the basis for highlighting current trends in remote sensing archaeology based on the GE platform, which could provide access to a low-cost and easy-to-use tool for communicating and sharing ACH geospatial data more effectively to the general public in the era of Digital Earth. Finally, a discussion of the merits and limitations of GE is presented along with conclusions and remaining challenges.
spectral	hyperspectral imagery archaeological crop marks	openalex	A Review of Artificial Intelligence and Remote Sensing for Archaeological Research	2022	Remote Sensing	105	yes	10.3390/rs14236000	https://www.mdpi.com/2072-4292/14/23/6000/pdf?version=1669462454	en	The documentation and protection of archaeological and cultural heritage (ACH) using remote sensing, a non-destructive tool, is increasingly popular for experts around the world, as it allows rapid searching and mapping at multiple scales, rapid analysis of multi-source data sets, and dynamic monitoring of ACH sites and their environments. The exploitation of remote sensing data and their products have seen an increased use in recent years in the fields of archaeological science and cultural heritage. Different spatial and spectral analysis datasets have been applied to distinguish archaeological remains and detect changes in the landscape over time, and, in the last decade, archaeologists have adopted more thoroughly automated object detection approaches for potential sites. These approaches included, among others, object detection methods, such as those of machine learning (ML) and deep learning (DL) algorithms, as well as convolutional neural networks (CNN) and deep learning (DL) models using aerial and satellite images, airborne and spaceborne remote sensing (ASRS), multispectral, hyperspectral images, and active methods (synthetic aperture radar (SAR) and light detection and ranging radar (LiDAR)). Researchers also refer to the potential for archaeologists to explore such artificial intelligence (AI) approaches in various ways, such as identifying archaeological features and classifying them. Here, we present a review study related to the contributions of remote sensing (RS) and artificial intelligence in archaeology. However, a main question remains open in the field of research: the rate of positive contribution of remote sensing and artificial intelligence techniques in archaeological research. The scope of this study is to summarize the state of the art related to AI and RS for archaeological research and provide some further insights into the existing literature.
spectral	soil marks spectral signature buried archaeological remains	openalex	Mapping past human land use using archaeological data: A new classification for global land use synthesis and data harmonization	2021	PLoS ONE	104	yes	10.1371/journal.pone.0246662	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0246662&type=printable	en	In the 12,000 years preceding the Industrial Revolution, human activities led to significant changes in land cover, plant and animal distributions, surface hydrology, and biochemical cycles. Earth system models suggest that this anthropogenic land cover change influenced regional and global climate. However, the representation of past land use in earth system models is currently oversimplified. As a result, there are large uncertainties in the current understanding of the past and current state of the earth system. In order to improve representation of the variety and scale of impacts that past land use had on the earth system, a global effort is underway to aggregate and synthesize archaeological and historical evidence of land use systems. Here we present a simple, hierarchical classification of land use systems designed to be used with archaeological and historical data at a global scale and a schema of codes that identify land use practices common to a range of systems, both implemented in a geospatial database. The classification scheme and database resulted from an extensive process of consultation with researchers worldwide. Our scheme is designed to deliver consistent, empirically robust data for the improvement of land use models, while simultaneously allowing for a comparative, detailed mapping of land use relevant to the needs of historical scholars. To illustrate the benefits of the classification scheme and methods for mapping historical land use, we apply it to Mesopotamia and Arabia at 6 kya (c. 4000 BCE). The scheme will be used to describe land use by the Past Global Changes (PAGES) LandCover6k working group, an international project comprised of archaeologists, historians, geographers, paleoecologists, and modelers. Beyond this, the scheme has a wide utility for creating a common language between research and policy communities, linking archaeologists with climate modelers, biodiversity conservation workers and initiatives.
spectral	hyperspectral imagery archaeological crop marks	openalex	Remote Sensing for Agriculture in the Era of Industry 5.0—A Survey	2024	IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing	103	yes	10.1109/jstars.2024.3370508	https://ieeexplore.ieee.org/ielx7/4609443/4609444/10449350.pdf	en	Agriculture can be regarded as the backbone of human civilization. As technology evolved, the synergy between agriculture and remote sensing has brought about a paradigm shift, thereby entirely revolutionizing the traditional agricultural practices. Nevertheless, the adoption of remote sensing technologies in agriculture face various challenges in terms of limited spatial and temporal coverage, high cloud cover, low data quality and so on. Industry 5.0 marks a new era in the industrial revolution, where humans and machines collaborate closely, leveraging their distinct capabilities, thereby enhancing the decision making capabilities, sustainability and resilience. This paper provides a comprehensive survey on remote sensing technologies and related aspects in dealing with the various agricultural practices in the Industry 5.0 (I5.0) era. We also elaborately discuss the various applications pertaining to I5.0- enabled remote sensing for agriculture. Finally, we discuss several challenges and issues related to the integration of I5.0 technologies in agricultural remote sensing. This comprehensive survey on remote sensing for agriculture in Industry 5.0 era offers valuable insights into the current state, challenges, and potential advancements in the integration of remote sensing technologies and Industry 5.0 principles in agriculture, thus paving the way for future research, development, and implementation strategies in this domain.
spectral	PRISMA EnMAP hyperspectral archaeology buried structures	openalex	The Role of Remote Sensing for the Assessment and Monitoring of Forest Health: A Systematic Evidence Synthesis	2021	Forests	94	yes	10.3390/f12081134	https://www.mdpi.com/1999-4907/12/8/1134/pdf	en	Forests are increasingly subject to a number of disturbances that can adversely influence their health. Remote sensing offers an efficient alternative for assessing and monitoring forest health. A myriad of methods based upon remotely sensed data have been developed, tailored to the different definitions of forest health considered, and covering a broad range of spatial and temporal scales. The purpose of this review paper is to identify and analyse studies that addressed forest health issues applying remote sensing techniques, in addition to studying the methodological wealth present in these papers. For this matter, we applied the PRISMA protocol to seek and select studies of our interest and subsequently analyse the information contained within them. A final set of 107 journal papers published between 2015 and 2020 was selected for evaluation according to our filter criteria and 20 selected variables. Subsequently, we pair-wise exhaustively read the journal articles and extracted and analysed the information on the variables. We found that (1) the number of papers addressing this issue have consistently increased, (2) that most of the studies placed their study area in North America and Europe and (3) that satellite-borne multispectral sensors are the most commonly used technology, especially from Landsat mission. Finally, most of the studies focused on evaluating the impact of a specific stress or disturbance factor, whereas only a small number of studies approached forest health from an early warning perspective.
spectral	soil marks spectral signature buried archaeological remains	openalex	Scientific advances in geoarchaeology during the last twenty years	2015	Journal of Archaeological Science	91	yes	10.1016/j.jas.2015.02.024	https://www.sciencedirect.com/science/article/pii/S030544031500062X/pdf	en	Advances in areas of archaeological science with a strong geological, sedimentological or pedological component have significantly furthered the understanding of formation processes, improved interpretations and helped develop site preservation over the last twenty years. Here, we examine some of those subject areas and their progress, with a view to charting future directions for this growing body of knowledge.
spectral	hyperspectral imagery archaeological crop marks	openalex	Optimum temporal and spectral window for monitoring crop marks over archaeological remains in the Mediterranean region	2012	Journal of Archaeological Science	90	no	10.1016/j.jas.2012.10.036		en	
spectral	hyperspectral imagery archaeological crop marks	openalex	Detection of Neolithic Settlements in Thessaly (Greece) Through Multispectral and Hyperspectral Satellite Imagery	2009	Sensors	88	yes	10.3390/s90201167	https://www.mdpi.com/1424-8220/9/2/1167/pdf?version=1403311297	en	Thessaly is a low relief region in Greece where hundreds of Neolithic settlements/tells called magoules were established from the Early Neolithic period until the Bronze Age (6,000 - 3,000 BC). Multi-sensor remote sensing was applied to the study area in order to evaluate its potential to detect Neolithic settlements. Hundreds of sites were geo-referenced through systematic GPS surveying throughout the region. Data from four primary sensors were used, namely Landsat ETM, ASTER, EO1 - HYPERION and IKONOS. A range of image processing techniques were originally applied to the hyperspectral imagery in order to detect the settlements and validate the results of GPS surveying. Although specific difficulties were encountered in the automatic classification of archaeological features composed by a similar parent material with the surrounding landscape, the results of the research suggested a different response of each sensor to the detection of the Neolithic settlements, according to their spectral and spatial resolution.
spectral	hyperspectral imagery archaeological crop marks	openalex	Evaluating the Potentials of Sentinel-2 for Archaeological Perspective	2014	Remote Sensing	86	yes	10.3390/rs6032176	https://www.mdpi.com/2072-4292/6/3/2176/pdf?version=1403136515	en	The potentials of the forthcoming new European Space Agency’s (ESA) satellite sensor, Sentinel-2, for archaeological studies was examined in this paper. For this reason, an extensive spectral library of crop marks, acquired through numerous spectroradiometric campaigns, which are related with buried archaeological remains, has been resampled to the spectral characteristics of Sentinel-2. In addition, other existing satellite sensors have been also evaluated (Landsat 5 Thematic Mapper (TM); Advanced Spaceborne Thermal Emission and Reflection Radiometer (ASTER); IKONOS; Landsat 4 TM; Landsat 7 Enhance Thematic Mapper Plus (ETM+); QuickBird; Satellite Pour l’Observation de la Terre (SPOT); and WorldView-2). The simulated data have been compared with the optimum spectral regions for the detection of crop marks (700 nm and 800 nm). In addition, several existing vegetation indices have been also assessed for all sensors. As it was found, the spectral characteristics of Sentinel-2 are able to better distinguish crop marks compared to other existing satellite sensors. Indeed, as it was found, using a simulated Sentinel-2 image, not only known buried archaeological sites were able to be detected, but also other still unknown sites were able to be revealed.
spectral	hyperspectral imagery archaeological crop marks	openalex	Review of Photogrammetric and Lidar Applications of UAV	2023	Applied Sciences	85	yes	10.3390/app13116732	https://www.mdpi.com/2076-3417/13/11/6732/pdf?version=1685592532	en	Using Unmanned Aerial Vehicles (UAVs) combined with various sensors brings the benefits associated with fast, automatic, and contactless spatial data collection with high resolution and accuracy. The most frequent application is the possibility of effectively creating spatial models based on photogrammetric and lidar data. This review analyzes the current possibilities of UAVs. It provides an overview of the current state of the art and research on selected parameters regarding their history and development, classification, regulation, and application in surveying with creating spatial models. Classification and regulation are based on national sources. The importance and usability of this review are also carried out by analyzing the UAV application with selected photogrammetric and lidar sensors. The study explores and discusses results achieved by many authors in recent years, synthesizing essential facts. By analyzing the network of co-occurring High-Frequency Words, in addition, we visualized the importance of the primary keyword UAV in the context of other keywords in the literary sources processed.
spectral	hyperspectral imagery archaeological crop marks	crossref	Integration of geophysical surveys, ground hyperspectral measurements, aerial and satellite imagery for archaeological prospection of prehistoric sites: the case study of Vésztő-Mágor Tell, Hungary	2013	Journal of Archaeological Science	85		10.1016/j.jas.2012.11.001		en	
spectral	hyperspectral imagery archaeological crop marks	openalex	Categorizing Grassland Vegetation with Full-Waveform Airborne Laser Scanning: A Feasibility Study for Detecting Natura 2000 Habitat Types	2014	Remote Sensing	80	yes	10.3390/rs6098056	https://www.mdpi.com/2072-4292/6/9/8056/pdf?version=1409133903	en	There is increasing demand for reliable, high-resolution vegetation maps covering large areas. Airborne laser scanning data is available for large areas with high resolution and supports automatic processing, therefore, it is well suited for habitat mapping. Lowland hay meadows are widespread habitat types in European grasslands, and also have one of the highest species richness. The objective of this study was to test the applicability of airborne laser scanning for vegetation mapping of different grasslands, including the Natura 2000 habitat type lowland hay meadows. Full waveform leaf-on and leaf-off point clouds were collected from a Natura 2000 site in Sopron, Hungary, covering several grasslands. The LIDAR data were processed to a set of rasters representing point attributes including reflectance, echo width, vegetation height, canopy openness, and surface roughness measures, and these were fused to a multi-band pseudo-image. Random forest machine learning was used for classifying this dataset. Habitat type, dominant plant species and other features of interest were noted in a set of 140 field plots. Two sets of categories were used: five classes focusing on meadow identification and the location of lowland hay meadows, and 10 classes, including eight different grassland vegetation categories. For five classes, an overall accuracy of 75% was reached, for 10 classes, this was 68%. The method delivers unprecedented fine resolution vegetation maps for management and ecological research. We conclude that high-resolution full-waveform LIDAR data can be used to detect grassland vegetation classes relevant for Natura 2000.
spectral	soil marks spectral signature buried archaeological remains	openalex	Landscape Biographies:Geographical, Historical and Archaeological Perspectives on the Production and Transmission of Landscapes	2015	Amsterdam University Press eBooks	79	yes	10.5117/9789089644725	https://muse.jhu.edu/pub/315/oa_edited_volume/book/66304/pdf	en	Landscape Biographies explores the long and complex histories of landscapes from personal and social perspectives. As an essential part of human life-worlds, landscapes have the potential to absorb something of people&#39;s lives, works, and thoughts. But landscapes also shape their own life-histories at different timescales, transcending human life-cycles and generating their own temporalities and rhythms. It comes as no surprise, therefore, that the co-scripting of landscapes and people figures prominently in the (auto-)biographical works of writers and attracts the interest of geographers, archaeologists, historians, and anthropologists. This has even resulted in a new genre in landscape research, rapidly gaining in popularity, under the heading of &#39;landscape biography&#39;. In Landscape Biographies, twenty geographers, archaeologists, historians, and anthropologists investigate the diverse ways in which landscapes and monuments have been constructed, transmitted, and transformed from prehistory up to the present, from Manhattan to Shanghai, from Iceland to Portugal, and from England to Estonia. Among the authors are distinguished scholars like Gísli Pálsson, Cornelius Holtorf, Joshua Pollard, and Mark Gillings.
spectral	hyperspectral imagery archaeological crop marks	openalex	The Importance of Accounting for Atmospheric Effects in the Application of NDVI and Interpretation of Satellite Imagery Supporting Archaeological Research: The Case Studies of Palaepaphos and Nea Paphos Sites in Cyprus	2011	Remote Sensing	76	yes	10.3390/rs3122605	https://www.mdpi.com/2072-4292/3/12/2605/pdf?version=1403129390	en	This paper presents the findings of the impact of atmospheric effects when applied on satellite images intended for supporting archaeological research. The study used eleven multispectral Landsat TM/ETM+ images from 2009 until 2010, acquired over archaeological and agricultural areas. The modified Darkest Pixel (DP) atmospheric correction algorithm was applied, as it is considered one of the most simple and effective atmospheric corrections algorithm. The NDVI equation was applied and its values were evaluated before and after the application of atmospheric correction to satellite images, to estimate its possible effects. The results highlighted that atmospheric correction has a significant impact on the NDVI values. This was especially true in seasons where the vegetation has grown. Although the absolute impact on NDVI, after applying the DP, was small (0.06), it was considered important if multi-temporal time series images need to be evaluated and cross-compared. The NDVI differences, before and after atmospheric correction, were assessed using student’s t-test and the statistical differences were found to be significant. It was shown that relative NDVI difference can be as much as 50%, if atmosphere effects are ignored. Finally, the results had proven that atmospheric corrections can enhance the interpretation of satellite images (especially in cases where optical thickness of water vapour is minimized ≈ 0). This fact can assist in the detection and identification of archaeological crop marks. Therefore, removal of atmospheric effects, for archaeological purposes, was found to be of great importance in improving the image enhancement and NDVI values.
spectral	hyperspectral imagery archaeological crop marks	crossref	Remote hyperspectral imagery as a support to archaeological prospection	2007	Journal of Cultural Heritage	76		10.1016/j.culher.2007.03.003		en	
spectral	soil marks spectral signature buried archaeological remains	openalex	Linking structural and compositional changes in archaeological human bone collagen: an FTIR-ATR approach	2020	Scientific Reports	76	yes	10.1038/s41598-020-74993-y	https://www.nature.com/articles/s41598-020-74993-y.pdf	en	Abstract Collagen is the main structural and most abundant protein in the human body, and it is routinely extracted and analysed in scientific archaeology. Its degree of preservation is, therefore, crucial and several approaches are used to determine it. Spectroscopic techniques provide a cost-effective, non-destructive method to investigate the molecular structure, especially when combined with multivariate statistics (chemometric approach). In this study, we used FTIR-ATR spectroscopy to characterise collagen extracted from skeletons recovered from necropoleis in NW Spain spanning from the Bronze Age to eighteenth century AD. Principal components analysis was performed on a selection of bands and structural equation models (SEM) were developed to relate the collagen quality indicators to collagen structural change. Four principal components represented: (i) Cp1, transformations of the backbone protein with a residual increase in proteoglycans; (ii) Cp2, protein transformations not accompanied by changes in proteoglycans abundance; (iii) Cp3, variations in aliphatic side chains and (iv) Cp4, absorption of the OH of carbohydrates and amide. Highly explanatory SEM models were obtained for the traditional collagen quality indicators (collagen yield, C, N, C:N), but no relationship was found between quality and δ 13 C and δ 15 N ratios. The observed decrease in C and N content and increase in C:N ratios is controlled by the degradation of protein backbone components and the relative preservation of carbon-rich compounds, proteoglycans and, to a lesser extent, aliphatic moieties. Our results suggest that FTIR-ATR is an ideal technique for collagen characterization/pre-screening for palaeodiet, mobility and radiocarbon research.
spectral	soil marks spectral signature buried archaeological remains	crossref	Identification of archaeological buried remains based on the normalized difference vegetation index (NDVI) from Quickbird satellite data	2006	IEEE Geoscience and Remote Sensing Letters	75		10.1109/lgrs.2006.871747			
spectral	hyperspectral imagery archaeological crop marks	openalex	Landscape Pattern Detection in Archaeological Remote Sensing	2017	Geosciences	67	yes	10.3390/geosciences7040128	https://www.mdpi.com/2076-3263/7/4/128/pdf?version=1512996007	en	Automated detection of landscape patterns on Remote Sensing imagery has seen virtually little or no development in the archaeological domain, notwithstanding the fact that large portion of cultural landscapes worldwide are characterized by land engineering applications. The current extraordinary availability of remotely sensed images makes it now urgent to envision and develop automatic methods that can simplify their inspection and the extraction of relevant information from them, as the quantity of information is no longer manageable by traditional “human” visual interpretation. This paper expands on the development of automatic methods for the detection of target landscape features—represented by field system patterns—in very high spatial resolution images, within the framework of an archaeological project focused on the landscape engineering embedded in Roman cadasters. The targets of interest consist of a variety of similarly oriented objects of diverse nature (such as roads, drainage channels, etc.) concurring to demark the current landscape organization, which reflects the one imposed by Romans over two millennia ago. The proposed workflow exploits the textural and shape properties of real-world elements forming the field patterns using multiscale analysis of dominant oriented response filters. Trials showed that this approach provides accurate localization of target linear objects and alignments signaled by a wide range of physical entities with very different characteristics.
