theme	query	source	title	year	venue	cited_by	is_oa	doi	pdf_url	language	abstract
archaeology_discrimination	morphometric classification archaeological earthworks	openalex	Rapa Nui (Easter Island) monument (ahu) locations explained by freshwater sources	2019	PLoS ONE	52	yes	10.1371/journal.pone.0210409	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0210409&type=printable	en	Explaining the processes underlying the emergence of monument construction is a major theme in contemporary anthropological archaeology, and recent studies have employed spatially-explicit modeling to explain these patterns. Rapa Nui (Easter Island, Chile) is famous for its elaborate ritual architecture, particularly numerous monumental platforms (ahu) and statuary (moai). To date, however, we lack explicit modeling to explain spatial and temporal aspects of monument construction. Here, we use spatially-explicit point-process modeling to explore the potential relations between ahu construction locations and subsistence resources, namely, rock mulch agricultural gardens, marine resources, and freshwater sources-the three most critical resources on Rapa Nui. Through these analyses, we demonstrate the central importance of coastal freshwater seeps for precontact populations. Our results suggest that ahu locations are most parsimoniously explained by distance from freshwater sources, in particular coastal seeps, with important implications for community formation and inter-community competition in precontact times.
archaeology_discrimination	distinguishing burial mounds from hillforts remote sensing	openalex	Establishing the Middle Sea: The Late Bronze Age of Mediterranean Europe (1700–900 BC)	2021	Journal of Archaeological Research	45	yes	10.1007/s10814-021-09165-1	https://link.springer.com/content/pdf/10.1007/s10814-021-09165-1.pdf	en	Abstract The Late Bronze Age (1700–900 BC) represents an extremely dynamic period for Mediterranean Europe. Here, we provide a comparative survey of the archaeological record of over half a millennium within the entire northern littoral of the Mediterranean, from Greece to Iberia, incorporating archaeological, archaeometric, and bioarchaeological evidence. The picture that emerges, while certainly fragmented and not displaying a unique trajectory, reveals a number of broad trends in aspects as different as social organization, trade, transcultural phenomena, and human mobility. The contribution of such trends to the processes that caused the end of the Bronze Age is also examined. Taken together, they illustrate how networks of interaction, ranging from the short to the long range, became a defining aspect of the “Middle Sea” during this time, influencing the lives of the communities that inhabited its northern shore. They also highlight the importance of research that crosses modern boundaries for gaining a better understanding of broad comparable dynamics.
archaeology_discrimination	distinguishing burial mounds from hillforts remote sensing	crossref	Mapping and Damage Assessment of “Royal” Burial Mounds in the Siberian Valley of the Kings	2020	Remote Sensing	40		10.3390/rs12050773		en	 The Valley of the Kings in Tuva Republic, southern Siberia, is arguably one of the most important archaeological landscapes in the eastern Eurasian steppes. Nonetheless, little information exists about the spatial characteristics and preservation conditions of this burial ground consisting of large “royal” mounds. We map the large monuments of the Uyuk Valley’s northern river terrace and assess their state of preservation based on high-resolution optical satellite data. The burial site consists of several hundred mounds, over 150 of them with diameters of more than 25 m, the largest monuments are bigger than 100 m in diameter. This makes the Valley of the Kings in Tuva Republic one of the largest Early Iron Age burial sites in the Eurasian steppes. Unfortunately, around 92% of the large monuments are in bad condition, mostly due to looting. 
archaeology_discrimination	morphometric classification archaeological earthworks	openalex	Theory and practice for an object-based approach in archaeological remote sensing	2019	Journal of Archaeological Science	39	yes	10.1016/j.jas.2019.04.005	https://ars.els-cdn.com/content/image/1-s2.0-S0305440319300354-fx1_lrg.jpg	en	
archaeology_discrimination	morphometric classification archaeological earthworks	openalex	The Highest Gradient Model: A New Method for Analytical Assessment of the Efficiency of LiDAR-Derived Visualization Techniques for Landform Detection and Mapping	2017	Remote Sensing	39	yes	10.3390/rs9020120	https://www.mdpi.com/2072-4292/9/2/120/pdf?version=1486700215	en	ALS-derived raster visualization techniques have become common in recent years, opening up new possibilities for subtle landform detection in earth sciences and archaeology, but they have also introduced confusion for users. As a consequence, the choice between these visualization techniques is still mostly supported by empirical knowledge. Some attempts have been made to compare these techniques, but there is still a lack of analytical data. This work proposes a new method, based on gradient modelling and spatial statistics, to analytically assess the efficacy of these visualization techniques. A selected panel of outstanding visualization techniques was assessed first by a classic non-analytical approach, and secondly by the proposed new analytical approach. The comparison of results showed that the latter provided more detailed and objective data, not always consistent with previous empirical knowledge. These data allowed us to characterize with precision the terrain for which each visualization technique performs best. A combination of visualization techniques based on DEM manipulation (Slope and Local Relief Model) appeared to be the best choice for normal terrain morphometry, occasionally supported by illumination techniques such as Sky-View Factor or Negative Openness as a function of terrain characteristics.
archaeology_discrimination	distinguishing burial mounds from hillforts remote sensing	crossref	Distinguishing Algal Blooms from Aquatic Vegetation in Chinese Lakes Using Sentinel 2 Image	2022	Remote Sensing	38		10.3390/rs14091988		en	 Algal blooms frequently occur in numerous lakes in China, risking human health and the environment. In contrast, aquatic vegetation contributes to water purification. Due to the similar spectral characteristics shared by algal and aquatic vegetation, both are hardly distinguishable in remote sensing imaging, especially in turbid water bodies. To address this challenge, this study constructed a method to effectively extract algal blooms and aquatic vegetation from the turbid water bodies using Sentinel 2 images with high spatial resolution. Our results showed that the accuracy of the extraction of vegetation information could reach 96.1%. Since this method combined the vegetation extraction results from multiple indices, it effectively tackled the mis-extraction when only the Floating Algae Index (FAI) or the Normalized Difference Vegetation Index (NDVI) is used in water with high turbidity. By combining the image time series information with the natural phenological characteristics of the aquatic vegetation and algal blooms, an improved Vegetation Presence Frequency (VPF) was developed. It effectively distinguished algal blooms and aquatic vegetation without actual measurement data. Based on the above method and process, the information of algal blooms and aquatic vegetation was sufficiently distinguished in five typical lakes in China (Lake Hulun, Lake Hongze, Lake Chaohu, Lake Taihu, and Lake Dianchi), and the spatial distribution was reasonably mapped. The overall identification accuracy of aquatic vegetation and algal blooms using the improved VPF ranged 71.8–84.3%. The spatial transferability test of the method in the independent lakes with the various optical properties indicated the prospects of its application in other turbid water bodies. This study should provide strong methodological and theoretical support for future monitoring of algal blooms in turbid water bodies with vigorous aquatic vegetation, especially in the absence of actual measurement data. This should have practical relevance for water environment management and governance departments. 
archaeology_discrimination	distinguishing burial mounds from hillforts remote sensing	openalex	The Matitanana archaeological project: Culture history and social complexity in the Seven Rivers Region of southeastern Madagascar	2009	Deep Blue (University of Michigan)	35	no			en	My field research for this dissertation consisted of four seasons of archaeological survey and excavation along the Matitanana and neighboring rivers on Madagascar’s southeastern coast. The Antemoro people who live in the area today have long recorded their history and oral traditions with a derived Arabic script in written texts known as sorabé. These various sources of information about the past are combined in this dissertation to produce a picture of the sequence of human settlement in this area over the past thousand years. A new ceramic chronology was created through an analysis of the excavated remains to help structure the survey results. Additional surveys outside the main research area also helped to locate the quarry sources for the chlorite-schist (or steatite) stone vessels imported as early trade goods into the Matitanana area. The 240 archaeological sites documented in the site catalogue reveal an initially sparse coastal occupation that eventually spread upriver. This sequence was interrupted in the 15th century by the abandonment of the banks of the lower river valley, creating two potentially-competing population centers, with the first large towns appearing on the coast just north of the Matitanana River mouth separated from a group of evenly-spaced smaller sites 20 kilometers inland. This pattern is linked with the arrival of the ancestors of the Antemoro, who do not claim to have been the first inhabitants of this region. Archaeologically, this phase was followed by one in which people reoccupied the entire landscape and created ditched hilltop sites in defensive locations, corresponding to the period of the first European incursions into the area. One consideration in this work is the archaeological visibility of those social processes that help create the inequalities inherent in state formation. It is argued that the archaeology of this Indian Ocean island relates to that of the East African coast in this regard.
archaeology_discrimination	morphometric classification archaeological earthworks	openalex	A comparison of automated object extraction methods for mound and shell-ring identification in coastal South Carolina	2018	Journal of Archaeological Science Reports	34	yes	10.1016/j.jasrep.2018.10.035	https://scholarsphere.psu.edu/resources/c0c180a7-5d1c-4ee2-a000-aeca98404b34/downloads/14428	en	
archaeology_discrimination	morphometric classification archaeological earthworks	crossref	Munsa Earthworks	1997	Azania: Archaeological Research in Africa	34		10.1080/00672709709511585		en	
archaeology_discrimination	distinguishing burial mounds from hillforts remote sensing	openalex	On the Airborne Lidar Contribution in Archaeology: from Site Identification to Landscape Investigation	2011	InTech eBooks	31	yes	10.5772/14655	https://www.intechopen.com/citation-pdf-url/15810	en	"Historically, aerial photography has been the first remote sensing technology extensively used for surveying surface archaeological remains as well as for detecting underground archaeological structures through the reconnaissance of the so-called ""soil"" and ""crop marks"" Soil-marks are changes of colour or texture due to the presence of surface and shallow remains. Crop-marks frequently appear as differences of height or colour in crops which are under stress due to lack of water or deficiencies in other nutrients caused by the presence of masonry structures in the subsoil. Crop-marks can also be formed above damp and nutritious soil of buried pits and ditches. Such marks are well visible from aerial photos, especially during the spring season. Nowadays two new technologies have strongly improved the performance of remote sensing in archaeology: (i) the Very High Resolution (VHR) satellite images and (ii) the airborne laser scanning. The launch in 1999 of IKONOS, the first satellite sensor which acquires VHR imagery, opened new perspectives in the field of archaeo-geophysics. The main advantages of VHR satellite imagery compared to aerial photos, are the synoptic view, the multispectral properties of the data and the possibility to extract geo-referenced information. The use of data processing algorithms, from classifications methods to geo-statistics, from Principal Component Analysis to convolution filtering, enable us i) the extraction of land patterns useful for palaeo-geographic and palaeo-environmental investigations From 1999 up to now, the spatial resolution of satellite data has strongly increased, thus providing also valuable support to site discovery by means of soil/crop marks detection. The multispectral bands, available at a resolution four times lower than panchromatic channel, could be pan-sharpened by using image fusion algorithms available in several image processing software routines, thus allowing us to emphasize moisture and vegetation changes linked to the presence of buried archaeological deposits"
archaeology_discrimination	morphometric classification archaeological earthworks	openalex	Searching for Viking Age Fortresses with Automatic Landscape Classification and Feature Detection	2019	Remote Sensing	30	yes	10.3390/rs11161881	https://www.mdpi.com/2072-4292/11/16/1881/pdf?version=1565592721	en	Across the world, cultural heritage is eradicated at an unprecedented rate by development, agriculture, and natural erosion. Remote sensing using airborne and satellite sensors is an essential tool for rapidly investigating human traces over large surfaces of our planet, but even large monumental structures may be visible as only faint indications on the surface. In this paper, we demonstrate the utility of a machine learning approach using airborne laser scanning data to address a “needle-in-a-haystack” problem, which involves the search for remnants of Viking ring fortresses throughout Denmark. First ring detection was applied using the Hough circle transformations and template matching, which detected 202,048 circular features in Denmark. This was reduced to 199 candidate sites by using their geometric properties and the application of machine learning techniques to classify the cultural and topographic context of the features. Two of these near perfectly circular features are convincing candidates for Viking Age fortresses, and two are candidates for either glacial landscape features or simple meteor craters. Ground-truthing revealed the latter sites as ice age features, while the cultural heritage sites Borgø and Trælbanke urge renewed archaeological investigation in the light of our findings. The fact that machine learning identifies compelling new candidate sites for ring fortresses demonstrates the power of the approach. Our automatic approach is applicable worldwide where digital terrain models are available to search for cultural heritage sites, geomorphological features, and meteor impact craters.
archaeology_discrimination	distinguishing burial mounds from hillforts remote sensing	crossref	Regional-Scale Systematic Mapping of Archaeological Mounds and Detection of Looting Using COSMO-SkyMed High Resolution DEM and Satellite Imagery	2021	Remote Sensing	29		10.3390/rs13163106		en	 “Tells” are archaeological mounds formed by deposition of large amounts of anthropogenic material and sediments over thousands of years and are the most important and prominent features in Near and Middle Eastern archaeological landscapes. In the last decade, archaeologists have exploited free-access global digital elevation model (DEM) datasets at medium resolution (i.e., up to 30 m) to map tells on a supra-regional scale and pinpoint tentative tell sites. Instead, the potential of satellite DEMs at higher resolution for this task was yet to be demonstrated. To this purpose, the 3 m resolution imaging capability allowed by the Italian Space Agency’s COSMO-SkyMed Synthetic Aperture Radar (SAR) constellation in StripMap HIMAGE mode was used in this study to generate DEM products of enhanced resolution to undertake, for the first time, a systematic mapping of tells and archaeological deposits. The demonstration is run at regional scale in the Governorate of Wasit in central Iraq, where the literature suggested a high density of sites, despite knowledge gaps about their location and spatial distribution. Accuracy assessment of the COSMO-SkyMed DEM is provided with respect to the most commonly used SRTM and ALOS World 3D DEMs. Owing to the 10 m posting and the consequent enhanced observation capability, the COSMO-SkyMed DEM proves capable to detect both well preserved and levelled or disturbed tells, standing out for more than 4 m from the surrounding landscape. Through the integration with CORONA KH-4B tiles, 1950s Soviet maps and recent Sentinel-2 multispectral images, the expert-led visual identification and manual mapping in the GIS environment led to localization of tens of sites that were not previously mapped, alongside the computation of a figure as up-to-date as February 2019 of the survived tells, with those affected by looting. Finally, this evidence is used to recognize hot-spot areas of potential concern for the conservation of tells. To this purpose, we upgraded the spatial resolution of the observations up to 1 m by using the Enhanced Spotlight mode to collect a bespoke time series. The change detection tests undertaken on selected clusters of disturbed tells prove how a dedicated monitoring activity may allow a regular observation of the impacts due to anthropogenic disturbance (e.g., road and canal constructions or ploughing). 
archaeology_discrimination	morphometric classification archaeological earthworks	openalex	Geographic Disparity in Machine Intelligence Approaches for Archaeological Remote Sensing Research	2020	Remote Sensing	28	yes	10.3390/rs12060921	https://www.mdpi.com/2072-4292/12/6/921/pdf?version=1584321544	en	A vast majority of the archaeological record, globally, is understudied and increasingly threatened by climate change, economic and political instability, and violent conflict. Archaeological data are crucial for understanding the past, and as such, documentation of this information is imperative. The development of machine intelligence approaches (including machine learning, artificial intelligence, and other automated processes) has resulted in massive gains in archaeological knowledge, as such computational methods have expedited the rate of archaeological survey and discovery via remote sensing instruments. Nevertheless, the progression of automated computational approaches is limited by distinct geographic imbalances in where these techniques are developed and applied. Here, I investigate the degree of this disparity and some potential reasons for this imbalance. Analyses from Web of Science and Microsoft Academic searches reveal that there is a substantial difference between the Global North and South in the output of machine intelligence remote sensing archaeology literature. There are also regional imbalances. I argue that one solution is to increase collaborations between research institutions in addition to data sharing efforts.
archaeology_discrimination	morphometric classification archaeological earthworks	openalex	The use of LiDAR in reconstructing the pre‐World War II landscapes of abandoned mountain villages in southern Poland	2021	Archaeological Prospection	27	yes	10.1002/arp.1846	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/arp.1846	en	Abstract The cessation of most human activities resulting from post‐World War II expulsions and forced displacements in Central Europe triggered massive land cover transformation in mountainous areas. However, many pre‐War traces of past landscapes have survived—imprinted in microtopography—in permanently abandoned villages. Currently, they constitute unique cultural heritage of communities no longer in existence. Our main goal was therefore to reconstruct a lost cultural landscape of mountain villages abandoned after World War II (WWII). The case study area comprised three such villages located in southern Poland, two in the Carpathians and one in the Sudetes. We used the national airborne light detection and ranging (LiDAR) dataset combined with archival cadastral maps and field survey to detect man‐made microtopographic features related to past boundaries, road network, agriculture and buildings and to interpret them in the landscape context. We demonstrated that the pre‐War human footprint left in relief was shaped largely by past landownership divisions, land use and environmental constraints (related to lithology, soils and topography). Our secondary goal was to assess the value and application opportunities of LiDAR in reconstructing past landscapes. We showed that 38–70% of non‐natural parcel boundaries and 65–79% of roads marked on mid‐19th‐century cadastral maps are still detectable using LiDAR. Therefore, we argue that the past landscape pattern, originating in late Middle Ages and subsequently transformed prior to WWII, remains well preserved in the relief and that LiDAR is an effective tool to reconstruct a past landscape of mountain villages abandoned after WWII. We also confirmed that customized LiDAR visualizations are more informative than ready‐to‐use shaded digital elevation models (DEMs), in particular when integrated with cadastral and field‐based data. We conclude that the greatest advantage of LiDAR is the capacity to provide a landscape context for isolated traces of past human activity, allowing for the reconstruction of entire spatial patterns and interrelationships developed by past societies.
archaeology_discrimination	morphometric classification archaeological earthworks	openalex	Automated methods for image detection of cultural heritage: Overviews and perspectives	2022	Archaeological Prospection	26	yes	10.1002/arp.1883	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/arp.1883	en	Abstract Remote sensing data covering large geographical areas can be easily accessed and are being acquired with greater frequency. The massive volume of data requires an automated image analysis system. By taking advantage of the increasing availability of data using computer vision, we can design specific systems to automate data analysis and detection of archaeological objects. In the past decade, there has been a rise in the use of automated methods to assist in the identification of archaeological sites in remote sensing imagery. These applications offer an important contribution to non‐intrusive archaeological exploration, helping to reduce the traditional human workload and time by signalling areas with a higher probability of presenting archaeological sites for exploration. This survey describes the state of the art of existing automated image analysis methods in archaeology and highlights the improvements thus achieved in the detection of archaeological monuments and areas of interest in landscape‐scale satellite and aerial imagery. It also presents a discussion of the benefits and limitations of automatic detection of archaeological structures, proposing new approaches and possibilities.
archaeology_discrimination	distinguishing burial mounds from hillforts remote sensing	openalex	Resilience, innovation and collapse of settlement networks in later Bronze Age Europe: New survey data from the southern Carpathian Basin	2023	PLoS ONE	25	yes	10.1371/journal.pone.0288750	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0288750&type=printable	en	Societies of the later Early to Middle Bronze Age (ca. 2200-1600 BC) in the Carpathian Basin exhibited complex, hierarchical and regionally influential socio-political organisation that came to an abrupt end in the 16th century BC. Considered a collapse by some, this change was characterised by abandonment of virtually all central places / nodes in settlement networks. Until recently, the complexity that characterised the period was believed to have substantially diminished alongside depopulation. This model was reinforced by a combination of the loss of established external networks and low-resolution knowledge of where and how people lived in the first stages of the Late Bronze Age (between 1600 and 1200 BC). We contest the idea of a diminished Late Bronze Age and argue that a fully opposite trajectory can be identified-increased scale, complexity and density in settlement systems and intensification of long-distance networks. We present results of a settlement survey in the southern Pannonian Plain using remote and pedestrian prospection, augmented by small-scale excavations. New absolute dates are used to define the occupational history of sites dating primarily between 1500-1200 BC. We argue that climate change played a substantial role in in the transformation of settlement networks, creating a particular ecological niche enabling societies to thrive. New and specific forms of landscape exploitation developed that were characterised by proximity to wetlands and minor watercourses. In this context, the largest monuments of Bronze Age Europe were created and inhabited. In considering the origins and demise of these megasites and related settlements, we provide a new model for Late Bronze Age societies in the Carpathian Basin and their regional relevance.
archaeology_discrimination	distinguishing burial mounds from hillforts remote sensing	crossref	Automatic detection of burial mounds (kurgans) in the Altai Mountains	2021	ISPRS Journal of Photogrammetry and Remote Sensing	24		10.1016/j.isprsjprs.2021.05.010		en	
archaeology_discrimination	distinguishing burial mounds from hillforts remote sensing	crossref	Possible Sources of Meteoritic Material from Hopewell Indian Burial Mounds	1969	Nature	24		10.1038/222022a0		en	
