tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	feature_radius_m	relief_score	rank_desc	status	error
wl-tile-v1-02550	wl-neg-neg-es-pba-9202	neg-es-pba-9202	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	0.45621304	60	ok	
wl-tile-v1-02551	wl-neg-neg-es-pba-9203	neg-es-pba-9203	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	-0.15120688	133	ok	
wl-tile-v1-02552	wl-neg-neg-es-pba-9204	neg-es-pba-9204	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	-0.45137471	163	ok	
wl-tile-v1-02553	wl-neg-neg-es-pba-9205	neg-es-pba-9205	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	-0.75491899	193	ok	
wl-tile-v1-02554	wl-neg-neg-es-pba-9206	neg-es-pba-9206	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón II-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	0.46012224	58	ok	
wl-tile-v1-02555	wl-neg-neg-es-pba-9207	neg-es-pba-9207	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	0.54179420	52	ok	
wl-tile-v1-02556	wl-neg-neg-es-pba-9208	neg-es-pba-9208	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	0.22416332	86	ok	
wl-tile-v1-02536	wl-neg-neg-es-pba-8678	neg-es-pba-8678	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	-0.03588809	119	ok	
wl-tile-v1-02537	wl-neg-neg-es-pba-8679	neg-es-pba-8679	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	0.42358321	63	ok	
wl-tile-v1-02538	wl-neg-neg-es-pba-8680	neg-es-pba-8680	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	0.23078367	84	ok	
wl-tile-v1-02539	wl-neg-neg-es-pba-8681	neg-es-pba-8681	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	0.18940782	90	ok	
wl-tile-v1-02540	wl-neg-neg-es-pba-8682	neg-es-pba-8682	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	1.01316567	25	ok	
wl-tile-v1-02541	wl-neg-neg-es-pba-8683	neg-es-pba-8683	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	0.06967200	102	ok	
wl-tile-v1-02542	wl-neg-neg-es-pba-8684	neg-es-pba-8684	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	-0.11881599	127	ok	
wl-tile-v1-02543	wl-neg-neg-es-pba-8685	neg-es-pba-8685	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	-0.37400614	153	ok	
wl-tile-v1-02544	wl-neg-neg-es-pba-8713	neg-es-pba-8713	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	0.67214634	41	ok	
wl-tile-v1-02545	wl-neg-neg-es-pba-8714	neg-es-pba-8714	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	-0.07940242	122	ok	
wl-tile-v1-02658	wl-neg-neg-es-pba-24330	neg-es-pba-24330	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 1	Valdoviño	Valdoviño (Santaia)		megalithic_mound	120.0	-0.77726516	195	ok	
wl-tile-v1-02659	wl-neg-neg-es-pba-24331	neg-es-pba-24331	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 2	Valdoviño	Valdoviño (Santaia)		megalithic_mound	120.0	0.35778010	70	ok	
wl-tile-v1-02660	wl-neg-neg-es-pba-24332	neg-es-pba-24332	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 3	Valdoviño	Valdoviño (Santaia)		megalithic_mound	120.0	0.89991656	28	ok	
wl-tile-v1-02632	wl-neg-neg-es-pba-14255	neg-es-pba-14255	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 01	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.21685862	136	ok	
wl-tile-v1-02633	wl-neg-neg-es-pba-14256	neg-es-pba-14256	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 02	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.68368072	184	ok	
wl-tile-v1-02634	wl-neg-neg-es-pba-14257	neg-es-pba-14257	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 03	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.72628829	189	ok	
wl-tile-v1-02635	wl-neg-neg-es-pba-14258	neg-es-pba-14258	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 04	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.71722960	187	ok	
wl-tile-v1-02636	wl-neg-neg-es-pba-14259	neg-es-pba-14259	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 05	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	0.62818275	47	ok	
wl-tile-v1-02637	wl-neg-neg-es-pba-14260	neg-es-pba-14260	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 06	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.08273180	123	ok	
wl-tile-v1-02638	wl-neg-neg-es-pba-14261	neg-es-pba-14261	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 07	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	1.30268392	17	ok	
wl-tile-v1-02639	wl-neg-neg-es-pba-14262	neg-es-pba-14262	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 08	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.17279666	135	ok	
wl-tile-v1-02640	wl-neg-neg-es-pba-14291	neg-es-pba-14291	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 09	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	0.28839903	76	ok	
wl-tile-v1-02641	wl-neg-neg-es-pba-14292	neg-es-pba-14292	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 10	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.15053869	132	ok	
wl-tile-v1-02642	wl-neg-neg-es-pba-14293	neg-es-pba-14293	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 11	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.78160655	196	ok	
wl-tile-v1-02643	wl-neg-neg-es-pba-14294	neg-es-pba-14294	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 12	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.61761247	177	ok	
wl-tile-v1-02644	wl-neg-neg-es-pba-14295	neg-es-pba-14295	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 13	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.66483102	182	ok	
wl-tile-v1-02645	wl-neg-neg-es-pba-14296	neg-es-pba-14296	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 14	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.85167010	200	ok	
wl-tile-v1-02646	wl-neg-neg-es-pba-14297	neg-es-pba-14297	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 15	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.70818802	185	ok	
wl-tile-v1-02647	wl-neg-neg-es-pba-14298	neg-es-pba-14298	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 16	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	-0.53181277	169	ok	
wl-tile-v1-02625	wl-neg-neg-es-pba-9982	neg-es-pba-9982	0	hard_negative	test_trasancos	ES	Mámoa do Pico de Ouro	Ferrol	Mandiá (Santa Uxía)		megalithic_mound	120.0	0.10678343	96	ok	
wl-tile-v1-02546	wl-neg-neg-es-pba-8715	neg-es-pba-8715	0	hard_negative	test_trasancos	ES	Mámoa do Rego da Moa	Fene	Barallobre (Santiago)		megalithic_mound	120.0	1.21423481	18	ok	
wl-tile-v1-02626	wl-neg-neg-es-pba-9983	neg-es-pba-9983	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-1	Ferrol	Doniños (San Román)		megalithic_mound	120.0	1.14436633	22	ok	
wl-tile-v1-02557	wl-neg-neg-es-pba-10008	neg-es-pba-10008	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-10	Ferrol	Brión (Santa María)		megalithic_mound	120.0	0.67806925	40	ok	
wl-tile-v1-02558	wl-neg-neg-es-pba-10009	neg-es-pba-10009	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-2	Ferrol	Brión (Santa María)		megalithic_mound	120.0	0.48153136	56	ok	
wl-tile-v1-02559	wl-neg-neg-es-pba-10010	neg-es-pba-10010	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-3	Ferrol	Doniños (San Román)		megalithic_mound	120.0	0.08654579	100	ok	
wl-tile-v1-02560	wl-neg-neg-es-pba-10011	neg-es-pba-10011	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-4	Ferrol	Doniños (San Román)		megalithic_mound	120.0	-0.37495172	154	ok	
wl-tile-v1-02561	wl-neg-neg-es-pba-10012	neg-es-pba-10012	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-5	Ferrol	Doniños (San Román)		megalithic_mound	120.0	0.03454968	110	ok	
wl-tile-v1-02562	wl-neg-neg-es-pba-10013	neg-es-pba-10013	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-6	Ferrol	Brión (Santa María)		megalithic_mound	120.0	0.63365862	45	ok	
wl-tile-v1-02563	wl-neg-neg-es-pba-10014	neg-es-pba-10014	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-7	Ferrol	Brión (Santa María)		megalithic_mound	120.0	0.73377992	37	ok	
wl-tile-v1-02564	wl-neg-neg-es-pba-10015	neg-es-pba-10015	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-8	Ferrol	Brión (Santa María)		megalithic_mound	120.0	0.01472220	113	ok	
wl-tile-v1-02565	wl-neg-neg-es-pba-10039	neg-es-pba-10039	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-9	Ferrol	Brión (Santa María)		megalithic_mound	120.0	0.01040803	114	ok	
wl-tile-v1-02566	wl-neg-neg-es-pba-10040	neg-es-pba-10040	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión II-1	Ferrol	Brión (Santa María)		megalithic_mound	120.0	-0.42424414	157	ok	
wl-tile-v1-02567	wl-neg-neg-es-pba-10041	neg-es-pba-10041	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión II-2	Ferrol	Doniños (San Román)		megalithic_mound	120.0	-0.94975493	204	ok	
wl-tile-v1-02568	wl-neg-neg-es-pba-10042	neg-es-pba-10042	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-1	Ferrol	Doniños (San Román)		megalithic_mound	120.0	-0.78634725	197	ok	
wl-tile-v1-02569	wl-neg-neg-es-pba-10043	neg-es-pba-10043	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-2	Ferrol	Doniños (San Román)		megalithic_mound	120.0	-0.72274445	188	ok	
wl-tile-v1-02570	wl-neg-neg-es-pba-10044	neg-es-pba-10044	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-3	Ferrol	Doniños (San Román)		megalithic_mound	120.0	0.29131639	75	ok	
wl-tile-v1-02571	wl-neg-neg-es-pba-10045	neg-es-pba-10045	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-4	Ferrol	Doniños (San Román)		megalithic_mound	120.0	-0.91469892	203	ok	
wl-tile-v1-02572	wl-neg-neg-es-pba-10046	neg-es-pba-10046	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-5	Ferrol	Doniños (San Román)		megalithic_mound	120.0	0.38826042	67	ok	
wl-tile-v1-02573	wl-neg-neg-es-pba-10069	neg-es-pba-10069	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-6	Ferrol	Doniños (San Román)		megalithic_mound	120.0	-0.27050708	144	ok	
wl-tile-v1-02574	wl-neg-neg-es-pba-10070	neg-es-pba-10070	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-7	Ferrol	Doniños (San Román)		megalithic_mound	120.0	-0.67535876	183	ok	
wl-tile-v1-02575	wl-neg-neg-es-pba-10071	neg-es-pba-10071	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-8	Ferrol	Doniños (San Román)		megalithic_mound	120.0	0.79330256	32	ok	
wl-tile-v1-02576	wl-neg-neg-es-pba-10072	neg-es-pba-10072	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-1	Ferrol	Doniños (San Román)		megalithic_mound	120.0	-0.25198454	141	ok	
wl-tile-v1-02577	wl-neg-neg-es-pba-10073	neg-es-pba-10073	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-10	Ferrol	Doniños (San Román)		megalithic_mound	120.0	-0.42656683	158	ok	
wl-tile-v1-02578	wl-neg-neg-es-pba-10074	neg-es-pba-10074	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-11	Ferrol	Doniños (San Román)		megalithic_mound	120.0	-0.22957128	137	ok	
wl-tile-v1-02579	wl-neg-neg-es-pba-10075	neg-es-pba-10075	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-12	Ferrol	Doniños (San Román)		megalithic_mound	120.0	-0.23532661	138	ok	
wl-tile-v1-02580	wl-neg-neg-es-pba-10076	neg-es-pba-10076	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-2	Ferrol	Doniños (San Román)		megalithic_mound	120.0	0.25401435	81	ok	
wl-tile-v1-02581	wl-neg-neg-es-pba-10098	neg-es-pba-10098	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-3	Ferrol	Doniños (San Román)		megalithic_mound	120.0	-0.23721286	139	ok	
