tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	feature_radius_m	dem_path	status	error	dem_core_mean	dem_context_mean	dem_prominence_m	slope_annulus_mean	slope_context_mean	slope_ratio	lrm_abs_annulus_mean	lrm_abs_context_mean	lrm_abs_ratio	lrm_core_mean	lrm_context_mean	lrm_core_delta	hillshade_edge_annulus_mean	hillshade_edge_context_mean	hillshade_edge_ratio	ring_sector_coverage	ring_sector_balance
wl-tile-v1-09859	wl-neg-neg-pt-dgpc-109575	neg-pt-dgpc-109575	0	hard_negative	train	PT	Antigo de Arcos/ Arcos-Miliário do Imperador Tibério	Montalegre	Cervos		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09859-neg-pt-dgpc-109575-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09626	wl-neg-neg-pt-dgpc-109367	neg-pt-dgpc-109367	0	hard_negative	train	PT	Arca	Vila Verde	Turiz		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09626-neg-pt-dgpc-109367-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09702	wl-neg-neg-pt-dgpc-104969	neg-pt-dgpc-104969	0	hard_negative	train	PT	Arcos	Maia	São Pedro Fins		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09702-neg-pt-dgpc-104969-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09704	wl-neg-neg-pt-dgpc-106058	neg-pt-dgpc-106058	0	hard_negative	train	PT	Ardegães/ Bouça da Cova da Moura	Maia	Águas Santas		rock_art_surface	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09704-neg-pt-dgpc-106058-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09595	wl-neg-neg-pt-dgpc-114655	neg-pt-dgpc-114655	0	hard_negative	train	PT	Assento	Terras de Bouro	Balança		necropolis_or_burial	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09595-neg-pt-dgpc-114655-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09621	wl-neg-neg-pt-dgpc-107051	neg-pt-dgpc-107051	0	hard_negative	train	PT	Atalaia do Telhado	Vila Nova de Famalicão	Vermoim		historic_fortification	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09621-neg-pt-dgpc-107051-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09664	wl-neg-neg-pt-dgpc-105070	neg-pt-dgpc-105070	0	hard_negative	train	PT	Ataúdes	Amarante	Amarante (São Gonçalo), Madalena, Cepelos e Gatão		necropolis_or_burial;roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09664-neg-pt-dgpc-105070-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09809	wl-neg-neg-pt-dgpc-110401	neg-pt-dgpc-110401	0	hard_negative	train	PT	Barreira	Valença	Verdoejo		rock_art_surface	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09809-neg-pt-dgpc-110401-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09774	wl-neg-neg-pt-dgpc-108421	neg-pt-dgpc-108421	0	hard_negative	train	PT	Borzendes 2	Paredes de Coura	Cossourado e Linhares		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09774-neg-pt-dgpc-108421-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09675	wl-neg-neg-pt-dgpc-106379	neg-pt-dgpc-106379	0	hard_negative	train	PT	Bouça Chã	Felgueiras	Vila Cova da Lixa e Borba de Godim		necropolis_or_burial;roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09675-neg-pt-dgpc-106379-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09542	wl-neg-neg-pt-dgpc-112403	neg-pt-dgpc-112403	0	hard_negative	train	PT	Bouça da Giesta	Barcelos	Quintiães e Aguiar		necropolis_or_burial	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09542-neg-pt-dgpc-112403-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09589	wl-neg-neg-pt-dgpc-107094	neg-pt-dgpc-107094	0	hard_negative	train	PT	Bouça de Mosqueiros	Celorico de Basto	Britelo, Gémeos e Ourilhe		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09589-neg-pt-dgpc-107094-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09532	wl-neg-neg-pt-dgpc-109017	neg-pt-dgpc-109017	0	hard_negative	train	PT	Bouças Velhas	Amares	Bouro (Santa Marta)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09532-neg-pt-dgpc-109017-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09573	wl-neg-neg-pt-dgpc-111201	neg-pt-dgpc-111201	0	hard_negative	train	PT	Braga - Avenida da Imaculada Conceição (Nova Loja Lidl)	Braga	Braga (Maximinos, Sé e Cividade)		necropolis_or_burial;roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09573-neg-pt-dgpc-111201-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09563	wl-neg-neg-pt-dgpc-107560	neg-pt-dgpc-107560	0	hard_negative	train	PT	Braga - Avenida da Liberdade, 745	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial;roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09563-neg-pt-dgpc-107560-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09553	wl-neg-neg-pt-dgpc-107535	neg-pt-dgpc-107535	0	hard_negative	train	PT	Braga - Avenida da Liberdade/Quarteirão dos C.T.T.	Braga	Braga (São José de São Lázaro e São João do Souto)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09553-neg-pt-dgpc-107535-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09558	wl-neg-neg-pt-dgpc-107545	neg-pt-dgpc-107545	0	hard_negative	train	PT	Braga - Carvalheiras	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09558-neg-pt-dgpc-107545-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09575	wl-neg-neg-pt-dgpc-111296	neg-pt-dgpc-111296	0	hard_negative	train	PT	Braga - Instituto Monsenhor Airosa	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09575-neg-pt-dgpc-111296-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09579	wl-neg-neg-pt-dgpc-112197	neg-pt-dgpc-112197	0	hard_negative	train	PT	Braga - Largo da Senhora-a-Branca, 126-128	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial;roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09579-neg-pt-dgpc-112197-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09565	wl-neg-neg-pt-dgpc-107572	neg-pt-dgpc-107572	0	hard_negative	train	PT	Braga - Largo do Paço	Braga	Braga (São José de São Lázaro e São João do Souto)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09565-neg-pt-dgpc-107572-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09560	wl-neg-neg-pt-dgpc-107553	neg-pt-dgpc-107553	0	hard_negative	train	PT	Braga - Praça Conde São Joaquim, 21-23	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09560-neg-pt-dgpc-107553-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09554	wl-neg-neg-pt-dgpc-107536	neg-pt-dgpc-107536	0	hard_negative	train	PT	Braga - Praça Jerónimo Pimentel, 36-37	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09554-neg-pt-dgpc-107536-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09577	wl-neg-neg-pt-dgpc-111331	neg-pt-dgpc-111331	0	hard_negative	train	PT	Braga - Praça de República, 1	Braga	Braga (São José de São Lázaro e São João do Souto)		historic_fortification;roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09577-neg-pt-dgpc-111331-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09581	wl-neg-neg-pt-dgpc-112560	neg-pt-dgpc-112560	0	hard_negative	train	PT	Braga - Rua 25 de Abril	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial;roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09581-neg-pt-dgpc-112560-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09584	wl-neg-neg-pt-dgpc-114040	neg-pt-dgpc-114040	0	hard_negative	train	PT	Braga - Rua Alferes Alfredo Ferreira, 75-77	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09584-neg-pt-dgpc-114040-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09557	wl-neg-neg-pt-dgpc-107544	neg-pt-dgpc-107544	0	hard_negative	train	PT	Braga - Rua Cruz de Pedra, 103-109	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09557-neg-pt-dgpc-107544-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09550	wl-neg-neg-pt-dgpc-107528	neg-pt-dgpc-107528	0	hard_negative	train	PT	Braga - Rua Cruz de Pedra, 108-118	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09550-neg-pt-dgpc-107528-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09571	wl-neg-neg-pt-dgpc-111021	neg-pt-dgpc-111021	0	hard_negative	train	PT	Braga - Rua Cruz de Pedra, 91-93	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09571-neg-pt-dgpc-111021-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09574	wl-neg-neg-pt-dgpc-111203	neg-pt-dgpc-111203	0	hard_negative	train	PT	Braga - Rua D. Diogo de Sousa, 102-118	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09574-neg-pt-dgpc-111203-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09569	wl-neg-neg-pt-dgpc-110813	neg-pt-dgpc-110813	0	hard_negative	train	PT	Braga - Rua Direita, 25-29	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09569-neg-pt-dgpc-110813-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09559	wl-neg-neg-pt-dgpc-107550	neg-pt-dgpc-107550	0	hard_negative	train	PT	Braga - Rua Dom Afonso Henriques	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09559-neg-pt-dgpc-107550-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09586	wl-neg-neg-pt-dgpc-114702	neg-pt-dgpc-114702	0	hard_negative	train	PT	Braga - Rua Dr. Manuel Vieira Matos, Lote 10	Braga	Braga (São Victor)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09586-neg-pt-dgpc-114702-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09556	wl-neg-neg-pt-dgpc-107538	neg-pt-dgpc-107538	0	hard_negative	train	PT	Braga - Rua Frei Caetano Brandão, 129	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09556-neg-pt-dgpc-107538-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09555	wl-neg-neg-pt-dgpc-107537	neg-pt-dgpc-107537	0	hard_negative	train	PT	Braga - Rua Frei Caetano Brandão, 183-185	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09555-neg-pt-dgpc-107537-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09578	wl-neg-neg-pt-dgpc-111408	neg-pt-dgpc-111408	0	hard_negative	train	PT	Braga - Rua Pêro Magalhães Gondavo, 62	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09578-neg-pt-dgpc-111408-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09570	wl-neg-neg-pt-dgpc-110818	neg-pt-dgpc-110818	0	hard_negative	train	PT	Braga - Rua Sá de Miranda, 375	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09570-neg-pt-dgpc-110818-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09587	wl-neg-neg-pt-dgpc-114712	neg-pt-dgpc-114712	0	hard_negative	train	PT	Braga - Rua São Geraldo, 77	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09587-neg-pt-dgpc-114712-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09562	wl-neg-neg-pt-dgpc-107556	neg-pt-dgpc-107556	0	hard_negative	train	PT	Braga - Rua Visconde Pindela, 1 e 3	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09562-neg-pt-dgpc-107556-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09564	wl-neg-neg-pt-dgpc-107567	neg-pt-dgpc-107567	0	hard_negative	train	PT	Braga - Rua de Dom Paio Mendes, 67-75	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09564-neg-pt-dgpc-107567-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09549	wl-neg-neg-pt-dgpc-107525	neg-pt-dgpc-107525	0	hard_negative	train	PT	Braga - Rua de São Geraldo, 34	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09549-neg-pt-dgpc-107525-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09548	wl-neg-neg-pt-dgpc-107517	neg-pt-dgpc-107517	0	hard_negative	train	PT	Braga - Rua de São Geraldo, 69 (Creche da Santa Misericórdia)	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09548-neg-pt-dgpc-107517-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09551	wl-neg-neg-pt-dgpc-107533	neg-pt-dgpc-107533	0	hard_negative	train	PT	Braga - Rua de São Geraldo, Logradouro do Edificio 27-31	Braga	Braga (São José de São Lázaro e São João do Souto)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09551-neg-pt-dgpc-107533-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09576	wl-neg-neg-pt-dgpc-111300	neg-pt-dgpc-111300	0	hard_negative	train	PT	Braga - Rua do Alcaide, 18-20	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09576-neg-pt-dgpc-111300-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09585	wl-neg-neg-pt-dgpc-114647	neg-pt-dgpc-114647	0	hard_negative	train	PT	Braga - Rua do Carvalhal, 75-77	Braga	Braga (São José de São Lázaro e São João do Souto)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09585-neg-pt-dgpc-114647-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09580	wl-neg-neg-pt-dgpc-112226	neg-pt-dgpc-112226	0	hard_negative	train	PT	Braga - Rua do Raio, 33	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial;roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09580-neg-pt-dgpc-112226-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09566	wl-neg-neg-pt-dgpc-107574	neg-pt-dgpc-107574	0	hard_negative	train	PT	Braga - Rua do Souto, 111-119	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial;roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09566-neg-pt-dgpc-107574-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09582	wl-neg-neg-pt-dgpc-112734	neg-pt-dgpc-112734	0	hard_negative	train	PT	Braga - Rua do Souto, 5-11	Braga	Braga (São José de São Lázaro e São João do Souto)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09582-neg-pt-dgpc-112734-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09572	wl-neg-neg-pt-dgpc-111064	neg-pt-dgpc-111064	0	hard_negative	train	PT	Braga - Rua dos Biscaínhos, 89-105	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09572-neg-pt-dgpc-111064-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09552	wl-neg-neg-pt-dgpc-107534	neg-pt-dgpc-107534	0	hard_negative	train	PT	Braga - Santo António das Travessas, 20-26	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09552-neg-pt-dgpc-107534-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09561	wl-neg-neg-pt-dgpc-107554	neg-pt-dgpc-107554	0	hard_negative	train	PT	Braga - Seminário Conciliar de Santiago/ Seminário Conciliar de São Pedro e São Paulo	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09561-neg-pt-dgpc-107554-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09711	wl-neg-neg-pt-dgpc-106154	neg-pt-dgpc-106154	0	hard_negative	train	PT	Brio	Matosinhos	Perafita, Lavra e Santa Cruz do Bispo		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09711-neg-pt-dgpc-106154-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09776	wl-neg-neg-pt-dgpc-108430	neg-pt-dgpc-108430	0	hard_negative	train	PT	Cabeceiras	Paredes de Coura	Cossourado e Linhares		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09776-neg-pt-dgpc-108430-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09647	wl-neg-neg-pt-dgpc-106924	neg-pt-dgpc-106924	0	hard_negative	train	PT	Caldas de Vizela	Vizela	Caldas de Vizela (São Miguel e São João)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09647-neg-pt-dgpc-106924-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09858	wl-neg-neg-pt-dgpc-111443	neg-pt-dgpc-111443	0	hard_negative	train	PT	Calçada de Covelo	Mondim de Basto	Atei		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09858-neg-pt-dgpc-111443-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09692	wl-neg-neg-pt-dgpc-111221	neg-pt-dgpc-111221	0	hard_negative	train	PT	Calçada de Requeixos	Lousada	Lustosa e Barrosas (Santo Estêvão)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09692-neg-pt-dgpc-111221-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09740	wl-neg-neg-pt-dgpc-108241	neg-pt-dgpc-108241	0	hard_negative	train	PT	Caminha	Caminha	Caminha (Matriz) e Vilarelho		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09740-neg-pt-dgpc-108241-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09739	wl-neg-neg-pt-dgpc-108236	neg-pt-dgpc-108236	0	hard_negative	train	PT	Caminha - Rua da Corredoura (via pública)	Caminha	Caminha (Matriz) e Vilarelho		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09739-neg-pt-dgpc-108236-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09654	wl-neg-neg-pt-dgpc-105820	neg-pt-dgpc-105820	0	hard_negative	train	PT	Canelas	Torre de Moncorvo	Açoreira		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09654-neg-pt-dgpc-105820-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09537	wl-neg-neg-pt-dgpc-107769	neg-pt-dgpc-107769	0	hard_negative	train	PT	Carapeços 1	Barcelos	Carapeços		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09537-neg-pt-dgpc-107769-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09545	wl-neg-neg-pt-dgpc-113936	neg-pt-dgpc-113936	0	hard_negative	train	PT	Carapeços 3	Barcelos	Carapeços		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09545-neg-pt-dgpc-113936-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09856	wl-neg-neg-pt-dgpc-111190	neg-pt-dgpc-111190	0	hard_negative	train	PT	Carrapatas	Mondim de Basto	Ermelo e Pardelhas		rock_art_surface	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09856-neg-pt-dgpc-111190-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09841	wl-neg-neg-pt-dgpc-109436	neg-pt-dgpc-109436	0	hard_negative	train	PT	Carreira da Pedra	Chaves	Faiões		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09841-neg-pt-dgpc-109436-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
wl-tile-v1-09693	wl-neg-neg-pt-dgpc-111250	neg-pt-dgpc-111250	0	hard_negative	train	PT	Casal de São Mamede	Lousada	Lustosa e Barrosas (Santo Estêvão)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09693-neg-pt-dgpc-111250-mdt5.tif	failed	manifest_dem_status:unsupported_country																	
