export_id	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	longitude	latitude	bbox_epsg4326	bbox_epsg25830	tile_side_m	coverage_id	wcs_base	target_dem_path	status	dem_status	actual_width_px	actual_height_px	resolution_x_m	resolution_y_m	crs	finite_fraction	dem_min_m	dem_max_m	bytes	attempts	error	wcs_url	generated_at
weak-relief-wcs-v1-00017	wl-tile-v1-02611	wl-neg-neg-es-pba-9942	neg-es-pba-9942	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 13	-8.285685687382662	43.50683609982293	-8.28885638,43.50453642,-8.28251500,43.50913578	72425.92,4830417.77,72971.18,4830961.34	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02611-neg-es-pba-9942-mdt5.tif	downloaded	valid	109	109	5.002	4.987	EPSG:25830	1.000000	201.000	295.000	24242	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2872425.92%2C72971.18%29&SUBSET=y%284830417.77%2C4830961.34%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00018	wl-tile-v1-02653	wl-neg-neg-es-pba-20407	neg-es-pba-20407	0	hard_negative	test_trasancos	ES	Mámoa de Campo da Cruz 2	-7.995583122120049	43.47747941173235	-7.99875227,43.47517974,-7.99241397,43.47977909	95686.06,4825705.04,96229.49,4826246.77	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02653-neg-es-pba-20407-mdt5.tif	downloaded	valid	109	108	4.986	5.016	EPSG:25830	1.000000	444.000	477.000	24024	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2895686.06%2C96229.49%29&SUBSET=y%284825705.04%2C4826246.77%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00019	wl-tile-v1-02612	wl-neg-neg-es-pba-9943	neg-es-pba-9943	0	hard_negative	test_trasancos	ES	Mámoa de Catabois	-8.221327709316851	43.51666192143761	-8.22449892,43.51436224,-8.21815650,43.51896160	77698.32,4831180.05,78243.18,4831723.22	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02612-neg-es-pba-9943-mdt5.tif	downloaded	valid	109	109	4.999	4.983	EPSG:25830	1.000000	70.000	95.000	24242	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2877698.32%2C78243.18%29&SUBSET=y%284831180.05%2C4831723.22%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00020	wl-tile-v1-02662	wl-neg-neg-es-pba-24842	neg-es-pba-24842	0	hard_negative	test_trasancos	ES	Mámoa de Coto da Fraga 1	-8.093870333894918	43.62877534072657	-8.09704745,43.62647566,-8.09069322,43.63107502	88767.40,4842993.74,89311.53,4843536.18	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02662-neg-es-pba-24842-mdt5.tif	downloaded	valid	109	108	4.992	5.023	EPSG:25830	1.000000	154.000	258.000	24024	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2888767.40%2C89311.53%29&SUBSET=y%284842993.74%2C4843536.18%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00021	wl-tile-v1-02663	wl-neg-neg-es-pba-24843	neg-es-pba-24843	0	hard_negative	test_trasancos	ES	Mámoa de Coto da Fraga 2	-8.096261067263583	43.625262213712574	-8.09943800,43.62296254,-8.09308414,43.62756189	88550.48,4842615.36,89094.62,4843157.81	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02663-neg-es-pba-24843-mdt5.tif	downloaded	valid	109	108	4.992	5.023	EPSG:25830	1.000000	107.000	263.000	24024	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2888550.48%2C89094.62%29&SUBSET=y%284842615.36%2C4843157.81%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00022	wl-tile-v1-02613	wl-neg-neg-es-pba-9944	neg-es-pba-9944	0	hard_negative	test_trasancos	ES	Mámoa de Espadanido 1	-8.255171891620694	43.521389116575484	-8.25834335,43.51908944,-8.25200044,43.52368879	74995.52,4831877.77,75540.60,4832421.15	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02613-neg-es-pba-9944-mdt5.tif	downloaded	valid	109	109	5.001	4.985	EPSG:25830	1.000000	145.000	267.000	24242	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2874995.52%2C75540.60%29&SUBSET=y%284831877.77%2C4832421.15%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00023	wl-tile-v1-02614	wl-neg-neg-es-pba-9945	neg-es-pba-9945	0	hard_negative	test_trasancos	ES	Mámoa de Espadanido 2	-8.25586912752976	43.52102385395827	-8.25904056,43.51872418,-8.25269769,43.52332353	74936.59,4831840.76,75481.67,4832384.15	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02614-neg-es-pba-9945-mdt5.tif	downloaded	valid	109	109	5.001	4.985	EPSG:25830	1.000000	155.000	268.000	24242	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2874936.59%2C75481.67%29&SUBSET=y%284831840.76%2C4832384.15%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00024	wl-tile-v1-02615	wl-neg-neg-es-pba-9946	neg-es-pba-9946	0	hard_negative	test_trasancos	ES	Mámoa de Ferreiros	-8.291242809230697	43.469356921729435	-8.29441153,43.46705725,-8.28807409,43.47165660	71711.24,4826283.11,72256.52,4826826.69	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02615-neg-es-pba-9946-mdt5.tif	downloaded	valid	109	109	5.003	4.987	EPSG:25830	1.000000	80.000	192.000	24242	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2871711.24%2C72256.52%29&SUBSET=y%284826283.11%2C4826826.69%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00025	wl-tile-v1-02616	wl-neg-neg-es-pba-9947	neg-es-pba-9947	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 1	-8.198684457741432	43.52031757782413	-8.20185586,43.51801790,-8.19551306,43.52261725	79554.29,4831471.27,80099.02,4832014.30	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02616-neg-es-pba-9947-mdt5.tif	downloaded	valid	109	109	4.998	4.982	EPSG:25830	1.000000	16.000	26.000	24242	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2879554.29%2C80099.02%29&SUBSET=y%284831471.27%2C4832014.30%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00026	wl-tile-v1-02617	wl-neg-neg-es-pba-9974	neg-es-pba-9974	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 2	-8.197523939371287	43.52116200826383	-8.20069538,43.51886233,-8.19435250,43.52346168	79653.98,4831559.20,80198.70,4832102.22	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02617-neg-es-pba-9974-mdt5.tif	downloaded	valid	109	109	4.997	4.982	EPSG:25830	1.000000	16.000	27.000	24242	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2879653.98%2C80198.70%29&SUBSET=y%284831559.20%2C4832102.22%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00027	wl-tile-v1-02627	wl-neg-neg-es-pba-14222	neg-es-pba-14222	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 3/Mámoa de Trasancos	-8.198459950939915	43.52249373946746	-8.20163146,43.52019406,-8.19528844,43.52479342	79587.59,4831711.86,80132.31,4832254.89	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02627-neg-es-pba-14222-mdt5.tif	downloaded	valid	109	109	4.997	4.982	EPSG:25830	1.000000	16.000	31.000	24242	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2879587.59%2C80132.31%29&SUBSET=y%284831711.86%2C4832254.89%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00028	wl-tile-v1-02664	wl-neg-neg-es-pba-24844	neg-es-pba-24844	0	hard_negative	test_trasancos	ES	Mámoa de Liñeiro	-8.070149872043354	43.61822965242841	-8.07332643,43.61592998,-8.06697331,43.62052933	90609.71,4841704.94,91153.69,4842247.23	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02664-neg-es-pba-24844-mdt5.tif	downloaded	valid	109	108	4.991	5.021	EPSG:25830	1.000000	200.000	247.000	24024	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2890609.71%2C91153.69%29&SUBSET=y%284841704.94%2C4842247.23%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00029	wl-tile-v1-02665	wl-neg-neg-es-pba-24845	neg-es-pba-24845	0	hard_negative	test_trasancos	ES	Mámoa de Loira	-8.096451014104767	43.60704957345368	-8.09962698,43.60474990,-8.09327505,43.60934925	88410.69,4840593.22,88954.82,4841135.66	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02665-neg-es-pba-24845-mdt5.tif	downloaded	valid	109	108	4.992	5.023	EPSG:25830	1.000000	169.000	209.000	24024	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2888410.69%2C88954.82%29&SUBSET=y%284840593.22%2C4841135.66%29	2026-08-01T00:00:00Z
weak-relief-wcs-v1-00030	wl-tile-v1-02654	wl-neg-neg-es-pba-20408	neg-es-pba-20408	0	hard_negative	test_trasancos	ES	Mámoa de Moimentos 1	-8.108013554214844	43.5591611167159	-8.11118700,43.55686144,-8.10484011,43.56146079	87149.55,4835331.15,87693.73,4835873.63	512	Elevacion25830_5	https://servicios.idee.es/wcs-inspire/mdt	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02654-neg-es-pba-20408-mdt5.tif	downloaded	valid	109	108	4.992	5.023	EPSG:25830	1.000000	276.000	322.000	24024	1		https://servicios.idee.es/wcs-inspire/mdt?SERVICE=WCS&VERSION=2.0.1&REQUEST=GetCoverage&COVERAGEID=Elevacion25830_5&FORMAT=image%2Ftiff&SUBSET=x%2887149.55%2C87693.73%29&SUBSET=y%284835331.15%2C4835873.63%29	2026-08-01T00:00:00Z
