tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	best_variant	hilltop_score	edge_ring_score	promontory_score	archetype_max_score	hilltop_rank	edge_ring_rank	promontory_rank	archetype_max_rank
wl-tile-v1-02624	wl-neg-neg-es-pba-9981	neg-es-pba-9981	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 6	Ferrol	Doniños (San Román)		megalithic_mound	hilltop	1.44489932	0.56831090	0.69981666	1.44489932	23	49	44	39
wl-tile-v1-02628	wl-neg-neg-es-pba-14223	neg-es-pba-14223	0	hard_negative	test_trasancos	ES	Mámoa de Muíño do Vento	Narón	Trasancos (San Mateo)		megalithic_mound	edge_ring	0.09606559	0.52542045	-0.34276033	0.52542045	95	53	148	96
wl-tile-v1-02656	wl-neg-neg-es-pba-20435	neg-es-pba-20435	0	hard_negative	test_trasancos	ES	Mámoa de Pena Escrita	San Sadurniño	Lamas (San Xiao)		megalithic_mound	edge_ring	-0.96694725	-0.26363566	-0.28338425	-0.26363566	197	128	142	172
wl-tile-v1-02666	wl-neg-neg-es-pba-24846	neg-es-pba-24846	0	hard_negative	test_trasancos	ES	Mámoa de Pena Moura	Valdoviño	Vilarrube (San Martiño)		megalithic_mound	promontory	1.08523692	1.53938032	2.46881285	2.46881285	35	17	6	11
wl-tile-v1-02667	wl-neg-neg-es-pba-24847	neg-es-pba-24847	0	hard_negative	test_trasancos	ES	Mámoa de Portonovo 1	Valdoviño	Valdoviño (Santaia)		megalithic_mound	edge_ring	-0.33274784	-0.14617090	-0.36406175	-0.14617090	143	112	151	163
wl-tile-v1-02668	wl-neg-neg-es-pba-24848	neg-es-pba-24848	0	hard_negative	test_trasancos	ES	Mámoa de Portonovo 2	Valdoviño	Valdoviño (Santaia)		megalithic_mound	hilltop	-0.74855703	-0.99838587	-1.03570822	-0.74855703	188	192	203	203
wl-tile-v1-02669	wl-neg-neg-es-pba-24849	neg-es-pba-24849	0	hard_negative	test_trasancos	ES	Mámoa de Rioboo 1/Mámoa de Canteiros 1	Valdoviño	Meirás (San Vicente)		megalithic_mound	edge_ring	-0.28351898	0.33838946	-0.39109690	0.33838946	136	70	154	113
wl-tile-v1-02670	wl-neg-neg-es-pba-24850	neg-es-pba-24850	0	hard_negative	test_trasancos	ES	Mámoa de Rioboo 2/Mámoa de Canteiros 2/M moas do Val	Valdoviño	Meirás (San Vicente)		megalithic_mound	hilltop	-0.72931100	-1.00748895	-0.98059958	-0.72931100	186	194	202	201
wl-tile-v1-02629	wl-neg-neg-es-pba-14224	neg-es-pba-14224	0	hard_negative	test_trasancos	ES	Mámoa de Sequeiro	Narón	San Xiao de Narón (San Xiao)		megalithic_mound	hilltop	-0.33667905	-0.42677329	-0.56097613	-0.33667905	145	142	177	177
wl-tile-v1-02630	wl-neg-neg-es-pba-14225	neg-es-pba-14225	0	hard_negative	test_trasancos	ES	Mámoa de Vespasante/Arca de Vespasante	Narón	Trasancos (San Mateo)		megalithic_mound	promontory	-0.85240357	-0.27798714	0.41693881	0.41693881	193	131	67	106
wl-tile-v1-02631	wl-neg-neg-es-pba-14226	neg-es-pba-14226	0	hard_negative	test_trasancos	ES	Mámoa do Calvario	Narón	Trasancos (San Mateo)		megalithic_mound	edge_ring	-0.53530588	-0.09292089	-0.62453247	-0.09292089	165	106	185	158
wl-tile-v1-02657	wl-neg-neg-es-pba-20436	neg-es-pba-20436	0	hard_negative	test_trasancos	ES	Mámoa do Campo da Cruz 1	San Sadurniño	Igrexafeita (Santa María)		megalithic_mound	promontory	-0.71337888	-0.44261852	-0.24910782	-0.24910782	185	143	137	171
wl-tile-v1-02648	wl-neg-neg-es-pba-14636	neg-es-pba-14636	0	hard_negative	test_trasancos	ES	Mámoa do Inglés	Neda	Viladonelle (Santo André)		megalithic_mound	promontory	-0.00599410	-0.25715537	0.60044103	0.60044103	104	125	54	90
wl-tile-v1-02649	wl-neg-neg-es-pba-14637	neg-es-pba-14637	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón	Neda	Santa María de Neda (Santa María)		megalithic_mound	hilltop	0.28825547	0.05560889	-0.06406470	0.28825547	79	96	112	119
wl-tile-v1-02548	wl-neg-neg-es-pba-9173	neg-es-pba-9173	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	promontory	0.34018956	-1.15621618	1.10143357	1.10143357	76	200	29	52
wl-tile-v1-02549	wl-neg-neg-es-pba-9201	neg-es-pba-9201	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	edge_ring	0.09729866	0.45538047	0.35144913	0.45538047	94	57	73	100
wl-tile-v1-02550	wl-neg-neg-es-pba-9202	neg-es-pba-9202	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	hilltop	1.45937777	-0.87292673	1.16593012	1.45937777	22	186	26	38
wl-tile-v1-02551	wl-neg-neg-es-pba-9203	neg-es-pba-9203	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	promontory	0.20638768	-1.14790444	0.85732818	0.85732818	85	198	36	68
wl-tile-v1-02552	wl-neg-neg-es-pba-9204	neg-es-pba-9204	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	promontory	0.02986986	-1.56480983	0.22651536	0.22651536	98	203	87	126
wl-tile-v1-02553	wl-neg-neg-es-pba-9205	neg-es-pba-9205	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	hilltop	-0.01549451	-1.95269427	-0.49892714	-0.01549451	106	204	170	146
wl-tile-v1-02554	wl-neg-neg-es-pba-9206	neg-es-pba-9206	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón II-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	promontory	1.00748774	-0.81931141	1.42397400	1.42397400	41	184	20	41
wl-tile-v1-02555	wl-neg-neg-es-pba-9207	neg-es-pba-9207	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	promontory	1.35931485	-0.64708621	1.46861298	1.46861298	26	168	18	37
wl-tile-v1-02556	wl-neg-neg-es-pba-9208	neg-es-pba-9208	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	hilltop	0.91369151	-0.91003778	0.86189255	0.91369151	43	187	35	64
wl-tile-v1-02536	wl-neg-neg-es-pba-8678	neg-es-pba-8678	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	hilltop	0.67166026	-1.22802809	0.50069242	0.67166026	54	201	60	83
wl-tile-v1-02537	wl-neg-neg-es-pba-8679	neg-es-pba-8679	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	promontory	1.16965365	-0.80440019	1.37111757	1.37111757	33	182	21	44
wl-tile-v1-02538	wl-neg-neg-es-pba-8680	neg-es-pba-8680	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	promontory	0.43594167	-0.23901102	0.59869585	0.59869585	70	122	55	91
wl-tile-v1-02539	wl-neg-neg-es-pba-8681	neg-es-pba-8681	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	hilltop	0.44880176	-0.35204509	0.40177607	0.44880176	69	139	68	102
wl-tile-v1-02540	wl-neg-neg-es-pba-8682	neg-es-pba-8682	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	hilltop	1.53267391	0.39207407	0.03100899	1.53267391	21	64	103	36
wl-tile-v1-02541	wl-neg-neg-es-pba-8683	neg-es-pba-8683	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	hilltop	-0.06268775	-0.07949800	-0.07069333	-0.06268775	110	105	113	149
wl-tile-v1-02542	wl-neg-neg-es-pba-8684	neg-es-pba-8684	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	hilltop	0.06839893	-0.49450270	-0.12332864	0.06839893	97	151	125	138
wl-tile-v1-02543	wl-neg-neg-es-pba-8685	neg-es-pba-8685	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	hilltop	-0.41929901	-0.73654513	-0.51796904	-0.41929901	156	172	173	183
wl-tile-v1-02544	wl-neg-neg-es-pba-8713	neg-es-pba-8713	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	edge_ring	0.39948050	0.74196967	0.51376021	0.74196967	72	41	58	76
wl-tile-v1-02545	wl-neg-neg-es-pba-8714	neg-es-pba-8714	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	promontory	0.61700366	-1.45330557	0.66768605	0.66768605	57	202	47	84
wl-tile-v1-02658	wl-neg-neg-es-pba-24330	neg-es-pba-24330	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 1	Valdoviño	Valdoviño (Santaia)		megalithic_mound	promontory	-0.85122020	-0.76062834	-0.58091096	-0.58091096	192	178	179	193
wl-tile-v1-02659	wl-neg-neg-es-pba-24331	neg-es-pba-24331	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 2	Valdoviño	Valdoviño (Santaia)		megalithic_mound	hilltop	0.55025213	0.42687478	0.15726309	0.55025213	61	60	93	94
wl-tile-v1-02660	wl-neg-neg-es-pba-24332	neg-es-pba-24332	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 3	Valdoviño	Valdoviño (Santaia)		megalithic_mound	hilltop	1.06483412	0.75355669	0.74134393	1.06483412	37	39	42	54
wl-tile-v1-02632	wl-neg-neg-es-pba-14255	neg-es-pba-14255	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 01	Narón	Sedes (Santo Estevo)		megalithic_mound	promontory	-0.34055350	-0.14508103	-0.09107153	-0.09107153	147	111	121	157
wl-tile-v1-02633	wl-neg-neg-es-pba-14256	neg-es-pba-14256	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 02	Narón	Sedes (Santo Estevo)		megalithic_mound	promontory	-0.67326040	-0.63612309	-0.44168146	-0.44168146	182	166	164	186
wl-tile-v1-02634	wl-neg-neg-es-pba-14257	neg-es-pba-14257	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 03	Narón	Sedes (Santo Estevo)		megalithic_mound	hilltop	-0.58451628	-0.78029821	-0.65893951	-0.58451628	171	180	187	194
wl-tile-v1-02635	wl-neg-neg-es-pba-14258	neg-es-pba-14258	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 04	Narón	Sedes (Santo Estevo)		megalithic_mound	edge_ring	-0.93958018	-0.54305048	-0.83170729	-0.54305048	196	158	195	192
wl-tile-v1-02636	wl-neg-neg-es-pba-14259	neg-es-pba-14259	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 05	Narón	Sedes (Santo Estevo)		megalithic_mound	edge_ring	0.51772320	0.86670593	-0.04602612	0.86670593	63	32	109	67
wl-tile-v1-02637	wl-neg-neg-es-pba-14260	neg-es-pba-14260	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 06	Narón	Sedes (Santo Estevo)		megalithic_mound	edge_ring	-0.33750012	0.30708796	0.22051922	0.30708796	146	74	89	118
wl-tile-v1-02638	wl-neg-neg-es-pba-14261	neg-es-pba-14261	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 07	Narón	Sedes (Santo Estevo)		megalithic_mound	edge_ring	0.37604795	2.11296340	0.61169204	2.11296340	74	11	53	18
wl-tile-v1-02639	wl-neg-neg-es-pba-14262	neg-es-pba-14262	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 08	Narón	Sedes (Santo Estevo)		megalithic_mound	hilltop	-0.07488934	-0.21058794	-0.48161925	-0.07488934	113	118	168	154
wl-tile-v1-02640	wl-neg-neg-es-pba-14291	neg-es-pba-14291	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 09	Narón	Sedes (Santo Estevo)		megalithic_mound	edge_ring	-0.14259689	0.61335981	-0.05798921	0.61335981	122	45	111	87
wl-tile-v1-02641	wl-neg-neg-es-pba-14292	neg-es-pba-14292	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 10	Narón	Sedes (Santo Estevo)		megalithic_mound	edge_ring	-0.33509552	0.04321789	-0.26870348	0.04321789	144	98	139	140
wl-tile-v1-02642	wl-neg-neg-es-pba-14293	neg-es-pba-14293	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 11	Narón	Sedes (Santo Estevo)		megalithic_mound	promontory	-0.86751997	-0.72361417	-0.58566073	-0.58566073	194	170	181	196
wl-tile-v1-02643	wl-neg-neg-es-pba-14294	neg-es-pba-14294	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 12	Narón	Sedes (Santo Estevo)		megalithic_mound	promontory	-0.65000075	-0.64699619	-0.58539819	-0.58539819	178	167	180	195
wl-tile-v1-02644	wl-neg-neg-es-pba-14295	neg-es-pba-14295	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 13	Narón	Sedes (Santo Estevo)		megalithic_mound	promontory	-0.54116656	-0.72986025	-0.41757955	-0.41757955	167	171	158	182
wl-tile-v1-02645	wl-neg-neg-es-pba-14296	neg-es-pba-14296	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 14	Narón	Sedes (Santo Estevo)		megalithic_mound	edge_ring	-1.03575790	-0.73908668	-0.91996893	-0.73908668	201	173	201	202
wl-tile-v1-02646	wl-neg-neg-es-pba-14297	neg-es-pba-14297	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 15	Narón	Sedes (Santo Estevo)		megalithic_mound	edge_ring	-0.93644581	-0.53767094	-0.88005421	-0.53767094	195	157	199	191
wl-tile-v1-02647	wl-neg-neg-es-pba-14298	neg-es-pba-14298	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 16	Narón	Sedes (Santo Estevo)		megalithic_mound	promontory	-0.42524494	-0.51327788	-0.37877782	-0.37877782	157	156	153	180
wl-tile-v1-02625	wl-neg-neg-es-pba-9982	neg-es-pba-9982	0	hard_negative	test_trasancos	ES	Mámoa do Pico de Ouro	Ferrol	Mandiá (Santa Uxía)		megalithic_mound	promontory	-0.55077836	0.95370751	2.08334459	2.08334459	169	28	10	20
wl-tile-v1-02546	wl-neg-neg-es-pba-8715	neg-es-pba-8715	0	hard_negative	test_trasancos	ES	Mámoa do Rego da Moa	Fene	Barallobre (Santiago)		megalithic_mound	edge_ring	0.32304113	2.12156156	0.80311272	2.12156156	77	10	41	17
wl-tile-v1-02626	wl-neg-neg-es-pba-9983	neg-es-pba-9983	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-1	Ferrol	Doniños (San Román)		megalithic_mound	edge_ring	0.62327472	1.54174657	0.85042356	1.54174657	56	16	38	35
wl-tile-v1-02557	wl-neg-neg-es-pba-10008	neg-es-pba-10008	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-10	Ferrol	Brión (Santa María)		megalithic_mound	promontory	0.71021914	0.80166112	0.81926212	0.81926212	47	35	40	70
wl-tile-v1-02558	wl-neg-neg-es-pba-10009	neg-es-pba-10009	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-2	Ferrol	Brión (Santa María)		megalithic_mound	edge_ring	-0.01380784	0.74419986	0.35719726	0.74419986	105	40	72	75
wl-tile-v1-02559	wl-neg-neg-es-pba-10010	neg-es-pba-10010	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-3	Ferrol	Doniños (San Román)		megalithic_mound	edge_ring	-0.46768839	0.35997769	0.24628731	0.35997769	161	68	82	111
wl-tile-v1-02560	wl-neg-neg-es-pba-10011	neg-es-pba-10011	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-4	Ferrol	Doniños (San Román)		megalithic_mound	promontory	-0.54671890	-0.46739759	-0.20870333	-0.20870333	168	145	136	168
wl-tile-v1-02561	wl-neg-neg-es-pba-10012	neg-es-pba-10012	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-5	Ferrol	Doniños (San Román)		megalithic_mound	promontory	-0.08080113	0.04792146	0.26204556	0.26204556	114	97	81	122
wl-tile-v1-02562	wl-neg-neg-es-pba-10013	neg-es-pba-10013	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-6	Ferrol	Brión (Santa María)		megalithic_mound	hilltop	0.70830420	0.55861569	0.47000990	0.70830420	48	50	62	78
