dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	wms_source	name	municipality	parish	morphology_proxy	negative_type	proposed_radius_m	feature_radius_m	image_path	status	error	gray_mean	gray_std	gray_entropy	dark_fraction	bright_fraction	green_mean	excess_green_mean	green_std	edge_global_mean	edge_global_std	edge_inner_mean	edge_annulus_mean	edge_outer_mean	edge_annulus_to_outer_ratio	edge_annulus_to_inner_ratio	texture_inner_std	texture_annulus_std	texture_outer_std	texture_annulus_to_outer_ratio	luminance_inner_mean	luminance_annulus_mean	luminance_outer_mean	luminance_delta_inner_outer	green_delta_inner_outer	ring_sector_coverage	ring_sector_balance	radial_peak_inverse_rank	radial_peak_count
train	wl-tile-v1-09859	wl-neg-neg-pt-dgpc-109575	neg-pt-dgpc-109575	0	hard_negative	train	PT	dgt_ortos2021_rgb	Antigo de Arcos/ Arcos-Miliário do Imperador Tibério	Montalegre	Cervos		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09859-neg-pt-dgpc-109575.png	ok		0.54154140	0.11515027	4.89819546	0.00000000	0.00000000	0.54870462	0.05420305	0.11030524	0.29573449	0.25612783	0.31786144	0.31668547	0.29026440	1.09102415	0.99630037	0.09987216	0.11829214	0.11178637	1.05819819	0.50970072	0.52786040	0.54660803	-0.03690732	-0.03599972	0.55555556	0.76199878	0.11111111	20.00000000
train	wl-tile-v1-09626	wl-neg-neg-pt-dgpc-109367	neg-pt-dgpc-109367	0	hard_negative	train	PT	dgt_ortos2021_rgb	Arca	Vila Verde	Turiz		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09626-neg-pt-dgpc-109367.png	ok		0.45094401	0.12189376	4.94490683	0.00000000	0.00154622	0.45325905	0.03620643	0.11716688	0.37215504	0.32177410	0.41753048	0.36744303	0.38474756	0.95502365	0.88003881	0.12525323	0.10205454	0.12136090	0.84091784	0.44638306	0.45973605	0.44576758	0.00061548	-0.00082362	0.33333333	0.65854693	0.07692308	20.00000000
train	wl-tile-v1-09702	wl-neg-neg-pt-dgpc-104969	neg-pt-dgpc-104969	0	hard_negative	train	PT	dgt_ortos2021_rgb	Arcos	Maia	São Pedro Fins		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09702-neg-pt-dgpc-104969.png	ok		0.32181823	0.07068106	3.85893495	0.00000000	0.00000000	0.32587114	0.01430207	0.06971234	0.19279456	0.16936639	0.16059217	0.15604898	0.17068361	0.91425876	0.97170980	0.04286348	0.05154920	0.05160186	0.99897955	0.31556934	0.31861299	0.30430496	0.01126438	0.01101452	0.30555556	0.79905765	0.06666667	20.00000000
train	wl-tile-v1-09704	wl-neg-neg-pt-dgpc-106058	neg-pt-dgpc-106058	0	hard_negative	train	PT	dgt_ortos2021_rgb	Ardegães/ Bouça da Cova da Moura	Maia	Águas Santas		rock_art_surface	35.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09704-neg-pt-dgpc-106058.png	ok		0.37943184	0.10567325	4.43080937	0.00000000	0.00244141	0.38267910	0.02183032	0.10357261	0.25561717	0.24111788	0.19579861	0.24625421	0.28233534	0.87220468	1.25769131	0.04709741	0.07076435	0.11336967	0.62419120	0.31881136	0.35244963	0.38524467	-0.06643331	-0.06510821	0.22222222	0.67132543	0.08333333	20.00000000
train	wl-tile-v1-09595	wl-neg-neg-pt-dgpc-114655	neg-pt-dgpc-114655	0	hard_negative	train	PT	dgt_ortos2021_rgb	Assento	Terras de Bouro	Balança		necropolis_or_burial	50.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09595-neg-pt-dgpc-114655.png	ok		0.35888639	0.10435525	4.55621986	0.00000000	0.00000000	0.36261150	0.02667175	0.10156998	0.27269325	0.21358100	0.40830222	0.32950273	0.27129424	1.21455854	0.80700696	0.12216830	0.10069654	0.08977548	1.12164859	0.47355154	0.39560717	0.34448034	0.12907121	0.12525910	0.61111111	0.76184487	0.33333333	20.00000000
train	wl-tile-v1-09621	wl-neg-neg-pt-dgpc-107051	neg-pt-dgpc-107051	0	hard_negative	train	PT	dgt_ortos2021_rgb	Atalaia do Telhado	Vila Nova de Famalicão	Vermoim		historic_fortification	100.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09621-neg-pt-dgpc-107051.png	ok		0.33472699	0.04804027	3.43849874	0.00000000	0.00000000	0.33738884	0.01558500	0.04659049	0.17165190	0.15325797	0.12182806	0.20934473	0.17042442	1.22837287	1.71836211	0.02525390	0.06077438	0.04695720	1.29425049	0.32486898	0.33765897	0.33388644	-0.00901747	-0.00797889	0.52777778	0.65688608	0.50000000	20.00000000
train	wl-tile-v1-09664	wl-neg-neg-pt-dgpc-105070	neg-pt-dgpc-105070	0	hard_negative	train	PT	dgt_ortos2021_rgb	Ataúdes	Amarante	Amarante (São Gonçalo), Madalena, Cepelos e Gatão		necropolis_or_burial;roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09664-neg-pt-dgpc-105070.png	ok		0.47378069	0.13414149	5.06594548	0.00000000	0.00130208	0.47476926	0.03172839	0.13009940	0.36591104	0.31574032	0.31166869	0.33100846	0.36254284	0.91301890	1.06205233	0.10237245	0.12426569	0.12623057	0.98443418	0.49630803	0.47837514	0.45424476	0.04206327	0.04221779	0.38888889	0.63916175	0.05263158	20.00000000
train	wl-tile-v1-09809	wl-neg-neg-pt-dgpc-110401	neg-pt-dgpc-110401	0	hard_negative	train	PT	dgt_ortos2021_rgb	Barreira	Valença	Verdoejo		rock_art_surface	35.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09809-neg-pt-dgpc-110401.png	ok		0.43017408	0.10501952	4.71426506	0.00000000	0.00000000	0.43489373	0.03662067	0.10282986	0.26528654	0.24176008	0.40400818	0.31151190	0.25230575	1.23466036	0.77105346	0.10856701	0.11215261	0.10333954	1.08528264	0.52709794	0.46055430	0.43141589	0.09568205	0.09142083	0.63888889	0.68761472	0.16666667	20.00000000
train	wl-tile-v1-09774	wl-neg-neg-pt-dgpc-108421	neg-pt-dgpc-108421	0	hard_negative	train	PT	dgt_ortos2021_rgb	Borzendes 2	Paredes de Coura	Cossourado e Linhares		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09774-neg-pt-dgpc-108421.png	ok		0.34405315	0.08065439	4.24812437	0.00000000	0.00000000	0.34921655	0.02231531	0.07902672	0.24318521	0.18985599	0.23712003	0.22059311	0.24744789	0.89147298	0.93030145	0.04710774	0.04582684	0.08087486	0.56663889	0.31738180	0.29843938	0.34548420	-0.02810240	-0.02722523	0.00000000	0.89874115	0.05555556	20.00000000
train	wl-tile-v1-09675	wl-neg-neg-pt-dgpc-106379	neg-pt-dgpc-106379	0	hard_negative	train	PT	dgt_ortos2021_rgb	Bouça Chã	Felgueiras	Vila Cova da Lixa e Borba de Godim		necropolis_or_burial;roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09675-neg-pt-dgpc-106379.png	ok		0.45505032	0.17250633	5.25744115	0.00000000	0.00770399	0.45620129	0.02919964	0.16870512	0.37338731	0.33387759	0.26540396	0.36815429	0.41538224	0.88630243	1.38714695	0.16679278	0.17485757	0.16473506	1.06144720	0.37551203	0.46619552	0.47489831	-0.09938627	-0.09692356	0.33333333	0.67813752	0.10000000	20.00000000
train	wl-tile-v1-09542	wl-neg-neg-pt-dgpc-112403	neg-pt-dgpc-112403	0	hard_negative	train	PT	dgt_ortos2021_rgb	Bouça da Giesta	Barcelos	Quintiães e Aguiar		necropolis_or_burial	50.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09542-neg-pt-dgpc-112403.png	ok		0.28522137	0.06333919	3.71201502	0.00000000	0.00000000	0.28847498	0.01007944	0.06247501	0.17241418	0.14778909	0.13211882	0.14007178	0.19350035	0.72388384	1.06019550	0.02937591	0.05357775	0.07871939	0.68061693	0.27170691	0.27906469	0.29303873	-0.02133182	-0.02170619	0.11111111	0.74809888	0.06666667	20.00000000
train	wl-tile-v1-09589	wl-neg-neg-pt-dgpc-107094	neg-pt-dgpc-107094	0	hard_negative	train	PT	dgt_ortos2021_rgb	Bouça de Mosqueiros	Celorico de Basto	Britelo, Gémeos e Ourilhe		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09589-neg-pt-dgpc-107094.png	ok		0.31250313	0.06925880	3.66471490	0.00000000	0.00000000	0.31482279	0.01350731	0.06667509	0.16530721	0.16990130	0.12292033	0.15244590	0.18247068	0.83545421	1.24020088	0.03667578	0.04296050	0.06562148	0.65467134	0.29407156	0.29957652	0.31240609	-0.01833454	-0.01797453	0.22222222	0.69273257	0.07142857	20.00000000
train	wl-tile-v1-09532	wl-neg-neg-pt-dgpc-109017	neg-pt-dgpc-109017	0	hard_negative	train	PT	dgt_ortos2021_rgb	Bouças Velhas	Amares	Bouro (Santa Marta)		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09532-neg-pt-dgpc-109017.png	ok		0.31569907	0.06422385	3.72775806	0.00000000	0.00000000	0.32069919	0.02343846	0.06323132	0.17151830	0.19350582	0.26686043	0.16366649	0.16543600	0.98930394	0.61330370	0.09977176	0.06345222	0.05774184	1.09889505	0.34010273	0.32782474	0.31177151	0.02833122	0.02769685	0.22222222	0.55325465	0.05263158	20.00000000
train	wl-tile-v1-09573	wl-neg-neg-pt-dgpc-111201	neg-pt-dgpc-111201	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Avenida da Imaculada Conceição (Nova Loja Lidl)	Braga	Braga (Maximinos, Sé e Cividade)		necropolis_or_burial;roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09573-neg-pt-dgpc-111201.png	ok		0.54875565	0.17572178	5.40445880	0.00000000	0.04443359	0.54726672	0.00902693	0.17377226	0.55581874	0.43285266	0.58102816	0.51292360	0.60297120	0.85066020	0.88278612	0.16706920	0.14861055	0.19414520	0.76546083	0.57425517	0.50941527	0.55047607	0.02377909	0.02422196	0.11111111	0.77992913	0.05263158	20.00000000
train	wl-tile-v1-09563	wl-neg-neg-pt-dgpc-107560	neg-pt-dgpc-107560	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Avenida da Liberdade, 745	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial;roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09563-neg-pt-dgpc-107560.png	ok		0.55123061	0.15750171	5.32722268	0.00000000	0.01611328	0.54632878	-0.00537992	0.15604569	0.56506681	0.41832668	0.58581465	0.53190213	0.57216036	0.92963821	0.90797000	0.15408784	0.16507436	0.14926361	1.10592507	0.56165028	0.56229067	0.54529130	0.01635897	0.01620144	0.25000000	0.77760703	0.05000000	20.00000000
train	wl-tile-v1-09553	wl-neg-neg-pt-dgpc-107535	neg-pt-dgpc-107535	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Avenida da Liberdade/Quarteirão dos C.T.T.	Braga	Braga (São José de São Lázaro e São João do Souto)		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09553-neg-pt-dgpc-107535.png	ok		0.55275124	0.15588816	5.30858433	0.00000000	0.01646593	0.54799259	-0.00450793	0.15414543	0.54935092	0.41120458	0.55962229	0.59825808	0.54682773	1.09405219	1.06903905	0.15051469	0.16654301	0.15063919	1.10557555	0.55978960	0.56489706	0.55895621	0.00083339	0.00435144	0.25000000	0.82836257	0.33333333	20.00000000
train	wl-tile-v1-09558	wl-neg-neg-pt-dgpc-107545	neg-pt-dgpc-107545	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Carvalheiras	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09558-neg-pt-dgpc-107545.png	ok		0.53902984	0.14730990	5.23546511	0.00000000	0.00995551	0.53449988	-0.00093348	0.14467211	0.53296834	0.39371890	0.45498049	0.52273059	0.53989023	0.96821643	1.14890769	0.12271892	0.14832471	0.14864801	0.99782509	0.49952617	0.52009082	0.55452389	-0.05499771	-0.05138725	0.13888889	0.85988317	0.06250000	20.00000000
train	wl-tile-v1-09575	wl-neg-neg-pt-dgpc-111296	neg-pt-dgpc-111296	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Instituto Monsenhor Airosa	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09575-neg-pt-dgpc-111296.png	ok		0.52508187	0.15773468	5.29664153	0.00000000	0.02080621	0.52365905	0.01265638	0.15489946	0.53406549	0.40412000	0.48484373	0.53741491	0.55143028	0.97458359	1.10842912	0.14394069	0.14459951	0.15761277	0.91743525	0.49486956	0.53078371	0.51656115	-0.02169159	-0.01672426	0.25000000	0.81328573	0.09090909	20.00000000
train	wl-tile-v1-09579	wl-neg-neg-pt-dgpc-112197	neg-pt-dgpc-112197	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Largo da Senhora-a-Branca, 126-128	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial;roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09579-neg-pt-dgpc-112197.png	ok		0.52315027	0.15439855	5.30148721	0.00000000	0.00735135	0.52038610	0.00345914	0.15141775	0.54820585	0.40025291	0.61964154	0.52462220	0.56444794	0.92944303	0.84665434	0.16579328	0.15480943	0.14981847	1.03331342	0.58409160	0.53972232	0.50340635	0.08068526	0.07982832	0.16666667	0.80679457	0.05263158	20.00000000
train	wl-tile-v1-09565	wl-neg-neg-pt-dgpc-107572	neg-pt-dgpc-107572	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Largo do Paço	Braga	Braga (São José de São Lázaro e São João do Souto)		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09565-neg-pt-dgpc-107572.png	ok		0.54347962	0.14098251	5.17223765	0.00000000	0.00252279	0.53471577	-0.02045079	0.13892455	0.55538332	0.39013934	0.49565393	0.56439245	0.56902552	0.99185789	1.13868249	0.12115502	0.13376209	0.13636467	0.98091458	0.54056847	0.54564655	0.54615599	-0.00558752	-0.00649530	0.30555556	0.81534723	0.07692308	20.00000000
train	wl-tile-v1-09560	wl-neg-neg-pt-dgpc-107553	neg-pt-dgpc-107553	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Praça Conde São Joaquim, 21-23	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09560-neg-pt-dgpc-107553.png	ok		0.54436725	0.15573195	5.30952572	0.00000000	0.01057943	0.54149461	0.00620724	0.15297036	0.51918101	0.39211425	0.56993443	0.50017124	0.51585597	0.96959476	0.87759437	0.17634003	0.14782435	0.15078571	0.98036042	0.51139736	0.55991113	0.52027518	-0.00887781	-0.00913566	0.19444444	0.77337761	0.06250000	20.00000000
train	wl-tile-v1-09554	wl-neg-neg-pt-dgpc-107536	neg-pt-dgpc-107536	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Praça Jerónimo Pimentel, 36-37	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09554-neg-pt-dgpc-107536.png	ok		0.52869439	0.14415802	5.21069416	0.00000000	0.00718859	0.52480221	0.00220301	0.14115660	0.53404289	0.39016461	0.59972215	0.46965754	0.53220665	0.88247213	0.78312522	0.14434598	0.13030313	0.13822265	0.94270461	0.55370384	0.51920241	0.51520842	0.03849542	0.04023600	0.13888889	0.77694243	0.06666667	20.00000000
train	wl-tile-v1-09577	wl-neg-neg-pt-dgpc-111331	neg-pt-dgpc-111331	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Praça de República, 1	Braga	Braga (São José de São Lázaro e São João do Souto)		historic_fortification;roman_built_context	100.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09577-neg-pt-dgpc-111331.png	ok		0.56112784	0.15748346	5.33346346	0.00000000	0.01784939	0.55536228	-0.00786239	0.15631439	0.57026112	0.41924241	0.62480867	0.61613935	0.55816525	1.10386548	0.98612485	0.17167139	0.16878226	0.15188982	1.11121515	0.59755766	0.56103760	0.55435574	0.04320192	0.04282606	0.44444444	0.85002994	0.14285714	20.00000000
train	wl-tile-v1-09581	wl-neg-neg-pt-dgpc-112560	neg-pt-dgpc-112560	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Rua 25 de Abril	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial;roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09581-neg-pt-dgpc-112560.png	ok		0.52622837	0.15809090	5.32381260	0.00000000	0.00854492	0.52350521	0.00372977	0.15505573	0.55237973	0.39616364	0.56198996	0.58929217	0.55486530	1.06204545	1.04858130	0.17738064	0.15696329	0.14738414	1.06499446	0.58777118	0.50223744	0.52066529	0.06710589	0.06932789	0.30555556	0.85345933	0.09090909	20.00000000
train	wl-tile-v1-09584	wl-neg-neg-pt-dgpc-114040	neg-pt-dgpc-114040	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Rua Alferes Alfredo Ferreira, 75-77	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial	50.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09584-neg-pt-dgpc-114040.png	ok		0.55471867	0.15808614	5.31547159	0.00000000	0.01133898	0.55106550	0.00104454	0.15603626	0.55249286	0.41753039	0.53410566	0.50592279	0.54272419	0.93219134	0.94723354	0.13058494	0.15781176	0.16014743	0.98541552	0.56649709	0.55083001	0.54618174	0.02031535	0.01829970	0.19444444	0.75702155	0.06250000	20.00000000
train	wl-tile-v1-09557	wl-neg-neg-pt-dgpc-107544	neg-pt-dgpc-107544	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Rua Cruz de Pedra, 103-109	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09557-neg-pt-dgpc-107544.png	ok		0.55790043	0.16010994	5.34549974	0.00000000	0.01543511	0.55481404	0.00451591	0.15841538	0.53264958	0.40780365	0.47441998	0.56957597	0.54395205	1.04710694	1.20057331	0.12001439	0.16327043	0.17181495	0.95026906	0.51066118	0.54219127	0.57468325	-0.06402206	-0.06541735	0.44444444	0.76609862	0.50000000	20.00000000
train	wl-tile-v1-09550	wl-neg-neg-pt-dgpc-107528	neg-pt-dgpc-107528	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Rua Cruz de Pedra, 108-118	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09550-neg-pt-dgpc-107528.png	ok		0.55970418	0.15718429	5.31465139	0.00000000	0.01277669	0.55662686	0.00257396	0.15574010	0.54135609	0.41937107	0.56719255	0.52517271	0.55438280	0.94731061	0.92591609	0.14706583	0.16533193	0.15826665	1.04464163	0.57594335	0.55803210	0.57624990	-0.00030655	-0.00307053	0.13888889	0.81185912	0.07692308	20.00000000
train	wl-tile-v1-09571	wl-neg-neg-pt-dgpc-111021	neg-pt-dgpc-111021	0	hard_negative	train	PT	dgt_ortos2021_rgb	Braga - Rua Cruz de Pedra, 91-93	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	80.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-09571-neg-pt-dgpc-111021.png	ok		0.55940187	0.15970422	5.34254783	0.00000000	0.01681858	0.55616230	0.00438166	0.15791112	0.52502227	0.40507370	0.47851601	0.57986319	0.53454465	1.08477972	1.21179475	0.11732244	0.16098785	0.16652569	0.96674484	0.51943928	0.52643430	0.57315278	-0.05371350	-0.05576807	0.47222222	0.76804971	0.50000000	20.00000000
