queue	priority_order	dataset	final_split	sample_id	label_class	name	municipality	parish	country	fusion_probability	fusion_rank	max_safety_rank	archetype_only_rank	specialist_probability	specialist_rank	specialist_mean_rank	rank_delta_fusion_to_max	negative_type	morphology_proxy	review_lane	rgb_status	relief_status	visual_sheet	review_focus
holdout_top_false_positives	11	holdouts	test_trasancos	wl-neg-neg-es-pba-10131	0	Mámoa dos Montes de Brión VI-1	Ferrol	Brión (Santa María)	ES	0.38900115	63	76	57	0.46133309	64	61	-13	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	12	holdouts	test_trasancos	wl-neg-neg-es-pba-9981	0	Mámoa de Mougá 6	Ferrol	Doniños (San Román)	ES	0.38321919	64	59	36	0.39108186	75	71	5	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	13	holdouts	test_trasancos	wl-neg-neg-es-pba-10014	0	Mámoa dos Montes de Brión I-7	Ferrol	Brión (Santa María)	ES	0.37839992	66	79	65	0.34653576	82	75	-13	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	14	holdouts	test_trasancos	wl-neg-neg-es-pba-9974	0	Mámoa de Leixa 2	Ferrol	Leixa (San Pedro)	ES	0.37433017	67	81	144	0.16740709	115	93	-14	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	15	holdouts	test_trasancos	wl-neg-neg-es-pba-14222	0	Mámoa de Leixa 3/Mámoa de Trasancos	Narón	Trasancos (San Mateo)	ES	0.37254851	68	82	96	0.13321068	133	98	-14	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	16	holdouts	test_trasancos	wl-neg-neg-es-pba-20435	0	Mámoa de Pena Escrita	San Sadurniño	Lamas (San Xiao)	ES	0.36044579	69	84	151	0.20837475	109	91	-15	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	17	holdouts	test_trasancos	wl-neg-neg-es-pba-9983	0	Mámoa dos Montes de Brión I-1	Ferrol	Doniños (San Román)	ES	0.36018193	70	39	23	0.33566896	84	80	31	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	18	holdouts	test_trasancos	wl-neg-neg-es-pba-10102	0	Mámoa dos Montes de Brión IV-7	Ferrol	Brión (Santa María)	ES	0.35708707	71	85	81	0.47058642	63	63	-14	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	19	holdouts	test_trasancos	wl-neg-neg-es-pba-9853	0	Petróglifo do coto de San Xurxo	Ferrol	San Xurxo da Mariña (San Xurxo)	ES	0.35525190	73	88	92	0.29364221	91	81	-15	rock_art_surface		weak_negative_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	20	holdouts	test_trasancos	wl-neg-neg-es-pba-24845	0	Mámoa de Loira	Valdoviño	Loira (San Pedro)	ES	0.35506574	74	89	71	0.41277697	71	72	-15	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	21	holdouts	test_trasancos	wl-neg-neg-es-pba-9947	0	Mámoa de Leixa 1	Ferrol	Leixa (San Pedro)	ES	0.32482753	77	97	171	0.11844492	142	111	-20	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	22	holdouts	test_trasancos	wl-neg-neg-es-pba-24850	0	Mámoa de Rioboo 2/Mámoa de Canteiros 2/M moas do Val	Valdoviño	Meirás (San Vicente)	ES	0.32378712	78	98	202	0.20227197	110	96	-20	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	23	holdouts	test_trasancos	wl-neg-neg-es-pba-10008	0	Mámoa dos Montes de Brión I-10	Ferrol	Brión (Santa María)	ES	0.32286611	79	87	60	0.45650043	65	70	-8	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	24	holdouts	test_o_val	wl-neg-neg-es-pba-14299	0	Mámoa do Val/Mámoa de Santa Margarida	Narón	O Val (Santa María A Maior)	ES	0.32277415	80	99	83	0.25713143	95	90	-19	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_top_false_positives	25	holdouts	test_trasancos	wl-neg-neg-es-pba-10013	0	Mámoa dos Montes de Brión I-6	Ferrol	Brión (Santa María)	ES	0.30532703	81	100	73	0.28156299	92	89	-19	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-top-false-positives.png	negative high in fusion; inspect recurring distractor type
holdout_low_rank_positives	1	holdouts	test_o_val	wl-pos-pos-es-pba-14588	1	Castro de Pena Lopesa	Narón	O Val (Santa María A Maior)	ES	0.06230073	199	72	47	1.00000000	2	51	127		hilltop_hint	mamoa_specialist_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	2	holdouts	test_trasancos	wl-pos-pos-es-pba-10165	1	Monte do Castro/Castro de Vilela	Ferrol	Mandiá (Santa Uxía)	ES	0.11178112	172	123	99	0.23111581	103	127	49		hilltop_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	3	holdouts	test_trasancos	wl-pos-pos-es-pba-14590	1	Castro de Santo Estevo	Narón	Sedes (Santo Estevo)	ES	0.13038397	164	184	166	0.13156826	135	152	-20		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	4	holdouts	test_trasancos	wl-pos-pos-es-pba-24337	1	Os Castros	Valdoviño	Pantín (Santiago)	ES	0.13453320	160	90	62	0.12112084	139	155	70		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	5	holdouts	test_trasancos	wl-pos-pos-es-pba-20704	1	A Croa	San Sadurniño	Naraío (Santa María)	ES	0.14655968	155	71	46	0.35083792	79	102	84		croa_top_ring_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	6	holdouts	test_trasancos	wl-pos-pos-es-pba-8709	1	Castro do Río Castro	Fene	Limodre (Santa Baia)	ES	0.16775494	141	69	44	0.12025498	140	142	72		valley_or_river_edge_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	7	holdouts	test_trasancos	wl-pos-pos-es-pba-24677	1	Castro de Casianes	Valdoviño	Pantín (Santiago)	ES	0.17325151	138	163	152	0.32742838	86	99	-25		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	8	holdouts	test_trasancos	wl-pos-pos-es-pba-24738	1	Castro e Mina do Pereiro	Valdoviño	Valdoviño (Santaia)	ES	0.23039334	106	131	164	0.41540962	70	82	-25		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	9	holdouts	test_trasancos	wl-pos-pos-es-pba-8705	1	Castro de Barallobre	Fene	Barallobre (Santiago)	ES	0.25615015	96	117	127	0.24187362	100	100	-21		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	10	holdouts	test_trasancos	wl-pos-pos-es-pba-14488	1	Castro de Ancos	Neda	Santa María de Neda (Santa María)	ES	0.26730012	94	53	28	0.44184615	67	78	41		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	11	holdouts	test_trasancos	wl-pos-pos-es-pba-24674	1	Castro da Punta do Vico	Valdoviño	Valdoviño (Santaia)	ES	0.26762530	93	25	13	0.99996177	6	37	68		coastal_promontory_hint	mamoa_specialist_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	12	holdouts	test_trasancos	wl-pos-pos-es-pba-9152	1	Castro de Canido	Ferrol	Ferrol	ES	0.29191905	84	105	142	0.40867851	73	79	-21		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	13	holdouts	test_trasancos	wl-pos-pos-es-pba-14593	1	Castro de Trasancos	Narón	Trasancos (San Mateo)	ES	0.33627011	76	93	67	0.38699860	77	76	-17		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	14	holdouts	test_trasancos	wl-pos-pos-es-pba-14589	1	Castro de Petouzal/Castro da Croa	Narón	Narón	ES	0.34422154	75	92	147	0.39190514	74	74	-17		croa_top_ring_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	15	holdouts	test_trasancos	wl-pos-pos-es-pba-24335	1	O Castro	Valdoviño	Lago (Santiago)	ES	0.35609470	72	86	119	0.25289350	97	88	-14		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	16	holdouts	test_trasancos	wl-pos-pos-es-pba-9183	1	Castro de Marmancón/Castro de Papoi	Ferrol	Marmancón (San Pedro)	ES	0.37927244	65	78	64	0.43818702	68	66	-13		coastal_promontory_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	17	holdouts	test_trasancos	wl-pos-pos-es-pba-20784	1	Castro de croas de Ramil	San Sadurniño	Lamas (San Xiao)	ES	0.39220577	62	75	128	0.25096524	98	83	-13		croa_top_ring_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	18	holdouts	test_trasancos	wl-pos-pos-es-pba-24705	1	Castro de Lagoa	Valdoviño	Pantín (Santiago)	ES	0.40149863	61	58	35	0.53382290	56	57	3		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	19	holdouts	test_trasancos	wl-pos-pos-es-pba-9886	1	Porta do Castro/Arco do Cristo	Ferrol	Ferrol	ES	0.40925940	59	70	183	0.66567977	38	50	-11		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	20	holdouts	test_trasancos	wl-pos-pos-es-pba-14336	1	O Castro	Narón	Castro (Santa María)	ES	0.43335312	57	68	177	0.38184513	78	68	-11		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	21	holdouts	test_trasancos	wl-pos-pos-es-pba-24678	1	Castro de Coto Redondo	Valdoviño	Pantín (Santiago)	ES	0.47510947	54	64	111	0.99790934	8	31	-10		hilltop_hint	mamoa_specialist_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	22	holdouts	test_trasancos	wl-pos-pos-es-pba-14592	1	Castro de Sequeiro/Castro de Narón	Narón	San Xiao de Narón (San Xiao)	ES	0.47687365	52	62	191	0.34799726	80	64	-10		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	23	holdouts	test_trasancos	wl-pos-pos-es-pba-9154	1	Castro de Leixa/A Croa de Leixa	Ferrol	Leixa (San Pedro)	ES	0.48876775	51	60	116	0.41003802	72	59	-9		croa_top_ring_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	24	holdouts	test_trasancos	wl-pos-pos-es-pba-9184	1	Castro de Santa Cecilia	Ferrol	Santa Cecilia de Trasancos (Santa Cecilia)	ES	0.51840315	50	56	72	0.29891182	90	67	-6		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_low_rank_positives	25	holdouts	test_trasancos	wl-pos-pos-es-pba-9153	1	Castro de Ferrol Vello	Ferrol	Ferrol	ES	0.52383388	49	55	42	0.82053006	35	34	-6		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-low-rank-positives.png	positive low in fusion; inspect visibility, centering and morphology
holdout_morphology_rescues	1	holdouts	test_o_val	wl-pos-pos-es-pba-14588	1	Castro de Pena Lopesa	Narón	O Val (Santa María A Maior)	ES	0.06230073	199	72	47	1.00000000	2	51	127		hilltop_hint	mamoa_specialist_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
holdout_morphology_rescues	2	holdouts	test_trasancos	wl-pos-pos-es-pba-20704	1	A Croa	San Sadurniño	Naraío (Santa María)	ES	0.14655968	155	71	46	0.35083792	79	102	84		croa_top_ring_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
holdout_morphology_rescues	3	holdouts	test_trasancos	wl-pos-pos-es-pba-8709	1	Castro do Río Castro	Fene	Limodre (Santa Baia)	ES	0.16775494	141	69	44	0.12025498	140	142	72		valley_or_river_edge_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
holdout_morphology_rescues	4	holdouts	test_trasancos	wl-pos-pos-es-pba-24337	1	Os Castros	Valdoviño	Pantín (Santiago)	ES	0.13453320	160	90	62	0.12112084	139	155	70		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
holdout_morphology_rescues	5	holdouts	test_trasancos	wl-pos-pos-es-pba-24674	1	Castro da Punta do Vico	Valdoviño	Valdoviño (Santaia)	ES	0.26762530	93	25	13	0.99996177	6	37	68		coastal_promontory_hint	mamoa_specialist_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
holdout_morphology_rescues	6	holdouts	test_trasancos	wl-pos-pos-es-pba-10165	1	Monte do Castro/Castro de Vilela	Ferrol	Mandiá (Santa Uxía)	ES	0.11178112	172	123	99	0.23111581	103	127	49		hilltop_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
holdout_morphology_rescues	7	holdouts	test_trasancos	wl-pos-pos-es-pba-14488	1	Castro de Ancos	Neda	Santa María de Neda (Santa María)	ES	0.26730012	94	53	28	0.44184615	67	78	41		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
holdout_morphology_rescues	8	holdouts	test_trasancos	wl-pos-pos-es-pba-24712	1	Castro de Vilarrube/Os Castros de Ferreirías	Valdoviño	Pantín (Santiago)	ES	0.67035158	31	7	7	0.86479728	32	28	24		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
holdout_morphology_rescues	9	holdouts	test_trasancos	wl-pos-pos-es-pba-14519	1	Castros	Neda	Santa María de Neda (Santa María)	ES	0.85008031	15	5	5	0.91474445	26	14	10		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
holdout_morphology_rescues	10	holdouts	test_trasancos	wl-pos-pos-es-pba-24705	1	Castro de Lagoa	Valdoviño	Pantín (Santiago)	ES	0.40149863	61	58	35	0.53382290	56	57	3		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
holdout_morphology_rescues	11	holdouts	test_trasancos	wl-pos-pos-es-pba-24709	1	Castro de Punta Frouxeira	Valdoviño	Valdoviño (Santaia)	ES	0.93602800	7	4	4	0.99999962	3	6	3		coastal_promontory_hint	mamoa_specialist_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
holdout_morphology_rescues	12	holdouts	test_trasancos	wl-pos-pos-es-pba-24710	1	Castro de Punta Taraza	Valdoviño	Meirás (San Vicente)	ES	0.96686012	4	3	3	1.00000000	1	4	1		coastal_promontory_hint	mamoa_specialist_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
holdout_morphology_rescues	13	holdouts	test_trasancos	wl-pos-pos-es-pba-10262	1	Necrópole de Santa Comba/Castro de Santa Comba	Ferrol	Covas (San Martiño)	ES	0.97212417	3	2	2	0.99999575	4	2	1		generic_castro_hint	mamoa_specialist_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/holdout-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
val_top_weak_negatives	1	val	val	wl-neg-neg-es-pba-43202	0	O Castelo	O Vicedo	San Román de Vale (San Román)	ES	0.95035334	43	90	110	0.99091364	49	39	-47	historic_fortification		weak_negative_review	valid	valid	reports/figures/weak_label_error_review_v1/val-top-weak-negatives.png	negative high in fusion; inspect recurring distractor type
val_top_weak_negatives	2	val	val	wl-neg-neg-es-pba-66744	0	Mámoa de Outeiro	Meis	Meis (San Salvador)	ES	0.93649696	52	106	148	0.98400962	69	51	-54	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/val-top-weak-negatives.png	negative high in fusion; inspect recurring distractor type
val_top_weak_negatives	3	val	val	wl-neg-neg-es-pba-64716	0	Artesa dos Mouros	A Estrada	Callobre (San Martiño)	ES	0.92718412	56	117	156	0.94920313	123	75	-61	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/val-top-weak-negatives.png	negative high in fusion; inspect recurring distractor type
val_top_weak_negatives	4	val	val	wl-neg-neg-es-pba-29293	0	O Castelo	Chantada	Pedrafita (Santa Baia)	ES	0.92009952	64	131	236	0.99697517	33	53	-67	historic_fortification		weak_negative_review	valid	valid	reports/figures/weak_label_error_review_v1/val-top-weak-negatives.png	negative high in fusion; inspect recurring distractor type
val_top_weak_negatives	5	val	val	wl-neg-neg-es-pba-61897	0	Petróglifo do Monte Castelo	Cambados	Castrelo (Santa Cruz)	ES	0.86993465	98	156	125	0.90418206	176	128	-58	rock_art_surface		weak_negative_review	valid	valid	reports/figures/weak_label_error_review_v1/val-top-weak-negatives.png	negative high in fusion; inspect recurring distractor type
val_top_weak_negatives	6	val	val	wl-neg-neg-es-pba-13768	0	Mámoa de Vilachá 4	Monfero	O Alto de Xestoso (Santa María)	ES	0.84076929	126	221	1721	0.65281704	343	230	-95	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/val-top-weak-negatives.png	negative high in fusion; inspect recurring distractor type
val_top_weak_negatives	7	val	val	wl-neg-neg-es-pba-71376	0	Mámoa do Coto da Cruz 1	Salceda de Caselas	A Picoña (San Martiño)	ES	0.82532299	137	162	129	0.98102934	76	111	-25	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/val-top-weak-negatives.png	negative high in fusion; inspect recurring distractor type
val_top_weak_negatives	8	val	val	wl-neg-neg-es-pba-13691	0	Mámoa da Armada	Monfero	O Alto de Xestoso (Santa María)	ES	0.82370902	138	237	904	0.72159683	296	208	-99	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/val-top-weak-negatives.png	negative high in fusion; inspect recurring distractor type
val_top_weak_negatives	9	val	val	wl-neg-neg-es-pba-64761	0	Coto da Mámoa	A Estrada	Orazo (San Pedro)	ES	0.82355366	139	238	528	0.83084586	231	176	-99	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/val-top-weak-negatives.png	negative high in fusion; inspect recurring distractor type
val_top_weak_negatives	10	val	val	wl-neg-neg-es-pba-31891	0	Medoña do Marco da Picota	Guitiriz	Santa Mariña de Lagostelle (Santa Mariña)	ES	0.81119612	143	246	231	0.85253813	212	170	-103	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/val-top-weak-negatives.png	negative high in fusion; inspect recurring distractor type
val_top_weak_negatives	11	val	val	wl-neg-neg-es-pba-36010	0	Medorra do Coto 1	Outeiro de Rei	San Tomé de Gaioso (San Tom‚)	ES	0.80427834	147	253	295	0.89893992	181	160	-106	megalithic_mound		mamoa_false_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/val-top-weak-negatives.png	negative high in fusion; inspect recurring distractor type
val_top_weak_negatives	12	val	val	wl-neg-neg-es-pba-29823	0	Petróglifo do Piornedo	Cervantes	Donís (San Fiz)	ES	0.78691695	161	271	321	0.98700966	60	129	-110	rock_art_surface		weak_negative_review	valid	valid	reports/figures/weak_label_error_review_v1/val-top-weak-negatives.png	negative high in fusion; inspect recurring distractor type
