dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	status	error	rgb__gray_mean	rgb__gray_std	rgb__gray_entropy	rgb__dark_fraction	rgb__bright_fraction	rgb__green_mean	rgb__excess_green_mean	rgb__green_std	rgb__edge_global_mean	rgb__edge_global_std	rgb__edge_inner_mean	rgb__edge_annulus_mean	rgb__edge_outer_mean	rgb__edge_annulus_to_outer_ratio	rgb__edge_annulus_to_inner_ratio	rgb__texture_inner_std	rgb__texture_annulus_std	rgb__texture_outer_std	rgb__texture_annulus_to_outer_ratio	rgb__luminance_inner_mean	rgb__luminance_annulus_mean	rgb__luminance_outer_mean	rgb__luminance_delta_inner_outer	rgb__green_delta_inner_outer	rgb__ring_sector_coverage	rgb__ring_sector_balance	rgb__radial_peak_inverse_rank	rgb__radial_peak_count	relief__dem_prominence_m	relief__slope_annulus_mean	relief__slope_context_mean	relief__slope_ratio	relief__lrm_abs_annulus_mean	relief__lrm_abs_context_mean	relief__lrm_abs_ratio	relief__lrm_core_mean	relief__lrm_context_mean	relief__lrm_core_delta	relief__hillshade_edge_annulus_mean	relief__hillshade_edge_context_mean	relief__hillshade_edge_ratio	relief__ring_sector_coverage	relief__ring_sector_balance	relief_variant__hilltop	relief_variant__edge_ring	relief_variant__promontory	relief_variant__archetype_max
train_mini	wl-tile-v1-09565	wl-neg-neg-pt-dgpc-107572	neg-pt-dgpc-107572	0	hard_negative	train	PT	Braga - Largo do Paço	Braga	Braga (São José de São Lázaro e São João do Souto)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09560	wl-neg-neg-pt-dgpc-107553	neg-pt-dgpc-107553	0	hard_negative	train	PT	Braga - Praça Conde São Joaquim, 21-23	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09554	wl-neg-neg-pt-dgpc-107536	neg-pt-dgpc-107536	0	hard_negative	train	PT	Braga - Praça Jerónimo Pimentel, 36-37	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09577	wl-neg-neg-pt-dgpc-111331	neg-pt-dgpc-111331	0	hard_negative	train	PT	Braga - Praça de República, 1	Braga	Braga (São José de São Lázaro e São João do Souto)		historic_fortification;roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09581	wl-neg-neg-pt-dgpc-112560	neg-pt-dgpc-112560	0	hard_negative	train	PT	Braga - Rua 25 de Abril	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial;roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09584	wl-neg-neg-pt-dgpc-114040	neg-pt-dgpc-114040	0	hard_negative	train	PT	Braga - Rua Alferes Alfredo Ferreira, 75-77	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09557	wl-neg-neg-pt-dgpc-107544	neg-pt-dgpc-107544	0	hard_negative	train	PT	Braga - Rua Cruz de Pedra, 103-109	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09550	wl-neg-neg-pt-dgpc-107528	neg-pt-dgpc-107528	0	hard_negative	train	PT	Braga - Rua Cruz de Pedra, 108-118	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09571	wl-neg-neg-pt-dgpc-111021	neg-pt-dgpc-111021	0	hard_negative	train	PT	Braga - Rua Cruz de Pedra, 91-93	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09574	wl-neg-neg-pt-dgpc-111203	neg-pt-dgpc-111203	0	hard_negative	train	PT	Braga - Rua D. Diogo de Sousa, 102-118	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09569	wl-neg-neg-pt-dgpc-110813	neg-pt-dgpc-110813	0	hard_negative	train	PT	Braga - Rua Direita, 25-29	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09559	wl-neg-neg-pt-dgpc-107550	neg-pt-dgpc-107550	0	hard_negative	train	PT	Braga - Rua Dom Afonso Henriques	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09586	wl-neg-neg-pt-dgpc-114702	neg-pt-dgpc-114702	0	hard_negative	train	PT	Braga - Rua Dr. Manuel Vieira Matos, Lote 10	Braga	Braga (São Victor)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09556	wl-neg-neg-pt-dgpc-107538	neg-pt-dgpc-107538	0	hard_negative	train	PT	Braga - Rua Frei Caetano Brandão, 129	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09555	wl-neg-neg-pt-dgpc-107537	neg-pt-dgpc-107537	0	hard_negative	train	PT	Braga - Rua Frei Caetano Brandão, 183-185	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09578	wl-neg-neg-pt-dgpc-111408	neg-pt-dgpc-111408	0	hard_negative	train	PT	Braga - Rua Pêro Magalhães Gondavo, 62	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09570	wl-neg-neg-pt-dgpc-110818	neg-pt-dgpc-110818	0	hard_negative	train	PT	Braga - Rua Sá de Miranda, 375	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09587	wl-neg-neg-pt-dgpc-114712	neg-pt-dgpc-114712	0	hard_negative	train	PT	Braga - Rua São Geraldo, 77	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09562	wl-neg-neg-pt-dgpc-107556	neg-pt-dgpc-107556	0	hard_negative	train	PT	Braga - Rua Visconde Pindela, 1 e 3	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09564	wl-neg-neg-pt-dgpc-107567	neg-pt-dgpc-107567	0	hard_negative	train	PT	Braga - Rua de Dom Paio Mendes, 67-75	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09549	wl-neg-neg-pt-dgpc-107525	neg-pt-dgpc-107525	0	hard_negative	train	PT	Braga - Rua de São Geraldo, 34	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09548	wl-neg-neg-pt-dgpc-107517	neg-pt-dgpc-107517	0	hard_negative	train	PT	Braga - Rua de São Geraldo, 69 (Creche da Santa Misericórdia)	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09551	wl-neg-neg-pt-dgpc-107533	neg-pt-dgpc-107533	0	hard_negative	train	PT	Braga - Rua de São Geraldo, Logradouro do Edificio 27-31	Braga	Braga (São José de São Lázaro e São João do Souto)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09576	wl-neg-neg-pt-dgpc-111300	neg-pt-dgpc-111300	0	hard_negative	train	PT	Braga - Rua do Alcaide, 18-20	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09585	wl-neg-neg-pt-dgpc-114647	neg-pt-dgpc-114647	0	hard_negative	train	PT	Braga - Rua do Carvalhal, 75-77	Braga	Braga (São José de São Lázaro e São João do Souto)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09580	wl-neg-neg-pt-dgpc-112226	neg-pt-dgpc-112226	0	hard_negative	train	PT	Braga - Rua do Raio, 33	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial;roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09566	wl-neg-neg-pt-dgpc-107574	neg-pt-dgpc-107574	0	hard_negative	train	PT	Braga - Rua do Souto, 111-119	Braga	Braga (São José de São Lázaro e São João do Souto)		necropolis_or_burial;roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09582	wl-neg-neg-pt-dgpc-112734	neg-pt-dgpc-112734	0	hard_negative	train	PT	Braga - Rua do Souto, 5-11	Braga	Braga (São José de São Lázaro e São João do Souto)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09572	wl-neg-neg-pt-dgpc-111064	neg-pt-dgpc-111064	0	hard_negative	train	PT	Braga - Rua dos Biscaínhos, 89-105	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09552	wl-neg-neg-pt-dgpc-107534	neg-pt-dgpc-107534	0	hard_negative	train	PT	Braga - Santo António das Travessas, 20-26	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09561	wl-neg-neg-pt-dgpc-107554	neg-pt-dgpc-107554	0	hard_negative	train	PT	Braga - Seminário Conciliar de Santiago/ Seminário Conciliar de São Pedro e São Paulo	Braga	Braga (Maximinos, Sé e Cividade)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09711	wl-neg-neg-pt-dgpc-106154	neg-pt-dgpc-106154	0	hard_negative	train	PT	Brio	Matosinhos	Perafita, Lavra e Santa Cruz do Bispo		megalithic_mound	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09776	wl-neg-neg-pt-dgpc-108430	neg-pt-dgpc-108430	0	hard_negative	train	PT	Cabeceiras	Paredes de Coura	Cossourado e Linhares		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09647	wl-neg-neg-pt-dgpc-106924	neg-pt-dgpc-106924	0	hard_negative	train	PT	Caldas de Vizela	Vizela	Caldas de Vizela (São Miguel e São João)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09858	wl-neg-neg-pt-dgpc-111443	neg-pt-dgpc-111443	0	hard_negative	train	PT	Calçada de Covelo	Mondim de Basto	Atei		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09692	wl-neg-neg-pt-dgpc-111221	neg-pt-dgpc-111221	0	hard_negative	train	PT	Calçada de Requeixos	Lousada	Lustosa e Barrosas (Santo Estêvão)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09740	wl-neg-neg-pt-dgpc-108241	neg-pt-dgpc-108241	0	hard_negative	train	PT	Caminha	Caminha	Caminha (Matriz) e Vilarelho		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09739	wl-neg-neg-pt-dgpc-108236	neg-pt-dgpc-108236	0	hard_negative	train	PT	Caminha - Rua da Corredoura (via pública)	Caminha	Caminha (Matriz) e Vilarelho		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09654	wl-neg-neg-pt-dgpc-105820	neg-pt-dgpc-105820	0	hard_negative	train	PT	Canelas	Torre de Moncorvo	Açoreira		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09537	wl-neg-neg-pt-dgpc-107769	neg-pt-dgpc-107769	0	hard_negative	train	PT	Carapeços 1	Barcelos	Carapeços		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09545	wl-neg-neg-pt-dgpc-113936	neg-pt-dgpc-113936	0	hard_negative	train	PT	Carapeços 3	Barcelos	Carapeços		megalithic_mound	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09856	wl-neg-neg-pt-dgpc-111190	neg-pt-dgpc-111190	0	hard_negative	train	PT	Carrapatas	Mondim de Basto	Ermelo e Pardelhas		rock_art_surface	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09841	wl-neg-neg-pt-dgpc-109436	neg-pt-dgpc-109436	0	hard_negative	train	PT	Carreira da Pedra	Chaves	Faiões		megalithic_mound	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09693	wl-neg-neg-pt-dgpc-111250	neg-pt-dgpc-111250	0	hard_negative	train	PT	Casal de São Mamede	Lousada	Lustosa e Barrosas (Santo Estêvão)		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09592	wl-neg-neg-pt-dgpc-111409	neg-pt-dgpc-111409	0	hard_negative	train	PT	Casal do Eido	Celorico de Basto	Veade, Gagos e Molares		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09536	wl-neg-neg-pt-dgpc-107765	neg-pt-dgpc-107765	0	hard_negative	train	PT	Casal do Monte	Barcelos	Roriz		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09826	wl-neg-neg-pt-dgpc-106253	neg-pt-dgpc-106253	0	hard_negative	train	PT	Castelo de Vale de Mir/ Castelo de Trás	Alijó	Pegarinhos		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09862	wl-neg-neg-pt-dgpc-105965	neg-pt-dgpc-105965	0	hard_negative	train	PT	Cemitério Mouro/Galafura	Peso da Régua	Galafura e Covelinhas		necropolis_or_burial	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09825	wl-neg-neg-pt-dgpc-106162	neg-pt-dgpc-106162	0	hard_negative	train	PT	Cerca	Alijó	Castedo e Cotas		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09831	wl-neg-neg-pt-dgpc-109068	neg-pt-dgpc-109068	0	hard_negative	train	PT	Chaves - Balneário das Caldas	Chaves	Santa Maria Maior		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09847	wl-neg-neg-pt-dgpc-110188	neg-pt-dgpc-110188	0	hard_negative	train	PT	Chaves - Canto do Rio	Chaves	Madalena e Samaiões		necropolis_or_burial	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09830	wl-neg-neg-pt-dgpc-109057	neg-pt-dgpc-109057	0	hard_negative	train	PT	Chaves - Largo do Arrabalde, 59-61 / Travessa das Couraças	Chaves	Santa Maria Maior		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09846	wl-neg-neg-pt-dgpc-110141	neg-pt-dgpc-110141	0	hard_negative	train	PT	Chaves - Miliário do Campo da Roda / Quinta do Caneiro	Chaves	Madalena e Samaiões		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09835	wl-neg-neg-pt-dgpc-109154	neg-pt-dgpc-109154	0	hard_negative	train	PT	Chaves - Praça Camões	Chaves	Santa Maria Maior		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09849	wl-neg-neg-pt-dgpc-111119	neg-pt-dgpc-111119	0	hard_negative	train	PT	Chaves - Rua 1º de Dezembro	Chaves	Santa Maria Maior		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09851	wl-neg-neg-pt-dgpc-114161	neg-pt-dgpc-114161	0	hard_negative	train	PT	Chaves - Rua Bispo Idácio, 37	Chaves	Santa Maria Maior		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09850	wl-neg-neg-pt-dgpc-112661	neg-pt-dgpc-112661	0	hard_negative	train	PT	Chaves - Rua General Sousa Machado, 51	Chaves	Santa Maria Maior		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09852	wl-neg-neg-pt-dgpc-114272	neg-pt-dgpc-114272	0	hard_negative	train	PT	Chaves - Rua Joaquim José Delgado, 83	Chaves	Santa Maria Maior		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09848	wl-neg-neg-pt-dgpc-110572	neg-pt-dgpc-110572	0	hard_negative	train	PT	Chaves - Rua da Muralha	Chaves	Santa Maria Maior		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09853	wl-neg-neg-pt-dgpc-114415	neg-pt-dgpc-114415	0	hard_negative	train	PT	Chaves - Rua da Trindade, 38-40	Chaves	Santa Maria Maior		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
train_mini	wl-tile-v1-09832	wl-neg-neg-pt-dgpc-109113	neg-pt-dgpc-109113	0	hard_negative	train	PT	Chaves - Rua de Santa Maria, 20 / Rua do Postigo, 18	Chaves	Santa Maria Maior		roman_built_context	failed	relief_status:failed:manifest_dem_status:unsupported_country																																															
