queue	priority_order	dataset	final_split	sample_id	bank_id	label_class	label_role	name	municipality	parish	country	longitude	latitude	fusion_probability	fusion_rank	max_safety_rank	archetype_only_rank	specialist_probability	specialist_rank	specialist_mean_rank	rank_delta_fusion_to_max	negative_type	morphology_proxy	review_lane	review_reason
holdout_top_false_positives	11	holdouts	test_trasancos	wl-neg-neg-es-pba-9208	neg-es-pba-9208	0	hard_negative	Mámoa do Monte Marraxón III-2	Fene	Sillobre (Santa Mariña)	ES	-8.127513934804407	43.4710800875912	0.42516090	63	67	53	0.62492831	59	60	-4	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	12	holdouts	test_trasancos	wl-neg-neg-es-pba-8681	neg-es-pba-8681	0	hard_negative	Mámoa do Monte Marraxón III-6	Fene	Sillobre (Santa Mariña)	ES	-8.126671560495467	43.47049961431615	0.42286098	64	84	81	0.71283333	50	55	-20	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	13	holdouts	test_trasancos	wl-neg-neg-es-pba-20406	neg-es-pba-20406	0	hard_negative	Mámoa de Bardaos	San Sadurniño	Bardaos (Santa María)	ES	-8.045691218805501	43.56779596584658	0.39572436	67	59	45	0.20658219	104	86	8	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	14	holdouts	test_trasancos	wl-neg-neg-es-pba-9202	neg-es-pba-9202	0	hard_negative	Mámoa do Monte Marraxón I-3	Fene	Sillobre (Santa Mariña)	ES	-8.128966079674703	43.47352701685848	0.38702555	69	36	29	0.80379827	38	51	33	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	15	holdouts	test_trasancos	wl-neg-neg-es-pba-9980	neg-es-pba-9980	0	hard_negative	Mámoa de Mougá 5	Ferrol	Doniños (San Román)	ES	-8.270409463814001	43.505325632254284	0.37606487	70	49	40	0.32533576	86	79	21	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	16	holdouts	test_trasancos	wl-neg-neg-es-pba-8678	neg-es-pba-8678	0	hard_negative	Mámoa do Monte Marraxón III-3	Fene	Sillobre (Santa Mariña)	ES	-8.127409775048788	43.471412463118476	0.36177659	72	76	57	0.45232945	70	75	-4	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	17	holdouts	test_trasancos	wl-neg-neg-es-pba-9981	neg-es-pba-9981	0	hard_negative	Mámoa de Mougá 6	Ferrol	Doniños (San Román)	ES	-8.270074776662353	43.50536423132985	0.35605512	73	39	32	0.49677853	66	73	34	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	18	holdouts	test_trasancos	wl-neg-neg-es-pba-9977	neg-es-pba-9977	0	hard_negative	Mámoa de Mougá 2	Ferrol	Doniños (San Román)	ES	-8.277452964183873	43.497885728556625	0.34483093	74	92	93	0.68139740	51	62	-18	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	19	holdouts	test_trasancos	wl-neg-neg-es-pba-9207	neg-es-pba-9207	0	hard_negative	Mámoa do Monte Marraxón III-1	Fene	Sillobre (Santa Mariña)	ES	-8.127852254162555	43.47115125074126	0.34295228	75	42	34	0.76791052	44	59	33	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	20	holdouts	test_trasancos	wl-neg-neg-es-pba-9908	neg-es-pba-9908	0	hard_negative	Mámoa de Campaíñas 03	Ferrol	Doniños (San Román)	ES	-8.290038696201908	43.50167498769244	0.33801825	76	64	50	0.30596837	92	84	12	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	21	holdouts	test_trasancos	wl-neg-neg-es-pba-8679	neg-es-pba-8679	0	hard_negative	Mámoa do Monte Marraxón III-4	Fene	Sillobre (Santa Mariña)	ES	-8.127868081506296	43.47140653859354	0.33707617	77	47	37	0.60745789	62	70	30	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	22	holdouts	test_trasancos	wl-neg-neg-es-pba-24332	neg-es-pba-24332	0	hard_negative	Mámoa do Monte de Pena Moura 3	Valdoviño	Valdoviño (Santaia)	ES	-8.128269502838254	43.57801699616052	0.32414383	79	62	47	0.32944601	83	81	17	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	23	holdouts	test_trasancos	wl-neg-neg-es-pba-10102	neg-es-pba-10102	0	hard_negative	Mámoa dos Montes de Brión IV-7	Ferrol	Brión (Santa María)	ES	-8.291693642023777	43.477408326571705	0.31024988	82	82	63	0.33772570	81	82	0	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	24	holdouts	test_trasancos	wl-neg-neg-es-pba-8680	neg-es-pba-8680	0	hard_negative	Mámoa do Monte Marraxón III-5	Fene	Sillobre (Santa Mariña)	ES	-8.12669761732147	43.47070311758196	0.29416108	84	99	83	0.67621131	52	69	-15	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_top_false_positives	25	holdouts	test_trasancos	wl-neg-neg-es-pba-14259	neg-es-pba-14259	0	hard_negative	Mámoa do Monte dos Niños 05	Narón	Sedes (Santo Estevo)	ES	-8.123356750541028	43.56133110666142	0.27151098	86	93	75	0.24682969	98	90	-7	megalithic_mound		mamoa_false_positive_review	Known hard negative ranked high by the main fusion model; inspect as false-positive pattern.
holdout_low_rank_positives	1	holdouts	test_o_val	wl-pos-pos-es-pba-14588	pos-es-pba-14588	1	positive	Castro de Pena Lopesa	Narón	O Val (Santa María A Maior)	ES	-8.22594601477777	43.57701844556937	0.07690272	131	61	46	0.06225647	156	146	70		hilltop_hint	morphology_rescue_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	2	holdouts	test_trasancos	wl-pos-pos-es-pba-14590	pos-es-pba-14590	1	positive	Castro de Santo Estevo	Narón	Sedes (Santo Estevo)	ES	-8.136844261989637	43.55153816561511	0.09512776	126	148	151	0.32911777	84	100	-22		generic_castro_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	3	holdouts	test_trasancos	wl-pos-pos-es-pba-24337	pos-es-pba-24337	1	positive	Os Castros	Valdoviño	Pantín (Santiago)	ES	-8.093620081527554	43.639579102678184	0.13976264	111	103	82	0.26421213	97	103	8		generic_castro_hint	morphology_rescue_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	4	holdouts	test_trasancos	wl-pos-pos-es-pba-9184	pos-es-pba-9184	1	positive	Castro de Santa Cecilia	Ferrol	Santa Cecilia de Trasancos (Santa Cecilia)	ES	-8.199972868867611	43.51103121295041	0.18634847	95	111	92	0.26782810	96	95	-16		generic_castro_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	5	holdouts	test_trasancos	wl-pos-pos-es-pba-14488	pos-es-pba-14488	1	positive	Castro de Ancos	Neda	Santa María de Neda (Santa María)	ES	-8.14047244366622	43.52154202964775	0.20348617	92	25	20	0.44329214	71	83	67		generic_castro_hint	morphology_rescue_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	6	holdouts	test_trasancos	wl-pos-pos-es-pba-14593	pos-es-pba-14593	1	positive	Castro de Trasancos	Narón	Trasancos (San Mateo)	ES	-8.220621570398505	43.54366705275839	0.23859783	88	85	66	0.18853937	109	99	3		generic_castro_hint	morphology_rescue_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	7	holdouts	test_trasancos	wl-pos-pos-es-pba-8705	pos-es-pba-8705	1	positive	Castro de Barallobre	Fene	Barallobre (Santiago)	ES	-8.178759499653474	43.46407350807626	0.25135522	87	107	113	0.31441909	89	88	-20		generic_castro_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	8	holdouts	test_trasancos	wl-pos-pos-es-pba-24335	pos-es-pba-24335	1	positive	O Castro	Valdoviño	Lago (Santiago)	ES	-8.17116511354815	43.59217497513028	0.28134803	85	102	132	0.19898974	106	93	-17		generic_castro_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	9	holdouts	test_trasancos	wl-pos-pos-es-pba-24738	pos-es-pba-24738	1	positive	Castro e Mina do Pereiro	Valdoviño	Valdoviño (Santaia)	ES	-8.135936419804226	43.61914947103172	0.29848791	83	98	160	0.71337095	49	64	-15		generic_castro_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	10	holdouts	test_trasancos	wl-pos-pos-es-pba-9886	pos-es-pba-9886	1	positive	Porta do Castro/Arco do Cristo	Ferrol	Ferrol	ES	-8.242394964840896	43.47839760085566	0.31220483	81	96	186	0.80728447	37	58	-15		generic_castro_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	11	holdouts	test_trasancos	wl-pos-pos-es-pba-24677	pos-es-pba-24677	1	positive	Castro de Casianes	Valdoviño	Pantín (Santiago)	ES	-8.09873394334149	43.6341480312583	0.31684407	80	95	147	0.67378610	54	68	-15		generic_castro_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	12	holdouts	test_trasancos	wl-pos-pos-es-pba-9154	pos-es-pba-9154	1	positive	Castro de Leixa/A Croa de Leixa	Ferrol	Leixa (San Pedro)	ES	-8.20836441392536	43.522706975089974	0.32800394	78	94	120	0.10642979	136	98	-16		croa_top_ring_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	13	holdouts	test_trasancos	wl-pos-pos-es-pba-10165	pos-es-pba-10165	1	positive	Monte do Castro/Castro de Vilela	Ferrol	Mandiá (Santa Uxía)	ES	-8.239830294287893	43.524029972263946	0.36901569	71	91	87	0.79430548	39	52	-20		hilltop_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	14	holdouts	test_trasancos	wl-pos-pos-es-pba-24678	pos-es-pba-24678	1	positive	Castro de Coto Redondo	Valdoviño	Pantín (Santiago)	ES	-8.110405528230721	43.64384397902806	0.38890040	68	90	122	0.40367254	77	76	-22		hilltop_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	15	holdouts	test_trasancos	wl-pos-pos-es-pba-8709	pos-es-pba-8709	1	positive	Castro do Río Castro	Fene	Limodre (Santa Baia)	ES	-8.186321260418124	43.42396916091138	0.40577524	66	87	69	0.31911095	88	78	-21		valley_or_river_edge_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	16	holdouts	test_trasancos	wl-pos-pos-es-pba-24674	pos-es-pba-24674	1	positive	Castro da Punta do Vico	Valdoviño	Valdoviño (Santaia)	ES	-8.147683735016127	43.62230830936563	0.41650056	65	27	22	0.42105042	75	74	38		coastal_promontory_hint	morphology_rescue_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	17	holdouts	test_trasancos	wl-pos-pos-es-pba-14589	pos-es-pba-14589	1	positive	Castro de Petouzal/Castro da Croa	Narón	Narón	ES	-8.17901516416762	43.501629521149226	0.44918185	61	80	145	0.55212104	65	66	-19		croa_top_ring_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	18	holdouts	test_trasancos	wl-pos-pos-es-pba-8706	pos-es-pba-8706	1	positive	Castro de Magalofes	Fene	Magalofes (San Xurxo)	ES	-8.147308718619547	43.45066167519628	0.46393974	59	78	74	0.31152307	91	77	-19		generic_castro_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	19	holdouts	test_trasancos	wl-pos-pos-es-pba-9183	pos-es-pba-9183	1	positive	Castro de Marmancón/Castro de Papoi	Ferrol	Marmancón (San Pedro)	ES	-8.249128691469277	43.539632953340096	0.47226293	58	77	80	0.74308249	47	50	-19		coastal_promontory_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	20	holdouts	test_trasancos	wl-pos-pos-es-pba-24708	pos-es-pba-24708	1	positive	Castro de Poulo	Valdoviño	Valdoviño (Santaia)	ES	-8.142725393719834	43.603889598179116	0.50853211	56	75	73	0.61835268	61	57	-19		generic_castro_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	21	holdouts	test_trasancos	wl-pos-pos-es-pba-24706	pos-es-pba-24706	1	positive	Castro de Lodeiro	Valdoviño	O Sequeiro (Santa María)	ES	-8.170071095103031	43.57590727862178	0.51790409	55	74	100	0.35816790	80	72	-19		generic_castro_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	22	holdouts	test_trasancos	wl-pos-pos-es-pba-20784	pos-es-pba-20784	1	positive	Castro de croas de Ramil	San Sadurniño	Lamas (San Xiao)	ES	-8.042097773882631	43.54078893976058	0.56531740	53	73	141	0.42625805	73	67	-20		croa_top_ring_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	23	holdouts	test_trasancos	wl-pos-pos-es-pba-14336	pos-es-pba-14336	1	positive	O Castro	Narón	Castro (Santa María)	ES	-8.1781798324184	43.544581317028644	0.57357064	52	72	182	0.43088490	72	65	-20		generic_castro_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	24	holdouts	test_trasancos	wl-pos-pos-es-pba-24334	pos-es-pba-24334	1	positive	O Castrillón	Valdoviño	Meirás (San Vicente)	ES	-8.196140240247656	43.57563888498038	0.60664100	50	70	59	0.78358548	42	44	-20		castrel_toponym_hint	low_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_low_rank_positives	25	holdouts	test_trasancos	wl-pos-pos-es-pba-9153	pos-es-pba-9153	1	positive	Castro de Ferrol Vello	Ferrol	Ferrol	ES	-8.242683156451365	43.47962400888347	0.62803931	48	69	60	0.94143722	25	35	-21		generic_castro_hint	mamoa_specialist_positive_review	Known positive ranked low by the main fusion model; inspect as false-negative morphology.
holdout_morphology_rescues	1	holdouts	test_o_val	wl-pos-pos-es-pba-14588	pos-es-pba-14588	1	positive	Castro de Pena Lopesa	Narón	O Val (Santa María A Maior)	ES	-8.22594601477777	43.57701844556937	0.07690272	131	61	46	0.06225647	156	146	70		hilltop_hint	morphology_rescue_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	2	holdouts	test_trasancos	wl-pos-pos-es-pba-14488	pos-es-pba-14488	1	positive	Castro de Ancos	Neda	Santa María de Neda (Santa María)	ES	-8.14047244366622	43.52154202964775	0.20348617	92	25	20	0.44329214	71	83	67		generic_castro_hint	morphology_rescue_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	3	holdouts	test_trasancos	wl-pos-pos-es-pba-24674	pos-es-pba-24674	1	positive	Castro da Punta do Vico	Valdoviño	Valdoviño (Santaia)	ES	-8.147683735016127	43.62230830936563	0.41650056	65	27	22	0.42105042	75	74	38		coastal_promontory_hint	morphology_rescue_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	4	holdouts	test_trasancos	wl-pos-pos-es-pba-14554	pos-es-pba-14554	1	positive	Castro da Pereiruga	Narón	Pedroso (San Salvador)	ES	-8.11927005988558	43.5435880296391	0.80023293	35	13	11	0.94758557	20	29	22		generic_castro_hint	mamoa_specialist_positive_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	5	holdouts	test_trasancos	wl-pos-pos-es-pba-24709	pos-es-pba-24709	1	positive	Castro de Punta Frouxeira	Valdoviño	Valdoviño (Santaia)	ES	-8.148872875517807	43.618480398789906	0.90309521	26	4	4	0.97388893	11	20	22		coastal_promontory_hint	mamoa_specialist_positive_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	6	holdouts	test_trasancos	wl-pos-pos-es-pba-8708	pos-es-pba-8708	1	positive	Castro de Prismos	Fene	Maniños (San Salvador)	ES	-8.181906273273144	43.445376672260515	0.66513973	45	32	27	0.82539091	36	41	13		generic_castro_hint	morphology_rescue_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	7	holdouts	test_trasancos	wl-pos-pos-es-pba-14518	pos-es-pba-14518	1	positive	Castro de Viladonelle	Neda	Viladonelle (Santo André)	ES	-8.119504115401668	43.484762875184245	0.92910283	19	6	6	0.99515525	6	13	13		generic_castro_hint	mamoa_specialist_positive_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	8	holdouts	test_trasancos	wl-pos-pos-es-pba-20782	pos-es-pba-20782	1	positive	Castro Das Croas	San Sadurniño	San Sadurniño (Santa María)	ES	-8.06556223656323	43.54359118222014	0.91959820	22	10	10	0.96782437	15	18	12		croa_top_ring_hint	mamoa_specialist_positive_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	9	holdouts	test_trasancos	wl-pos-pos-es-pba-24712	pos-es-pba-24712	1	positive	Castro de Vilarrube/Os Castros de Ferreirías	Valdoviño	Pantín (Santiago)	ES	-8.08589185535877	43.637237042304854	0.94048097	17	8	8	0.97379357	12	15	9		generic_castro_hint	mamoa_specialist_positive_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	10	holdouts	test_trasancos	wl-pos-pos-es-pba-14519	pos-es-pba-14519	1	positive	Castros	Neda	Santa María de Neda (Santa María)	ES	-8.149740461365019	43.50786201500216	0.95715968	13	5	5	0.97373346	13	11	8		generic_castro_hint	mamoa_specialist_positive_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	11	holdouts	test_trasancos	wl-pos-pos-es-pba-24337	pos-es-pba-24337	1	positive	Os Castros	Valdoviño	Pantín (Santiago)	ES	-8.093620081527554	43.639579102678184	0.13976264	111	103	82	0.26421213	97	103	8		generic_castro_hint	morphology_rescue_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	12	holdouts	test_trasancos	wl-pos-pos-es-pba-8704	pos-es-pba-8704	1	positive	Castro das Pías/Castro de Cardoeiro	Fene	Perlío (Santo Estevo)	ES	-8.171572505093756	43.47427554901182	0.95289257	15	9	9	0.99379223	7	9	6		generic_castro_hint	mamoa_specialist_positive_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	13	holdouts	test_trasancos	wl-pos-pos-es-pba-24707	pos-es-pba-24707	1	positive	Castro de Lousada	Valdoviño	Loira (San Pedro)	ES	-8.08926923552419	43.61891345626826	0.90722935	25	19	16	0.96262376	19	21	6		generic_castro_hint	mamoa_specialist_positive_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	14	holdouts	test_trasancos	wl-pos-pos-es-pba-24710	pos-es-pba-24710	1	positive	Castro de Punta Taraza	Valdoviño	Meirás (San Vicente)	ES	-8.198712287595123	43.60215405961929	0.98361153	8	3	3	0.99968172	2	5	5		coastal_promontory_hint	mamoa_specialist_positive_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	15	holdouts	test_trasancos	wl-pos-pos-es-pba-14552	pos-es-pba-14552	1	positive	Castro da Ermida	Narón	Pedroso (San Salvador)	ES	-8.104051749616847	43.53377786336151	0.69543251	43	40	33	0.83137508	34	37	3		generic_castro_hint	morphology_rescue_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
holdout_morphology_rescues	16	holdouts	test_trasancos	wl-pos-pos-es-pba-14593	pos-es-pba-14593	1	positive	Castro de Trasancos	Narón	Trasancos (San Mateo)	ES	-8.220621570398505	43.54366705275839	0.23859783	88	85	66	0.18853937	109	99	3		generic_castro_hint	morphology_rescue_review	Known positive moved upward by max_safety; inspect morphology archetype missed by the main model.
val_top_weak_negatives	1	val	val	wl-neg-neg-es-pba-31073	neg-es-pba-31073	0	hard_negative	O Castelo/Castelo de Castañoso	A Fonsagrada	Maderne (San Pedro)	ES	-7.135345166845082	43.17117388616058	0.99789230	15	4	4	0.99996338	8	14	11	historic_fortification		weak_negative_review	Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	2	val	val	wl-neg-neg-es-pba-29293	neg-es-pba-29293	0	hard_negative	O Castelo	Chantada	Pedrafita (Santa Baia)	ES	-7.744165519059862	42.66039310678573	0.99665089	18	67	144	0.99897998	32	18	-49	historic_fortification		weak_negative_review	Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	3	val	val	wl-neg-neg-es-pba-31155	neg-es-pba-31155	0	hard_negative	Pena Castelo	A Fonsagrada	A Veiga de Logares (Santa María)	ES	-7.119835761787136	43.21363333525459	0.98988121	53	2	2	0.99891083	33	39	51	historic_fortification		weak_negative_review	Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	4	val	val	wl-neg-neg-es-pba-29823	neg-es-pba-29823	0	hard_negative	Petróglifo do Piornedo	Cervantes	Donís (San Fiz)	ES	-6.875323294454912	42.85556027213712	0.98024324	87	158	232	0.99808730	39	59	-71	rock_art_surface		weak_negative_review	Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	5	val	val	wl-neg-neg-es-pba-29683	neg-es-pba-29683	0	hard_negative	Minas do Calangrón	Cervantes	Cereixedo (Santiago)	ES	-6.918005473170026	42.79665769748439	0.98000023	88	43	42	0.99853604	37	57	45	mining_or_quarry		weak_negative_review	Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	6	val	val	wl-neg-neg-es-pba-43202	neg-es-pba-43202	0	hard_negative	O Castelo	O Vicedo	San Román de Vale (San Román)	ES	-7.649716659791161	43.73979523101907	0.97367955	100	176	199	0.99412556	64	71	-76	historic_fortification		weak_negative_review	Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	7	val	val	wl-neg-neg-es-pba-61897	neg-es-pba-61897	0	hard_negative	Petróglifo do Monte Castelo	Cambados	Castrelo (Santa Cruz)	ES	-8.81471825153696	42.47067040256831	0.96992597	111	192	215	0.91286095	214	161	-81	rock_art_surface		weak_negative_review	Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	8	val	val	wl-neg-neg-es-pba-29932	neg-es-pba-29932	0	hard_negative	A Mina	Cervantes	Vilarello (Santa María)	ES	-6.992004205562121	42.753159689133554	0.96388694	122	95	80	0.99071901	86	91	27	mining_or_quarry		weak_negative_review	Weak-label negative ranked high on validation; inspect before treating it as true absence.
