blend	dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	fusion_probability	fusion_logit_z	archetype_score	archetype_z	blend_score	rank_desc_in_dataset
fusion_only	holdouts	wl-tile-v1-02605	wl-neg-neg-es-pba-9912	neg-es-pba-9912	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 07	Ferrol	Doniños (San Román)		megalithic_mound	0.14620645	-0.54517330	-0.64454883	-1.14056677	-0.54517330	157
fusion_only	holdouts	wl-tile-v1-02606	wl-neg-neg-es-pba-9913	neg-es-pba-9913	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 08	Ferrol	Doniños (San Román)		megalithic_mound	0.18936101	-0.25824873	-0.32614011	-0.70298462	-0.25824873	128
fusion_only	holdouts	wl-tile-v1-02607	wl-neg-neg-es-pba-9914	neg-es-pba-9914	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 09	Ferrol	Doniños (San Román)		megalithic_mound	0.18302310	-0.29690328	-0.07992883	-0.36462183	-0.29690328	135
fusion_only	holdouts	wl-tile-v1-02608	wl-neg-neg-es-pba-9939	neg-es-pba-9939	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 10	Ferrol	Doniños (San Román)		megalithic_mound	0.27859349	0.20629625	0.37860032	0.26552476	0.20629625	88
fusion_only	holdouts	wl-tile-v1-02609	wl-neg-neg-es-pba-9940	neg-es-pba-9940	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 11	Ferrol	Doniños (San Román)		megalithic_mound	0.11736634	-0.77890684	-0.28495837	-0.64638945	-0.77890684	169
fusion_only	holdouts	wl-tile-v1-02610	wl-neg-neg-es-pba-9941	neg-es-pba-9941	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 12	Ferrol	Doniños (San Román)		megalithic_mound	0.12686092	-0.69702851	0.02969795	-0.21396414	-0.69702851	165
fusion_only	holdouts	wl-tile-v1-02611	wl-neg-neg-es-pba-9942	neg-es-pba-9942	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 13	Ferrol	Doniños (San Román)		megalithic_mound	0.16300362	-0.42631769	0.00076712	-0.25372315	-0.42631769	145
fusion_only	holdouts	wl-tile-v1-02653	wl-neg-neg-es-pba-20407	neg-es-pba-20407	0	hard_negative	test_trasancos	ES	Mámoa de Campo da Cruz 2	San Sadurniño	Igrexafeita (Santa María)		megalithic_mound	0.22514894	-0.05656318	-0.47161516	-0.90290780	-0.05656318	109
fusion_only	holdouts	wl-tile-v1-02612	wl-neg-neg-es-pba-9943	neg-es-pba-9943	0	hard_negative	test_trasancos	ES	Mámoa de Catabois	Ferrol	Serantes (San Salvador)		megalithic_mound	0.21321237	-0.12102691	0.11651443	-0.09465415	-0.12102691	116
fusion_only	holdouts	wl-tile-v1-02662	wl-neg-neg-es-pba-24842	neg-es-pba-24842	0	hard_negative	test_trasancos	ES	Mámoa de Coto da Fraga 1	Valdoviño	Pantín (Santiago)		megalithic_mound	0.19268360	-0.23838010	0.19514408	0.01340486	-0.23838010	127
fusion_only	holdouts	wl-tile-v1-02663	wl-neg-neg-es-pba-24843	neg-es-pba-24843	0	hard_negative	test_trasancos	ES	Mámoa de Coto da Fraga 2	Valdoviño	Pantín (Santiago)		megalithic_mound	0.44129649	0.86750901	1.09686771	1.25262395	0.86750901	56
fusion_only	holdouts	wl-tile-v1-02613	wl-neg-neg-es-pba-9944	neg-es-pba-9944	0	hard_negative	test_trasancos	ES	Mámoa de Espadanido 1	Ferrol	Marmancón (San Pedro)		megalithic_mound	0.12302721	-0.72943266	-0.31945629	-0.69379919	-0.72943266	167
fusion_only	holdouts	wl-tile-v1-02614	wl-neg-neg-es-pba-9945	neg-es-pba-9945	0	hard_negative	test_trasancos	ES	Mámoa de Espadanido 2	Ferrol	Marmancón (San Pedro)		megalithic_mound	0.08804083	-1.07477841	-0.21287027	-0.54732035	-1.07477841	186
fusion_only	holdouts	wl-tile-v1-02615	wl-neg-neg-es-pba-9946	neg-es-pba-9946	0	hard_negative	test_trasancos	ES	Mámoa de Ferreiros	Ferrol	Brión (Santa María)		megalithic_mound	0.10411062	-0.90342740	-0.36546719	-0.75703096	-0.90342740	178
fusion_only	holdouts	wl-tile-v1-02616	wl-neg-neg-es-pba-9947	neg-es-pba-9947	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 1	Ferrol	Leixa (San Pedro)		megalithic_mound	0.32482753	0.40938313	-0.40945983	-0.81748909	0.40938313	77
fusion_only	holdouts	wl-tile-v1-02617	wl-neg-neg-es-pba-9974	neg-es-pba-9974	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 2	Ferrol	Leixa (San Pedro)		megalithic_mound	0.37433017	0.61081955	-0.22039315	-0.55765888	0.61081955	67
fusion_only	holdouts	wl-tile-v1-02627	wl-neg-neg-es-pba-14222	neg-es-pba-14222	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 3/Mámoa de Trasancos	Narón	Trasancos (San Mateo)		megalithic_mound	0.37254851	0.60378324	0.21266316	0.03748095	0.60378324	68
fusion_only	holdouts	wl-tile-v1-02664	wl-neg-neg-es-pba-24844	neg-es-pba-24844	0	hard_negative	test_trasancos	ES	Mámoa de Liñeiro	Valdoviño	Vilarrube (San Martiño)		megalithic_mound	0.27462991	0.18799191	0.34711252	0.22225177	0.18799191	91
fusion_only	holdouts	wl-tile-v1-02665	wl-neg-neg-es-pba-24845	neg-es-pba-24845	0	hard_negative	test_trasancos	ES	Mámoa de Loira	Valdoviño	Loira (San Pedro)		megalithic_mound	0.35506574	0.53397344	0.46883634	0.38953416	0.53397344	74
fusion_only	holdouts	wl-tile-v1-02654	wl-neg-neg-es-pba-20408	neg-es-pba-20408	0	hard_negative	test_trasancos	ES	Mámoa de Moimentos 1	San Sadurniño	Santa Mariña do Monte (Santa Mariña)		megalithic_mound	0.19855168	-0.20391694	-0.58025835	-1.05221376	-0.20391694	125
fusion_only	holdouts	wl-tile-v1-02655	wl-neg-neg-es-pba-20409	neg-es-pba-20409	0	hard_negative	test_trasancos	ES	Mámoa de Moimentos 2	San Sadurniño	Santa Mariña do Monte (Santa Mariña)		megalithic_mound	0.25150041	0.07768758	-0.77296238	-1.31704270	0.07768758	98
fusion_only	holdouts	wl-tile-v1-02618	wl-neg-neg-es-pba-9975	neg-es-pba-9975	0	hard_negative	test_trasancos	ES	Mámoa de Monteventoso	Ferrol	Doniños (San Román)		megalithic_mound	0.09756881	-0.97011873	0.27481283	0.12289188	-0.97011873	181
fusion_only	holdouts	wl-tile-v1-02619	wl-neg-neg-es-pba-9976	neg-es-pba-9976	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 1	Ferrol	Doniños (San Román)		megalithic_mound	0.17429346	-0.35188571	-0.13994755	-0.44710425	-0.35188571	137
fusion_only	holdouts	wl-tile-v1-02620	wl-neg-neg-es-pba-9977	neg-es-pba-9977	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 2	Ferrol	Doniños (San Román)		megalithic_mound	0.25536399	0.09655743	0.19223907	0.00941257	0.09655743	97
fusion_only	holdouts	wl-tile-v1-02621	wl-neg-neg-es-pba-9978	neg-es-pba-9978	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 3	Ferrol	Doniños (San Román)		megalithic_mound	0.07748949	-1.20337320	-0.77098442	-1.31432444	-1.20337320	193
fusion_only	holdouts	wl-tile-v1-02622	wl-neg-neg-es-pba-9979	neg-es-pba-9979	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 4	Ferrol	Doniños (San Román)		megalithic_mound	0.06323920	-1.40532519	-0.73194571	-1.26067439	-1.40532519	198
fusion_only	holdouts	wl-tile-v1-02623	wl-neg-neg-es-pba-9980	neg-es-pba-9980	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 5	Ferrol	Doniños (San Román)		megalithic_mound	0.28664222	0.24298244	0.70878018	0.71928373	0.24298244	87
fusion_only	holdouts	wl-tile-v1-02624	wl-neg-neg-es-pba-9981	neg-es-pba-9981	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 6	Ferrol	Doniños (San Román)		megalithic_mound	0.38321919	0.64572891	0.95456870	1.05706553	0.64572891	64
fusion_only	holdouts	wl-tile-v1-02628	wl-neg-neg-es-pba-14223	neg-es-pba-14223	0	hard_negative	test_trasancos	ES	Mámoa de Muíño do Vento	Narón	Trasancos (San Mateo)		megalithic_mound	0.55826249	1.30183426	0.30020666	0.15779007	1.30183426	44
fusion_only	holdouts	wl-tile-v1-02656	wl-neg-neg-es-pba-20435	neg-es-pba-20435	0	hard_negative	test_trasancos	ES	Mámoa de Pena Escrita	San Sadurniño	Lamas (San Xiao)		megalithic_mound	0.36044579	0.55561101	-0.26788710	-0.62292878	0.55561101	69
fusion_only	holdouts	wl-tile-v1-02666	wl-neg-neg-es-pba-24846	neg-es-pba-24846	0	hard_negative	test_trasancos	ES	Mámoa de Pena Moura	Valdoviño	Vilarrube (San Martiño)		megalithic_mound	0.42819688	0.81824735	1.32989463	1.57286776	0.81824735	58
fusion_only	holdouts	wl-tile-v1-02667	wl-neg-neg-es-pba-24847	neg-es-pba-24847	0	hard_negative	test_trasancos	ES	Mámoa de Portonovo 1	Valdoviño	Valdoviño (Santaia)		megalithic_mound	0.13105061	-0.66255882	-0.34088743	-0.72325154	-0.66255882	163
fusion_only	holdouts	wl-tile-v1-02668	wl-neg-neg-es-pba-24848	neg-es-pba-24848	0	hard_negative	test_trasancos	ES	Mámoa de Portonovo 2	Valdoviño	Valdoviño (Santaia)		megalithic_mound	0.14866080	-0.52712969	-0.76544058	-1.30670566	-0.52712969	154
fusion_only	holdouts	wl-tile-v1-02669	wl-neg-neg-es-pba-24849	neg-es-pba-24849	0	hard_negative	test_trasancos	ES	Mámoa de Rioboo 1/Mámoa de Canteiros 1	Valdoviño	Meirás (San Vicente)		megalithic_mound	0.57929205	1.38107702	0.08218570	-0.14183137	1.38107702	37
fusion_only	holdouts	wl-tile-v1-02670	wl-neg-neg-es-pba-24850	neg-es-pba-24850	0	hard_negative	test_trasancos	ES	Mámoa de Rioboo 2/Mámoa de Canteiros 2/M moas do Val	Valdoviño	Meirás (San Vicente)		megalithic_mound	0.32378712	0.40499579	-0.81021740	-1.36824146	0.40499579	78
fusion_only	holdouts	wl-tile-v1-02629	wl-neg-neg-es-pba-14224	neg-es-pba-14224	0	hard_negative	test_trasancos	ES	Mámoa de Sequeiro	Narón	San Xiao de Narón (San Xiao)		megalithic_mound	0.23661783	0.00312798	-0.44162591	-0.86169423	0.00312798	102
fusion_only	holdouts	wl-tile-v1-02630	wl-neg-neg-es-pba-14225	neg-es-pba-14225	0	hard_negative	test_trasancos	ES	Mámoa de Vespasante/Arca de Vespasante	Narón	Trasancos (San Mateo)		megalithic_mound	0.26515977	0.14357855	0.26645077	0.11140009	0.14357855	95
fusion_only	holdouts	wl-tile-v1-02631	wl-neg-neg-es-pba-14226	neg-es-pba-14226	0	hard_negative	test_trasancos	ES	Mámoa do Calvario	Narón	Trasancos (San Mateo)		megalithic_mound	0.28948585	0.25579538	-0.31078665	-0.68188469	0.25579538	86
fusion_only	holdouts	wl-tile-v1-02657	wl-neg-neg-es-pba-20436	neg-es-pba-20436	0	hard_negative	test_trasancos	ES	Mámoa do Campo da Cruz 1	San Sadurniño	Igrexafeita (Santa María)		megalithic_mound	0.21525890	-0.10979277	-0.44652124	-0.86842177	-0.10979277	115
fusion_only	holdouts	wl-tile-v1-02648	wl-neg-neg-es-pba-14636	neg-es-pba-14636	0	hard_negative	test_trasancos	ES	Mámoa do Inglés	Neda	Viladonelle (Santo André)		megalithic_mound	0.09021007	-1.05008564	-0.02531174	-0.28956276	-1.05008564	184
fusion_only	holdouts	wl-tile-v1-02649	wl-neg-neg-es-pba-14637	neg-es-pba-14637	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón	Neda	Santa María de Neda (Santa María)		megalithic_mound	0.26989204	0.16589490	0.04190878	-0.19718307	0.16589490	92
fusion_only	holdouts	wl-tile-v1-02548	wl-neg-neg-es-pba-9173	neg-es-pba-9173	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.04243938	-1.79418021	0.13060892	-0.07528440	-1.79418021	204
fusion_only	holdouts	wl-tile-v1-02549	wl-neg-neg-es-pba-9201	neg-es-pba-9201	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.22757028	-0.04378632	0.21430067	0.03973134	-0.04378632	107
fusion_only	holdouts	wl-tile-v1-02550	wl-neg-neg-es-pba-9202	neg-es-pba-9202	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.23072579	-0.02727846	0.91517843	1.00293234	-0.02727846	105
fusion_only	holdouts	wl-tile-v1-02551	wl-neg-neg-es-pba-9203	neg-es-pba-9203	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.08724331	-1.08399498	0.01325728	-0.23655820	-1.08399498	187
fusion_only	holdouts	wl-tile-v1-02552	wl-neg-neg-es-pba-9204	neg-es-pba-9204	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.07903398	-1.18358784	-0.18951695	-0.51522639	-1.18358784	191
fusion_only	holdouts	wl-tile-v1-02553	wl-neg-neg-es-pba-9205	neg-es-pba-9205	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.11174126	-0.83016198	-0.25696506	-0.60791886	-0.83016198	173
fusion_only	holdouts	wl-tile-v1-02554	wl-neg-neg-es-pba-9206	neg-es-pba-9206	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón II-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.09310245	-1.01798019	0.60808916	0.58090626	-1.01798019	182
fusion_only	holdouts	wl-tile-v1-02555	wl-neg-neg-es-pba-9207	neg-es-pba-9207	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.21859341	-0.09165320	0.85097055	0.91469285	-0.09165320	113
fusion_only	holdouts	wl-tile-v1-02556	wl-neg-neg-es-pba-9208	neg-es-pba-9208	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.15231517	-0.50071397	0.51723335	0.45604511	-0.50071397	151
fusion_only	holdouts	wl-tile-v1-02536	wl-neg-neg-es-pba-8678	neg-es-pba-8678	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.11683967	-0.78361406	0.31291132	0.17524981	-0.78361406	170
fusion_only	holdouts	wl-tile-v1-02537	wl-neg-neg-es-pba-8679	neg-es-pba-8679	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.14625448	-0.54481780	0.69807549	0.70457251	-0.54481780	156
fusion_only	holdouts	wl-tile-v1-02538	wl-neg-neg-es-pba-8680	neg-es-pba-8680	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.27628941	0.19567544	0.22140497	0.04949463	0.19567544	89
fusion_only	holdouts	wl-tile-v1-02539	wl-neg-neg-es-pba-8681	neg-es-pba-8681	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.29043520	0.26005634	0.21449799	0.04000252	0.26005634	85
fusion_only	holdouts	wl-tile-v1-02540	wl-neg-neg-es-pba-8682	neg-es-pba-8682	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.63027339	1.57838541	1.00272124	1.12324051	1.57838541	34
fusion_only	holdouts	wl-tile-v1-02541	wl-neg-neg-es-pba-8683	neg-es-pba-8683	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.24183828	0.02963481	-0.24090336	-0.58584561	0.02963481	99
fusion_only	holdouts	wl-tile-v1-02542	wl-neg-neg-es-pba-8684	neg-es-pba-8684	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.23539714	-0.00312798	-0.14041045	-0.44774040	-0.00312798	103
fusion_only	holdouts	wl-tile-v1-02543	wl-neg-neg-es-pba-8685	neg-es-pba-8685	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.12527799	-0.71030498	-0.51966083	-0.96893592	-0.71030498	166
fusion_only	holdouts	wl-tile-v1-02544	wl-neg-neg-es-pba-8713	neg-es-pba-8713	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.23824621	0.01143877	0.48990697	0.41849106	0.01143877	100
fusion_only	holdouts	wl-tile-v1-02545	wl-neg-neg-es-pba-8714	neg-es-pba-8714	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.08031460	-1.16744901	0.28984856	0.14355516	-1.16744901	190
fusion_only	holdouts	wl-tile-v1-02658	wl-neg-neg-es-pba-24330	neg-es-pba-24330	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 1	Valdoviño	Valdoviño (Santaia)		megalithic_mound	0.04789756	-1.67709712	-0.68758141	-1.19970550	-1.67709712	203
fusion_only	holdouts	wl-tile-v1-02659	wl-neg-neg-es-pba-24331	neg-es-pba-24331	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 2	Valdoviño	Valdoviño (Santaia)		megalithic_mound	0.29733955	0.29080216	0.26735030	0.11263629	0.29080216	82
fusion_only	holdouts	wl-tile-v1-02660	wl-neg-neg-es-pba-24332	neg-es-pba-24332	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 3	Valdoviño	Valdoviño (Santaia)		megalithic_mound	0.45368295	0.91380573	0.69701750	0.70311854	0.91380573	55
fusion_only	holdouts	wl-tile-v1-02632	wl-neg-neg-es-pba-14255	neg-es-pba-14255	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 01	Narón	Sedes (Santo Estevo)		megalithic_mound	0.22496837	-0.05751990	-0.32079644	-0.69564093	-0.05751990	110
fusion_only	holdouts	wl-tile-v1-02633	wl-neg-neg-es-pba-14256	neg-es-pba-14256	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 02	Narón	Sedes (Santo Estevo)		megalithic_mound	0.18322418	-0.29566113	-0.55340258	-1.01530647	-0.29566113	134
fusion_only	holdouts	wl-tile-v1-02634	wl-neg-neg-es-pba-14257	neg-es-pba-14257	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 03	Narón	Sedes (Santo Estevo)		megalithic_mound	0.15584656	-0.47567669	-0.70615538	-1.22523130	-0.47567669	150
fusion_only	holdouts	wl-tile-v1-02635	wl-neg-neg-es-pba-14258	neg-es-pba-14258	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 04	Narón	Sedes (Santo Estevo)		megalithic_mound	0.07322388	-1.25995744	-0.69700777	-1.21265994	-1.25995744	196
fusion_only	holdouts	wl-tile-v1-02636	wl-neg-neg-es-pba-14259	neg-es-pba-14259	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 05	Narón	Sedes (Santo Estevo)		megalithic_mound	0.57631836	1.36981267	0.62204549	0.60008614	1.36981267	38
fusion_only	holdouts	wl-tile-v1-02637	wl-neg-neg-es-pba-14260	neg-es-pba-14260	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 06	Narón	Sedes (Santo Estevo)		megalithic_mound	0.15737274	-0.46499931	0.10648942	-0.10843130	-0.46499931	148
fusion_only	holdouts	wl-tile-v1-02638	wl-neg-neg-es-pba-14261	neg-es-pba-14261	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 07	Narón	Sedes (Santo Estevo)		megalithic_mound	0.17282728	-0.36133134	1.81894878	2.24496419	-0.36133134	139
fusion_only	holdouts	wl-tile-v1-02639	wl-neg-neg-es-pba-14262	neg-es-pba-14262	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 08	Narón	Sedes (Santo Estevo)		megalithic_mound	0.20879902	-0.14552409	-0.23615593	-0.57932132	-0.14552409	121
fusion_only	holdouts	wl-tile-v1-02640	wl-neg-neg-es-pba-14291	neg-es-pba-14291	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 09	Narón	Sedes (Santo Estevo)		megalithic_mound	0.15845571	-0.45747367	0.38161163	0.26966314	-0.45747367	146
fusion_only	holdouts	wl-tile-v1-02641	wl-neg-neg-es-pba-14292	neg-es-pba-14292	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 10	Narón	Sedes (Santo Estevo)		megalithic_mound	0.18924427	-0.25895166	-0.18400279	-0.50764840	-0.25895166	130
fusion_only	holdouts	wl-tile-v1-02642	wl-neg-neg-es-pba-14293	neg-es-pba-14293	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 11	Narón	Sedes (Santo Estevo)		megalithic_mound	0.15613268	-0.47366848	-0.52106661	-0.97086785	-0.47366848	149
fusion_only	holdouts	wl-tile-v1-02643	wl-neg-neg-es-pba-14294	neg-es-pba-14294	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 12	Narón	Sedes (Santo Estevo)		megalithic_mound	0.22442308	-0.06041233	-0.55996625	-1.02432677	-0.06041233	111
fusion_only	holdouts	wl-tile-v1-02644	wl-neg-neg-es-pba-14295	neg-es-pba-14295	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 13	Narón	Sedes (Santo Estevo)		megalithic_mound	0.20448959	-0.16981501	-0.57476436	-1.04466349	-0.16981501	122
fusion_only	holdouts	wl-tile-v1-02645	wl-neg-neg-es-pba-14296	neg-es-pba-14296	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 14	Narón	Sedes (Santo Estevo)		megalithic_mound	0.07572481	-1.22642638	-0.89372165	-1.48299953	-1.22642638	195
fusion_only	holdouts	wl-tile-v1-02646	wl-neg-neg-es-pba-14297	neg-es-pba-14297	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 15	Narón	Sedes (Santo Estevo)		megalithic_mound	0.11226827	-0.82526561	-0.71028292	-1.23090369	-0.82526561	171
fusion_only	holdouts	wl-tile-v1-02647	wl-neg-neg-es-pba-14298	neg-es-pba-14298	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 16	Narón	Sedes (Santo Estevo)		megalithic_mound	0.27584657	0.19362788	-0.49920408	-0.94082265	0.19362788	90
fusion_only	holdouts	wl-tile-v1-02625	wl-neg-neg-es-pba-9982	neg-es-pba-9982	0	hard_negative	test_trasancos	ES	Mámoa do Pico de Ouro	Ferrol	Mandiá (Santa Uxía)		megalithic_mound	0.16482898	-0.41400981	1.01453334	1.13947362	-0.41400981	143
fusion_only	holdouts	wl-tile-v1-02546	wl-neg-neg-es-pba-8715	neg-es-pba-8715	0	hard_negative	test_trasancos	ES	Mámoa do Rego da Moa	Fene	Barallobre (Santiago)		megalithic_mound	0.61573051	1.52116303	1.76619070	2.17245992	1.52116303	35
fusion_only	holdouts	wl-tile-v1-02626	wl-neg-neg-es-pba-9983	neg-es-pba-9983	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-1	Ferrol	Doniños (San Román)		megalithic_mound	0.36018193	0.55455315	1.27085094	1.49172530	0.55455315	70
fusion_only	holdouts	wl-tile-v1-02557	wl-neg-neg-es-pba-10008	neg-es-pba-10008	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-10	Ferrol	Brión (Santa María)		megalithic_mound	0.32286611	0.40110580	0.57544912	0.53604977	0.40110580	79
fusion_only	holdouts	wl-tile-v1-02558	wl-neg-neg-es-pba-10009	neg-es-pba-10009	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-2	Ferrol	Brión (Santa María)		megalithic_mound	0.18693988	-0.27289562	0.48556177	0.41251955	-0.27289562	131
