blend	dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	fusion_probability	fusion_logit_z	archetype_score	archetype_z	blend_score	rank_desc_in_dataset
fusion_only	holdouts	wl-tile-v1-02614	wl-neg-neg-es-pba-9945	neg-es-pba-9945	0	hard_negative	test_trasancos	ES	Mámoa de Espadanido 2	Ferrol	Marmancón (San Pedro)		megalithic_mound	0.04774143	-0.58075913	0.17177640	-0.40456424	-0.58075913	153
fusion_only	holdouts	wl-tile-v1-02615	wl-neg-neg-es-pba-9946	neg-es-pba-9946	0	hard_negative	test_trasancos	ES	Mámoa de Ferreiros	Ferrol	Brión (Santa María)		megalithic_mound	0.04731684	-0.58495854	-0.02347597	-0.64149201	-0.58495854	154
fusion_only	holdouts	wl-tile-v1-02616	wl-neg-neg-es-pba-9947	neg-es-pba-9947	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 1	Ferrol	Leixa (San Pedro)		megalithic_mound	0.04502369	-0.60827764	-0.26484929	-0.93438496	-0.60827764	156
fusion_only	holdouts	wl-tile-v1-02617	wl-neg-neg-es-pba-9974	neg-es-pba-9974	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 2	Ferrol	Leixa (San Pedro)		megalithic_mound	0.11982674	-0.13348092	-0.06517038	-0.69208583	-0.13348092	115
fusion_only	holdouts	wl-tile-v1-02627	wl-neg-neg-es-pba-14222	neg-es-pba-14222	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 3/Mámoa de Trasancos	Narón	Trasancos (San Mateo)		megalithic_mound	0.01706781	-1.05550349	0.43217219	-0.08858859	-1.05550349	191
fusion_only	holdouts	wl-tile-v1-02664	wl-neg-neg-es-pba-24844	neg-es-pba-24844	0	hard_negative	test_trasancos	ES	Mámoa de Liñeiro	Valdoviño	Vilarrube (San Martiño)		megalithic_mound	0.02630263	-0.85764009	0.57300692	0.08230643	-0.85764009	181
fusion_only	holdouts	wl-tile-v1-02665	wl-neg-neg-es-pba-24845	neg-es-pba-24845	0	hard_negative	test_trasancos	ES	Mámoa de Loira	Valdoviño	Loira (San Pedro)		megalithic_mound	0.10113756	-0.21880995	0.71683937	0.25683903	-0.21880995	121
fusion_only	holdouts	wl-tile-v1-02654	wl-neg-neg-es-pba-20408	neg-es-pba-20408	0	hard_negative	test_trasancos	ES	Mámoa de Moimentos 1	San Sadurniño	Santa Mariña do Monte (Santa Mariña)		megalithic_mound	0.02288784	-0.92147195	-0.48311038	-1.19923252	-0.92147195	184
fusion_only	holdouts	wl-tile-v1-02655	wl-neg-neg-es-pba-20409	neg-es-pba-20409	0	hard_negative	test_trasancos	ES	Mámoa de Moimentos 2	San Sadurniño	Santa Mariña do Monte (Santa Mariña)		megalithic_mound	0.05776281	-0.49070704	-0.57133832	-1.30629217	-0.49070704	144
fusion_only	holdouts	wl-tile-v1-02618	wl-neg-neg-es-pba-9975	neg-es-pba-9975	0	hard_negative	test_trasancos	ES	Mámoa de Monteventoso	Ferrol	Doniños (San Román)		megalithic_mound	0.10194337	-0.21485515	0.60939406	0.12646018	-0.21485515	119
fusion_only	holdouts	wl-tile-v1-02619	wl-neg-neg-es-pba-9976	neg-es-pba-9976	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 1	Ferrol	Doniños (San Román)		megalithic_mound	0.16169879	0.02252555	0.26784065	-0.28799567	0.02252555	101
fusion_only	holdouts	wl-tile-v1-02620	wl-neg-neg-es-pba-9977	neg-es-pba-9977	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 2	Ferrol	Doniños (San Román)		megalithic_mound	0.34483093	0.47196993	0.66840123	0.19806207	0.47196993	74
fusion_only	holdouts	wl-tile-v1-02621	wl-neg-neg-es-pba-9978	neg-es-pba-9978	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 3	Ferrol	Doniños (San Román)		megalithic_mound	0.01371736	-1.15487296	-0.56731078	-1.30140497	-1.15487296	198
fusion_only	holdouts	wl-tile-v1-02622	wl-neg-neg-es-pba-9979	neg-es-pba-9979	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 4	Ferrol	Doniños (San Román)		megalithic_mound	0.01601089	-1.08460660	-0.55338132	-1.28450236	-1.08460660	192
fusion_only	holdouts	wl-tile-v1-02623	wl-neg-neg-es-pba-9980	neg-es-pba-9980	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 5	Ferrol	Doniños (San Román)		megalithic_mound	0.37606487	0.53266324	1.63272888	1.36821944	0.53266324	70
fusion_only	holdouts	wl-tile-v1-02624	wl-neg-neg-es-pba-9981	neg-es-pba-9981	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 6	Ferrol	Doniños (San Román)		megalithic_mound	0.35605512	0.49404874	1.92262570	1.71999293	0.49404874	73
fusion_only	holdouts	wl-tile-v1-02628	wl-neg-neg-es-pba-14223	neg-es-pba-14223	0	hard_negative	test_trasancos	ES	Mámoa de Muíño do Vento	Narón	Trasancos (San Mateo)		megalithic_mound	0.59412460	0.92995669	0.50998099	0.00582801	0.92995669	51
fusion_only	holdouts	wl-tile-v1-02656	wl-neg-neg-es-pba-20435	neg-es-pba-20435	0	hard_negative	test_trasancos	ES	Mámoa de Pena Escrita	San Sadurniño	Lamas (San Xiao)		megalithic_mound	0.22720911	0.21125063	-0.14196755	-0.78527488	0.21125063	89
fusion_only	holdouts	wl-tile-v1-02666	wl-neg-neg-es-pba-24846	neg-es-pba-24846	0	hard_negative	test_trasancos	ES	Mámoa de Pena Moura	Valdoviño	Vilarrube (San Martiño)		megalithic_mound	0.62108496	0.98060209	2.07846748	1.90909817	0.98060209	49
fusion_only	holdouts	wl-tile-v1-02667	wl-neg-neg-es-pba-24847	neg-es-pba-24847	0	hard_negative	test_trasancos	ES	Mámoa de Portonovo 1	Valdoviño	Valdoviño (Santaia)		megalithic_mound	0.01377984	-1.15280985	-0.18810563	-0.84126085	-1.15280985	197
fusion_only	holdouts	wl-tile-v1-02668	wl-neg-neg-es-pba-24848	neg-es-pba-24848	0	hard_negative	test_trasancos	ES	Mámoa de Portonovo 2	Valdoviño	Valdoviño (Santaia)		megalithic_mound	0.01023283	-1.28766763	-0.69400479	-1.45514103	-1.28766763	201
fusion_only	holdouts	wl-tile-v1-02669	wl-neg-neg-es-pba-24849	neg-es-pba-24849	0	hard_negative	test_trasancos	ES	Mámoa de Rioboo 1/Mámoa de Canteiros 1	Valdoviño	Meirás (San Vicente)		megalithic_mound	0.72445067	1.19215601	0.30213643	-0.24637967	1.19215601	41
fusion_only	holdouts	wl-tile-v1-02670	wl-neg-neg-es-pba-24850	neg-es-pba-24850	0	hard_negative	test_trasancos	ES	Mámoa de Rioboo 2/Mámoa de Canteiros 2/M moas do Val	Valdoviño	Meirás (San Vicente)		megalithic_mound	0.19176458	0.11523371	-0.65288556	-1.40524516	0.11523371	93
fusion_only	holdouts	wl-tile-v1-02629	wl-neg-neg-es-pba-14224	neg-es-pba-14224	0	hard_negative	test_trasancos	ES	Mámoa de Sequeiro	Narón	San Xiao de Narón (San Xiao)		megalithic_mound	0.06483651	-0.43560824	-0.19546584	-0.85019205	-0.43560824	137
fusion_only	holdouts	wl-tile-v1-02630	wl-neg-neg-es-pba-14225	neg-es-pba-14225	0	hard_negative	test_trasancos	ES	Mámoa de Vespasante/Arca de Vespasante	Narón	Trasancos (San Mateo)		megalithic_mound	0.08632294	-0.29704534	0.48866591	-0.02003664	-0.29704534	128
fusion_only	holdouts	wl-tile-v1-02631	wl-neg-neg-es-pba-14226	neg-es-pba-14226	0	hard_negative	test_trasancos	ES	Mámoa do Calvario	Narón	Trasancos (San Mateo)		megalithic_mound	0.10440941	-0.20292190	-0.15370668	-0.79951966	-0.20292190	118
fusion_only	holdouts	wl-tile-v1-02657	wl-neg-neg-es-pba-20436	neg-es-pba-20436	0	hard_negative	test_trasancos	ES	Mámoa do Campo da Cruz 1	San Sadurniño	Igrexafeita (Santa María)		megalithic_mound	0.07652625	-0.35575624	-0.24736016	-0.91316289	-0.35575624	132
fusion_only	holdouts	wl-tile-v1-02648	wl-neg-neg-es-pba-14636	neg-es-pba-14636	0	hard_negative	test_trasancos	ES	Mámoa do Inglés	Neda	Viladonelle (Santo André)		megalithic_mound	0.04790231	-0.57917721	0.41333123	-0.11145104	-0.57917721	152
fusion_only	holdouts	wl-tile-v1-02649	wl-neg-neg-es-pba-14637	neg-es-pba-14637	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón	Neda	Santa María de Neda (Santa María)		megalithic_mound	0.04064545	-0.65613051	0.54852058	0.05259364	-0.65613051	161
fusion_only	holdouts	wl-tile-v1-02548	wl-neg-neg-es-pba-9173	neg-es-pba-9173	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.13285052	-0.08060930	0.73271638	0.27610488	-0.08060930	113
fusion_only	holdouts	wl-tile-v1-02549	wl-neg-neg-es-pba-9201	neg-es-pba-9201	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.05846324	-0.48497744	0.41225512	-0.11275684	-0.48497744	143
fusion_only	holdouts	wl-tile-v1-02550	wl-neg-neg-es-pba-9202	neg-es-pba-9202	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.38702555	0.55346183	2.01500843	1.83209418	0.55346183	69
fusion_only	holdouts	wl-tile-v1-02551	wl-neg-neg-es-pba-9203	neg-es-pba-9203	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.14952551	-0.01897347	0.53571495	0.03705473	-0.01897347	106
fusion_only	holdouts	wl-tile-v1-02552	wl-neg-neg-es-pba-9204	neg-es-pba-9204	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.15533113	0.00114888	0.34393555	-0.19565879	0.00114888	102
fusion_only	holdouts	wl-tile-v1-02553	wl-neg-neg-es-pba-9205	neg-es-pba-9205	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.18780603	0.10370677	0.28182574	-0.27102555	0.10370677	94
fusion_only	holdouts	wl-tile-v1-02554	wl-neg-neg-es-pba-9206	neg-es-pba-9206	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón II-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.16294993	0.02664535	1.51069073	1.22013301	0.02664535	100
fusion_only	holdouts	wl-tile-v1-02555	wl-neg-neg-es-pba-9207	neg-es-pba-9207	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.34295228	0.46824192	1.88754870	1.67742897	0.46824192	75
fusion_only	holdouts	wl-tile-v1-02556	wl-neg-neg-es-pba-9208	neg-es-pba-9208	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.42516090	0.62429904	1.37501038	1.05549254	0.62429904	63
fusion_only	holdouts	wl-tile-v1-02536	wl-neg-neg-es-pba-8678	neg-es-pba-8678	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.36177659	0.50518230	1.09228032	0.71241551	0.50518230	72
fusion_only	holdouts	wl-tile-v1-02537	wl-neg-neg-es-pba-8679	neg-es-pba-8679	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.33707617	0.45651743	1.67538589	1.41998133	0.45651743	77
fusion_only	holdouts	wl-tile-v1-02538	wl-neg-neg-es-pba-8680	neg-es-pba-8680	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.29416108	0.36745789	0.76548314	0.31586550	0.36745789	84
fusion_only	holdouts	wl-tile-v1-02539	wl-neg-neg-es-pba-8681	neg-es-pba-8681	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.42286098	0.62008257	0.78811527	0.34332832	0.62008257	64
fusion_only	holdouts	wl-tile-v1-02540	wl-neg-neg-es-pba-8682	neg-es-pba-8682	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.63102795	0.99961920	2.03271855	1.85358442	0.99961920	47
fusion_only	holdouts	wl-tile-v1-02541	wl-neg-neg-es-pba-8683	neg-es-pba-8683	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.14399509	-0.03875000	0.15532945	-0.42452169	-0.03875000	109
fusion_only	holdouts	wl-tile-v1-02542	wl-neg-neg-es-pba-8684	neg-es-pba-8684	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.17543236	0.06642060	0.30998768	-0.23685262	0.06642060	98
fusion_only	holdouts	wl-tile-v1-02543	wl-neg-neg-es-pba-8685	neg-es-pba-8685	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.02997376	-0.79744982	-0.24704636	-0.91278211	-0.79744982	174
fusion_only	holdouts	wl-tile-v1-02544	wl-neg-neg-es-pba-8713	neg-es-pba-8713	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.09944016	-0.22723292	0.69690314	0.23264753	-0.22723292	122
fusion_only	holdouts	wl-tile-v1-02545	wl-neg-neg-es-pba-8714	neg-es-pba-8714	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	0.15095591	-0.01395693	1.05885211	0.67185225	-0.01395693	104
fusion_only	holdouts	wl-tile-v1-02658	wl-neg-neg-es-pba-24330	neg-es-pba-24330	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 1	Valdoviño	Valdoviño (Santaia)		megalithic_mound	0.00581530	-1.54268425	-0.51932229	-1.24317364	-1.54268425	204
fusion_only	holdouts	wl-tile-v1-02659	wl-neg-neg-es-pba-24331	neg-es-pba-24331	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 2	Valdoviño	Valdoviño (Santaia)		megalithic_mound	0.12361839	-0.11759970	0.79964155	0.35731481	-0.11759970	114
fusion_only	holdouts	wl-tile-v1-02660	wl-neg-neg-es-pba-24332	neg-es-pba-24332	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 3	Valdoviño	Valdoviño (Santaia)		megalithic_mound	0.32414383	0.43035062	1.43716968	1.13091935	0.43035062	79
fusion_only	holdouts	wl-tile-v1-02632	wl-neg-neg-es-pba-14255	neg-es-pba-14255	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 01	Narón	Sedes (Santo Estevo)		megalithic_mound	0.02444550	-0.89127814	-0.10991633	-0.74638253	-0.89127814	183
fusion_only	holdouts	wl-tile-v1-02633	wl-neg-neg-es-pba-14256	neg-es-pba-14256	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 02	Narón	Sedes (Santo Estevo)		megalithic_mound	0.01546349	-1.10043136	-0.38979696	-1.08600193	-1.10043136	194
fusion_only	holdouts	wl-tile-v1-02634	wl-neg-neg-es-pba-14257	neg-es-pba-14257	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 03	Narón	Sedes (Santo Estevo)		megalithic_mound	0.03344459	-0.74678688	-0.49849190	-1.21789713	-0.74678688	167
fusion_only	holdouts	wl-tile-v1-02635	wl-neg-neg-es-pba-14258	neg-es-pba-14258	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 04	Narón	Sedes (Santo Estevo)		megalithic_mound	0.01736939	-1.04752380	-0.58559106	-1.32358707	-1.04752380	188
fusion_only	holdouts	wl-tile-v1-02636	wl-neg-neg-es-pba-14259	neg-es-pba-14259	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 05	Narón	Sedes (Santo Estevo)		megalithic_mound	0.27151098	0.31744049	0.89006336	0.46703660	0.31744049	86
fusion_only	holdouts	wl-tile-v1-02637	wl-neg-neg-es-pba-14260	neg-es-pba-14260	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 06	Narón	Sedes (Santo Estevo)		megalithic_mound	0.03127951	-0.77775460	0.29659965	-0.25309824	-0.77775460	170
fusion_only	holdouts	wl-tile-v1-02638	wl-neg-neg-es-pba-14261	neg-es-pba-14261	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 07	Narón	Sedes (Santo Estevo)		megalithic_mound	0.06462556	-0.43716836	2.21098315	2.06989849	-0.43716836	138
fusion_only	holdouts	wl-tile-v1-02639	wl-neg-neg-es-pba-14262	neg-es-pba-14262	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 08	Narón	Sedes (Santo Estevo)		megalithic_mound	0.14690702	-0.02826020	0.08221392	-0.51324327	-0.02826020	108
fusion_only	holdouts	wl-tile-v1-02640	wl-neg-neg-es-pba-14291	neg-es-pba-14291	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 09	Narón	Sedes (Santo Estevo)		megalithic_mound	0.05547614	-0.50987756	0.60490710	0.12101551	-0.50987756	146
fusion_only	holdouts	wl-tile-v1-02641	wl-neg-neg-es-pba-14292	neg-es-pba-14292	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 10	Narón	Sedes (Santo Estevo)		megalithic_mound	0.02832472	-0.82354687	-0.02149447	-0.63908757	-0.82354687	179
fusion_only	holdouts	wl-tile-v1-02642	wl-neg-neg-es-pba-14293	neg-es-pba-14293	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 11	Narón	Sedes (Santo Estevo)		megalithic_mound	0.02051512	-0.97156033	-0.43554402	-1.14151342	-0.97156033	186
fusion_only	holdouts	wl-tile-v1-02643	wl-neg-neg-es-pba-14294	neg-es-pba-14294	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 12	Narón	Sedes (Santo Estevo)		megalithic_mound	0.03847856	-0.68167051	-0.45958288	-1.17068322	-0.68167051	164
fusion_only	holdouts	wl-tile-v1-02644	wl-neg-neg-es-pba-14295	neg-es-pba-14295	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 13	Narón	Sedes (Santo Estevo)		megalithic_mound	0.01462339	-1.12582386	-0.40554115	-1.10510662	-1.12582386	195
fusion_only	holdouts	wl-tile-v1-02645	wl-neg-neg-es-pba-14296	neg-es-pba-14296	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 14	Narón	Sedes (Santo Estevo)		megalithic_mound	0.01722465	-1.05133643	-0.80392147	-1.58851874	-1.05133643	190
fusion_only	holdouts	wl-tile-v1-02646	wl-neg-neg-es-pba-14297	neg-es-pba-14297	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 15	Narón	Sedes (Santo Estevo)		megalithic_mound	0.02073692	-0.96664413	-0.59362193	-1.33333207	-0.96664413	185
fusion_only	holdouts	wl-tile-v1-02647	wl-neg-neg-es-pba-14298	neg-es-pba-14298	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 16	Narón	Sedes (Santo Estevo)		megalithic_mound	0.02995544	-0.79773202	-0.32216011	-1.00392842	-0.79773202	175
fusion_only	holdouts	wl-tile-v1-02625	wl-neg-neg-es-pba-9982	neg-es-pba-9982	0	hard_negative	test_trasancos	ES	Mámoa do Pico de Ouro	Ferrol	Mandiá (Santa Uxía)		megalithic_mound	0.69191766	1.12161562	1.67022344	1.41371698	1.12161562	44
fusion_only	holdouts	wl-tile-v1-02546	wl-neg-neg-es-pba-8715	neg-es-pba-8715	0	hard_negative	test_trasancos	ES	Mámoa do Rego da Moa	Fene	Barallobre (Santiago)		megalithic_mound	0.80936223	1.40672471	2.15870657	2.00646380	1.40672471	34
fusion_only	holdouts	wl-tile-v1-02626	wl-neg-neg-es-pba-9983	neg-es-pba-9983	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-1	Ferrol	Doniños (San Román)		megalithic_mound	0.15034302	-0.01610158	1.58941062	1.31565517	-0.01610158	105
fusion_only	holdouts	wl-tile-v1-02557	wl-neg-neg-es-pba-10008	neg-es-pba-10008	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-10	Ferrol	Brión (Santa María)		megalithic_mound	0.09917536	-0.22855844	0.98684003	0.58446964	-0.22855844	123
fusion_only	holdouts	wl-tile-v1-02558	wl-neg-neg-es-pba-10009	neg-es-pba-10009	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-2	Ferrol	Brión (Santa María)		megalithic_mound	0.05947871	-0.47678405	0.73556437	0.27956076	-0.47678405	141
