dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	fusion_probability	specialist_probability	fusion_specialist_mean	fusion_specialist_product	fusion70_specialist30	fusion_rank	specialist_rank	mean_rank	product_rank	fusion70_rank	max_safety_rank
train_mini	wl-tile-v1-07325	wl-neg-neg-es-pba-56893	neg-es-pba-56893	0	hard_negative	train	ES	A Meana	Rubiá	Quereño (San Cristovo)		mining_or_quarry	0.20869000	0.26169153	0.23519076	0.05461240	0.22459046	434	392	418	410	429	437
train_mini	wl-tile-v1-05830	wl-neg-neg-es-pba-29650	neg-es-pba-29650	0	hard_negative	train	ES	A Medorra	O Corgo	Santo Estevo de Farnadeiros (Santo Estevo)		megalithic_mound	0.75516795	0.88704897	0.82110846	0.66987095	0.79473226	147	149	146	147	142	203
train_mini	wl-tile-v1-06757	wl-neg-neg-es-pba-50551	neg-es-pba-50551	0	hard_negative	train	ES	A Medorra	A Gudiña	O Canizo (Santa María)		megalithic_mound	0.19670914	0.42959696	0.31315305	0.08450565	0.26657549	440	307	372	380	404	515
train_mini	wl-tile-v1-09449	wl-neg-neg-es-pba-74609	neg-es-pba-74609	0	hard_negative	train	ES	A Medorra 2	Vila de Cruces	Cumeiro (San Pedro)		megalithic_mound	0.46321927	0.31107715	0.38714821	0.14409693	0.41757664	282	368	322	323	302	354
train_mini	wl-tile-v1-09450	wl-neg-neg-es-pba-74610	neg-es-pba-74610	0	hard_negative	train	ES	A Medorra 3	Vila de Cruces	Cumeiro (San Pedro)		megalithic_mound	0.28237934	0.11815505	0.20026719	0.03336454	0.23311205	393	478	442	445	423	468
train_mini	wl-tile-v1-09451	wl-neg-neg-es-pba-74611	neg-es-pba-74611	0	hard_negative	train	ES	A Medorra 4	Vila de Cruces	Cumeiro (San Pedro)		megalithic_mound	0.11787343	0.03440434	0.07613889	0.00405536	0.09283270	500	541	530	530	525	548
train_mini	wl-tile-v1-09452	wl-neg-neg-es-pba-74612	neg-es-pba-74612	0	hard_negative	train	ES	A Medorra 5	Vila de Cruces	Cumeiro (San Pedro)		megalithic_mound	0.29082582	0.11528250	0.20305416	0.03352713	0.23816283	387	482	441	444	418	442
train_mini	wl-tile-v1-05833	wl-neg-neg-es-pba-32105	neg-es-pba-32105	0	hard_negative	train	ES	A Medorra de Cereixido	O Incio	Santa María do Mao (Santa María)		megalithic_mound	0.11479728	0.02164023	0.06821875	0.00248424	0.08685016	503	547	533	535	527	549
train_mini	wl-tile-v1-06187	wl-neg-neg-es-pba-38387	neg-es-pba-38387	0	hard_negative	train	ES	A Medorra de Hospital	Portomarín	Nespereira (San Cibrao)		megalithic_mound	0.19461185	0.07911353	0.13686269	0.01539643	0.15996235	441	512	482	486	468	509
train_mini	wl-tile-v1-05616	wl-neg-neg-es-pba-31043	neg-es-pba-31043	0	hard_negative	train	ES	A Medorra de Reigosa 1	Friol	Friol (San Xiao)		megalithic_mound	0.42904363	0.36261915	0.39583139	0.15557943	0.40911628	296	344	316	312	308	238
train_mini	wl-tile-v1-06315	wl-neg-neg-es-pba-42146	neg-es-pba-42146	0	hard_negative	train	ES	A Medorra de Xisto	Sarria	San Vicenzo de Froián (San Vicenzo)		megalithic_mound	0.64477669	0.69867443	0.67172556	0.45048899	0.66094601	205	220	210	207	207	257
train_mini	wl-tile-v1-05617	wl-neg-neg-es-pba-31044	neg-es-pba-31044	0	hard_negative	train	ES	A Medorra de Xoana	Friol	Santalla de Devesa (Santalla)		megalithic_mound	0.29776601	0.09611564	0.19694082	0.02861997	0.23727090	385	499	445	454	419	463
train_mini	wl-tile-v1-06188	wl-neg-neg-es-pba-38388	neg-es-pba-38388	0	hard_negative	train	ES	A Medorra do Rañadoiro 1	Portomarín	Vilaxuste (San Pedro)		megalithic_mound	0.33082798	0.24688347	0.28885573	0.08167596	0.30564463	364	406	390	384	382	441
train_mini	wl-tile-v1-06189	wl-neg-neg-es-pba-38389	neg-es-pba-38389	0	hard_negative	train	ES	A Medorra do Rañadoiro 2	Portomarín	Vilaxuste (San Pedro)		megalithic_mound	0.18946412	0.10474964	0.14710688	0.01984630	0.16404977	448	496	475	476	464	523
train_mini	wl-tile-v1-06190	wl-neg-neg-es-pba-38420	neg-es-pba-38420	0	hard_negative	train	ES	A Medorra do Rañadoiro 3	Portomarín	Vilaxuste (San Pedro)		megalithic_mound	0.17254593	0.04625145	0.10939869	0.00798050	0.13465759	459	535	508	518	487	529
train_mini	wl-tile-v1-03920	wl-neg-neg-es-pba-15468	neg-es-pba-15468	0	hard_negative	train	ES	A Medorra/Mámoa de Aldea de Abaixo 1	Ordes	Beán (Santa María)		megalithic_mound	0.59812959	0.46371513	0.53092236	0.27736174	0.55780525	222	293	253	252	243	274
train_mini	wl-tile-v1-03921	wl-neg-neg-es-pba-15469	neg-es-pba-15469	0	hard_negative	train	ES	A Medorra/Mámoa de Aldea de Abaixo 2	Ordes	Beán (Santa María)		megalithic_mound	0.64571092	0.52858104	0.58714598	0.34131055	0.61057196	203	271	236	235	228	256
train_mini	wl-tile-v1-03922	wl-neg-neg-es-pba-15470	neg-es-pba-15470	0	hard_negative	train	ES	A Medorra/Mámoa de Aldea de Abaixo 3	Ordes	Beán (Santa María)		megalithic_mound	0.37769035	0.21383683	0.29576359	0.08076411	0.32853430	330	422	383	387	367	397
train_mini	wl-tile-v1-03923	wl-neg-neg-es-pba-15471	neg-es-pba-15471	0	hard_negative	train	ES	A Medorra/Mámoa de Aldea de Abaixo 4	Ordes	Beán (Santa María)		megalithic_mound	0.33617475	0.15904725	0.24761100	0.05346767	0.28303650	360	452	409	412	392	435
train_mini	wl-tile-v1-05091	wl-neg-neg-es-pba-42396	neg-es-pba-42396	0	hard_negative	train	ES	A Medorriña/Medorra do Coto Redondo	Baralla	Pacios (Santa María)		megalithic_mound	0.38617151	0.18196646	0.28406899	0.07027026	0.32491000	325	436	393	398	370	393
train_mini	wl-tile-v1-05007	wl-neg-neg-es-pba-38985	neg-es-pba-38985	0	hard_negative	train	ES	A Mina	A Pobra do Brollón	Ferreiros (San Salvador)		mining_or_quarry	0.44853678	0.81249419	0.63051548	0.36443353	0.55772400	286	184	225	232	244	360
train_mini	wl-tile-v1-07427	wl-neg-neg-es-pba-60601	neg-es-pba-60601	0	hard_negative	train	ES	A Mina dos Lameiros	Vilardevós	Vilar de Cervos (San Vicente)		mining_or_quarry	0.27332409	0.38086702	0.32709556	0.10410013	0.30558697	399	329	365	361	383	374
train_mini	wl-tile-v1-06609	wl-neg-neg-es-pba-30140	neg-es-pba-30140	0	hard_negative	train	ES	A Modia	Xermade	Xermade (Santa María)		megalithic_mound	0.64932944	0.40116823	0.52524884	0.26049034	0.57488108	198	319	255	260	237	252
train_mini	wl-tile-v1-06482	wl-neg-neg-es-pba-43240	neg-es-pba-43240	0	hard_negative	train	ES	A Modia de Gocendre	Vilalba	Goiriz (Santiago)		megalithic_mound	0.36988958	0.22515909	0.29752434	0.08328400	0.32647043	336	419	382	383	368	404
train_mini	wl-tile-v1-06610	wl-neg-neg-es-pba-30141	neg-es-pba-30141	0	hard_negative	train	ES	A Modia/Medoña da Zaipa	Xermade	Xermade (Santa María)		megalithic_mound	0.49175051	0.30507732	0.39841391	0.15002193	0.43574855	269	372	315	316	290	331
train_mini	wl-tile-v1-05008	wl-neg-neg-es-pba-38986	neg-es-pba-38986	0	hard_negative	train	ES	A Modorra	A Pobra do Brollón	Eixón (San Xurxo)		megalithic_mound	0.61365445	0.62727096	0.62046271	0.38492762	0.61773940	216	244	231	228	222	268
train_mini	wl-tile-v1-06046	wl-neg-neg-es-pba-37805	neg-es-pba-37805	0	hard_negative	train	ES	A Modorra Grande	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.33678191	0.26085135	0.29881663	0.08785002	0.31400274	357	393	381	376	380	433
train_mini	wl-tile-v1-06044	wl-neg-neg-es-pba-37803	neg-es-pba-37803	0	hard_negative	train	ES	A Modorra de Bacorelle	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.34971231	0.20862304	0.27916768	0.07295805	0.30738553	349	426	398	394	381	425
train_mini	wl-tile-v1-06316	wl-neg-neg-es-pba-42147	neg-es-pba-42147	0	hard_negative	train	ES	A Modorra do Cruceiro	Sarria	Santalla de Arxemil (Santalla)		megalithic_mound	0.34112107	0.36347258	0.35229683	0.12398816	0.34782652	354	342	345	341	353	430
train_mini	wl-tile-v1-06045	wl-neg-neg-es-pba-37804	neg-es-pba-37804	0	hard_negative	train	ES	A Modorra dos Chaos	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.27406240	0.16965905	0.22186072	0.04649717	0.24274139	397	442	427	423	416	475
train_mini	wl-tile-v1-07326	wl-neg-neg-es-pba-56894	neg-es-pba-56894	0	hard_negative	train	ES	A Muria/O Foio	Rubiá	O Barrio de Cascallá (Nosa Señora da Asunción)		mining_or_quarry	0.04139562	0.04197163	0.04168363	0.00173744	0.04156842	537	538	541	539	541	294
train_mini	wl-tile-v1-03540	wl-neg-neg-es-pba-10048	neg-es-pba-10048	0	hard_negative	train	ES	A Mámoa	Fisterra	Duio (San Vicenzo)		megalithic_mound	0.26789698	0.15483377	0.21136538	0.04147950	0.23397802	404	454	435	433	421	479
train_mini	wl-tile-v1-09448	wl-neg-neg-es-pba-74608	neg-es-pba-74608	0	hard_negative	train	ES	A Mámoa 2	Vila de Cruces	Ferreirós (San Xes)		megalithic_mound	0.24162781	0.10570339	0.17366560	0.02554088	0.20085048	419	492	462	461	447	496
train_mini	wl-tile-v1-06043	wl-neg-neg-es-pba-37802	neg-es-pba-37802	0	hard_negative	train	ES	A Mámoa 3	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.29028222	0.25343905	0.27186064	0.07356885	0.27922927	388	401	401	393	397	464
train_mini	wl-tile-v1-07113	wl-neg-neg-es-pba-51258	neg-es-pba-51258	0	hard_negative	train	ES	A Mámoa de Calvelo	Maceda	Zorelle (Santiago)		megalithic_mound	0.43723638	0.43914745	0.43819192	0.19201124	0.43780970	293	303	299	294	288	344
train_mini	wl-tile-v1-03026	wl-neg-neg-es-pba-884	neg-es-pba-884	0	hard_negative	train	ES	A Mámoa de Costa da Vide	Aranga	Cambás (San Pedro)		megalithic_mound	0.65204404	0.49957967	0.57581186	0.32574795	0.60630473	197	281	240	240	230	250
train_mini	wl-tile-v1-03027	wl-neg-neg-es-pba-885	neg-es-pba-885	0	hard_negative	train	ES	A Mámoa de Ferreiros	Aranga	Vilarraso (San Lourenzo)		megalithic_mound	0.32663591	0.15079364	0.23871478	0.04925462	0.27388323	369	460	416	420	399	447
train_mini	wl-tile-v1-03028	wl-neg-neg-es-pba-886	neg-es-pba-886	0	hard_negative	train	ES	A Mámoa de Vilarraso	Aranga	Vilarraso (San Lourenzo)		megalithic_mound	0.35067738	0.39565979	0.37316858	0.13874894	0.36417210	348	322	334	330	339	266
train_mini	wl-tile-v1-03029	wl-neg-neg-es-pba-887	neg-es-pba-887	0	hard_negative	train	ES	A Mámoa do Marco de Buño	Aranga	Cambás (San Pedro)		megalithic_mound	0.44782851	0.33024095	0.38903473	0.14789131	0.41255224	289	358	320	317	306	363
train_mini	wl-tile-v1-03030	wl-neg-neg-es-pba-888	neg-es-pba-888	0	hard_negative	train	ES	A Mámoa do Monte dos Croios Brancos	Aranga	Aranga (San Paio)		megalithic_mound	0.18979531	0.09186841	0.14083186	0.01743619	0.16041724	447	502	480	479	467	522
train_mini	wl-tile-v1-03031	wl-neg-neg-es-pba-889	neg-es-pba-889	0	hard_negative	train	ES	A Mámoa do Pousadoiro	Aranga	Aranga (San Paio)		megalithic_mound	0.50761314	0.49402143	0.50081729	0.25077177	0.50353563	261	282	272	267	267	325
train_mini	wl-tile-v1-03032	wl-neg-neg-es-pba-890	neg-es-pba-890	0	hard_negative	train	ES	A Mámoa/A Medoña	Aranga	Aranga (San Paio)		megalithic_mound	0.23258864	0.15601200	0.19430032	0.03628662	0.20961565	425	453	447	442	441	504
train_mini	wl-tile-v1-07327	wl-neg-neg-es-pba-56895	neg-es-pba-56895	0	hard_negative	train	ES	A Pala I	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.19822853	0.25058823	0.22440838	0.04967374	0.21393644	438	402	426	418	437	398
train_mini	wl-tile-v1-07328	wl-neg-neg-es-pba-56896	neg-es-pba-56896	0	hard_negative	train	ES	A Pala I	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.10242857	0.09903289	0.10073073	0.01014380	0.10140986	510	498	515	511	516	519
train_mini	wl-tile-v1-07329	wl-neg-neg-es-pba-56897	neg-es-pba-56897	0	hard_negative	train	ES	A Pala I	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.07616139	0.15224134	0.11420136	0.01159491	0.09898537	524	458	504	504	519	483
train_mini	wl-tile-v1-07330	wl-neg-neg-es-pba-56923	neg-es-pba-56923	0	hard_negative	train	ES	A Pala I	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.02486699	0.04778020	0.03632359	0.00118815	0.03174095	543	532	544	543	543	432
train_mini	wl-tile-v1-07331	wl-neg-neg-es-pba-56924	neg-es-pba-56924	0	hard_negative	train	ES	A Pala II	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.25836543	0.26282448	0.26059496	0.06790476	0.25970315	409	390	407	401	409	410
train_mini	wl-tile-v1-07332	wl-neg-neg-es-pba-56925	neg-es-pba-56925	0	hard_negative	train	ES	A Pala II	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.25987340	0.32863418	0.29425379	0.08540328	0.28050163	408	359	385	378	396	486
train_mini	wl-tile-v1-07333	wl-neg-neg-es-pba-56926	neg-es-pba-56926	0	hard_negative	train	ES	A Pala II	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.20032004	0.23208823	0.21620413	0.04649192	0.20985050	437	414	431	424	440	517
train_mini	wl-tile-v1-06262	wl-neg-neg-es-pba-40686	neg-es-pba-40686	0	hard_negative	train	ES	A Pedra Chantada	Ribeira de Piquín	Navallos (San Pedro)		megalithic_mound	0.23395031	0.10796691	0.17095861	0.02525889	0.19615529	424	487	465	463	451	420
train_mini	wl-tile-v1-05315	wl-neg-neg-es-pba-29114	neg-es-pba-29114	0	hard_negative	train	ES	A Torre do Braña/As Torres	Cospeito	Vilapene (Santa María)		historic_fortification	0.90261675	0.90968218	0.90614946	0.82109437	0.90473638	53	136	87	84	70	75
train_mini	wl-tile-v1-06611	wl-neg-neg-es-pba-30142	neg-es-pba-30142	0	hard_negative	train	ES	Abrigo Curaceiro 1	Xermade	Burgás (Santa Baia)		rock_art_surface	0.50879072	0.86172297	0.68525685	0.43843665	0.61467040	259	158	205	212	226	209
train_mini	wl-tile-v1-05678	wl-neg-neg-es-pba-34130	neg-es-pba-34130	0	hard_negative	train	ES	Abrigo da Pena da Capela	Mondoñedo	Figueiras (San Martiño)		rock_art_surface	0.05354431	0.06102139	0.05728285	0.00326735	0.05578743	533	527	535	533	537	539
train_mini	wl-tile-v1-06483	wl-neg-neg-es-pba-43242	neg-es-pba-43242	0	hard_negative	train	ES	Abrigo de Dos Niñas	Vilalba	Santaballa (San Pedro)		rock_art_surface	0.78965116	0.94551180	0.86758148	0.74662449	0.83640935	129	107	119	119	122	134
train_mini	wl-tile-v1-06047	wl-neg-neg-es-pba-37807	neg-es-pba-37807	0	hard_negative	train	ES	Abrigo de Monte Agudo	Paradela	Santalla de Paradela (Santalla)		rock_art_surface	0.51449890	0.85624036	0.68536963	0.44053473	0.61702134	256	162	204	210	223	87
train_mini	wl-tile-v1-05679	wl-neg-neg-es-pba-34131	neg-es-pba-34131	0	hard_negative	train	ES	Abrigo de Monte Lourido	Mondoñedo	A Couboeira (Santa María Madanela)		rock_art_surface	0.40274616	0.69954248	0.55114432	0.28173805	0.49178506	316	219	246	250	274	278
train_mini	wl-tile-v1-06317	wl-neg-neg-es-pba-42148	neg-es-pba-42148	0	hard_negative	train	ES	Abrigo de Pena Moura	Sarria	Barbadelo (Santiago)		rock_art_surface	0.64501184	0.68270711	0.66385947	0.44035417	0.65632042	204	227	214	211	210	70
train_mini	wl-tile-v1-09350	wl-neg-neg-es-pba-70706	neg-es-pba-70706	0	hard_negative	train	ES	Achado de Areeiro	Tomiño	Tebra (Santa María)		rock_art_surface	0.11189512	0.24532282	0.17860897	0.02745043	0.15192343	504	408	455	457	477	412
train_mini	wl-tile-v1-05062	wl-neg-neg-es-pba-26911	neg-es-pba-26911	0	hard_negative	train	ES	Agro da Mámoa/Mámoa de Árbol	Antas de Ulla	Árbol (Santalla)		megalithic_mound	0.14795505	0.06266832	0.10531169	0.00927209	0.12236903	478	525	513	515	499	542
train_mini	wl-tile-v1-07433	wl-neg-neg-es-pba-65159	neg-es-pba-65159	0	hard_negative	train	ES	Aloque/Almarra/Bouziña de Moledo	A Guarda	Camposancos (Santa Isabel)		roman_built_context	0.01267588	0.01215379	0.01241484	0.00015406	0.01251925	551	551	551	551	551	390
train_mini	wl-tile-v1-06066	wl-neg-neg-es-pba-36986	neg-es-pba-36986	0	hard_negative	train	ES	Alto da Medorra	Pedrafita do Cebreiro	Zanfoga (San Martiño)		megalithic_mound	0.92476291	0.97638147	0.95057219	0.90292137	0.94024848	42	66	41	41	41	89
train_mini	wl-tile-v1-08724	wl-neg-neg-es-pba-68165	neg-es-pba-68165	0	hard_negative	train	ES	Anta do Meixueiro/Anta de Meixoeiro	Mos	Cela (San Pedro)		rock_art_surface	0.44139017	0.33417484	0.38778251	0.14750149	0.40922557	291	356	321	318	307	337
train_mini	wl-tile-v1-09423	wl-neg-neg-es-pba-73288	neg-es-pba-73288	0	hard_negative	train	ES	Ara votiva de San Mamede de Martores	Valga	Valga (San Miguel)		roman_built_context	0.15166819	0.20916831	0.18041825	0.03172418	0.16891823	474	425	453	448	462	349
train_mini	wl-tile-v1-07114	wl-neg-neg-es-pba-51261	neg-es-pba-51261	0	hard_negative	train	ES	As Cerdeiras	Maceda	Foncuberta (Santa María)		roman_built_context	0.18571199	0.16151346	0.17361273	0.02999499	0.17845243	453	450	463	451	457	525
train_mini	wl-tile-v1-07334	wl-neg-neg-es-pba-56959	neg-es-pba-56959	0	hard_negative	train	ES	As Cheices	Rubiá	Quereño (San Cristovo)		mining_or_quarry	0.65965424	0.98160876	0.82063150	0.64752238	0.75624060	192	60	148	154	169	103
train_mini	wl-tile-v1-07335	wl-neg-neg-es-pba-56960	neg-es-pba-56960	0	hard_negative	train	ES	As Cheices	Rubiá	Quereño (San Cristovo)		mining_or_quarry	0.00810169	0.01066349	0.00938259	0.00008639	0.00887023	552	552	552	552	552	524
train_mini	wl-tile-v1-07336	wl-neg-neg-es-pba-56961	neg-es-pba-56961	0	hard_negative	train	ES	As Cheices	Rubiá	Quereño (San Cristovo)		mining_or_quarry	0.21167655	0.71397850	0.46282752	0.15113251	0.36236713	432	214	288	315	340	269
train_mini	wl-tile-v1-07337	wl-neg-neg-es-pba-56962	neg-es-pba-56962	0	hard_negative	train	ES	As Cheices	Rubiá	Quereño (San Cristovo)		mining_or_quarry	0.21863139	0.65322912	0.43593026	0.14281639	0.34901071	429	232	301	327	351	210
train_mini	wl-tile-v1-07434	wl-neg-neg-es-pba-65197	neg-es-pba-65197	0	hard_negative	train	ES	As Covas	A Guarda	Salcidos (San Lourenzo)		roman_built_context	0.27669881	0.26661579	0.27165730	0.07377227	0.27367390	394	389	402	392	400	54
train_mini	wl-tile-v1-05772	wl-neg-neg-es-pba-35096	neg-es-pba-35096	0	hard_negative	train	ES	As Covas de Castañedo	Navia de Suarna	Castañedo (Santiago)		rock_art_surface	0.04519301	0.25720878	0.15120089	0.01162404	0.10879774	535	400	472	503	509	40
train_mini	wl-tile-v1-08419	wl-neg-neg-es-pba-66262	neg-es-pba-66262	0	hard_negative	train	ES	As Laxes	Gondomar	Couso (San Cristovo)		rock_art_surface	0.21918395	0.20584154	0.21251275	0.04511716	0.21518123	428	427	432	425	434	510
train_mini	wl-tile-v1-07686	wl-neg-neg-es-pba-66074	neg-es-pba-66074	0	hard_negative	train	ES	As Mamuelas 1	Agolada	Ventosa (San Xulián)		megalithic_mound	0.34531769	0.32528906	0.33530337	0.11232807	0.33930910	352	361	357	353	358	424
train_mini	wl-tile-v1-07687	wl-neg-neg-es-pba-66075	neg-es-pba-66075	0	hard_negative	train	ES	As Mamuelas 2	Agolada	Ventosa (San Xulián)		megalithic_mound	0.15931340	0.08998853	0.12465097	0.01433638	0.13851594	467	505	492	490	483	534
train_mini	wl-tile-v1-07688	wl-neg-neg-es-pba-66076	neg-es-pba-66076	0	hard_negative	train	ES	As Mamuelas 3	Agolada	Ventosa (San Xulián)		megalithic_mound	0.12196174	0.05065026	0.08630600	0.00617739	0.10056830	497	530	527	523	517	482
train_mini	wl-tile-v1-07689	wl-neg-neg-es-pba-66077	neg-es-pba-66077	0	hard_negative	train	ES	As Mamuelas 4	Agolada	Ventosa (San Xulián)		megalithic_mound	0.16456437	0.07720405	0.12088421	0.01270504	0.13835627	463	514	497	496	484	438
train_mini	wl-tile-v1-07690	wl-neg-neg-es-pba-66078	neg-es-pba-66078	0	hard_negative	train	ES	As Mamuelas 5	Agolada	Ventosa (San Xulián)		megalithic_mound	0.10574702	0.03868364	0.07221533	0.00409068	0.08562801	506	540	531	529	528	457
train_mini	wl-tile-v1-07691	wl-neg-neg-es-pba-66079	neg-es-pba-66079	0	hard_negative	train	ES	As Mamuelas 6	Agolada	Ventosa (San Xulián)		megalithic_mound	0.37128705	0.28061357	0.32595031	0.10418819	0.34408501	335	383	366	360	355	402
train_mini	wl-tile-v1-06191	wl-neg-neg-es-pba-38423	neg-es-pba-38423	0	hard_negative	train	ES	As Medorras	Portomarín	Caborrecelle (San Xulián)		megalithic_mound	0.18981610	0.08967316	0.13974463	0.01702141	0.15977322	446	506	481	481	469	414
train_mini	wl-tile-v1-05762	wl-neg-neg-es-pba-35258	neg-es-pba-35258	0	hard_negative	train	ES	As Medorras/A Casa das Mouras/Medorra de Ligonde 1	Monterroso	Ligonde (Santiago)		megalithic_mound	0.32000212	0.13977724	0.22988968	0.04472901	0.26593465	376	465	423	426	405	347
train_mini	wl-tile-v1-05763	wl-neg-neg-es-pba-35259	neg-es-pba-35259	0	hard_negative	train	ES	As Medorras/A Casa das Mouras/Medorra de Ligonde 2	Monterroso	Ligonde (Santiago)		megalithic_mound	0.26209904	0.10477555	0.18343730	0.02746157	0.21490199	407	495	449	456	435	462
train_mini	wl-tile-v1-05764	wl-neg-neg-es-pba-35260	neg-es-pba-35260	0	hard_negative	train	ES	As Medorras/A Casa das Mouras/Medorra de Ligonde 3	Monterroso	Ligonde (Santiago)		megalithic_mound	0.23671941	0.08844798	0.16258370	0.02093735	0.19223798	422	507	468	472	452	484
train_mini	wl-tile-v1-05765	wl-neg-neg-es-pba-35282	neg-es-pba-35282	0	hard_negative	train	ES	As Medorras/A Casa das Mouras/Medorra de Ligonde 4	Monterroso	Ligonde (Santiago)		megalithic_mound	0.24165834	0.10500974	0.17333404	0.02537648	0.20066376	418	494	464	462	448	495
train_mini	wl-tile-v1-03924	wl-neg-neg-es-pba-15509	neg-es-pba-15509	0	hard_negative	train	ES	As Medorras/Mámoa das Medorras de Santa Cruz	Ordes	Santa Cruz de Montaos (Santa Cruz)		megalithic_mound	0.58371322	0.36511617	0.47441470	0.21312314	0.51813411	227	338	286	281	257	283
train_mini	wl-tile-v1-06053	wl-neg-neg-es-pba-37845	neg-es-pba-37845	0	hard_negative	train	ES	As Modorras 1	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.15843081	0.04779185	0.10311133	0.00757170	0.12523912	469	531	514	521	498	537
train_mini	wl-tile-v1-06054	wl-neg-neg-es-pba-37846	neg-es-pba-37846	0	hard_negative	train	ES	As Modorras 2	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.15960128	0.07941501	0.11950815	0.01267474	0.13554540	466	511	499	497	486	436
train_mini	wl-tile-v1-06055	wl-neg-neg-es-pba-37847	neg-es-pba-37847	0	hard_negative	train	ES	As Modorras 3	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.17878959	0.07419671	0.12649315	0.01326560	0.14741173	455	516	491	493	479	527
train_mini	wl-tile-v1-05995	wl-neg-neg-es-pba-37276	neg-es-pba-37276	0	hard_negative	train	ES	As Modorras 4	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.15805442	0.07415269	0.11610356	0.01172016	0.13288390	470	517	500	501	489	474
