dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	probability	rank_desc_in_dataset	error	status
train	wl-tile-v1-06043	wl-neg-neg-es-pba-37802	neg-es-pba-37802	0	hard_negative	train	ES	A Mámoa 3	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.35208260	3126		ok
train	wl-tile-v1-07113	wl-neg-neg-es-pba-51258	neg-es-pba-51258	0	hard_negative	train	ES	A Mámoa de Calvelo	Maceda	Zorelle (Santiago)		megalithic_mound	0.52606981	2296		ok
train	wl-tile-v1-03026	wl-neg-neg-es-pba-884	neg-es-pba-884	0	hard_negative	train	ES	A Mámoa de Costa da Vide	Aranga	Cambás (San Pedro)		megalithic_mound	0.33229829	3234		ok
train	wl-tile-v1-03027	wl-neg-neg-es-pba-885	neg-es-pba-885	0	hard_negative	train	ES	A Mámoa de Ferreiros	Aranga	Vilarraso (San Lourenzo)		megalithic_mound	0.28857028	3500		ok
train	wl-tile-v1-03028	wl-neg-neg-es-pba-886	neg-es-pba-886	0	hard_negative	train	ES	A Mámoa de Vilarraso	Aranga	Vilarraso (San Lourenzo)		megalithic_mound	0.17985571	4473		ok
train	wl-tile-v1-03029	wl-neg-neg-es-pba-887	neg-es-pba-887	0	hard_negative	train	ES	A Mámoa do Marco de Buño	Aranga	Cambás (San Pedro)		megalithic_mound	0.27187412	3617		ok
train	wl-tile-v1-03030	wl-neg-neg-es-pba-888	neg-es-pba-888	0	hard_negative	train	ES	A Mámoa do Monte dos Croios Brancos	Aranga	Aranga (San Paio)		megalithic_mound	0.05316761	7022		ok
train	wl-tile-v1-03031	wl-neg-neg-es-pba-889	neg-es-pba-889	0	hard_negative	train	ES	A Mámoa do Pousadoiro	Aranga	Aranga (San Paio)		megalithic_mound	0.17983901	4475		ok
train	wl-tile-v1-03032	wl-neg-neg-es-pba-890	neg-es-pba-890	0	hard_negative	train	ES	A Mámoa/A Medoña	Aranga	Aranga (San Paio)		megalithic_mound	0.04455126	7355		ok
train	wl-tile-v1-07327	wl-neg-neg-es-pba-56895	neg-es-pba-56895	0	hard_negative	train	ES	A Pala I	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.13541140	5112		ok
train	wl-tile-v1-07328	wl-neg-neg-es-pba-56896	neg-es-pba-56896	0	hard_negative	train	ES	A Pala I	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.06696991	6612		ok
train	wl-tile-v1-07329	wl-neg-neg-es-pba-56897	neg-es-pba-56897	0	hard_negative	train	ES	A Pala I	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.17010277	4602		ok
train	wl-tile-v1-07330	wl-neg-neg-es-pba-56923	neg-es-pba-56923	0	hard_negative	train	ES	A Pala I	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.12247384	5346		ok
train	wl-tile-v1-07331	wl-neg-neg-es-pba-56924	neg-es-pba-56924	0	hard_negative	train	ES	A Pala II	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.30897406	3374		ok
train	wl-tile-v1-07332	wl-neg-neg-es-pba-56925	neg-es-pba-56925	0	hard_negative	train	ES	A Pala II	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.35997663	3083		ok
train	wl-tile-v1-07333	wl-neg-neg-es-pba-56926	neg-es-pba-56926	0	hard_negative	train	ES	A Pala II	Rubiá	O Porto (San Cristovo)		mining_or_quarry	0.58329920	2096		ok
train	wl-tile-v1-06262	wl-neg-neg-es-pba-40686	neg-es-pba-40686	0	hard_negative	train	ES	A Pedra Chantada	Ribeira de Piquín	Navallos (San Pedro)		megalithic_mound	0.30166552	3416		ok
train	wl-tile-v1-05315	wl-neg-neg-es-pba-29114	neg-es-pba-29114	0	hard_negative	train	ES	A Torre do Braña/As Torres	Cospeito	Vilapene (Santa María)		historic_fortification	0.97742200	375		ok
train	wl-tile-v1-06611	wl-neg-neg-es-pba-30142	neg-es-pba-30142	0	hard_negative	train	ES	Abrigo Curaceiro 1	Xermade	Burgás (Santa Baia)		rock_art_surface	0.91731455	885		ok
train	wl-tile-v1-05678	wl-neg-neg-es-pba-34130	neg-es-pba-34130	0	hard_negative	train	ES	Abrigo da Pena da Capela	Mondoñedo	Figueiras (San Martiño)		rock_art_surface	0.25032610	3792		ok
train	wl-tile-v1-06483	wl-neg-neg-es-pba-43242	neg-es-pba-43242	0	hard_negative	train	ES	Abrigo de Dos Niñas	Vilalba	Santaballa (San Pedro)		rock_art_surface	0.91987070	864		ok
train	wl-tile-v1-06047	wl-neg-neg-es-pba-37807	neg-es-pba-37807	0	hard_negative	train	ES	Abrigo de Monte Agudo	Paradela	Santalla de Paradela (Santalla)		rock_art_surface	0.76430748	1529		ok
train	wl-tile-v1-05679	wl-neg-neg-es-pba-34131	neg-es-pba-34131	0	hard_negative	train	ES	Abrigo de Monte Lourido	Mondoñedo	A Couboeira (Santa María Madanela)		rock_art_surface	0.45337544	2612		ok
train	wl-tile-v1-06317	wl-neg-neg-es-pba-42148	neg-es-pba-42148	0	hard_negative	train	ES	Abrigo de Pena Moura	Sarria	Barbadelo (Santiago)		rock_art_surface	0.91695225	890		ok
train	wl-tile-v1-09350	wl-neg-neg-es-pba-70706	neg-es-pba-70706	0	hard_negative	train	ES	Achado de Areeiro	Tomiño	Tebra (Santa María)		rock_art_surface	0.02666947	7942		ok
train	wl-tile-v1-05062	wl-neg-neg-es-pba-26911	neg-es-pba-26911	0	hard_negative	train	ES	Agro da Mámoa/Mámoa de Árbol	Antas de Ulla	Árbol (Santalla)		megalithic_mound	0.02444510	8027		ok
train	wl-tile-v1-07433	wl-neg-neg-es-pba-65159	neg-es-pba-65159	0	hard_negative	train	ES	Aloque/Almarra/Bouziña de Moledo	A Guarda	Camposancos (Santa Isabel)		roman_built_context	0.07337124	6429		ok
train	wl-tile-v1-06066	wl-neg-neg-es-pba-36986	neg-es-pba-36986	0	hard_negative	train	ES	Alto da Medorra	Pedrafita do Cebreiro	Zanfoga (San Martiño)		megalithic_mound	0.97730934	378		ok
train	wl-tile-v1-08724	wl-neg-neg-es-pba-68165	neg-es-pba-68165	0	hard_negative	train	ES	Anta do Meixueiro/Anta de Meixoeiro	Mos	Cela (San Pedro)		rock_art_surface	0.55673100	2189		ok
train	wl-tile-v1-09423	wl-neg-neg-es-pba-73288	neg-es-pba-73288	0	hard_negative	train	ES	Ara votiva de San Mamede de Martores	Valga	Valga (San Miguel)		roman_built_context	0.24001400	3881		ok
train	wl-tile-v1-07114	wl-neg-neg-es-pba-51261	neg-es-pba-51261	0	hard_negative	train	ES	As Cerdeiras	Maceda	Foncuberta (Santa María)		roman_built_context	0.22234607	4039		ok
train	wl-tile-v1-07334	wl-neg-neg-es-pba-56959	neg-es-pba-56959	0	hard_negative	train	ES	As Cheices	Rubiá	Quereño (San Cristovo)		mining_or_quarry	0.90417126	957		ok
train	wl-tile-v1-07335	wl-neg-neg-es-pba-56960	neg-es-pba-56960	0	hard_negative	train	ES	As Cheices	Rubiá	Quereño (San Cristovo)		mining_or_quarry	0.04622936	7280		ok
train	wl-tile-v1-07336	wl-neg-neg-es-pba-56961	neg-es-pba-56961	0	hard_negative	train	ES	As Cheices	Rubiá	Quereño (San Cristovo)		mining_or_quarry	0.33295460	3230		ok
train	wl-tile-v1-07337	wl-neg-neg-es-pba-56962	neg-es-pba-56962	0	hard_negative	train	ES	As Cheices	Rubiá	Quereño (San Cristovo)		mining_or_quarry	0.70473241	1724		ok
train	wl-tile-v1-07434	wl-neg-neg-es-pba-65197	neg-es-pba-65197	0	hard_negative	train	ES	As Covas	A Guarda	Salcidos (San Lourenzo)		roman_built_context	0.37053714	3017		ok
train	wl-tile-v1-05772	wl-neg-neg-es-pba-35096	neg-es-pba-35096	0	hard_negative	train	ES	As Covas de Castañedo	Navia de Suarna	Castañedo (Santiago)		rock_art_surface	0.78279268	1475		ok
train	wl-tile-v1-08419	wl-neg-neg-es-pba-66262	neg-es-pba-66262	0	hard_negative	train	ES	As Laxes	Gondomar	Couso (San Cristovo)		rock_art_surface	0.17798440	4499		ok
train	wl-tile-v1-07686	wl-neg-neg-es-pba-66074	neg-es-pba-66074	0	hard_negative	train	ES	As Mamuelas 1	Agolada	Ventosa (San Xulián)		megalithic_mound	0.25939132	3713		ok
train	wl-tile-v1-07687	wl-neg-neg-es-pba-66075	neg-es-pba-66075	0	hard_negative	train	ES	As Mamuelas 2	Agolada	Ventosa (San Xulián)		megalithic_mound	0.05725025	6912		ok
train	wl-tile-v1-07688	wl-neg-neg-es-pba-66076	neg-es-pba-66076	0	hard_negative	train	ES	As Mamuelas 3	Agolada	Ventosa (San Xulián)		megalithic_mound	0.07660137	6364		ok
train	wl-tile-v1-07689	wl-neg-neg-es-pba-66077	neg-es-pba-66077	0	hard_negative	train	ES	As Mamuelas 4	Agolada	Ventosa (San Xulián)		megalithic_mound	0.07145543	6473		ok
train	wl-tile-v1-07690	wl-neg-neg-es-pba-66078	neg-es-pba-66078	0	hard_negative	train	ES	As Mamuelas 5	Agolada	Ventosa (San Xulián)		megalithic_mound	0.08515497	6168		ok
train	wl-tile-v1-07691	wl-neg-neg-es-pba-66079	neg-es-pba-66079	0	hard_negative	train	ES	As Mamuelas 6	Agolada	Ventosa (San Xulián)		megalithic_mound	0.10629474	5666		ok
train	wl-tile-v1-06191	wl-neg-neg-es-pba-38423	neg-es-pba-38423	0	hard_negative	train	ES	As Medorras	Portomarín	Caborrecelle (San Xulián)		megalithic_mound	0.11358552	5519		ok
train	wl-tile-v1-05762	wl-neg-neg-es-pba-35258	neg-es-pba-35258	0	hard_negative	train	ES	As Medorras/A Casa das Mouras/Medorra de Ligonde 1	Monterroso	Ligonde (Santiago)		megalithic_mound	0.07184325	6464		ok
train	wl-tile-v1-05763	wl-neg-neg-es-pba-35259	neg-es-pba-35259	0	hard_negative	train	ES	As Medorras/A Casa das Mouras/Medorra de Ligonde 2	Monterroso	Ligonde (Santiago)		megalithic_mound	0.08724599	6115		ok
train	wl-tile-v1-05764	wl-neg-neg-es-pba-35260	neg-es-pba-35260	0	hard_negative	train	ES	As Medorras/A Casa das Mouras/Medorra de Ligonde 3	Monterroso	Ligonde (Santiago)		megalithic_mound	0.13094565	5186		ok
train	wl-tile-v1-05765	wl-neg-neg-es-pba-35282	neg-es-pba-35282	0	hard_negative	train	ES	As Medorras/A Casa das Mouras/Medorra de Ligonde 4	Monterroso	Ligonde (Santiago)		megalithic_mound	0.05775967	6897		ok
train	wl-tile-v1-03924	wl-neg-neg-es-pba-15509	neg-es-pba-15509	0	hard_negative	train	ES	As Medorras/Mámoa das Medorras de Santa Cruz	Ordes	Santa Cruz de Montaos (Santa Cruz)		megalithic_mound	0.34294949	3184		ok
train	wl-tile-v1-06053	wl-neg-neg-es-pba-37845	neg-es-pba-37845	0	hard_negative	train	ES	As Modorras 1	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.06833951	6566		ok
train	wl-tile-v1-06054	wl-neg-neg-es-pba-37846	neg-es-pba-37846	0	hard_negative	train	ES	As Modorras 2	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.02957925	7836		ok
train	wl-tile-v1-06055	wl-neg-neg-es-pba-37847	neg-es-pba-37847	0	hard_negative	train	ES	As Modorras 3	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.15002405	4889		ok
train	wl-tile-v1-05995	wl-neg-neg-es-pba-37276	neg-es-pba-37276	0	hard_negative	train	ES	As Modorras 4	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.04341301	7385		ok
train	wl-tile-v1-05996	wl-neg-neg-es-pba-37277	neg-es-pba-37277	0	hard_negative	train	ES	As Modorriñas	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.04409070	7367		ok
train	wl-tile-v1-07981	wl-neg-neg-es-pba-78752	neg-es-pba-78752	0	hard_negative	train	ES	As Mámoas	Cerdedo-Cotobade	Folgoso (Santa María)		megalithic_mound	0.46586557	2554		ok
train	wl-tile-v1-06503	wl-neg-neg-es-pba-43279	neg-es-pba-43279	0	hard_negative	train	ES	As Mámoas de Moscaran 1	Vilalba	Árbol (San Lourenzo)		megalithic_mound	0.10962460	5596		ok
train	wl-tile-v1-06504	wl-neg-neg-es-pba-43280	neg-es-pba-43280	0	hard_negative	train	ES	As Mámoas de Vilate 1	Vilalba	Lanzós (San Martiño)		megalithic_mound	0.11091725	5576		ok
train	wl-tile-v1-06621	wl-neg-neg-es-pba-30179	neg-es-pba-30179	0	hard_negative	train	ES	As Penas do Castelo	Xermade	Lousada (Santo André)		historic_fortification	0.81021847	1384		ok
train	wl-tile-v1-07338	wl-neg-neg-es-pba-56963	neg-es-pba-56963	0	hard_negative	train	ES	As Perdigueiras	Rubiá	Pardollán (Santo Estevo)		mining_or_quarry	0.52179245	2314		ok
train	wl-tile-v1-07692	wl-neg-neg-es-pba-66080	neg-es-pba-66080	0	hard_negative	train	ES	As Sete Mámoas	Agolada	Ferreiroa (San Pedro)		megalithic_mound	0.09180135	6014		ok
train	wl-tile-v1-06758	wl-neg-neg-es-pba-50577	neg-es-pba-50577	0	hard_negative	train	ES	Bouzas	A Gudiña	Pentes (San Mamede)		roman_built_context	0.04478827	7348		ok
train	wl-tile-v1-05680	wl-neg-neg-es-pba-34211	neg-es-pba-34211	0	hard_negative	train	ES	Calzada romana de Lindín	Mondoñedo	Lindín (Santiago)		roman_built_context	0.16839608	4617		ok
train	wl-tile-v1-07712	wl-neg-neg-es-pba-66114	neg-es-pba-66114	0	hard_negative	train	ES	Campo da Mámoa	Agolada	Brántega (San Lourenzo)		megalithic_mound	0.89721921	1004		ok
train	wl-tile-v1-08328	wl-neg-neg-es-pba-64483	neg-es-pba-64483	0	hard_negative	train	ES	Campo da Mámoa 1	Forcarei	Pardesoa (Santiago)		megalithic_mound	0.03063814	7791		ok
train	wl-tile-v1-08329	wl-neg-neg-es-pba-64484	neg-es-pba-64484	0	hard_negative	train	ES	Campo da Mámoa 2	Forcarei	Pardesoa (Santiago)		megalithic_mound	0.08287879	6206		ok
train	wl-tile-v1-08252	wl-neg-neg-es-pba-63991	neg-es-pba-63991	0	hard_negative	train	ES	Campo da Mámoa 3	Forcarei	Pardesoa (Santiago)		megalithic_mound	0.06561192	6653		ok
train	wl-tile-v1-04597	wl-neg-neg-es-pba-25211	neg-es-pba-25211	0	hard_negative	train	ES	Cancela Encrucillada/Mámoa de Fornelos	Tordoia	Andoio (San Mamede)		megalithic_mound	0.35395679	3108		ok
train	wl-tile-v1-05942	wl-neg-neg-es-pba-41795	neg-es-pba-41795	0	hard_negative	train	ES	Capela e Necrópole de San Pedro de Cela	O Saviñao	Diomondi (San Paio)		necropolis_or_burial	0.32209174	3299		ok
train	wl-tile-v1-06336	wl-neg-neg-es-pba-42279	neg-es-pba-42279	0	hard_negative	train	ES	Capela e necrópole de San Marcos	Sarria	Biville (San Miguel)		necropolis_or_burial	0.92151457	855		ok
train	wl-tile-v1-06289	wl-neg-neg-es-pba-41944	neg-es-pba-41944	0	hard_negative	train	ES	Casa Torre de Barrio	Sarria	Louseiro (San Martiño)		historic_fortification	0.33311404	3229		ok
train	wl-tile-v1-06290	wl-neg-neg-es-pba-41945	neg-es-pba-41945	0	hard_negative	train	ES	Casa Torre de Outeiro	Sarria	Goián (San Miguel)		historic_fortification	0.28957136	3492		ok
train	wl-tile-v1-05886	wl-neg-neg-es-pba-37167	neg-es-pba-37167	0	hard_negative	train	ES	Casa de Mámoa	O Páramo	A Torre (San Martiño)		megalithic_mound	0.14529490	4961		ok
train	wl-tile-v1-06769	wl-neg-neg-es-pba-57591	neg-es-pba-57591	0	hard_negative	train	ES	Casa reitoral de Pedrafita	A Teixeira	Pedrafita (San Martiño)		megalithic_mound	0.09356967	5974		ok
train	wl-tile-v1-06069	wl-neg-neg-es-pba-37086	neg-es-pba-37086	0	hard_negative	train	ES	Casas (2) de Pedrafita	Pedrafita do Cebreiro	Pedrafita do Cebreiro (Santo Antón)		megalithic_mound	0.66701990	1819		ok
train	wl-tile-v1-05681	wl-neg-neg-es-pba-34394	neg-es-pba-34394	0	hard_negative	train	ES	Castelo	Mondoñedo	Figueiras (San Martiño)		historic_fortification	0.98104139	334		ok
train	wl-tile-v1-06580	wl-neg-neg-es-pba-43110	neg-es-pba-43110	0	hard_negative	train	ES	Castelo	Viveiro	Galdo (Santa María)		historic_fortification	0.99591346	91		ok
train	wl-tile-v1-06581	wl-neg-neg-es-pba-43142	neg-es-pba-43142	0	hard_negative	train	ES	Castelo	Viveiro	Faro (San Xiao)		historic_fortification	0.86741319	1157		ok
train	wl-tile-v1-06582	wl-neg-neg-es-pba-43143	neg-es-pba-43143	0	hard_negative	train	ES	Castelo	Viveiro	Celeiro (Santiago)		historic_fortification	0.83773105	1283		ok
train	wl-tile-v1-06740	wl-neg-neg-es-pba-32082	neg-es-pba-32082	0	hard_negative	train	ES	Castelo	Xove	Portocelo (San Tirso)		historic_fortification	0.73324233	1628		ok
train	wl-tile-v1-06741	wl-neg-neg-es-pba-32083	neg-es-pba-32083	0	hard_negative	train	ES	Castelo	Xove	Portocelo (San Tirso)		historic_fortification	0.94130789	730		ok
train	wl-tile-v1-05766	wl-neg-neg-es-pba-35341	neg-es-pba-35341	0	hard_negative	train	ES	Castelo Longo de Ambarría	Monterroso	San Breixo (San Salvador)		historic_fortification	0.16027959	4737		ok
train	wl-tile-v1-06254	wl-neg-neg-es-pba-40334	neg-es-pba-40334	0	hard_negative	train	ES	Castelo Vello	Ribeira de Piquín	San Xurxo de Piquín (San Xurxo)		mining_or_quarry	0.22645404	4001		ok
train	wl-tile-v1-08856	wl-neg-neg-es-pba-71232	neg-es-pba-71232	0	hard_negative	train	ES	Castelo da Mata	O Rosal	O Rosal (Santa Mariña)		historic_fortification	0.27753924	3578		ok
train	wl-tile-v1-05167	wl-neg-neg-es-pba-28789	neg-es-pba-28789	0	hard_negative	train	ES	Castelo da Modorra	Bóveda	Teilán (Santa Baia)		historic_fortification	0.89187158	1031		ok
train	wl-tile-v1-05682	wl-neg-neg-es-pba-34395	neg-es-pba-34395	0	hard_negative	train	ES	Castelo da Recadeira	Mondoñedo	Os Remedios (Nosa Señora dos Remedios)		historic_fortification	0.88221874	1073		ok
