tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	dem_path	msrm_score	rank_desc	dominant_scale_m	best_ring_radius_m
wl-tile-v1-00035	wl-neg-neg-es-pba-1940	neg-es-pba-1940	0	hard_negative	test	ES	Mámoa de Loureda	Arteixo	Loureda (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00035-neg-es-pba-1940-mdt5.tif	0.20372199	5113	240.00000000	100.00000000
wl-tile-v1-00036	wl-neg-neg-es-pba-1941	neg-es-pba-1941	0	hard_negative	test	ES	Mámoa de Monte das Arcas	Arteixo	Morás (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00036-neg-es-pba-1941-mdt5.tif	0.92035927	2583	240.00000000	80.00000000
wl-tile-v1-00037	wl-neg-neg-es-pba-2004	neg-es-pba-2004	0	hard_negative	test	ES	Petróglifo de Monte do Canle	Arteixo	Pastoriza (Santa María)		rock_art_surface	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00037-neg-es-pba-2004-mdt5.tif	0.60235843	3467	15.00000000	180.00000000
wl-tile-v1-00038	wl-neg-neg-es-pba-1325	neg-es-pba-1325	0	hard_negative	test	ES	Mámoa da Mota I-1	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00038-neg-es-pba-1325-mdt5.tif	0.40859224	4178	240.00000000	120.00000000
wl-tile-v1-00039	wl-neg-neg-es-pba-1326	neg-es-pba-1326	0	hard_negative	test	ES	Mámoa da Mota I-2	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00039-neg-es-pba-1326-mdt5.tif	-0.43665767	9305	15.00000000	60.00000000
wl-tile-v1-00040	wl-neg-neg-es-pba-1327	neg-es-pba-1327	0	hard_negative	test	ES	Mámoa da Mota I-3	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00040-neg-es-pba-1327-mdt5.tif	-0.18112806	7377	15.00000000	220.00000000
wl-tile-v1-00041	wl-neg-neg-es-pba-1328	neg-es-pba-1328	0	hard_negative	test	ES	Mámoa da Mota II-1	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00041-neg-es-pba-1328-mdt5.tif	0.11575068	5547	240.00000000	120.00000000
wl-tile-v1-00042	wl-neg-neg-es-pba-1329	neg-es-pba-1329	0	hard_negative	test	ES	Mámoa da Mota II-2	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00042-neg-es-pba-1329-mdt5.tif	-0.01433259	6314	15.00000000	40.00000000
wl-tile-v1-00043	wl-neg-neg-es-pba-1330	neg-es-pba-1330	0	hard_negative	test	ES	Mámoa da Mota II-3	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00043-neg-es-pba-1330-mdt5.tif	-0.37945621	8864	30.00000000	180.00000000
wl-tile-v1-00044	wl-neg-neg-es-pba-1331	neg-es-pba-1331	0	hard_negative	test	ES	Mámoa da Mota III-1	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00044-neg-es-pba-1331-mdt5.tif	0.12445527	5512	240.00000000	120.00000000
wl-tile-v1-00045	wl-neg-neg-es-pba-1359	neg-es-pba-1359	0	hard_negative	test	ES	Mámoa da Mota III-3	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00045-neg-es-pba-1359-mdt5.tif	0.34491895	4456	60.00000000	60.00000000
wl-tile-v1-00046	wl-neg-neg-es-pba-1360	neg-es-pba-1360	0	hard_negative	test	ES	Mámoa da Raxeira 1	Arzúa	Brandeso (San Lourenzo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00046-neg-es-pba-1360-mdt5.tif	-0.24240211	7836	120.00000000	40.00000000
wl-tile-v1-00047	wl-neg-neg-es-pba-1361	neg-es-pba-1361	0	hard_negative	test	ES	Mámoa da Raxeira 2	Arzúa	Brandeso (San Lourenzo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00047-neg-es-pba-1361-mdt5.tif	0.41939098	4135	120.00000000	40.00000000
wl-tile-v1-00048	wl-neg-neg-es-pba-1362	neg-es-pba-1362	0	hard_negative	test	ES	Mámoa da Raxeira 3	Arzúa	Brandeso (San Lourenzo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00048-neg-es-pba-1362-mdt5.tif	-0.66489345	10902	240.00000000	220.00000000
wl-tile-v1-00049	wl-neg-neg-es-pba-1363	neg-es-pba-1363	0	hard_negative	test	ES	Mámoa de Calvos	Arzúa	San Martiño de Calvos de Sobrecamiño (San Marti¤o)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00049-neg-es-pba-1363-mdt5.tif	-1.00601677	12592	15.00000000	150.00000000
wl-tile-v1-00050	wl-neg-neg-es-pba-1364	neg-es-pba-1364	0	hard_negative	test	ES	Mámoa de Casal de Arriba 1	Arzúa	Brandeso (San Lourenzo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00050-neg-es-pba-1364-mdt5.tif	-0.67027418	10946	240.00000000	180.00000000
wl-tile-v1-00051	wl-neg-neg-es-pba-1365	neg-es-pba-1365	0	hard_negative	test	ES	Mámoa de Casal de Arriba 2	Arzúa	Brandeso (San Lourenzo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00051-neg-es-pba-1365-mdt5.tif	-0.52431107	9980	240.00000000	180.00000000
wl-tile-v1-00052	wl-neg-neg-es-pba-1366	neg-es-pba-1366	0	hard_negative	test	ES	Mámoa de Casal de Arriba 3	Arzúa	Brandeso (San Lourenzo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00052-neg-es-pba-1366-mdt5.tif	0.25422828	4865	15.00000000	40.00000000
wl-tile-v1-00053	wl-neg-neg-es-pba-1394	neg-es-pba-1394	0	hard_negative	test	ES	Mámoa de San Migueliño	Arzúa	Maroxo (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00053-neg-es-pba-1394-mdt5.tif	-1.10160917	12797	15.00000000	40.00000000
wl-tile-v1-00054	wl-neg-neg-es-pba-1395	neg-es-pba-1395	0	hard_negative	test	ES	Mámoa do Carducho 1	Arzúa	San Martiño de Calvos de Sobrecamiño (San Marti¤o)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00054-neg-es-pba-1395-mdt5.tif	-0.38422714	8902	120.00000000	40.00000000
wl-tile-v1-00055	wl-neg-neg-es-pba-1396	neg-es-pba-1396	0	hard_negative	test	ES	Mámoa do Carducho 2	Arzúa	San Martiño de Calvos de Sobrecamiño (San Marti¤o)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00055-neg-es-pba-1396-mdt5.tif	0.07883632	5763	240.00000000	100.00000000
wl-tile-v1-00056	wl-neg-neg-es-pba-1397	neg-es-pba-1397	0	hard_negative	test	ES	Mámoa do Carducho 3	Arzúa	San Martiño de Calvos de Sobrecamiño (San Marti¤o)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00056-neg-es-pba-1397-mdt5.tif	-0.27419886	8088	240.00000000	80.00000000
wl-tile-v1-00057	wl-neg-neg-es-pba-1398	neg-es-pba-1398	0	hard_negative	test	ES	Mámoa do Carducho 4	Arzúa	San Martiño de Calvos de Sobrecamiño (San Marti¤o)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00057-neg-es-pba-1398-mdt5.tif	0.35583118	4406	240.00000000	60.00000000
wl-tile-v1-00058	wl-neg-neg-es-pba-1399	neg-es-pba-1399	0	hard_negative	test	ES	Mámoa do Couso	Arzúa	Dodro (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00058-neg-es-pba-1399-mdt5.tif	-0.42834331	9247	240.00000000	40.00000000
wl-tile-v1-00059	wl-neg-neg-es-pba-1400	neg-es-pba-1400	0	hard_negative	test	ES	Mámoa do Monte da Costa	Arzúa	San Martiño de Calvos de Sobrecamiño (San Marti¤o)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00059-neg-es-pba-1400-mdt5.tif	0.25005132	4886	240.00000000	40.00000000
wl-tile-v1-00060	wl-neg-neg-es-pba-1401	neg-es-pba-1401	0	hard_negative	test	ES	Mámoa do Monte da Gándara 1	Arzúa	Viladavil (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00060-neg-es-pba-1401-mdt5.tif	-0.29473171	8237	240.00000000	120.00000000
wl-tile-v1-00061	wl-neg-neg-es-pba-1429	neg-es-pba-1429	0	hard_negative	test	ES	Mámoa do Monte da Gándara 2	Arzúa	Viladavil (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00061-neg-es-pba-1429-mdt5.tif	-0.27769330	8127	240.00000000	80.00000000
wl-tile-v1-00062	wl-neg-neg-es-pba-1430	neg-es-pba-1430	0	hard_negative	test	ES	Mámoa do Monte da Gándara 3	Arzúa	Viladavil (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00062-neg-es-pba-1430-mdt5.tif	-0.65234721	10824	15.00000000	220.00000000
wl-tile-v1-00063	wl-neg-neg-es-pba-1431	neg-es-pba-1431	0	hard_negative	test	ES	Mámoa do Monte da Gándara 4	Arzúa	Viladavil (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00063-neg-es-pba-1431-mdt5.tif	-0.57117589	10320	120.00000000	40.00000000
wl-tile-v1-00064	wl-neg-neg-es-pba-1432	neg-es-pba-1432	0	hard_negative	test	ES	Mámoa do Monte da Gándara 5	Arzúa	Viladavil (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00064-neg-es-pba-1432-mdt5.tif	-0.23328870	7769	30.00000000	150.00000000
wl-tile-v1-00065	wl-neg-neg-es-pba-1433	neg-es-pba-1433	0	hard_negative	test	ES	Mámoa do Monte da Gándara 6	Arzúa	Viladavil (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00065-neg-es-pba-1433-mdt5.tif	-0.26805501	8031	120.00000000	180.00000000
wl-tile-v1-00066	wl-neg-neg-es-pba-1434	neg-es-pba-1434	0	hard_negative	test	ES	Mámoa do Monte da Gándara 7	Arzúa	Viladavil (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00066-neg-es-pba-1434-mdt5.tif	-0.45169039	9418	30.00000000	150.00000000
wl-tile-v1-00067	wl-neg-neg-es-pba-1435	neg-es-pba-1435	0	hard_negative	test	ES	Mámoa do Monte da Pedreira	Arzúa	Burres (San Vicenzo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00067-neg-es-pba-1435-mdt5.tif	1.02153883	2343	240.00000000	40.00000000
wl-tile-v1-00068	wl-neg-neg-es-pba-1436	neg-es-pba-1436	0	hard_negative	test	ES	Mámoa do Monte das Seixas 1	Arzúa	Arzúa (Santiago)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00068-neg-es-pba-1436-mdt5.tif	1.51080019	1413	240.00000000	40.00000000
wl-tile-v1-00069	wl-neg-neg-es-pba-1437	neg-es-pba-1437	0	hard_negative	test	ES	Mámoa do Monte de Salceda 7	Arzúa	Dodro (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00069-neg-es-pba-1437-mdt5.tif	-1.09022439	12776	30.00000000	40.00000000
wl-tile-v1-00070	wl-neg-neg-es-pba-1467	neg-es-pba-1467	0	hard_negative	test	ES	Mámoa do Monte de Suso 2	Arzúa	Dodro (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00070-neg-es-pba-1467-mdt5.tif	-0.97648623	12490	15.00000000	80.00000000
wl-tile-v1-00071	wl-neg-neg-es-pba-1468	neg-es-pba-1468	0	hard_negative	test	ES	Mámoa do Monte de Suso 3	Arzúa	Dodro (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00071-neg-es-pba-1468-mdt5.tif	-0.99131807	12546	60.00000000	40.00000000
wl-tile-v1-00072	wl-neg-neg-es-pba-1469	neg-es-pba-1469	0	hard_negative	test	ES	Mámoa do Monte Pedreira 2	Arzúa	Dodro (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00072-neg-es-pba-1469-mdt5.tif	-0.31510927	8384	240.00000000	150.00000000
wl-tile-v1-00073	wl-neg-neg-es-pba-1470	neg-es-pba-1470	0	hard_negative	test	ES	Mámoa do Pinar	Arzúa	Brandeso (San Lourenzo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00073-neg-es-pba-1470-mdt5.tif	0.19198915	5169	240.00000000	40.00000000
wl-tile-v1-00074	wl-neg-neg-es-pba-1471	neg-es-pba-1471	0	hard_negative	test	ES	Mámoa dos Cuartos 1	Arzúa	Viladavil (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00074-neg-es-pba-1471-mdt5.tif	-0.99390554	12555	240.00000000	60.00000000
wl-tile-v1-00075	wl-neg-neg-es-pba-1472	neg-es-pba-1472	0	hard_negative	test	ES	Mámoa dos Cuartos 2	Arzúa	Viladavil (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00075-neg-es-pba-1472-mdt5.tif	-0.47178932	9593	240.00000000	60.00000000
wl-tile-v1-00076	wl-neg-neg-es-pba-1473	neg-es-pba-1473	0	hard_negative	test	ES	Mámoa dos Cuartos 3	Arzúa	Viladavil (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00076-neg-es-pba-1473-mdt5.tif	0.82031089	2839	15.00000000	40.00000000
wl-tile-v1-00077	wl-neg-neg-es-pba-2963	neg-es-pba-2963	0	hard_negative	test	ES	Mámoa das Regas 1	Boimorto	Boimil (San Miguel)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00077-neg-es-pba-2963-mdt5.tif	-1.05606393	12710	120.00000000	220.00000000
wl-tile-v1-00078	wl-neg-neg-es-pba-2964	neg-es-pba-2964	0	hard_negative	test	ES	Mámoa das Regas 2	Boimorto	Boimil (San Miguel)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00078-neg-es-pba-2964-mdt5.tif	-0.37056754	8806	15.00000000	60.00000000
wl-tile-v1-00079	wl-neg-neg-es-pba-2965	neg-es-pba-2965	0	hard_negative	test	ES	Mámoa do Monte da Cabrita 1	Boimorto	Mercurín (San Xoán)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00079-neg-es-pba-2965-mdt5.tif	1.09811128	2167	15.00000000	40.00000000
wl-tile-v1-00080	wl-neg-neg-es-pba-2966	neg-es-pba-2966	0	hard_negative	test	ES	Mámoa do Monte da Cabrita 2	Boimorto	Mercurín (San Xoán)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00080-neg-es-pba-2966-mdt5.tif	0.21177863	5079	240.00000000	100.00000000
wl-tile-v1-00081	wl-neg-neg-es-pba-2967	neg-es-pba-2967	0	hard_negative	test	ES	Mámoa do Monte da Cabrita 3	Boimorto	Mercurín (San Xoán)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00081-neg-es-pba-2967-mdt5.tif	0.97726685	2438	240.00000000	150.00000000
wl-tile-v1-00082	wl-neg-neg-es-pba-2968	neg-es-pba-2968	0	hard_negative	test	ES	Mámoa do Pinar	Boimorto	Boimorto (Santiago)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00082-neg-es-pba-2968-mdt5.tif	-0.55533910	10203	240.00000000	180.00000000
