tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	dem_path	msrm_abs_annulus_mean	msrm_abs_context_mean	msrm_abs_ratio	msrm_core_mean	msrm_context_mean	msrm_core_delta	msrm_ring_coverage	msrm_ring_balance	best_ring_radius_m	best_ring_coverage	best_ring_balance	best_ring_abs_ratio	ring_radius_sharpness	dominant_scale_m	dominant_scale_ratio	scale_ratio_spread	scale_response_entropy	lrm_15m_abs_ratio	lrm_15m_core_delta	lrm_30m_abs_ratio	lrm_30m_core_delta	lrm_60m_abs_ratio	lrm_60m_core_delta	lrm_120m_abs_ratio	lrm_120m_core_delta	lrm_240m_abs_ratio	lrm_240m_core_delta	status	error
wl-tile-v1-00011	wl-neg-neg-es-pba-3601	neg-es-pba-3601	0	hard_negative	test	ES	Mámoa de Grula 1	A Capela	Cabalar (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00011-neg-es-pba-3601-mdt5.tif	0.63406175	0.76335108	0.83062927	-0.01512982	0.06523849	-0.08036831	0.22222222	0.52072884	220.00000000	0.55555556	0.65068944	1.15065486	0.27777778	120.00000000	0.95396688	0.16641924	0.99813639	0.84838697	-0.03259965	0.78754764	-0.08370342	0.81792300	-0.14312812	0.95396688	-0.23980961	0.94609686	-0.78379554	ok	
wl-tile-v1-00012	wl-neg-neg-es-pba-3602	neg-es-pba-3602	0	hard_negative	test	ES	Mámoa de Grula 2	A Capela	Cabalar (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00012-neg-es-pba-3602-mdt5.tif	0.63072467	0.63134134	0.99902324	0.01109096	-0.00100610	0.01209706	0.36111111	0.67016539	150.00000000	0.44444444	0.71230645	1.07295547	0.21180556	120.00000000	1.04803057	0.14781545	0.99907859	0.90021512	0.00071683	0.92833612	0.00358646	0.99769372	0.05928040	1.04803057	0.11275395	0.99548822	-0.11026637	ok	
wl-tile-v1-00013	wl-neg-neg-es-pba-3603	neg-es-pba-3603	0	hard_negative	test	ES	Mámoa de Grula 3	A Capela	Cabalar (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00013-neg-es-pba-3603-mdt5.tif	0.70654029	0.65483028	1.07896704	0.58455259	-0.06694753	0.65150012	0.52777778	0.65999504	40.00000000	0.55555556	0.72332533	1.24194081	0.18055556	120.00000000	1.09727147	0.17714233	0.99870359	1.07989380	0.06795748	1.09460552	0.23756315	1.07092897	0.92977649	1.09727147	2.65115070	0.92012914	3.94212502	ok	
wl-tile-v1-00014	wl-neg-neg-es-pba-3604	neg-es-pba-3604	0	hard_negative	test	ES	Mámoa de Grula 4	A Capela	Cabalar (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00014-neg-es-pba-3604-mdt5.tif	0.51542789	0.66427636	0.77592387	-0.20109436	0.23730555	-0.43839991	0.25000000	0.63516655	80.00000000	0.38888889	0.68352541	0.85068948	0.14236111	15.00000000	0.91759506	0.20622385	0.99682289	0.91759506	-0.05475528	0.88545131	-0.20855808	0.74622786	-0.81173438	0.71137121	-2.51140225	0.76020820	-3.24041402	ok	
wl-tile-v1-00015	wl-neg-neg-es-pba-3605	neg-es-pba-3605	0	hard_negative	test	ES	Mámoa de Louseira Alta 1	A Capela	Cabalar (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00015-neg-es-pba-3605-mdt5.tif	0.46600384	0.65317249	0.71344682	0.02898962	-0.02303304	0.05202267	0.11111111	0.67715760	60.00000000	0.30555556	0.64505137	1.07393835	0.14236111	15.00000000	0.87277038	0.27011905	0.99499339	0.87277038	0.01816887	0.75819276	0.07273161	0.70724105	0.25411536	0.65963674	0.39393878	0.60265133	-1.19618611	ok	
wl-tile-v1-00016	wl-neg-neg-es-pba-3606	neg-es-pba-3606	0	hard_negative	test	ES	Mámoa de Louseira Alta 2	A Capela	Cabalar (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00016-neg-es-pba-3606-mdt5.tif	0.89299792	0.58666039	1.52217184	0.90771407	0.33998898	0.56772509	0.72222222	0.68026599	100.00000000	0.72222222	0.72390358	1.37632400	0.29861111	240.00000000	1.98973852	0.90649229	0.98497626	1.08324622	0.05540794	1.21969921	0.19584501	1.37916878	0.71798456	1.67310356	2.93956280	1.98973852	10.34848833	ok	
wl-tile-v1-00017	wl-neg-neg-es-pba-3634	neg-es-pba-3634	0	hard_negative	test	ES	Mámoa de Louseira Alta 3	A Capela	Cabalar (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00017-neg-es-pba-3634-mdt5.tif	0.85660511	0.59553403	1.43838148	0.90710509	0.29515156	0.61195353	0.63888889	0.67283990	100.00000000	0.72222222	0.68991045	1.50345990	0.28819444	240.00000000	1.98721973	0.87666087	0.98520879	1.11055887	0.05455587	1.20837278	0.20025066	1.29435545	0.79021654	1.61971203	3.30128956	1.98721973	10.96945333	ok	
wl-tile-v1-00018	wl-neg-neg-es-pba-3635	neg-es-pba-3635	0	hard_negative	test	ES	Mámoa de Louseira Alta 4	A Capela	Cabalar (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00018-neg-es-pba-3635-mdt5.tif	0.77980560	0.54862976	1.42136949	1.01965928	0.34446761	0.67519167	0.63888889	0.67700907	120.00000000	0.63888889	0.67700907	1.42136949	0.25000000	240.00000000	1.93327215	0.77696935	0.98827958	1.15630280	0.07785044	1.24309230	0.27105473	1.30703179	0.95460945	1.61689440	3.42403722	1.93327215	10.81329155	ok	
wl-tile-v1-00019	wl-neg-neg-es-pba-3636	neg-es-pba-3636	0	hard_negative	test	ES	Mámoa do Alto da Serra 1	A Capela	Cabalar (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00019-neg-es-pba-3636-mdt5.tif	0.76213753	0.56022632	1.36041008	0.91233295	0.30782285	0.60451010	0.52777778	0.63677957	100.00000000	0.52777778	0.68751902	1.18538131	0.15277778	240.00000000	1.84223866	0.82218964	0.98410929	1.02004902	0.05839693	1.07256096	0.19680873	1.25844375	0.73622283	1.54923993	3.05141079	1.84223866	10.39183807	ok	
wl-tile-v1-00020	wl-neg-neg-es-pba-3637	neg-es-pba-3637	0	hard_negative	test	ES	Mámoa do Alto da Serra 2	A Capela	Cabalar (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00020-neg-es-pba-3637-mdt5.tif	0.69062912	0.55798626	1.23771708	1.03309131	0.30200794	0.73108336	0.44444444	0.64864846	40.00000000	0.63888889	0.77795728	1.40608195	0.24305556	240.00000000	1.80959566	0.81797575	0.98200475	0.99161992	0.07285064	1.01754097	0.27863573	1.05706049	1.05313760	1.32806114	3.85650790	1.80959566	11.10047388	ok	
wl-tile-v1-00021	wl-neg-neg-es-pba-3638	neg-es-pba-3638	0	hard_negative	test	ES	Mámoa do Alto da Serra 3	A Capela	Cabalar (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00021-neg-es-pba-3638-mdt5.tif	0.67748302	0.54197192	1.25003343	0.71015644	0.24995172	0.46020472	0.50000000	0.66207669	120.00000000	0.50000000	0.66207669	1.25003343	0.15277778	240.00000000	1.51596392	0.49265179	0.99291688	1.02331214	0.05429828	1.04737010	0.18426648	1.18498195	0.59155914	1.34650846	2.29432285	1.51596392	8.51990509	ok	
wl-tile-v1-00022	wl-neg-neg-es-pba-3639	neg-es-pba-3639	0	hard_negative	test	ES	Mámoa do Alto da Serra II-3	A Capela	Cabalar (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00022-neg-es-pba-3639-mdt5.tif	0.69881684	0.59659076	1.17135042	0.70728773	0.19857289	0.50871484	0.44444444	0.67523334	100.00000000	0.44444444	0.68702669	1.21195736	0.11111111	240.00000000	1.24131528	0.25546836	0.99675786	0.98584691	0.06213897	0.98733195	0.21479730	1.15551033	0.73431346	1.23578319	2.88487363	1.24131528	9.50728202	ok	
wl-tile-v1-00023	wl-neg-neg-es-pba-3640	neg-es-pba-3640	0	hard_negative	test	ES	Mámoa do Forgoselo VI-1	A Capela	Caaveiro (San Boulo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00023-neg-es-pba-3640-mdt5.tif	0.51128024	0.83030224	0.61577606	0.28972119	0.35077012	-0.06104892	0.08333333	0.63890717	220.00000000	0.47222222	0.66279031	1.10541400	0.20833333	15.00000000	0.86053883	0.34836022	0.99021386	0.86053883	-0.02832885	0.74967040	-0.11962910	0.61155024	-0.45891088	0.51217861	-1.22290623	0.76023094	1.88081503	ok	
wl-tile-v1-00024	wl-neg-neg-es-pba-3641	neg-es-pba-3641	0	hard_negative	test	ES	Mámoa do Forgoselo VI-2	A Capela	Caaveiro (San Boulo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00024-neg-es-pba-3641-mdt5.tif	0.34730846	0.70604753	0.49190520	0.24347948	0.08352864	0.15995084	0.02777778	0.69592946	60.00000000	0.47222222	0.70393726	1.14895857	0.25000000	240.00000000	0.65427912	0.20665315	0.99227201	0.61261269	0.02681678	0.47204562	0.09549972	0.44762597	0.31377125	0.47158662	0.93037343	0.65427912	2.96973348	ok	
wl-tile-v1-00025	wl-neg-neg-es-pba-3669	neg-es-pba-3669	0	hard_negative	test	ES	Mámoa do Pando	A Capela	Capela (Santiago)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00025-neg-es-pba-3669-mdt5.tif	0.65326256	0.70460218	0.92713672	0.81033134	-0.11051928	0.92085062	0.36111111	0.60954659	40.00000000	0.69444444	0.78922393	1.64282143	0.29861111	120.00000000	1.00106402	0.17972859	0.99841480	0.89780447	0.27949105	0.84955871	0.96091657	0.94445555	3.30707666	1.00106402	9.66284192	0.82133543	15.37237573	ok	
wl-tile-v1-00026	wl-neg-neg-es-pba-3670	neg-es-pba-3670	0	hard_negative	test	ES	Mámoa do Pico das Troitas 1	A Capela	Caaveiro (San Boulo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00026-neg-es-pba-3670-mdt5.tif	0.49816954	0.73166299	0.68087296	-0.09668993	0.16656341	-0.26325334	0.11111111	0.66767230	60.00000000	0.36111111	0.69096920	0.94255807	0.16319444	15.00000000	0.90367727	0.31799475	0.99206833	0.90367727	-0.03493402	0.76352331	-0.11432072	0.61823404	-0.35858907	0.58568252	-1.03971925	0.66974963	-1.84470427	ok	
wl-tile-v1-00027	wl-neg-neg-es-pba-3671	neg-es-pba-3671	0	hard_negative	test	ES	Mámoa do Pico das Troitas 2	A Capela	Caaveiro (San Boulo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00027-neg-es-pba-3671-mdt5.tif	0.75119764	0.72715694	1.03306122	0.09956629	0.00025873	0.09930756	0.38888889	0.62818308	220.00000000	0.44444444	0.66920411	1.02913446	0.11111111	60.00000000	1.16145896	0.27434298	0.99734196	0.95536134	0.05609138	1.02966428	0.16257216	1.16145896	0.31222164	1.07107933	0.20783304	0.88711598	-0.01128769	ok	
wl-tile-v1-00028	wl-neg-neg-es-pba-3672	neg-es-pba-3672	0	hard_negative	test	ES	Mámoa dos Chaos 1	A Capela	Capela (Santiago)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00028-neg-es-pba-3672-mdt5.tif	0.35573125	0.60984963	0.58330977	0.23773110	0.37878552	-0.14105442	0.05555556	0.72873618	220.00000000	0.30555556	0.60982459	0.91904100	0.13888889	240.00000000	0.98456489	0.53419939	0.97267598	0.76680215	-0.04622684	0.58709310	-0.14922207	0.45036550	-0.46763903	0.48683924	-0.96399945	0.98456489	0.63949490	ok	
wl-tile-v1-00029	wl-neg-neg-es-pba-3673	neg-es-pba-3673	0	hard_negative	test	ES	Mámoa dos Chaos 2	A Capela	Capela (Santiago)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00029-neg-es-pba-3673-mdt5.tif	0.64522356	0.66706687	0.96725469	0.67049235	0.32735157	0.34314078	0.33333333	0.62252370	40.00000000	0.44444444	0.81245070	1.12080135	0.12500000	240.00000000	1.36177130	0.59209150	0.98750762	0.93601031	0.01469237	0.86272322	0.05724722	0.76967980	0.26168701	0.99164971	1.16253495	1.36177130	4.28694820	ok	
wl-tile-v1-00030	wl-neg-neg-es-pba-3674	neg-es-pba-3674	0	hard_negative	test	ES	Mámoa dos Chaos 3	A Capela	Capela (Santiago)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00030-neg-es-pba-3674-mdt5.tif	0.64045358	0.63552356	1.00775741	0.68453938	0.32571846	0.35882092	0.33333333	0.59155872	80.00000000	0.41666667	0.66067954	1.00686466	0.07291667	240.00000000	1.73689435	0.98288411	0.96432060	0.86384731	0.01895731	0.75434173	0.06118719	0.75401024	0.21847859	1.15031134	1.16854668	1.73689435	5.25909853	ok	
wl-tile-v1-00031	wl-neg-neg-es-pba-1936	neg-es-pba-1936	0	hard_negative	test	ES	Mámoa da Agra de Bons	Arteixo	Larín (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00031-neg-es-pba-1936-mdt5.tif	0.49048266	0.76735616	0.63918515	0.30197072	-0.26639152	0.56836224	0.16666667	0.71739793	40.00000000	0.50000000	0.63090127	1.38239473	0.26736111	120.00000000	0.79608837	0.24816886	0.99526898	0.62945834	0.09580234	0.54791951	0.32481369	0.68093862	0.99559069	0.79608837	2.43100941	0.62909194	3.27605188	ok	
wl-tile-v1-00032	wl-neg-neg-es-pba-1937	neg-es-pba-1937	0	hard_negative	test	ES	Mámoa da Canteira	Arteixo	Oseiro (San Tirso)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00032-neg-es-pba-1937-mdt5.tif	0.41431725	0.68002117	0.60927111	0.38843653	-0.01029881	0.39873534	0.16666667	0.59688750	60.00000000	0.69444444	0.67055429	1.46331001	0.36111111	120.00000000	0.74969944	0.17829904	0.99737665	0.63131248	0.14122968	0.57140039	0.46617166	0.61064909	1.38546656	0.74969944	2.72166072	0.65493563	2.22783236	ok	
wl-tile-v1-00033	wl-neg-neg-es-pba-1938	neg-es-pba-1938	0	hard_negative	test	ES	Mámoa de Alvite	Arteixo	Sorrizo (San Pedro)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00033-neg-es-pba-1938-mdt5.tif	0.50530171	0.65488970	0.77158293	-0.13568155	0.15872619	-0.29440774	0.13888889	0.65485372	220.00000000	0.33333333	0.64663267	0.91264890	0.14930556	15.00000000	0.99211597	0.45629186	0.98807921	0.99211597	-0.01922842	0.85672519	-0.08548176	0.77954465	-0.38334875	0.73107931	-1.73627633	0.53582411	-4.71807921	ok	
wl-tile-v1-00034	wl-neg-neg-es-pba-1939	neg-es-pba-1939	0	hard_negative	test	ES	Mámoa de Fragavella	Arteixo	Oseiro (San Tirso)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00034-neg-es-pba-1939-mdt5.tif	0.72440708	0.67698604	1.07004729	0.77888542	0.51570779	0.26317763	0.63888889	0.64765831	100.00000000	0.63888889	0.64828531	1.12733673	0.22916667	240.00000000	1.68665461	0.88609949	0.97274557	0.80242692	0.00112067	0.80055512	0.01708394	0.93948935	0.18300915	1.15138423	1.82551765	1.68665461	11.19918919	ok	
wl-tile-v1-00035	wl-neg-neg-es-pba-1940	neg-es-pba-1940	0	hard_negative	test	ES	Mámoa de Loureda	Arteixo	Loureda (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00035-neg-es-pba-1940-mdt5.tif	0.93246949	0.60884219	1.53154544	0.37294203	0.22389702	0.14904501	0.63888889	0.64981341	100.00000000	0.63888889	0.65496726	1.37901895	0.27083333	240.00000000	1.75152514	0.66188042	0.99081303	1.08964472	-0.01320801	1.24552934	-0.06711946	1.42183959	-0.11997175	1.64518724	0.62413478	1.75152514	5.64330649	ok	
wl-tile-v1-00036	wl-neg-neg-es-pba-1941	neg-es-pba-1941	0	hard_negative	test	ES	Mámoa de Monte das Arcas	Arteixo	Morás (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00036-neg-es-pba-1941-mdt5.tif	0.62824816	0.55921113	1.12345430	1.01187289	-0.08060130	1.09247419	0.50000000	0.63138363	80.00000000	0.63888889	0.72993952	1.56720810	0.27083333	240.00000000	1.98351231	1.20822125	0.95717965	0.77999459	0.16325827	0.77529106	0.54212824	1.05566610	1.88706291	1.44961387	6.29313084	1.98351231	14.43018854	ok	
wl-tile-v1-00037	wl-neg-neg-es-pba-2004	neg-es-pba-2004	0	hard_negative	test	ES	Petróglifo de Monte do Canle	Arteixo	Pastoriza (Santa María)		rock_art_surface	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00037-neg-es-pba-2004-mdt5.tif	0.81353968	0.76093179	1.06913615	-0.21560962	0.08840827	-0.30401789	0.30555556	0.60886536	180.00000000	0.72222222	0.71994645	1.53957450	0.37847222	15.00000000	1.20627548	0.22481033	0.99839062	1.20627548	-0.06553444	1.13838858	-0.25350438	1.05643941	-0.96880898	1.04506366	-2.92427826	0.98146515	-5.18774271	ok	
wl-tile-v1-00038	wl-neg-neg-es-pba-1325	neg-es-pba-1325	0	hard_negative	test	ES	Mámoa da Mota I-1	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00038-neg-es-pba-1325-mdt5.tif	0.78432482	0.61288089	1.27973452	0.77361590	0.37741899	0.39619690	0.55555556	0.79024823	120.00000000	0.55555556	0.79024823	1.27973452	0.28819444	240.00000000	1.92248460	1.02577309	0.97021354	0.89671151	0.01867249	0.90828497	0.05457283	1.09722505	0.14550085	1.55987632	0.59511065	1.92248460	2.78968644	ok	
wl-tile-v1-00039	wl-neg-neg-es-pba-1326	neg-es-pba-1326	0	hard_negative	test	ES	Mámoa da Mota I-2	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00039-neg-es-pba-1326-mdt5.tif	0.57435673	0.68783629	0.83501953	0.25995043	0.15841265	0.10153778	0.05555556	0.78851564	60.00000000	0.38888889	0.72374242	1.07863495	0.20833333	15.00000000	1.01970835	0.39035570	0.99077744	1.01970835	0.00384593	0.99052358	0.01789230	0.78955676	0.04841409	0.62935265	0.11306645	0.79088552	0.40036297	ok	
wl-tile-v1-00040	wl-neg-neg-es-pba-1327	neg-es-pba-1327	0	hard_negative	test	ES	Mámoa da Mota I-3	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00040-neg-es-pba-1327-mdt5.tif	0.60240334	0.72715259	0.82844145	0.36077973	-0.15949772	0.52027746	0.13888889	0.69840542	220.00000000	0.41666667	0.75847456	1.05825019	0.18750000	15.00000000	0.89122639	0.14158991	0.99814620	0.89122639	0.02698007	0.89120782	0.10408086	0.77831969	0.37166430	0.76284418	1.10741174	0.74963648	2.17298940	ok	
wl-tile-v1-00041	wl-neg-neg-es-pba-1328	neg-es-pba-1328	0	hard_negative	test	ES	Mámoa da Mota II-1	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00041-neg-es-pba-1328-mdt5.tif	0.77689296	0.64303404	1.20816770	0.83110619	0.30675983	0.52434635	0.47222222	0.78035151	120.00000000	0.47222222	0.78035151	1.20816770	0.18750000	240.00000000	1.84230224	0.91507370	0.97483155	0.92722854	0.02593408	0.94420605	0.08437177	1.01887356	0.25394842	1.47997440	0.90590006	1.84230224	3.30508327	ok	
wl-tile-v1-00042	wl-neg-neg-es-pba-1329	neg-es-pba-1329	0	hard_negative	test	ES	Mámoa da Mota II-2	Arzúa	Campo (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test/negative/wl-tile-v1-00042-neg-es-pba-1329-mdt5.tif	0.61118889	0.65172821	0.93779719	0.26249567	0.10469319	0.15780248	0.13888889	0.75672703	40.00000000	0.52777778	0.64650319	1.32698927	0.32291667	15.00000000	1.01765365	0.18307085	0.99824172	1.01765365	0.00764365	0.97980455	0.02736110	0.91675741	0.10862775	0.83458280	0.26172601	0.85946385	0.33437029	ok	
