tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	dem_path	msrm_score	rank_desc	dominant_scale_m	best_ring_radius_m
wl-tile-v1-02599	wl-neg-neg-es-pba-9906	neg-es-pba-9906	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 01/Mámoa de Chao de Castelo 01	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02599-neg-es-pba-9906-mdt5.tif	-0.96025403	72	30.00000000	150.00000000
wl-tile-v1-02600	wl-neg-neg-es-pba-9907	neg-es-pba-9907	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 02/Mámoa de Chao de Castelo 02	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02600-neg-es-pba-9907-mdt5.tif	-0.14345445	44	15.00000000	60.00000000
wl-tile-v1-02601	wl-neg-neg-es-pba-9908	neg-es-pba-9908	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 03	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02601-neg-es-pba-9908-mdt5.tif	1.59377902	8	240.00000000	100.00000000
wl-tile-v1-02602	wl-neg-neg-es-pba-9909	neg-es-pba-9909	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 04	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02602-neg-es-pba-9909-mdt5.tif	0.93929354	17	60.00000000	40.00000000
wl-tile-v1-02603	wl-neg-neg-es-pba-9910	neg-es-pba-9910	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 05	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02603-neg-es-pba-9910-mdt5.tif	-0.35740913	55	120.00000000	100.00000000
wl-tile-v1-02604	wl-neg-neg-es-pba-9911	neg-es-pba-9911	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 06	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02604-neg-es-pba-9911-mdt5.tif	-0.41129049	59	240.00000000	80.00000000
wl-tile-v1-02605	wl-neg-neg-es-pba-9912	neg-es-pba-9912	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 07	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02605-neg-es-pba-9912-mdt5.tif	0.58054720	21	240.00000000	40.00000000
wl-tile-v1-02606	wl-neg-neg-es-pba-9913	neg-es-pba-9913	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 08	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02606-neg-es-pba-9913-mdt5.tif	-0.31072330	48	15.00000000	40.00000000
wl-tile-v1-02607	wl-neg-neg-es-pba-9914	neg-es-pba-9914	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 09	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02607-neg-es-pba-9914-mdt5.tif	-0.35228780	52	15.00000000	60.00000000
wl-tile-v1-02608	wl-neg-neg-es-pba-9939	neg-es-pba-9939	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 10	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02608-neg-es-pba-9939-mdt5.tif	1.44572457	10	240.00000000	40.00000000
wl-tile-v1-02609	wl-neg-neg-es-pba-9940	neg-es-pba-9940	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 11	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02609-neg-es-pba-9940-mdt5.tif	0.22228890	29	240.00000000	180.00000000
wl-tile-v1-02610	wl-neg-neg-es-pba-9941	neg-es-pba-9941	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 12	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02610-neg-es-pba-9941-mdt5.tif	0.32358250	26	240.00000000	150.00000000
wl-tile-v1-02611	wl-neg-neg-es-pba-9942	neg-es-pba-9942	0	hard_negative	test_trasancos	ES	Mámoa de Campaíñas 13	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02611-neg-es-pba-9942-mdt5.tif	0.31535579	27	240.00000000	150.00000000
wl-tile-v1-02612	wl-neg-neg-es-pba-9943	neg-es-pba-9943	0	hard_negative	test_trasancos	ES	Mámoa de Catabois	Ferrol	Serantes (San Salvador)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02612-neg-es-pba-9943-mdt5.tif	-0.12264366	43	240.00000000	40.00000000
wl-tile-v1-02613	wl-neg-neg-es-pba-9944	neg-es-pba-9944	0	hard_negative	test_trasancos	ES	Mámoa de Espadanido 1	Ferrol	Marmancón (San Pedro)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02613-neg-es-pba-9944-mdt5.tif	0.47646173	23	240.00000000	180.00000000
wl-tile-v1-02614	wl-neg-neg-es-pba-9945	neg-es-pba-9945	0	hard_negative	test_trasancos	ES	Mámoa de Espadanido 2	Ferrol	Marmancón (San Pedro)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02614-neg-es-pba-9945-mdt5.tif	-0.59284041	63	240.00000000	40.00000000
wl-tile-v1-02615	wl-neg-neg-es-pba-9946	neg-es-pba-9946	0	hard_negative	test_trasancos	ES	Mámoa de Ferreiros	Ferrol	Brión (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02615-neg-es-pba-9946-mdt5.tif	-0.00931975	40	15.00000000	220.00000000
wl-tile-v1-02616	wl-neg-neg-es-pba-9947	neg-es-pba-9947	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 1	Ferrol	Leixa (San Pedro)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02616-neg-es-pba-9947-mdt5.tif	-0.43480897	60	240.00000000	80.00000000
wl-tile-v1-02617	wl-neg-neg-es-pba-9974	neg-es-pba-9974	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 2	Ferrol	Leixa (San Pedro)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02617-neg-es-pba-9974-mdt5.tif	0.98038304	16	15.00000000	40.00000000
wl-tile-v1-02618	wl-neg-neg-es-pba-9975	neg-es-pba-9975	0	hard_negative	test_trasancos	ES	Mámoa de Monteventoso	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02618-neg-es-pba-9975-mdt5.tif	0.10364362	33	240.00000000	150.00000000
wl-tile-v1-02619	wl-neg-neg-es-pba-9976	neg-es-pba-9976	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 1	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02619-neg-es-pba-9976-mdt5.tif	-0.24300040	46	15.00000000	40.00000000
wl-tile-v1-02620	wl-neg-neg-es-pba-9977	neg-es-pba-9977	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 2	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02620-neg-es-pba-9977-mdt5.tif	0.07390051	37	60.00000000	60.00000000
wl-tile-v1-02621	wl-neg-neg-es-pba-9978	neg-es-pba-9978	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 3	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02621-neg-es-pba-9978-mdt5.tif	-0.98872238	75	240.00000000	40.00000000
wl-tile-v1-02622	wl-neg-neg-es-pba-9979	neg-es-pba-9979	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 4	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02622-neg-es-pba-9979-mdt5.tif	-0.56150786	62	240.00000000	180.00000000
wl-tile-v1-02623	wl-neg-neg-es-pba-9980	neg-es-pba-9980	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 5	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02623-neg-es-pba-9980-mdt5.tif	1.33536308	11	240.00000000	80.00000000
wl-tile-v1-02624	wl-neg-neg-es-pba-9981	neg-es-pba-9981	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 6	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02624-neg-es-pba-9981-mdt5.tif	1.05272685	13	240.00000000	60.00000000
wl-tile-v1-02627	wl-neg-neg-es-pba-14222	neg-es-pba-14222	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 3/Mámoa de Trasancos	Narón	Trasancos (San Mateo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02627-neg-es-pba-14222-mdt5.tif	-0.73943630	66	15.00000000	120.00000000
wl-tile-v1-02628	wl-neg-neg-es-pba-14223	neg-es-pba-14223	0	hard_negative	test_trasancos	ES	Mámoa de Muíño do Vento	Narón	Trasancos (San Mateo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02628-neg-es-pba-14223-mdt5.tif	0.55099343	22	240.00000000	60.00000000
wl-tile-v1-02629	wl-neg-neg-es-pba-14224	neg-es-pba-14224	0	hard_negative	test_trasancos	ES	Mámoa de Sequeiro	Narón	San Xiao de Narón (San Xiao)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02629-neg-es-pba-14224-mdt5.tif	0.42171707	25	240.00000000	100.00000000
wl-tile-v1-02630	wl-neg-neg-es-pba-14225	neg-es-pba-14225	0	hard_negative	test_trasancos	ES	Mámoa de Vespasante/Arca de Vespasante	Narón	Trasancos (San Mateo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02630-neg-es-pba-14225-mdt5.tif	-1.14500047	78	240.00000000	60.00000000
wl-tile-v1-02631	wl-neg-neg-es-pba-14226	neg-es-pba-14226	0	hard_negative	test_trasancos	ES	Mámoa do Calvario	Narón	Trasancos (San Mateo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02631-neg-es-pba-14226-mdt5.tif	-0.96155249	74	240.00000000	120.00000000
wl-tile-v1-02632	wl-neg-neg-es-pba-14255	neg-es-pba-14255	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 01	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02632-neg-es-pba-14255-mdt5.tif	-0.60264638	64	240.00000000	150.00000000
wl-tile-v1-02633	wl-neg-neg-es-pba-14256	neg-es-pba-14256	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 02	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02633-neg-es-pba-14256-mdt5.tif	-0.40562703	58	15.00000000	80.00000000
wl-tile-v1-02634	wl-neg-neg-es-pba-14257	neg-es-pba-14257	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 03	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02634-neg-es-pba-14257-mdt5.tif	0.16847475	30	15.00000000	80.00000000
wl-tile-v1-02635	wl-neg-neg-es-pba-14258	neg-es-pba-14258	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 04	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02635-neg-es-pba-14258-mdt5.tif	-0.27975165	47	15.00000000	180.00000000
wl-tile-v1-02636	wl-neg-neg-es-pba-14259	neg-es-pba-14259	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 05	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02636-neg-es-pba-14259-mdt5.tif	1.63883855	7	30.00000000	60.00000000
wl-tile-v1-02637	wl-neg-neg-es-pba-14260	neg-es-pba-14260	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 06	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02637-neg-es-pba-14260-mdt5.tif	-0.03070507	42	240.00000000	120.00000000
wl-tile-v1-02638	wl-neg-neg-es-pba-14261	neg-es-pba-14261	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 07	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02638-neg-es-pba-14261-mdt5.tif	0.85764409	18	60.00000000	120.00000000
wl-tile-v1-02648	wl-neg-neg-es-pba-14636	neg-es-pba-14636	0	hard_negative	test_trasancos	ES	Mámoa do Inglés	Neda	Viladonelle (Santo André)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02648-neg-es-pba-14636-mdt5.tif	-0.34685309	51	240.00000000	60.00000000
wl-tile-v1-02649	wl-neg-neg-es-pba-14637	neg-es-pba-14637	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón	Neda	Santa María de Neda (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02649-neg-es-pba-14637-mdt5.tif	0.67966217	20	240.00000000	40.00000000
wl-tile-v1-02650	wl-neg-neg-es-pba-20404	neg-es-pba-20404	0	hard_negative	test_trasancos	ES	Mámoa da Ermida	San Sadurniño	Igrexafeita (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02650-neg-es-pba-20404-mdt5.tif	-0.82379838	71	120.00000000	180.00000000
wl-tile-v1-02651	wl-neg-neg-es-pba-20405	neg-es-pba-20405	0	hard_negative	test_trasancos	ES	Mámoa da Pena do Cabalo	San Sadurniño	Igrexafeita (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02651-neg-es-pba-20405-mdt5.tif	-0.35346306	53	240.00000000	180.00000000
wl-tile-v1-02652	wl-neg-neg-es-pba-20406	neg-es-pba-20406	0	hard_negative	test_trasancos	ES	Mámoa de Bardaos	San Sadurniño	Bardaos (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02652-neg-es-pba-20406-mdt5.tif	3.22992098	2	240.00000000	60.00000000
wl-tile-v1-02653	wl-neg-neg-es-pba-20407	neg-es-pba-20407	0	hard_negative	test_trasancos	ES	Mámoa de Campo da Cruz 2	San Sadurniño	Igrexafeita (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02653-neg-es-pba-20407-mdt5.tif	-1.47445573	80	30.00000000	80.00000000
wl-tile-v1-02654	wl-neg-neg-es-pba-20408	neg-es-pba-20408	0	hard_negative	test_trasancos	ES	Mámoa de Moimentos 1	San Sadurniño	Santa Mariña do Monte (Santa Mariña)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02654-neg-es-pba-20408-mdt5.tif	-0.96061529	73	15.00000000	220.00000000
wl-tile-v1-02655	wl-neg-neg-es-pba-20409	neg-es-pba-20409	0	hard_negative	test_trasancos	ES	Mámoa de Moimentos 2	San Sadurniño	Santa Mariña do Monte (Santa Mariña)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02655-neg-es-pba-20409-mdt5.tif	0.30942436	28	15.00000000	60.00000000
wl-tile-v1-02656	wl-neg-neg-es-pba-20435	neg-es-pba-20435	0	hard_negative	test_trasancos	ES	Mámoa de Pena Escrita	San Sadurniño	Lamas (San Xiao)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02656-neg-es-pba-20435-mdt5.tif	-0.78966488	69	240.00000000	80.00000000
wl-tile-v1-02657	wl-neg-neg-es-pba-20436	neg-es-pba-20436	0	hard_negative	test_trasancos	ES	Mámoa do Campo da Cruz 1	San Sadurniño	Igrexafeita (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02657-neg-es-pba-20436-mdt5.tif	-1.33462403	79	120.00000000	40.00000000
wl-tile-v1-02658	wl-neg-neg-es-pba-24330	neg-es-pba-24330	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 1	Valdoviño	Valdoviño (Santaia)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02658-neg-es-pba-24330-mdt5.tif	-1.08621418	77	15.00000000	220.00000000
wl-tile-v1-02659	wl-neg-neg-es-pba-24331	neg-es-pba-24331	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 2	Valdoviño	Valdoviño (Santaia)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02659-neg-es-pba-24331-mdt5.tif	0.98913520	15	120.00000000	150.00000000
wl-tile-v1-02660	wl-neg-neg-es-pba-24332	neg-es-pba-24332	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 3	Valdoviño	Valdoviño (Santaia)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02660-neg-es-pba-24332-mdt5.tif	2.20931128	3	240.00000000	40.00000000
wl-tile-v1-02661	wl-neg-neg-es-pba-24808	neg-es-pba-24808	0	hard_negative	test_trasancos	ES	Igrexa de San Martiño de Valdetires	Valdoviño	Meirás (San Vicente)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02661-neg-es-pba-24808-mdt5.tif	-0.49013773	61	15.00000000	220.00000000
wl-tile-v1-02662	wl-neg-neg-es-pba-24842	neg-es-pba-24842	0	hard_negative	test_trasancos	ES	Mámoa de Coto da Fraga 1	Valdoviño	Pantín (Santiago)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02662-neg-es-pba-24842-mdt5.tif	0.71868010	19	240.00000000	120.00000000
wl-tile-v1-02663	wl-neg-neg-es-pba-24843	neg-es-pba-24843	0	hard_negative	test_trasancos	ES	Mámoa de Coto da Fraga 2	Valdoviño	Pantín (Santiago)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02663-neg-es-pba-24843-mdt5.tif	1.79044014	6	60.00000000	100.00000000
wl-tile-v1-02664	wl-neg-neg-es-pba-24844	neg-es-pba-24844	0	hard_negative	test_trasancos	ES	Mámoa de Liñeiro	Valdoviño	Vilarrube (San Martiño)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02664-neg-es-pba-24844-mdt5.tif	-0.81500915	70	30.00000000	120.00000000
wl-tile-v1-02665	wl-neg-neg-es-pba-24845	neg-es-pba-24845	0	hard_negative	test_trasancos	ES	Mámoa de Loira	Valdoviño	Loira (San Pedro)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02665-neg-es-pba-24845-mdt5.tif	-0.64899742	65	30.00000000	220.00000000
wl-tile-v1-02666	wl-neg-neg-es-pba-24846	neg-es-pba-24846	0	hard_negative	test_trasancos	ES	Mámoa de Pena Moura	Valdoviño	Vilarrube (San Martiño)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02666-neg-es-pba-24846-mdt5.tif	0.10937823	32	60.00000000	100.00000000
wl-tile-v1-02667	wl-neg-neg-es-pba-24847	neg-es-pba-24847	0	hard_negative	test_trasancos	ES	Mámoa de Portonovo 1	Valdoviño	Valdoviño (Santaia)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02667-neg-es-pba-24847-mdt5.tif	-0.34667574	50	15.00000000	180.00000000
wl-tile-v1-02668	wl-neg-neg-es-pba-24848	neg-es-pba-24848	0	hard_negative	test_trasancos	ES	Mámoa de Portonovo 2	Valdoviño	Valdoviño (Santaia)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02668-neg-es-pba-24848-mdt5.tif	-1.04633563	76	15.00000000	40.00000000
