osm_type	osm_id	negative_class	name	osm_tags	longitude	latitude
way	465304888	forest_track		highway=track;surface=dirt	-8.1964131	43.5979172
way	527285234	forest_track		highway=track;surface=dirt	-8.1370558	43.5009259
way	657050028	forest_track		highway=track;surface=ground	-8.010823	43.4466146
way	302437917	forest_track		highway=track;surface=dirt	-8.1757312	43.4411766
way	1211004455	forest_track		highway=track;surface=ground	-8.1767354	43.4360827
way	280515457	forest_track		highway=track;surface=ground	-7.9803264	43.5749625
way	549608691	forest_track	Pista de Mundín	highway=track;surface=dirt	-8.1674167	43.4636838
way	791003618	forest_track		highway=track;surface=unpaved	-8.252992	43.5203254
way	657050038	forest_track		highway=track;surface=unpaved	-8.0179222	43.4531853
way	281664226	forest_track		highway=track;surface=ground	-7.9684938	43.6059549
way	737713813	forest_track		highway=track;surface=dirt	-8.1803175	43.6045958
way	329422923	forest_track		highway=track;surface=ground	-7.9730063	43.5406758
way	1086305083	forest_track	Riba de Cortes	highway=track;surface=unpaved	-8.0069762	43.7009245
way	484256458	forest_track		highway=track;surface=unpaved	-8.041535	43.7054521
way	281283970	forest_track		highway=track;surface=ground	-8.0268737	43.5411937
way	33530138	forest_track	Camiño da Seara	highway=track;surface=gravel	-8.2072583	43.4243077
way	281180867	forest_track		highway=track;surface=gravel	-8.004798	43.5640413
way	640285372	forest_track		highway=track;surface=unpaved	-7.9764463	43.7103034
way	874890054	forest_track		highway=track;surface=dirt	-8.1649278	43.5543299
way	222683610	forest_track		highway=track;surface=ground	-8.2919083	43.4445755
way	481078540	forest_track		highway=track;surface=ground	-8.1520173	43.6078702
way	330331944	forest_track		highway=track;surface=ground	-8.0063245	43.5837926
way	837031003	forest_track		highway=track;surface=dirt	-8.1643173	43.5524866
way	324186177	forest_track		highway=track;surface=ground	-7.9863072	43.6202187
way	657049991	forest_track		highway=track;surface=unpaved	-8.0657437	43.469128
way	174859868	forest_track		highway=track;surface=unpaved	-8.2510868	43.5132239
way	159764374	forest_track	Camiño da Seara	highway=track;surface=dirt	-8.2294413	43.5039387
way	742858648	forest_track		highway=track;surface=ground	-8.1681646	43.4507475
way	857468830	forest_track		highway=track;surface=fine_gravel	-8.1243844	43.5981257
way	329376911	forest_track		highway=track;surface=ground	-8.0008268	43.5280433
way	281258243	forest_track		highway=track;surface=ground	-8.0188132	43.6829435
way	251150552	forest_track		highway=track;surface=unpaved	-8.0909202	43.6577537
way	488080372	forest_track		highway=track;surface=gravel	-8.1941219	43.5091381
way	281177205	forest_track		highway=track;surface=ground	-7.9771335	43.5774213
way	329424091	forest_track		highway=track;surface=ground	-7.999374	43.5481635
way	154558739	forest_track		highway=track;surface=dirt	-8.2612298	43.5544245
way	656961317	forest_track		highway=track;surface=ground	-8.047802	43.419584
way	996021013	forest_track		highway=track;surface=dirt	-8.18108	43.6016963
way	249649792	forest_track		highway=track;surface=dirt	-8.1598758	43.5579352
way	275096693	forest_track		highway=track;surface=ground	-8.0133651	43.5599872
way	169510829	forest_track		highway=track;surface=unpaved	-8.0329501	43.476597
way	1419711209	forest_track		highway=track;surface=gravel	-8.2062051	43.4263691
way	618772023	forest_track		highway=track;surface=unpaved	-8.1690375	43.4522702
way	174005252	forest_track		highway=track;surface=dirt	-8.2050866	43.591039
way	214214626	forest_track		highway=track;surface=gravel	-8.2037146	43.563586
way	742165658	forest_track		highway=track;surface=dirt	-8.1325253	43.5272735
way	329377033	forest_track		highway=track;surface=ground	-8.0063252	43.529195
way	1096900043	forest_track		highway=track;surface=ground	-7.9787143	43.5428367
way	461757784	forest_track		highway=track;surface=unpaved	-8.2451421	43.5090813
way	1279374961	forest_track		highway=track;surface=dirt	-8.0676613	43.5547453
way	72611119	forest_track		highway=track;surface=unpaved	-8.1672349	43.4386051
way	744895626	forest_track		highway=track;surface=dirt	-8.069838	43.5523288
way	176252521	forest_track		highway=track;surface=dirt	-8.210426	43.5782191
way	275043150	forest_track		highway=track;surface=ground	-7.9567603	43.5591544
way	657050044	forest_track		highway=track;surface=ground	-8.0232952	43.4541565
way	275114085	forest_track		highway=track;surface=ground	-7.9888606	43.5887708
way	35445039	forest_track		highway=track;surface=gravel	-8.1955696	43.5079539
way	329372953	forest_track		highway=track;surface=gravel	-7.9847074	43.546445
way	464453838	forest_track		highway=track;surface=unpaved	-8.2136552	43.5798486
way	281279113	forest_track		highway=track;surface=ground	-7.9980602	43.5560095
way	490279843	forest_track		highway=track;surface=unpaved	-8.1182719	43.4367984
way	145174694	forest_track		highway=track;surface=unpaved	-8.1771574	43.4946441
way	499115903	forest_track		highway=track;surface=fine_gravel	-8.1886345	43.60956
way	329374011	forest_track		highway=track;surface=ground	-7.9806115	43.543611
way	324187655	forest_track		highway=track;surface=ground	-7.9728875	43.618213
way	594275719	forest_track		highway=track;surface=ground	-8.1786984	43.4457314
way	154558726	forest_track	Senda Litoral Costa Ártabra	highway=track;surface=dirt	-8.2359188	43.5674983
way	188880096	forest_track		highway=track;surface=unpaved	-8.2483619	43.5090426
way	697625228	forest_track		highway=track;surface=fine_gravel	-8.1208665	43.5846255
way	690438700	forest_track		highway=track;surface=dirt	-8.1372706	43.4917337
way	280515459	forest_track		highway=track;surface=ground	-7.9630131	43.5511977
way	834034935	forest_track		highway=track;surface=dirt	-8.1641944	43.600414
way	274139496	forest_track		highway=track;surface=ground	-8.1321355	43.6313534
way	1545512942	forest_track		highway=track;surface=ground	-8.3099923	43.4525642
way	857468829	forest_track		highway=track;surface=dirt	-8.1239936	43.5959548
way	1121660985	forest_track		highway=track;surface=dirt	-8.1392584	43.5001845
way	465748695	forest_track		highway=track;surface=gravel	-8.2101877	43.5907084
way	891684318	forest_track	Camiño á Fábrica do Monte	highway=track;surface=ground	-8.1539765	43.4924927
way	678629652	forest_track		highway=track;surface=ground	-8.0109229	43.5649521
way	329371621	forest_track		highway=track;surface=ground	-7.9919869	43.5450543
way	329374250	forest_track		highway=track;surface=ground	-7.967116	43.5401043
way	40125826	forest_track		highway=track;surface=dirt	-8.2507171	43.4419098
way	657050010	forest_track		highway=track;surface=unpaved	-8.0343274	43.4582902
way	1122847778	forest_track		highway=track;surface=ground	-8.1491443	43.489057
way	656961291	forest_track		highway=track;surface=unpaved	-8.0717896	43.4229319
way	175124723	forest_track		highway=track;surface=dirt	-8.2278341	43.5358679
way	857344200	forest_track		highway=track;surface=dirt	-8.1853653	43.6117262
way	84346464	forest_track		highway=track;surface=dirt	-8.1513765	43.538194
way	275110843	forest_track		highway=track;surface=ground	-8.0085918	43.5777984
way	508707610	forest_track	Camiño do Coto Do Rei	highway=track;surface=ground	-8.1333931	43.4819327
way	447271706	forest_track		highway=track;surface=dirt	-8.2110528	43.574436
way	329374010	forest_track		highway=track;surface=ground	-7.9726731	43.5468664
way	657050037	forest_track		highway=track;surface=unpaved	-8.0172413	43.4507803
way	173999214	forest_track		highway=track;surface=unpaved	-8.1848372	43.6190166
way	639316965	forest_track		highway=track;surface=ground	-8.1404509	43.4540077
way	640809417	forest_track		highway=track;surface=unpaved	-8.2166847	43.5748522
way	527003437	forest_track	Camiño á Fábrica do Monte	highway=track;surface=ground	-8.1557364	43.4895376
way	40008975	forest_track	Camiño do Lousido	highway=track;surface=gravel	-8.2591655	43.4597515
way	639316966	forest_track		highway=track;surface=ground	-8.1260389	43.4610464
way	1191323557	forest_track		highway=track;surface=ground	-8.0386821	43.6371686
way	549589246	forest_track		highway=track;surface=ground	-8.1546403	43.4643688
way	549729580	forest_track		highway=track;surface=ground	-8.1728833	43.4362691
way	260990501	forest_track		highway=track;surface=ground	-8.005472	43.6399936
way	281189493	forest_track		highway=track;surface=ground	-7.987293	43.5778638
way	879035589	forest_track		highway=track;surface=ground	-7.9712048	43.5402985
way	1123080962	forest_track	Camiño do Couce	highway=track;surface=unpaved	-8.1154316	43.4750284
way	739802269	forest_track		highway=track;surface=unpaved	-8.0210223	43.4523337
way	281672707	forest_track		highway=track;surface=ground	-8.0058353	43.6164733
way	666680249	forest_track		highway=track;surface=ground	-8.2001486	43.4346611
way	324184683	forest_track		highway=track;surface=ground	-8.0895861	43.6414783
way	657050016	forest_track		highway=track;surface=unpaved	-8.031264	43.4463392
way	841413752	forest_track		highway=track;surface=gravel	-8.2310267	43.5638718
way	281290314	forest_track		highway=track;surface=ground	-8.0274893	43.5800659
way	1085132406	forest_track		highway=track;surface=unpaved	-8.0282328	43.6366354
way	112179424	forest_track		highway=track;surface=dirt	-8.1791013	43.5619408
way	312679548	forest_track		highway=track;surface=dirt	-8.1642233	43.5982742
way	656961312	forest_track		highway=track;surface=ground	-8.0283238	43.4285665
way	203129897	forest_track		highway=track;surface=unpaved	-8.1710817	43.4383413
way	1127704051	forest_track	Camiño de Ventin a Barreiras	highway=track;surface=unpaved	-8.1495314	43.4431545
node	6297387585	medieval_structure	Torre das Mestas	historic=castle	-7.9686968	43.5142491
way	373188735	medieval_structure	Batería antiaérea monolítica de Montefaro	historic=ruins	-8.2857931	43.4520561
way	330094665	medieval_structure	Igrexa de San Xoán de Moeche	building=church	-8.0120287	43.5537549
way	378454840	medieval_structure		historic=ruins	-8.2517269	43.4603181
way	460804466	medieval_structure	Igrexa de San Pablo	building=church	-8.2222323	43.5007885
way	191472720	medieval_structure	Igrexa de Santa María a Maior do Val	building=church	-8.2114711	43.5549857
way	373188727	medieval_structure		building=yes;historic=ruins	-8.2807087	43.4554633
way	251862611	medieval_structure	Igrexa de San Xoán de Filgueira	building=church	-8.2137814	43.495737
way	326016399	medieval_structure	Igrexa de San Xurxo da Mariña	building=church	-8.3032436	43.511411
way	373188740	medieval_structure		building=bunker;historic=ruins	-8.3116315	43.4536338
way	84424294	medieval_structure	Igrexa de Santa María de Neda	building=church	-8.1544457	43.5043712
way	373103235	medieval_structure	Igrexa de San Martiño do Porto	building=church	-8.1750348	43.4231267
node	3742856340	medieval_structure	Batería de Lobateiras	historic=ruins	-8.322251	43.4738317
way	373884128	medieval_structure		building=bunker;historic=ruins	-8.3132833	43.4436937
way	160175503	medieval_structure	Igrexa de Santiago Apóstolo de Xuvia	building=church	-8.1988104	43.4961219
way	1305742807	medieval_structure	Igrexa de Santa María de Régoa	building=church	-8.0322938	43.6764845
way	618313321	medieval_structure	Igrexa de Santa María de Naraío	building=church	-8.0859827	43.4984806
way	373188730	medieval_structure	Polvorín de Bordocedo	building=yes;historic=ruins	-8.2775306	43.453406
way	373091266	medieval_structure	Igrexa de San Pedro de Cervás	building=church	-8.2744625	43.4430151
way	176334554	medieval_structure	Lavadoiro de Ouro	historic=ruins	-8.2659877	43.5545423
way	256171194	medieval_structure	Igrexa de Santiago de Franza	building=church	-8.2136318	43.4507299
node	11980870082	medieval_structure	Batería de San Xulián	historic=ruins	-8.2669623	43.4681307
node	5966202837	medieval_structure	Poste obsertaion de tirs	historic=ruins	-8.3226448	43.4763482
way	289109715	medieval_structure	Igrexa de San Pedro de Loira	building=church	-8.0874954	43.6046604
way	36904524	medieval_structure	Igrexa de San Rosendo de Canido	building=church	-8.2394302	43.4873252
way	975009946	medieval_structure	Batería de Prioriño Chico	historic=ruins	-8.340034	43.4586495
node	5966202535	medieval_structure	Poste observation tirs	historic=ruins	-8.3368635	43.4718012
way	220232866	medieval_structure		building=bunker;historic=ruins	-8.2895999	43.4516393
way	669132543	medieval_structure		building=bunker;historic=ruins	-8.2879637	43.450613
way	171955712	medieval_structure	Castelo de Moeche	building=yes;historic=castle	-7.9928492	43.5500172
way	266901195	medieval_structure	Igrexa de Santa Eulalia	building=church	-8.1356746	43.5993464
way	1069372478	medieval_structure	Igrexa de Santo Andres de Viladonelle	building=church	-8.1139903	43.4825675
way	232194918	medieval_structure	Igrexa de Santa María do Mar de Cedeira	building=church	-8.0568421	43.6610505
way	258636365	medieval_structure	Igrexa de Santo Estevo de Sedes	building=church	-8.1414375	43.5523094
way	303284497	medieval_structure	Igrexa de Santa María de Bardaos	building=church	-8.0348327	43.5643139
way	34054843	medieval_structure	Mosteiro de San Martiño de Xuvia	building=church;historic=monastery	-8.174282	43.4979723
way	305453122	medieval_structure	Igrexa de Santiago de Lago	building=church	-8.1638159	43.5938542
way	276515254	medieval_structure	Igrexa de Santo Amaro de Esteiro	building=church	-8.2261011	43.4815895
way	655946964	medieval_structure		historic=ruins	-8.2547308	43.4610182
way	508029043	medieval_structure	Igrexa Parroquial Santa Mariña de Sillobre	building=church	-8.1464835	43.4777601
node	4167867947	medieval_structure	Batería costeira do Cabo Prior	historic=ruins	-8.3170046	43.5600395
way	192305391	medieval_structure	Igrexa de Santo Amaro de Esteiro	building=church	-8.2229905	43.481678
way	190797574	medieval_structure	Igrexa de Santa Mariña do Vilar	building=church	-8.2259453	43.4948759
way	326008419	medieval_structure		historic=ruins	-8.2915688	43.5016208
way	462435130	medieval_structure	Igrexa Vella de de San Martiño de Covas	building=church	-8.2721897	43.5448711
way	490135334	medieval_structure	Igrexa de San Pedro de Leixa	building=church	-8.2030306	43.5177623
way	375738435	medieval_structure	Igrexa do Sagrado Corazón de Caranza	building=church	-8.2123819	43.4862286
way	220234848	medieval_structure		building=yes;historic=ruins	-8.2847506	43.4489471
way	375512053	medieval_structure		building=yes;historic=ruins	-8.2699616	43.4619517
way	474426317	medieval_structure	Igrexa de San Bartolomeu de Lourido	building=church	-8.1630344	43.5775408
way	457323635	medieval_structure		historic=ruins	-8.20422	43.4986549
way	190855951	medieval_structure	Igrexa de San Salvador de Pedroso	building=church	-8.1087309	43.536003
node	3742856339	medieval_structure	Batería de Lobateiras	historic=ruins	-8.3257367	43.4737901
way	221671181	medieval_structure	Igrexa da Nosa Señora dos Desamparados de Xuvia	building=church	-8.1801237	43.5103503
way	190794280	medieval_structure	Muíño de Xuvia	building=yes;historic=ruins;man_made=watermill	-8.1517808	43.5172239
way	456474814	medieval_structure	Igrexa de Santa Rosa de Viterbo da Graña	building=church	-8.2610512	43.4824926
way	543865901	medieval_structure		building=yes;historic=ruins	-8.2735578	43.462252
way	410303165	medieval_structure	Batería de Redes	historic=ruins	-8.2033909	43.4212528
way	1285325753	medieval_structure	Igrexa de Santa Cruz do Salto	building=church	-8.1396593	43.4444414
way	32923565	medieval_structure	Igrexa das Angustias	building=church;historic=church	-8.2285809	43.482904
way	190852552	medieval_structure	Igrexa de San Xiao de Narón	building=church	-8.1667439	43.5299756
way	375208994	medieval_structure		historic=ruins	-8.2570376	43.4600635
way	656852943	medieval_structure	Igrexa de Santiago da Capela	building=church	-8.0674757	43.4259585
way	1285340630	medieval_structure	Igrexa de San Vicente de Regoela	building=church	-8.1130073	43.4522893
way	36442808	medieval_structure	Igrexa de Santa María de Caranza	building=chapel;historic=church	-8.2065313	43.4771459
way	657257559	medieval_structure	Igrexa de San Xoán de Seoane	building=church	-7.9574521	43.4750354
way	461692482	medieval_structure	Igrexa de Santo Antonio da Cabana	building=church	-8.2689231	43.4914041
way	1284527910	medieval_structure	Igrexa de Santa María de Igrexafeita	building=church	-8.0134259	43.4991999
way	132933395	medieval_structure	Igrexa de San Pedro de Anca	building=church	-8.1092246	43.5023949
way	373884124	medieval_structure	Baterías de Obuses de Sudova	building=bunker;historic=ruins	-8.3085064	43.4439824
way	405403572	medieval_structure	Santuario de Santo André de Teixido	building=church;historic=church	-7.9841049	43.709041
way	373188732	medieval_structure		building=warehouse;historic=ruins	-8.2819235	43.4513538
way	375913315	medieval_structure		historic=ruins	-8.177911	43.5088253
way	1284618965	medieval_structure	Igrexa de San Xiao de Lamas	building=church	-8.0436208	43.5457549
way	220163390	medieval_structure	Igrexa de San Román de Doniños	building=church	-8.2888759	43.4970512
way	236423881	medieval_structure	Igrexa de San Xosé de Ares	building=church	-8.2456176	43.425021
way	170421075	medieval_structure	Igrexa de Santa Uxía de Mandiá	building=church	-8.2408439	43.5312873
way	656856335	medieval_structure	Igrexa de Santa María de Cabalar	building=church	-8.0764372	43.4554916
node	387206755	medieval_structure	Batería de San Cristovo	historic=ruins	-8.304013	43.4656612
way	633022122	medieval_structure	Igrexa vella de San Pedro de Loira	building=church	-8.1025011	43.6100587
way	1285328491	medieval_structure	Igrexa de Santa Olaia de Soaserra	building=church	-8.0949361	43.4261966
way	373188744	medieval_structure	Antigo viveiro	historic=ruins;landuse=aquaculture	-8.3016949	43.4540247
way	450073002	medieval_structure		building=church	-8.1541412	43.4372565
way	329435486	medieval_structure	Igrexa de Santiago de Abade	building=church	-7.9971049	43.5788137
way	676859819	medieval_structure	Igrexa de San Cosme de Piñeiro	building=church	-8.0387046	43.6623987
way	379727840	medieval_structure		building=yes;historic=ruins	-8.2652186	43.447835
way	222498146	medieval_structure	Igrexa de Santo André da Graña	building=church	-8.2624073	43.4790637
way	1382300768	medieval_structure	Igrexa de Santa Mariña do Monte	building=church	-8.1003681	43.5591467
way	465307436	medieval_structure	Igrexa de San Vicente de Meirás	building=church	-8.1929107	43.5840412
way	34053986	medieval_structure	Igrexa de Nosa Señora do Pilar	building=church	-8.222577	43.485298
way	373189191	medieval_structure	Antiga Salazón	building=industrial;historic=ruins	-8.2624109	43.4609663
way	405404440	medieval_structure	Igrexa de San Román de Montoxo	building=church	-7.9975657	43.6463167
way	279722013	medieval_structure	Nosa Señora do Rosario	building=church	-8.2200379	43.4905729
way	676661391	medieval_structure	Igrexa de San Xiao de Montoxo	building=church	-7.9829152	43.6531557
node	2314648851	medieval_structure	Dique da Campá	historic=ruins	-8.2586829	43.4856117
way	456666006	medieval_structure	Igrexa do Pilar	building=church	-8.2554992	43.4905679
way	439388160	medieval_structure	Igrexa Nova de San Lourenzo de Doso	building=church	-8.0969322	43.5189326
way	1288171224	medieval_structure	Igrexa de San Vicente de Vilaboa	building=church	-8.0559532	43.6083537
way	456011020	medieval_structure	Igrexa de Santa María de Brión	building=church	-8.271231	43.4815562
way	373097221	medieval_structure	Igrexa de San Vicente de Meá	building=church	-8.2496606	43.4608305
way	373884126	medieval_structure		building=bunker;historic=ruins	-8.3139017	43.4447718
way	330869091	medieval_structure	Igrexa de Santalla de Cervo	building=church	-8.041382	43.6849483
way	661184463	medieval_structure	O Castelo de Ares	historic=castle	-8.2398633	43.4206037
node	2309603205	medieval_structure		historic=ruins	-8.2838433	43.508759
way	271448613	medieval_structure	Igrexa de San Xurxo de Moeche	building=church	-7.9930733	43.5486667
way	47048641	medieval_structure	Castelo de Naraío	historic=castle	-8.0591242	43.4946423
way	373885861	medieval_structure	Casa dos Enxeñeiros	building=yes;historic=ruins	-8.295158	43.445335
way	462432009	medieval_structure	Igrexa de San Xoán de Esmelle	building=church	-8.2706297	43.5205413
way	190637686	medieval_structure	Igrexa Nova de Santa Icía de Trasancos	building=church	-8.198031	43.5046603
way	375056743	medieval_structure		building=house;historic=ruins	-8.2578136	43.4614282
way	220068680	medieval_structure	Igrexa de San Xosé Obreiro de Xuvia	building=church	-8.1948348	43.4987622
way	238808601	medieval_structure	Igrexa de Santa María do Sequeiro	building=church	-8.1749508	43.5675409
way	36904559	medieval_structure	Igrexa de San Salvador de Serantes	building=church	-8.2461739	43.5011522
way	373188731	medieval_structure		building=construction;historic=ruins	-8.2813067	43.4502094
way	373404066	medieval_structure	Igrexa de San Xoán de Piñeiro	building=church	-8.2025798	43.4417711
way	373188728	medieval_structure		building=yes;historic=ruins	-8.2830447	43.4585007
node	1794499249	medieval_structure		historic=ruins	-8.3468437	43.4634289
node	12459216081	medieval_structure	Batería do Pieiro	historic=ruins	-8.3363853	43.470771
way	373404067	medieval_structure	Igrexa Parroquial de Limodre	building=church	-8.1938482	43.4364212
node	2313636299	medieval_structure		historic=ruins	-8.2688549	43.4679861
way	1127978457	medieval_structure		building=church	-8.1460119	43.4252386
way	241255139	medieval_structure	Igrexa de Santa Rita de Xuvia	building=church	-8.1544133	43.5159355
way	242389877	medieval_structure	Igrexa Nova de San Martiño de Covas	building=church	-8.2766521	43.5428282
way	191157256	medieval_structure	Igrexa de San Pedro de Marmancón	building=church	-8.2551236	43.528517
way	33711834	medieval_structure	Castelo de San Felipe	building=castle;historic=castle	-8.2819441	43.4647105
node	1708904539	medieval_structure	Batería de Viñas	historic=ruins	-8.3379026	43.4598816
way	34856149	medieval_structure	Igrexa de San Vicente de Caamouco	building=church	-8.2005225	43.4288593
node	2153598784	medieval_structure	Postes de tirs	historic=ruins	-8.3402311	43.471521
node	3766968000	medieval_structure	Castelo de San Martiño	historic=ruins	-8.2842874	43.4595393
way	33712005	medieval_structure	Castelo de San Carlos	building=yes;historic=ruins	-8.2976126	43.4611603
way	190857248	medieval_structure	Igrexa de San Mateo de Trasancos	building=church	-8.2136767	43.5320295
way	477958884	medieval_structure	Igrexa Vella de Santa Icía de Trasancos	building=church	-8.1950767	43.5048133
way	330895391	medieval_structure	Igrexa de San Fiz de Esteiro	building=church	-8.0420642	43.6401499
way	370588724	medieval_structure	Batería de Prior Sur	historic=ruins	-8.3165918	43.5625658
way	238893281	medieval_structure	Igrexa de San Martiño de Goente	building=church	-7.9786846	43.4379144
way	373188729	medieval_structure		building=yes;historic=ruins	-8.2762942	43.4555785
way	467160730	medieval_structure	Igrexa da Nosa Señora do Carme	building=church	-8.232347	43.4850633
way	408268637	medieval_structure		building=garage;historic=ruins	-8.2842115	43.4511396
way	1527205475	medieval_structure	Igrexa Vella de San Lourenzo de Doso	building=church	-8.1016424	43.5214123
way	330131214	medieval_structure	Igrexa de San Paio de Ferreira	building=church	-8.0341132	43.522846
node	11918795642	hilltop_settlement	O Sino	place=hamlet	-8.190448	43.4352591
node	5079620832	hilltop_settlement	O Esteiro	place=hamlet	-8.2688454	43.4550006
node	4884519521	hilltop_settlement	A Barca de Arriba	place=hamlet	-8.2596514	43.4937892
