task_id	priority	site_id	primary_name	municipality	parish	dataset_use	split	has_coordinates	qgis_action	suggested_decision	notes
task-0056	P0	tra-naron-codigo-x-48-castro-d-o-ram-o-codigo-ga-en-tram-ite-localizacion-	((((((((((((((((((((((((((((((((((((((((((((((( CÓDIGO: X- 48 Castro d o Ram o ° (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( CÓDIGO GA: En trám ite (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( LOCALIZACIÓN (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( LUGAR: Cabrita CLASIFICACIÓN E CATEGORÍA DO SOLO: SR( SRPP) ( ( ( (SRPIN ((((((((((((((((((((((((((((((((((((((((((((((((((((((	Narón	Doso ( San Loure nzo) ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( CÓD. PLANO ORD. E:1/5.000 : 18 ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( COORDENADAS X/Y ETRS89 UTM29: ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( 572424/ 4818936 (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( CÓDIGO SU/SNR: ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( CLASIFICACIÓN, CATEGORÍA E TIPO ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (SNRT ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ((((((((((((((((((((((((((((((((((((((((((((((((( CLASIFICACIÓN: Be n Catalogad o ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( CATEGORÍA: Xace m e nto arque olóxico ( ( ( ( ( ( ( ( ( ( ( ( ( (SRPIN ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (SRPP ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( TIPO: 1.Arque olóxico ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (!X-48 ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( DESCRICIÓN ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( Ele m e nto arque olóx ic o con tipolox í a d e castro,pe ro cunh a e structura m oi singular.Foi d e te ctad o m e d iante o análise d a ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( fotograf íad o Vó Ane ricano d o 1955,e no vó LI DAR apare ce bastante m ais d if uso,se e xce ptuam os unh a d as e structuras ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( principais. Constad e d ous re cintos c irculare s,o principal d e 46, 5m e o se cund ario d e 30m ,d e lim itad os por f oxos d os que o ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( foxo Le ste d o re cinto principal ée spe cialm e nte signif icativo,acad and o ós 5- 6m d e alturae se nd o re utilizad o com o congostra ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( parao acce so aun pe que ño casal ce rcano. O re alm e nte incrilbe l d e stae structuraéque por un lad o non e x iste folk lore d e ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ningún tipo asociad o,nin f orad e te ctad o e n ningún d os abond osos traballos d e catalogación d acom arc a.A d ocum e ntación ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (SRPO m e d ie val re f íre se a e sta zona ( Carbalo Furad o)nun par d e ocasións para d e c ir que a f orca d o Moste iro d e Pe d roso ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( e m plaz ábase e iquí ,posto que e raun d os se us lí m ite s com o couto.Am aiore s pre se ntare lación conte xtual c oaigre xad e Doso ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( SRPO ( ( ( ( (SRPO ((((((((((((((((((((((((((((((((((((( ((((((((((((((((((((( ou Cape lad o Ram o R- 11,xam e ncionad ano Docum e nto d e T ruc tino ( 868).Figuracom o punto d e paso d o Cam iño d as Ánim as ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( SRPO ( ( ( ( SRPO (SRPO ((((((((((((((((((((((((((((( “e t pe r (fonte )Gavam e t ind e ad que rquum Ed ratil“.Ainsiste nte pre se nzad e ste c arballo f ainos plante xar se e ste non se ráun ((((((((((((((((((((((((((((((((((((((((((((((((((((((((( re cinto c ultual. (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (SNRC ((((((((((((((((((((((((((((( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( (SRPO ( ( ( ( ( ( SNRC ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( 1:2.000 SRPP ((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (SRPP (((((( ( (SNRC ((((((((((((( e n(c ( ( ( (B( a (ta (log (a (d o(d(e sc ( r( ito(na (fich(a( ( ( (D(e lim .be n(arque olóx ( ic (o( ( ( (Z (ona ( (d e(am( ort(e c (e m(e(nt( oA(rque ( (olóx ( (ica( ( ( ( ( ( ( ( ( ( ( ( ( ( (( ( ( (( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( Contorno d e prote cc ión Arque olóxico ( ( ( ( ( ( ( ( ESTADO DE CONSERVACIÓN FOTOGRAFÍAS DO ELEMENTO CATALOGADO Re gular NIVEL DE PROTECCIÓN I nte gral	needs_geocoding	review_only	no	Buscar coordenadas en PXOM/Xunta/PNOA antes de usar.	geocode_then_reclassify	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
task-0057	P0	tra-naron-ga15054001	X-39 Monte do Castro	Narón	O Val	needs_geocoding	review_only	no	Buscar coordenadas en PXOM/Xunta/PNOA antes de usar.	geocode_then_reclassify	
task-0058	P0	tra-naron-ga15054002	X-41 Castro de Quintá	Narón	O Val	positive_o_val_holdout	test_o_val	yes	Verificar coordenada y dibujar polígono/buffer; mantener fuera de entrenamiento.	verify_holdout_polygon	Presente en lista clásica Pena/Calaméo nº 14. | 3 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
task-0059	P1	tra-naron-ga15054003	X-14 Castro de San Mateo	Narón	Trasancos / San Mateo	test_positive_candidate	test	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	Presente en lista clásica Pena/Calaméo nº 15.
task-0060	P0	tra-naron-ga15054004	X-40 Castro de Santa María	Narón	Castro (Santa María)	needs_geocoding	review_only	no	Buscar coordenadas en PXOM/Xunta/PNOA antes de usar.	geocode_then_reclassify	
task-0061	P1	tra-naron-ga15054005	X-10 Castro de Eiravedra	Narón	Sedes	test_positive_candidate	test	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	Presente en lista clásica Pena/Calaméo nº 18. | 2 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
task-0062	P1	tra-naron-ga15054006	X-09 Castro de Couto / O Petouzal	Narón	O Couto	test_positive_candidate	test	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	2 coordenadas candidatas en fuentes; se eligió Artabro por prioridad.
task-0063	P1	tra-naron-ga15054007	X-11 Castro de Sequeiro	Narón	San Xiao de Narón	test_positive_candidate	test	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	Presente en lista clásica Pena/Calaméo nº 16. | 3 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
task-0064	P1	tra-naron-ga15054009	X-15 Castro de Vicás	Narón	San Xiao de Narón	test_positive_candidate	test	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	Presente en lista clásica Pena/Calaméo nº 19.
task-0065	P1	tra-naron-ga15054010	X-04 Castro da Ermida	Narón	Pedroso	test_positive_candidate	test	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	Presente en lista clásica Pena/Calaméo nº 20. | 2 coordenadas candidatas en fuentes; se eligió Artabro por prioridad.
task-0066	P1	tra-naron-ga15054015	X-12 Castro de Pena Lopesa	Narón	O Val	positive_damaged_review	review_only	yes	Comprobar visibilidad/conservación; usar solo como caso de error o revisión.	inspect_damaged_site	Presente en lista clásica Pena/Calaméo nº 25. | 3 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
task-0067	P0	tra-naron-ga15054037	X-07 Castro de A Pedreira	Narón	O Val	positive_o_val_holdout	test_o_val	yes	Verificar coordenada y dibujar polígono/buffer; mantener fuera de entrenamiento.	verify_holdout_polygon	3 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
task-0068	P1	tra-naron-o-castro	O Castro	Narón	San Martiño do Couto	positive_damaged_review	review_only	no	Comprobar visibilidad/conservación; usar solo como caso de error o revisión.	inspect_damaged_site	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial. | Presente en lista clásica Pena/Calaméo nº 22.
task-0069	P0	tra-naron-to15054003	X-08 Castro de Abaixo	Narón		needs_geocoding	review_only	no	Buscar coordenadas en PXOM/Xunta/PNOA antes de usar.	geocode_then_reclassify	en PXOM como toponímico/castro; revisar código
task-0070	P0	tra-naron-vilasuso	Castro de Vilasuso	Narón	Santa María Maior do Val	positive_o_val_holdout	test_o_val	yes	Verificar coordenada y dibujar polígono/buffer; mantener fuera de entrenamiento.	verify_holdout_polygon	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial. | 3 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
task-0071	P1	tra-naron-x-05-castro-da-pereiruga	X-05 Castro da Pereiruga	Narón	Pedroso	test_positive_candidate	test	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	Presente en lista clásica Pena/Calaméo nº 24. | 2 coordenadas candidatas en fuentes; se eligió Artabro por prioridad.
task-0072	P1	tra-naron-x-06-castro-da-revolta	X-06 Castro da Revolta	Narón	Sedes	test_positive_candidate	test	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	Presente en lista clásica Pena/Calaméo nº 17. | 2 coordenadas candidatas en fuentes; se eligió Artabro por prioridad.
task-0073	P0	tra-naron-x-48-castro-do-ramo	X-48 Castro do Ramo	Narón		needs_geocoding	review_only	no	Buscar coordenadas en PXOM/Xunta/PNOA antes de usar.	geocode_then_reclassify	en trámite según índice PXOM
task-0074	P0	tra-naron-x-50-cercado-neolitico-da-lagoa-pena-grande	X-50 Cercado neolítico da Lagoa / Pena Grande	Narón	O Val	review_only	review_only	yes	Resolver tipología castro/cercado neolítico; no usar como positivo.	resolve_typology	Pena Grande/Lagoa: no usar como positivo hasta resolver castro vs cercado neolítico. | no tratar automáticamente como castro; caso conflictivo
task-0075	P1	tra-neda-castro-de-ancos	Castro de Ancos	Neda	Santa María de Neda	train_positive_candidate	train	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	catálogo NNSS Neda, ficha 42 | Presente en lista clásica Pena/Calaméo nº 46.
task-0076	P1	tra-neda-castro-de-viladonelle	Castro de Viladonelle	Neda	Viladonelle	train_positive_candidate	train	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	catálogo NNSS Neda, ficha 43 | Presente en lista clásica Pena/Calaméo nº 47.
task-0077	P0	tra-neda-castros	Castros	Neda	San Martiño de Neda	needs_geocoding	review_only	no	Buscar coordenadas en PXOM/Xunta/PNOA antes de usar.	geocode_then_reclassify	Plan Sectorial 2014, TOP15055002; topónimo/yacimiento a comprobar
task-0078	P2	tra-neda-ga150554006	Castro do Petouzal	Neda	O Couto	review_only	review_only	yes	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
task-0079	P0	tra-neda-monte-de-rabadena	Monte de Rabadeña	Neda	Santa María de Neda	needs_geocoding	review_only	no	Buscar coordenadas en PXOM/Xunta/PNOA antes de usar.	geocode_then_reclassify	Plan Sectorial 2014, clave GA15055005; no sustituye al catálogo completo
task-0080	P1	tra-neda-santa-maria-de-neda	Castro de Santa María de Neda	Neda	Santa María de Neda	positive_damaged_review	review_only	no	Comprobar visibilidad/conservación; usar solo como caso de error o revisión.	inspect_damaged_site	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial.
task-0081	P2	tra-san-sadurnino-a-croa-naraio	A Croa / Naraío	San Sadurniño	Naraío	review_only	review_only	no	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	posible castro/topónimo bajo lectura muy débil; confirmar
task-0082	P1	tra-san-sadurnino-castro-da-croa-do-redo	Castro da Croa do Redo	San Sadurniño	Lamas	val_positive_candidate	val	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	OCR lee Retío; Fálame/Galipedia leen Redo | Presente en lista clásica Pena/Calaméo nº 73. | parte del sistema de cinco castros del Val do Xuvia
task-0083	P1	tra-san-sadurnino-castro-da-croa-ou-castro-de-rupiallo	Castro da Croa ou Castro de Rupiallo	San Sadurniño	San Sadurniño	val_positive_candidate	val	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	catálogo NNSS San Sadurniño | flanco suroeste del sistema; junto a A Portela | 2 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
task-0084	P0	tra-san-sadurnino-castro-das-croas	Castro das Croas	San Sadurniño	San Sadurniño	needs_geocoding	review_only	no	Buscar coordenadas en PXOM/Xunta/PNOA antes de usar.	geocode_then_reclassify	equivalente probable al Castro de San Sadurniño | Presente en lista clásica Pena/Calaméo nº 68.
task-0085	P1	tra-san-sadurnino-castro-de-castrelo	Castro de Castrelo	San Sadurniño	Monte	val_positive_candidate	val	yes	Verificar coordenada y dibujar polígono/buffer entrenable.	draw_training_polygon	catálogo NNSS San Sadurniño | Presente en lista clásica Pena/Calaméo nº 69. | Presente en lista clásica Pena/Calaméo nº 70. | apoyo norte; deteriorado; fuente en Fálame y Ateneo 1987 | solo pista nominal Galipedia/O Noso Patrimonio; confirmar
