sample_id	bank_id	label_class	label_role	weak_label_status	weak_label_reason	final_split	split_family	spatial_block_id	country	region	province_or_district	municipality	parish	place	name	source	source_quality	source_record_id	source_code	typology	generic_type	periods	longitude	latitude	coord_precision	positive_confidence	morphology_proxy	terrain_context_proxy	negative_type	negative_confidence	review_priority	source_training_use	proposed_radius_m	bbox_epsg4326	visual_ring_signal_score	visual_ring_signal_tier	metric_eval_use	training_use	recommended_sampling_weight	generated_at
wl-neg-neg-es-pba-1089	neg-es-pba-1089	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	Fiopáns (San Pedro)	Estibadiña	Petróglifo da Pena de Alde	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1089	RE15007003		ARU		-8.708376555332675	42.929313030648345	catalogue_point_wgs84				rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	hard_negative_candidate_requires_qgis_review	35.0	-8.71151736,42.92701335,-8.70523576,42.93161271				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1090	neg-es-pba-1090	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	Corneira (San Cristovo)	Ferreiros	Petróglifo da Pena do Miñato	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1090	GA15007045		ARU		-8.808237271835036	42.97004055666883	catalogue_point_wgs84				rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	hard_negative_candidate_requires_qgis_review	35.0	-8.81138015,42.96774088,-8.80509439,42.97234023				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1091	neg-es-pba-1091	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	Lañas (Santa Baia)	Valiña	Petróglifo de Pena Furada	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1091	GA15007070		ARU		-8.699628082556787	42.95135211278879	catalogue_point_wgs84				rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	hard_negative_candidate_requires_qgis_review	35.0	-8.70277001,42.94905244,-8.69648616,42.95365179				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1118	neg-es-pba-1118	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	Marcelle (Santa Cristina)	Marcelle	Petróglifo do Libreiro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1118	GA15007072		ARU		-8.73558088345142	42.99004775741499	catalogue_point_wgs84				rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	hard_negative_candidate_requires_qgis_review	35.0	-8.73872479,42.98774808,-8.73243698,42.99234743				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1119	neg-es-pba-1119	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	Troitosende (Santa María)	Menlle de Abaixo	Petróglifo do Monte da Calexa	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1119	GA15007071		ARU		-8.681058711733876	42.9463636536167	catalogue_point_wgs84				rock_art_surface	official_non_castro_heritage_needs_visual_review	P2	hard_negative_candidate_requires_qgis_review	35.0	-8.68420038,42.94406398,-8.67791704,42.94866333				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1403	neg-es-pba-1403	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	Corneira (San Cristovo)	Ferraces	Mámoa da Lagoa	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1403	GA15007060		-		-8.791242239042381	42.967361053454454	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.79438498,42.96506138,-8.78809950,42.96966073	19.37	weak_centered_ring_signal	include_visual_signal_metric_eval	weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1404	neg-es-pba-1404	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	Sanamede do Monte (San Mamede)	Buchaín	Mámoa da Mina de Mosqueira	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1404	GA15007016		-		-8.725792899271706	42.94113091460559	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.72893430,42.93883124,-8.72265150,42.94343059	21.94	weak_centered_ring_signal	include_visual_signal_metric_eval	weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1405	neg-es-pba-1405	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	A Ermida (San Salvador)	Cruceiro, O	Mámoa da Mina do Rodado	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1405	GA15007034		-		-8.801945136755617	42.99823212482654	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.80508946,42.99593245,-8.79880082,43.00053180				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1406	neg-es-pba-1406	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	A Riba (San Xoán)	Vigobó	Mámoa da Mina dos Mouros	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1406	GA15007065		-		-8.81881984156123	42.988031394431864	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.82196364,42.98573172,-8.81567604,42.99033107				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1407	neg-es-pba-1407	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	Lañas (Santa Baia)	Cantalarrana	Mámoa da Revolta Vella 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1407	GA15007012		-		-8.72836234783804	42.960603662361876	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.73150474,42.95830399,-8.72521995,42.96290334				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1408	neg-es-pba-1408	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	Lañas (Santa Baia)	Cantalarrana	Mámoa da Revolta Vella 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1408	GA15007013		-		-8.727288096803866	42.960604283301095	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.73043049,42.95830461,-8.72414570,42.96290396				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1409	neg-es-pba-1409	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	A Riba (San Xoán)	Bafaduira	Mámoa da Ventureira 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1409	GA15007036		-		-8.820948943154052	42.993804867317536	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.82409304,42.99150519,-8.81780485,42.99610454				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1410	neg-es-pba-1410	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	A Riba (San Xoán)	Bafaduira	Mámoa da Ventureira 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1410	GA15007037		-		-8.818862808565793	42.99355647249691	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.82200689,42.99125680,-8.81571873,42.99585615				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1438	neg-es-pba-1438	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	A Riba (San Xoán)	Campelo	Mámoa das Brañas	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1438	GA15007039		-		-8.833054174784145	42.98587071302679	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.83619786,42.98357104,-8.82991049,42.98817039				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1439	neg-es-pba-1439	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	Sanamede do Monte (San Mamede)	Saleiróns	Mámoa das Chamiseiras	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1439	GA15007026	Mámoa/Túmulo	-		-8.71730081114947	42.92207198112603	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.72044124,42.91977230,-8.71416038,42.92437166				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1440	neg-es-pba-1440	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	A Riba (San Xoán)	Carballeira, A	Mámoa de Barreiros 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1440	GA15007035		-		-8.798220456609974	42.97844044975088	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.80136376,42.97614077,-8.79507715,42.98074013				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1441	neg-es-pba-1441	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	A Riba (San Xoán)	Carballeira, A	Mámoa de Barreiros 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1441	GA15007073		-		-8.798564077383638	42.97847213885209	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.80170739,42.97617246,-8.79542077,42.98077182				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1442	neg-es-pba-1442	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	A Riba (San Xoán)	Carballeira, A	Mámoa de Barreiros 3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1442	GA15007075		-		-8.797674840096898	42.978023615732624	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.80081813,42.97572394,-8.79453155,42.98032329				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1443	neg-es-pba-1443	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	A Riba (San Xoán)	Carballeira, A	Mámoa de Barreiros 4	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1443	GA15007076		-		-8.798293002341358	42.9779982460692	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.80143629,42.97569857,-8.79514972,42.98029792				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1444	neg-es-pba-1444	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	Riobó (San Martiño)	Vigobó	Mámoa de Castelo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1444	GA15007053		-		-8.824083625134296	42.989191762722044	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.82722748,42.98689209,-8.82093977,42.99149144				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
wl-neg-neg-es-pba-1445	neg-es-pba-1445	0	hard_negative	weak_hard_negative_candidate	official non-castro heritage distractor	train	regular_spatial_block	ES|A Coruña|A Baña	ES	Galicia	A Coruña	A Baña	A Baña (San Vicenzo)	Canlís	Mámoa de Chan da Baña 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	1445	GA15007061	Túmulo/Mámoa	-		-8.77999660966671	42.9557834371207	catalogue_point_wgs84				megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	hard_negative_candidate_requires_qgis_review	45.0	-8.78313876,42.95348376,-8.77685446,42.95808311				weak_label_candidate_for_model_v1	0.60	2026-08-01T00:00:00Z
