sample_id	bank_id	label_class	label_role	weak_label_status	weak_label_reason	final_split	split_family	spatial_block_id	country	region	province_or_district	municipality	parish	place	name	source	source_quality	source_record_id	source_code	typology	generic_type	periods	longitude	latitude	coord_precision	positive_confidence	morphology_proxy	terrain_context_proxy	negative_type	negative_confidence	review_priority	source_training_use	proposed_radius_m	bbox_epsg4326	visual_ring_signal_score	visual_ring_signal_tier	metric_eval_use	training_use	recommended_sampling_weight	generated_at
wl-pos-pos-es-pba-7824	pos-es-pba-7824	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 4	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	7824	-		HOR		-8.408139035879145	43.32960507382151	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41130046,43.32730540,-8.40497761,43.33190475				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-7825	pos-es-pba-7825	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 5	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	7825	-		HOR		-8.40819475439565	43.328948030605055	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41135614,43.32664835,-8.40503337,43.33124771				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-7826	pos-es-pba-7826	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 6	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	7826	-		HOR		-8.410457455453399	43.3283834252983	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41361881,43.32608375,-8.40729610,43.33068310				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-7827	pos-es-pba-7827	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 7	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	7827	-		HOR		-8.411771889055787	43.327660824905145	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41493321,43.32536115,-8.40861057,43.32996050				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-7828	pos-es-pba-7828	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Hórreo no Castro de Elviña 8	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	7828	-		HOR		-8.411957677423583	43.32758073935819	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41511899,43.32528106,-8.40879636,43.32988042				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-7868	pos-es-pba-7868	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Teatro Rosalía de Castro e Biblioteca da Deputación	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	7868	-		-		-8.39853609951467	43.37024635106206	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.40169964,43.36794667,-8.39537256,43.37254603				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-7883	pos-es-pba-7883	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Fonte no Castro de Elviña 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	7883	-		-		-8.409770324290626	43.33055898045308	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41293180,43.32825930,-8.40660885,43.33285866				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-7884	pos-es-pba-7884	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Fonte no Castro de Elviña 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	7884	-		-		-8.410357826013415	43.3284819616915	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41351919,43.32618229,-8.40719646,43.33078164				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-7929	pos-es-pba-7929	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Lavadoiro en Castro de Elviña 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	7929	-		-		-8.40888635499935	43.33013120193399	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41204780,43.32783153,-8.40572491,43.33243088				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-7991	pos-es-pba-7991	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Lavadoiro no Castro de Elviña 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	7991	-		-		-8.409184269437874	43.328665000979356	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41234564,43.32636532,-8.40602290,43.33096468				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-7992	pos-es-pba-7992	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Lavadoiro no Castro de Elviña 3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	7992	-		-		-8.412564287682459	43.32734973837851	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41572559,43.32505006,-8.40940298,43.32964941				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-7993	pos-es-pba-7993	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	Elviña (San Vicenzo)	Castro de Elviña, O	Lavadoiro no Castro de Elviña 4	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	7993	-		-		-8.412454509069274	43.32850175613946	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41561587,43.32620208,-8.40929314,43.33080143				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-8060	pos-es-pba-8060	1	positive	exclude_ambiguous_positive_seed	positive seed too ambiguous for weak-label training	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	Oza (Santa María)	Corgo, O	O Castrillón	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	8060	GA15030022		-		-8.399233888175992	43.349253605689846	catalogue_point_wgs84	medium_official_name_or_type	castrel_toponym_hint	unknown_terrain_pending_visual_review			P1	positive_seed_requires_qgis_boundary_review	100.0	-8.40239633,43.34695393,-8.39607144,43.35155328				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-8174	pos-es-pba-8174	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Rosalía de Castro 14	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	8174	-		-		-8.407660576937904	43.36613390380334	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41082390,43.36383423,-8.40449725,43.36843358				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-8175	pos-es-pba-8175	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Rosalía de Castro 5	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	8175	-		-		-8.407530954109143	43.3655029184706	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41069425,43.36320324,-8.40436766,43.36780260				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-8176	pos-es-pba-8176	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Rosalía de Castro 7	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	8176	-		-		-8.40759204789564	43.36556626633968	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41075534,43.36326659,-8.40442875,43.36786594				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-8177	pos-es-pba-8177	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Rosalía de Castro 9-11	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	8177	-		-		-8.407677561887716	43.36565675410782	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41084086,43.36335708,-8.40451426,43.36795643				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-8653	pos-es-pba-8653	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|A Coruña	ES	Galicia	A Coruña	A Coruña	A Coruña	A Coruña	Edificio na rúa Rosalía de Castro 1-3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	8653	-		-		-8.407347235220586	43.365357894821926	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.41051052,43.36305822,-8.40418395,43.36765757				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-513	pos-es-pba-513	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Abegondo	ES	Galicia	A Coruña	Abegondo	Crendes (San Pedro)	Castro, O	Hórreo no Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	513	-		-		-8.275509940449007	43.26778182068732	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.27866815,43.26548214,-8.27235173,43.27008150				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-514	pos-es-pba-514	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Abegondo	ES	Galicia	A Coruña	Abegondo	Crendes (San Pedro)	Castro, O	Hórreo no Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	514	-		-		-8.274958717166072	43.2685437209538	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.27811697,43.26624404,-8.27180047,43.27084340				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-515	pos-es-pba-515	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Abegondo	ES	Galicia	A Coruña	Abegondo	Crendes (San Pedro)	Castro, O	Hórreo no Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	515	-		-		-8.274071248775119	43.26856510612649	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.27722950,43.26626543,-8.27091300,43.27086478				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-534	pos-es-pba-534	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Abegondo	ES	Galicia	A Coruña	Abegondo	Crendes (San Pedro)	Castro, O	Hórreo no Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	534	-		-		-8.277811264251945	43.268030493634896	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.28096949,43.26573082,-8.27465304,43.27033017				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-535	pos-es-pba-535	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Abegondo	ES	Galicia	A Coruña	Abegondo	Meangos (Santiago)	Castro, O	Hórreo no Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	535	-		-		-8.256199123164992	43.22845163098759	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.25935529,43.22615195,-8.25304295,43.23075131				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-2050	pos-es-pba-2050	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Aranga	ES	Galicia	A Coruña	Aranga	Cambás (San Pedro)	Foxo, O	Mámoa de Monte da Pedreira/Monte do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	2050	GA15003130		-		-7.989895410597749	43.26746435232112	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy			P1	positive_seed_requires_qgis_boundary_review	120.0	-7.99305360,43.26516468,-7.98673722,43.26976403				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-1895	pos-es-pba-1895	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Ares	ES	Galicia	A Coruña	Ares	Ares (San Xosé)	Parque Rosalía	Conxunto de arboredo Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	1895	-	Equipamento	-		-8.239708752324622	43.430296656369094	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.24287543,43.42799698,-8.23654208,43.43259633				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-1069	pos-es-pba-1069	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Arzúa	ES	Galicia	A Coruña	Arzúa	Lema (San Pedro)	Pastoriza a Vella	Hórreo da Casa de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	1069	-		HOR		-8.175674875077068	42.91141293372764	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.17881476,42.90911326,-8.17253499,42.91371261				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-1293	pos-es-pba-1293	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Arzúa	ES	Galicia	A Coruña	Arzúa	Lema (San Pedro)	Carballos Altos	Mámoa da Finca de Castro 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	1293	GA15006022		-		-8.168946565684776	42.914582374375236	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.17208661,42.91228270,-8.16580652,42.91688205				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
