theme	query	source	title	year	venue	cited_by	is_oa	doi	pdf_url	language	abstract
2_measurement	confidence interval small sample evaluation machine learning	openaire	Leveraging small-sample machine learning for rigorous prediction of JOA recovery in cervical spondylotic myelopathy patients: insights from imaging parameters and modeling strategies	2025		0					This study investigated how machine learning methods can be applied to small sample sizes to enhance prediction of postoperative functional recovery, as measured by the Japanese Orthopedic Association (JOA) score, in cervical spondylotic myelopathy (CSM) patients undergoing laminoplasty, while leveraging existing research and expert knowledge.Data from 143 CSM patients who underwent laminoplasty were analyzed. Eleven key imaging parameters related to cervical alignment and paravertebral muscles were measured. Multiple machine learning algorithms were evaluated using different feature engineering approaches. Model performance was assessed through repeated random sampling and confidence intervals.Increasing the number of random data splits improved stability of performance metrics. Incorporating fat infiltration parameters enhanced predictive performance. The Gaussian Naive Bayes algorithm achieved the best overall performance, with 76.90% accuracy (65.01-88.78% CI) and 75.24% AUC (59.20-91.28% CI) using the optimal feature set. Logistic regression and support vector machines also performed well. Random forests showed high specificity but low sensitivity.This study demonstrates that machine learning can effectively predict postoperative outcomes in CSM patients using small samples when combined with expert-informed feature engineering and rigorous evaluation methods. Multiple training iterations and confidence interval reporting enhance result reliability. Machine learning's flexibility in feature selection provides advantages over traditional statistical approaches for such predictive tasks in clinical settings.
2_measurement	confidence interval small sample evaluation machine learning	openaire	Beyond Point Estimates: Distributional Uncertainty in Machine Learning Performance Evaluation	2025		0					21 pages, 9 figures
2_measurement	confidence interval small sample evaluation machine learning	openaire	Confidence Interval Estimation of Predictive Performance in the Context of AutoML	2024		0					Accepted at AutoML 2024 conference
2_measurement	confidence interval small sample evaluation machine learning	openaire	Post-selection confidence bounds for prediction performance	2025		0					Abstract In machine learning, the selection of a promising model from a potentially large number of competing models and the assessment of its generalization performance are critical tasks that need careful consideration. Typically, model selection and evaluation are strictly separated tasks, splitting the sample at hand into training, validation, and evaluation sets, and only computing a single confidence interval for the prediction performance of the final selected model. We however regard the selection problem as a simultaneous inference problem and propose an algorithm to compute valid lower confidence bounds for multiple models that have been selected based on their prediction performance in the evaluation set. For this, we use bootstrap tilting and a maxT-type multiplicity correction. Various simulation experiments show that this leads to lower confidence bounds for the conditional performance that are at least as good as bounds from standard methods, and that reliably reach the nominal coverage probability. Also, a better performing final prediction model is selected this way, especially when the sample size is small. The approach is universally applicable for any combination of prediction models, any model selection strategy, and any prediction performance measure that accepts weights.
2_measurement	confidence interval small sample evaluation machine learning	openaire	Machine Learning Algorithms to Predict Outcomes in Children and Adolescents with Covid-19: A Systematic Review	2023		0					We aimed to analyze the study designs, modeling approaches, and performance evaluation metrics in studies using machine learning techniques to develop clinical prediction models for children and adolescents with COVID-19.We searched four databases for articles published between 01/01/2020 and 10/25/2023, describing the development of multivariable prediction models using any machine learning technique for predicting several outcomes in children and adolescents who had COVID-19.We included ten articles, six (60 % [95 % confidence interval (CI) 0.31 - 0.83]) were predictive diagnostic models and four (40% [95 % CI 0.170.69]) were prognostic models. All models were developed to predict a binary outcome (n= 10/10, 100 % [95 % CI 0.72-1]). The most frequently predicted outcome was disease detection (n=3/10, 30% [95 % CI 0.11-0.60]). The most commonly used machine learning models in the studies were tree-based (n=12/33, 36.3% [95 % CI 0.17-0.47]) and neural networks (n=9/27, 33.2% [95% CI 0.15-0.44]).Our review revealed that attention is required to address problems including small sample sizes, inconsistent reporting practices on data preparation, biases in data sources, lack of reporting metrics such as calibration and discrimination, hyperparameters and other aspects that allow reproducibility by other researchers and might improve the methodology.
2_measurement	confidence interval small sample evaluation machine learning	openaire	From disinfectant to neurodegeneration: Integrating machine learning and mendelian randomization reveals triclosan as a novel environmental risk factor for Alzheimer's disease	2025		0					"This study systematically investigated the association between triclosan (TCS) exposure and Alzheimer's disease (AD) risk via integrated bioinformatics approaches. TCS-AD-related genes were identified using bioinformatics tools and public databases, followed by the screening of key genes through multi-model machine learning algorithms (LASSO, SVM-RFE, RF) to mitigate random errors in small sample sizes. DRD2 was confirmed as the most robust core gene by LASSO confidence interval analysis and SHAP evaluation, while APP and SLC6A3 were validated through cross-method intersection. Findings from functional enrichment analysis, Mendelian randomization, and molecular docking demonstrated that TCS may affect AD pathogenesis through these key genes. Moreover, a stable AD risk scoring model and predictive formula were developed via logistic regression analysis of T-A-Key Genes. This study constitutes an innovative and transformative research endeavor. Building upon the understanding of TCS-induced neurotoxicity, it extends to the clinical translational direction of predicting AD onset risk, thereby establishing a quantitative association model of ""environmental exposure-core genes-disease risk. "" It not only provides novel evidence for the potential role of TCS neurotoxicity as an environmental pathogenic factor in AD, emphasizing the necessity of prioritizing risk management of daily chemical exposure in AD prevention and treatment, but also offers a scientific foundation for the formulation of public health policies aimed at preventing long-term TCS exposure."
2_measurement	confidence interval small sample evaluation machine learning	openaire	Predicting sample size required for classification performance	2012		0					Abstract Background Supervised learning methods need annotated data in order to generate efficient models. Annotated data, however, is a relatively scarce resource and can be expensive to obtain. For both passive and active learning methods, there is a need to estimate the size of the annotated sample required to reach a performance target. Methods We designed and implemented a method that fits an inverse power law model to points of a given learning curve created using a small annotated training set. Fitting is carried out using nonlinear weighted least squares optimization. The fitted model is then used to predict the classifier's performance and confidence interval for larger sample sizes. For evaluation, the nonlinear weighted curve fitting method was applied to a set of learning curves generated using clinical text and waveform classification tasks with active and passive sampling methods, and predictions were validated using standard goodness of fit measures. As control we used an un-weighted fitting method. Results A total of 568 models were fitted and the model predictions were compared with the observed performances. Depending on the data set and sampling method, it took between 80 to 560 annotated samples to achieve mean average and root mean squared error below 0.01. Results also show that our weighted fitting method outperformed the baseline un-weighted method (p &lt; 0.05). Conclusions This paper describes a simple and effective sample size prediction algorithm that conducts weighted fitting of learning curves. The algorithm outperformed an un-weighted algorithm described in previous literature. It can help researchers determine annotation sample size for supervised machine learning.
2_measurement	confidence interval small sample evaluation machine learning	openaire	The use of machine learning models to predict progression-free survival and overall survival outcomes from waterfall plots in randomized clinical trials (MAP-OUTCOMES)	2025		0					Depth of tumor response (DepOR) of individual patients, as visualized by waterfall plots, is a short-term endpoint that may represent a surrogate for survival-based outcomes such as progression-free survival (PFS) and overall survival (OS). We hypothesized that PFS/OS could be predicted from waterfall plots in randomized clinical trials (RCTs) using a novel machine-learning (ML) computational model.A literature-based search was carried out for phase II/III RCTs testing noncytotoxic systemic therapy, which included waterfall plots with corresponding PFS/OS results. Studies were defined as positive or negative based on achievement of an a priori-stated primary endpoint. Trial data and images of waterfall plots were manually extracted and then processed through a semi-automatic extraction process. We developed the MAP-OUTCOMES (MAchine learning model to Predict PFS and OS OUTCOMES) model using regularized logistic regression. This model was applied to a training set comprising 70% of the data, and 30% was used for a test set.A total of 91 unique RCTs were identified, and 82 (93 trial pairs) retained for the ML analysis. Most of the trials were phase III (75%), with 67% using PFS as the primary endpoint and a mean sample size of 350 patients per arm. The most common tumor type was genitourinary (22%), and small-molecule targeted agents (27%) were the most frequent regimen. The model's performance achieved 71% accuracy [95% confidence interval (CI) 0.536-0.862, P = 0.18] with an area under the curve (AUC) of 65% (95% CI 0.333-0.938, P = 0.157) and area under the precision-recall curve (AUPRC) of 90% (95% CI 0.779-0.995, P = 0.171) in the 28 trials used for the test set.The MAP-OUTCOMES model demonstrated the feasibility of using ML to predict survival-based outcomes from waterfall plots, thus providing a potential tool for early trial evaluation. Improving the model's performance with more training data and creating independent datasets are necessary steps to assess its generalizability for prospective clinical applications.
2_measurement	confidence interval small sample evaluation machine learning	openaire	Development of an optimized risk evaluation system for cardiovascular-kidney-metabolic syndrome-associated coronary heart disease based on tabular prior-data fitted network	2025		0					Background The innovative concept of cardiovascular-kidney-metabolic (CKM) syndrome and tabular prior-data fitted network (TabPFN) offers opportunities for optimizing coronary heart disease (CHD) risk evaluation. This study compared TabPFN with traditional machine learning (ML) methods in medical small-sample data, aiming to construct and validate a risk model for coronary stenosis in CKM–CHD patients. Methods The research strictly adheres to transparent reporting of a multivariable prediction model for individual prognosis or diagnosis + artificial intelligence (TRIPOD + AI). A total of 296 inpatients from the Main Campus of Jiangsu Province Hospital of Chinese Medicine (June 2023–August 2024) and Zidong Branch (June 2024–December 2024) were screened. The data of the Main Campus were randomly divided into a training set ( n = 160) and an internal validation set ( n = 54) according to a ratio of 3:1, and the data of Zidong Branch were used as an external validation set ( n = 82). Integrated least absolute shrinkage and selection operator regression was used to screen risk factors. TabPFN and eight traditional ML algorithms were applied to build models, which were evaluated by common indicators, calibration curves, decision curves, and learning curves. Finally, a local Shiny calculator was built. Results Five risk factors were identified: coronary computed tomography angiography, Type 2 diabetes mellitus, triglyceride-glucose index, body mass index, and absolute lymphocyte count. TabPFN outperformed traditional models in small samples, with area under the receiver operating characteristic curve (AUC) values of 0.922 (95% confidence interval [CI]: 0.886–0.958) in the training set, 0.857 (95% CI: 0.733–0.981) in the internal validation set, and 0.815 (95% CI: 0.711–0.918) in the external validation set. The best model reduced the false-negative rate of CCTA by 4.9% (95% CI: 1.9%−8.1%), and a user-friendly Shiny calculator was deployed. Conclusion TabPFN shows promise in medical small-sample analysis, and the optimized CKM–CHD risk model offers a certain degree of support for clinical decision-making. However, future larger-sample, multicenter prospective studies are still needed to further optimize the model.
2_measurement	confidence interval small sample evaluation machine learning	openaire	Bedside Ultrasound to Identify and Predict Severity of Dysphagia Following Ischemic Stroke: Human Versus Artificial Intelligence	2024		0					Dysphagia is a significant ischemic stroke complication that can lead to aspiration. Identification of at-risk patients can be logistically difficult and costly. Researchers investigated whether quantitative ultrasound assessment of hyoid bone movement during induced swallowing would predict failure of videofluoroscopy (VFS) or fiberoptic endoscopic evaluation of swallowing (FEES), as determined by a penetration-aspiration scale (PAS) score. Additionally, ability of a machine learning (ML) algorithm to predict PAS success or failure from real-time ultrasound video recordings was assessed.A prospective, single-blinded, observational pilot study was conducted from June 2019 through March 2020 at a comprehensive stroke center on a convenience sample of patients admitted with diagnosis of acute ischemic stroke undergoing VFS or FEES as part of dysphagia assessment. Researchers performed a midsagittal airway ultrasound during swallowing in patients receiving an objective swallowing assessment by speech language pathologists who were blinded to ultrasound results. Sonologists measured hyoid bone movement, and researchers then constructed an ML algorithm designed for real-time video analysis using a long short-term memory network with an embedded VGG16 convolutional neural network.Videos from 69 patients were obtained with their respective PAS results. In total, 90% of available videos were used for algorithm training. After training, the ML algorithm was challenged with the 10% previously unseen videos and then compared with PAS outcomes. Statistical analysis included logistic regression and correlation matrix testing on human ultrasound measurements. Cohen's κ was calculated to compare deep learning algorithm prediction with PAS results. Measurement of hyoid bone elevation, forward displacement, total displacement and mandible length was unable to predict PAS assessment outcome (p values = 0.36, 0.13, 0.11 and 0.32, respectively). The ML algorithm showed substantial agreement with PAS testing results for predicting test outcome (κ = 0.79; 95% confidence interval: 0.52-1.0) CONCLUSION: Manual ultrasound measurement of hyoid movement during swallowing in stroke patients failed to predict PAS swallowing results. However, an ML algorithm showed substantial agreement with PAS results despite a small data set, which could greatly improve access to dysphagia assessment in the future.
2_measurement	confidence interval small sample evaluation machine learning	openaire	Towards increasing the clinical applicability of machine learning biomarkers in psychiatry	2021		0					Due to a lack of objective biomarkers, psychiatric diagnoses still rely strongly on patient reporting and clinician judgement. The ensuing subjectivity negatively affects the definition and reliability of psychiatric diagnoses1,2. Recent research has suggested that a combination of advanced neuroimaging and machine learning may provide a solution to this predicament by establishing such objective biomarkers for psychiatric conditions, improving the diagnostic accuracy, prognosis and development of novel treatments3.These promises led to widespread interest in machine learning applications for mental health4, including a recent paper that reports a biological marker for one of the most difficult yet momentous questions in psychiatry—the assessment of suicidal behaviour5. Just et al. compared a group of 17 participants with suicidal ideation with 17 healthy controls, reporting high discrimination accuracy using task-based functional magnetic resonance imaging signatures of life- and death-related concepts3. The authors further reported high discrimination between nine ideators who had attempted suicide versus eight ideators who had not. While being a laudable effort into a difficult topic, this study unfortunately illustrates some common conceptual and technical issues in the field that limit translation into clinical practice and raise unrealistic hopes when the results are communicated to the general public.From a conceptual point of view, machine learning studies aimed at clinical applications need to carefully consider any decisions that might hamper the interpretation or generalizability of their results. Restrictiveness to an arbitrary setting may become detrimental for machine learning applications by providing overly optimistic results that are unlikely to generalize. As an example, Just et al. excluded more than half of the patients and healthy controls initially enrolled in the study from the main analysis due to missing desired functional magnetic resonance imaging effects (a rank accuracy of at least 0.6 based on all 30 concepts). This exclusion introduces a non-assessable bias to the interpretation of the results, in particular when considering that only six of the 30 concepts were selected for the final classification procedure. While Just et al. attempt to address this question by applying the trained classifier to the initially excluded 21 suicidal ideators, they explicitly omit the excluded 24 controls from this analysis, preventing any interpretation of the extent to which the classifier decision is dependent on this initial choice.From a technical point of view, machine learning-based predictions based on neuroimaging data in small samples are intrinsically highly variable, as stable accuracy estimates and high generalizability are only achieved with several hundreds of participants6,7. The study by Just et al. falls into this category of studies with a small sample size. To estimate the impact of uncertainty on the results by Just et al., we adapted a simulation approach with the code and data kindly provided by the authors, randomly permuting (800 times) the labels across the groups using their default settings and computing the accuracies. These results showed that the 95% confidence interval for classification accuracy obtained using this dataset is about 20%, leaving large uncertainty with respect to any potential findings.Special care is also required with respect to any subjective choices in feature and classifier settings or group selection. While ad-hoc selection of a specific setting is subjective, testing of different ones and outcome-based post-hoc justification of such leads to overfitting, thus limiting the generalizability of any classification. Such overfitting may occur when multiple models or parameter choices are tested with respect to their ability to predict the testing data and only those that perform best are reported. To illustrate this issue, we performed an additional analysis with the code and data kindly provided by Just et al. More specifically, in the code and the manuscript, we identified the following non-exhaustive number of prespecified settings: (1) removal of occipital cortex data; (2) subdivision of clusters larger than 11 mm; (3) selection of voxels with at least four contributing participants in each group; (4) selection of stable clusters containing at least five voxels; (5) selection of the 1,200 most stable features; and (6) manual copying and replacing of a cluster for one control participant. Importantly, according to the publication or code documentation, all of these parameters were chosen ad hoc and for none of these settings was a parameter search performed. We systematically evaluated the effect of each of these choices on the accuracy for differentiation between suicide ideators and controls in the original dataset provided by Just et al. As shown in Fig. 1, each of the six parameters represents an optimum choice for differentiation accuracy in this dataset, with any (even minor) change often resulting in substantially lower accuracy estimates. Similarly, data leakage may also contribute to optimistic results when information outside the training set is used to build a prediction model. More generally, whenever human interventions guide the development of machine learning models for the prediction of clinical conditions, a careful evaluation and reporting of any researcher’s degrees of freedom is essential to avoid data leakage and overfitting. Subsequent sharing of data processing and analysis pipelines, as well as collected data, is a further key step to increase reproducibility and facilitate replication of potential findings.
