site_id	primary_name	aliases	municipality	parish	place	scope	ga_code	record_type	confidence	source_tier	conservation_state	lat_wgs84	lon_wgs84	coord_status	coord_source	dataset_use	split	needs_review	sources	urls	notes
tra-ferrol-castro-de-lago	Castro de Lago	Castro de Lago; Lago	Ferrol	Lago (Santiago)	Castro	trasancos_estricto		web_catalog_candidate	medium	collaborative_catalog	Moi malo	43.59217950	-8.17132863	point_from_source	Patrimonio Galego	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Patrimonio Galego	https://patrimoniogalego.net/index.php/92334/2017/02/castro-de-lago/	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-castro-de-lavacerido	Castro de Lavacerido	Castro de Lavacerido; Lavacerido	Ferrol	Meirás ( San Vicente)	Punta Sarda	trasancos_estricto		web_catalog_candidate	medium	collaborative_catalog	Malo	43.60168211	-8.19886956	point_from_source	Patrimonio Galego	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Patrimonio Galego	https://patrimoniogalego.net/index.php/92115/2017/01/castro-de-lavacerido/	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-castro-de-loiravella	Castro de Loiravella	Castro de Loiravella; Loiravella	Ferrol	Loira (Santiago)	Loiravella	trasancos_estricto		web_catalog_candidate	medium	collaborative_catalog	Moi malo	43.59482396	-8.05880788	point_from_source	Patrimonio Galego	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Patrimonio Galego	https://patrimoniogalego.net/index.php/99184/2018/03/castro-de-loiravella/	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-castro-de-santo-tomas	Castro de Santo Tomás	Castro de Santo Tomás; Santo Tomás	Ferrol	Meirás	Taraza	trasancos_estricto		web_catalog_candidate	medium	collaborative_catalog	Moi malo	43.59218304	-8.18721268	point_from_source	Patrimonio Galego	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Patrimonio Galego	https://patrimoniogalego.net/index.php/92403/2017/01/castro-de-santo-tomas/	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-castro-de-sta-cecilia	Castro de Sta. Cecilia	Castro de Sta. Cecilia; Sta. Cecilia	Ferrol	Sta. Cecilia de Trasancos	O castro	trasancos_estricto		web_catalog_candidate	medium	local_catalog	desconocido	43.51083300	-8.20027700	point_from_source	Artabro	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Artabro	http://www.artabro.es/node20.html	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-castro-de-sta-comba	Castro de Sta. Comba	Castro de Sta. Comba; Sta. Comba	Ferrol	S. Martín de Cobas	Isla de Sta. Comba	trasancos_estricto		web_catalog_candidate	medium	local_catalog	desconocido	43.55952700	-8.28257000	point_from_source	Artabro	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Artabro	http://www.artabro.es/node68.html	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-castro-de-sta-marina	Castro de Sta. Marina	Castro de Sta. Marina; Sta. Marina	Ferrol	Sta. Marina del Vilar	O castro	trasancos_estricto		web_catalog_candidate	medium	local_catalog	desconocido	43.49755900	-8.22508200	point_from_source	Artabro	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Artabro	http://www.artabro.es/node29.html	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-castro-de-viladonelle	Castro de Viladonelle	Castro de Viladonelle; Viladonelle	Ferrol	Viladonelle (Santo André)	O Castro	trasancos_estricto		web_catalog_candidate	medium	collaborative_catalog	Malo	43.48461061	-8.11948051	point_from_source	Patrimonio Galego	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Patrimonio Galego	https://patrimoniogalego.net/index.php/98952/2018/03/castro-de-viladonelle/	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-castro-do-vilar	Castro do Vilar	Castro do Vilar; Vilar	Ferrol	Trasancos (San Mateo)	O Vilar	trasancos_estricto		web_catalog_candidate	medium	collaborative_catalog	Regular	43.54389738	-8.22231206	point_from_source	Patrimonio Galego	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Patrimonio Galego	https://patrimoniogalego.net/index.php/92121/2017/01/castro-do-vilar/	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-ferreiros	Castro de Ferreiros	Ferreiros	Ferrol	Santa Uxía de Mandiá		trasancos_estricto		classical_catalog_reference	medium_low	classical_secondary_catalog	desconocido			missing		needs_geocoding	review_only		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia	https://www.calameo.com/books/00129295754f931ea1d4a	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial.
tra-ferrol-ga-15054008	Castro da Revolta	Castro da Revolta; Revolta	Ferrol	Sedes (San Estevo)	A Revolta	trasancos_estricto	GA 15054008	web_catalog_candidate	medium	collaborative_catalog	Regular	43.53925447	-8.15688762	point_from_source	Patrimonio Galego	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Patrimonio Galego	https://patrimoniogalego.net/index.php/91795/2017/01/castro-da-revolta/	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-ga15036001	Castro de Lobariz / Lobadiz	Castro de Lobadiz; Castro de Lobariz; Castro de Lobariz / Lobadiz; Castro de Punta Castrelo; Lobadiz; Lobariz; Lobariz / Lobadiz; Punta Castrelo; Punta do Castro	Ferrol	San Xurxo da Mariña	Punta do Castro	trasancos_estricto	GA15036001	official_castro	high	official_catalog	Regular	43.66075514	-8.09129918	point_from_source	Patrimonio Galego	train_positive_candidate	train		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia; Artabro; Galipedia; PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos; Patrimonio Galego	http://www.artabro.es/node26.html; https://gl.wikipedia.org/wiki/Castro_de_Lobadiz; https://patrimoniogalego.net/index.php/99137/2018/03/castro-de-punta-castrelo/; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf; https://www.calameo.com/books/00129295754f931ea1d4a	catálogo Ferrol; otros nombres Punta do Castro | Presente en lista clásica Pena/Calaméo nº 1. | 3 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
tra-ferrol-ga15036002	Castro de Tralocastro / Esmelle	Castro de Tralocastro; Castro de Tralocastro / Esmelle; Esmelle; Tralocastro; Tralocastro / Esmelle	Ferrol	Esmelle	Tralocastro	trasancos_estricto	GA15036002	official_castro	high	official_catalog	Regular	43.53191997	-8.26729807	point_from_source	Patrimonio Galego	train_positive_candidate	train		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia; Artabro; Galipedia; PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos; Patrimonio Galego	http://www.artabro.es/node27.html; https://gl.wikipedia.org/wiki/Castro_de_Tralocastro; https://patrimoniogalego.net/index.php/92383/2017/01/castro-de-tralocastro/; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf; https://www.calameo.com/books/00129295754f931ea1d4a	catálogo Ferrol | Presente en lista clásica Pena/Calaméo nº 5. | 3 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
tra-ferrol-ga15036003	Castro de Marmancón / Papoi	Castro de Marmancón; Castro de Marmancón / Papoi; Castro de Papoi; Marmancón; Marmancón / Papoi; Papoi	Ferrol	Marmancón	Papoi	trasancos_estricto	GA15036003	official_castro	high	official_catalog	Regular	43.53979889	-8.24894103	point_from_source	Patrimonio Galego	train_positive_candidate	train		Artabro; Galipedia; PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos; Patrimonio Galego	http://www.artabro.es/node28.html; https://gl.wikipedia.org/wiki/Castro_de_Papoi; https://patrimoniogalego.net/index.php/92662/2017/01/castro-de-papoi/; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf	catálogo Ferrol; otros nombres Castro de Papoi | 3 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
tra-ferrol-ga15036004	Monte do Castro / Castro de Vilela	Castro de Vilela; Monte do Castro / Castro de Vilela; Vilela	Ferrol	Mandiá	Vilela	trasancos_estricto	GA15036004	official_castro	high	official_catalog	desconocido	43.52436600	-8.24006400	point_from_source	Artabro	train_positive_candidate	train		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia; Artabro; Galipedia; PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos	http://www.artabro.es/node21.html; https://gl.wikipedia.org/wiki/Castro_de_Vilela; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf; https://www.calameo.com/books/00129295754f931ea1d4a	catálogo Ferrol; OCR lee Vuela/Vilela | Presente en lista clásica Pena/Calaméo nº 7. | 2 coordenadas candidatas en fuentes; se eligió Artabro por prioridad.
tra-ferrol-ga15036005	Os Castros de Mandiá	Castro dos Castros; Fraga; Os Castros de Mandiá	Ferrol	Mandiá	Fraga	trasancos_estricto	GA15036005	official_castro	high	official_catalog	Regular	43.51457186	-8.23112044	point_from_source	Patrimonio Galego	train_positive_candidate	train		PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos; Patrimonio Galego	https://patrimoniogalego.net/index.php/92248/2017/01/castro-dos-castros/; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf	catálogo Ferrol
tra-ferrol-ga15036007	Castro de Santa Cecilia	Castro de Santa Cecilia; Castro de Santa Icía; Castro de Santa Icía (Ferrol; Santa Cecilia; Santa Icía; Santa Icía (Ferrol	Ferrol	Santa Icía de Trasancos	Castro	trasancos_estricto	GA15036007	official_castro	high	official_catalog	Moi malo	43.51114054	-8.19999608	point_from_source	Patrimonio Galego	train_positive_candidate	train		Galipedia; PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos; Patrimonio Galego	https://gl.wikipedia.org/wiki/Castro_de_Santa_Ic%C3%ADa_(Ferrol); https://patrimoniogalego.net/index.php/92292/2017/01/castro-de-santa-icia-2/; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf	catálogo Ferrol | 2 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
tra-ferrol-ga15036008	Castro de Vilasanche	Castro de Vilasanche; Vilasanche	Ferrol	Serantes	Vilasanche	trasancos_estricto	GA15036008	official_castro	high	official_catalog	desconocido	43.50009000	-8.26323300	point_from_source	Artabro	train_positive_candidate	train		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia; Artabro; Galipedia; PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos	http://www.artabro.es/node24.html; https://gl.wikipedia.org/wiki/Castro_de_Vilasanche; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf; https://www.calameo.com/books/00129295754f931ea1d4a	catálogo Ferrol | Presente en lista clásica Pena/Calaméo nº 8. | 2 coordenadas candidatas en fuentes; se eligió Artabro por prioridad.
tra-ferrol-ga15036009	A Croa / Castro da Croa de Fontá	A Croa; A Croa / Castro da Croa de Fontá; Castro da Croa de Fontá; Castro de Croa de Fontá; Croa de Fontá; Fontá	Ferrol	Doniños	Fontá	trasancos_estricto	GA15036009	official_castro	high	official_catalog	Desaparecido | Malo	43.48804215	-8.30896887	point_from_source	Patrimonio Galego	positive_damaged_review	review_only		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia; Artabro; Galipedia; PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos; Patrimonio Galego	http://www.artabro.es/node25.html; https://gl.wikipedia.org/wiki/Castro_da_Croa_de_Font%C3%A1; https://patrimoniogalego.net/index.php/92180/2017/01/castro-da-croa-de-fonta/; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf; https://www.calameo.com/books/00129295754f931ea1d4a	catálogo Ferrol; Artabro/PG lo nombran como Croa de Fontá | Presente en lista clásica Pena/Calaméo nº 2. | Presente en lista clásica Pena/Calaméo nº 10. | 3 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
tra-ferrol-ga15036010	Coto dos Mouros / Castro de Vilabuíde	Castro de Os Gafos; Castro de Vilabuíde; Castro dos Gafos; Coto dos Mouros; Coto dos Mouros / Castro de Vilabuíde; Gafos; Os Gafos; Vilabuíde	Ferrol	Doniños	Vilabuíde	trasancos_estricto	GA15036010	official_castro	high	official_catalog	Regular	43.49387984	-8.27676091	point_from_source	Patrimonio Galego	train_positive_candidate	train		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia; Artabro; Galipedia; PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos; Patrimonio Galego	http://www.artabro.es/node22.html; https://gl.wikipedia.org/wiki/Castro_dos_Gafos; https://patrimoniogalego.net/index.php/92234/2017/01/castro-dos-gafos/; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf; https://www.calameo.com/books/00129295754f931ea1d4a	catálogo Ferrol; otros nombres Castelo dos Mouros/Castro de Vilabuíde | Presente en lista clásica Pena/Calaméo nº 3. | 2 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
tra-ferrol-ga15036011	Castro de Santa Mariña / Casal dos Ovos	Casal dos Ovos; Castro de Santa Mariña; Castro de Santa Mariña / Casal dos Ovos; Os Castros Altos; Santa Mariña; Santa Mariña / Casal dos Ovos	Ferrol	Santa Mariña do Vilar | Serantes	Casal dos Ovos	trasancos_estricto	GA15036011	official_castro	high	official_catalog	Desaparecido | Moi malo	43.49749092	-8.22509083	point_from_source	Patrimonio Galego	positive_damaged_review	review_only		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia; Galipedia; PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos; Patrimonio Galego	https://gl.wikipedia.org/wiki/Castro_de_Santa_Mari%C3%B1a; https://patrimoniogalego.net/index.php/92783/2017/02/castro-de-santa-marina-2/; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf; https://www.calameo.com/books/00129295754f931ea1d4a	catálogo Ferrol | otros yacimientos documentados; posible equivalencia con Santa Mariña/Casal dos Ovos, revisar | Presente en lista clásica Pena/Calaméo nº 12. | 2 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
tra-ferrol-ga15036012	Castro de Ferrol Vello	Castro de Ferrol; Castro de Ferrol Vello; Ferrol; Ferrol Vello; núcleo urbano	Ferrol	Ferrol	núcleo urbano	trasancos_estricto	GA15036012	official_castro	high	official_catalog	Desaparecido | Moi malo	43.47824913	-8.24286851	point_from_source	Patrimonio Galego	positive_damaged_review	review_only		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia; Galipedia; PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos; Patrimonio Galego	https://gl.wikipedia.org/wiki/Castro_de_Ferrol; https://patrimoniogalego.net/index.php/92856/2017/02/castro-de-ferrol/; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf; https://www.calameo.com/books/00129295754f931ea1d4a	otros yacimientos documentados | Presente en lista clásica Pena/Calaméo nº 11. | 2 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
tra-ferrol-ga15036014	Necrópolis de Santa Comba	Castro da Insua de Santa Comba; Castro de Santa Comba; Insua de Santa Comba; Necrópolis de Santa Comba; Santa Comba	Ferrol	Covas	Santa Comba	trasancos_estricto	GA15036014	official_castro	high	official_catalog	Bo	43.56033873	-8.28390598	point_from_source	Patrimonio Galego	train_positive_candidate	train		Galipedia; PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos; Patrimonio Galego	https://gl.wikipedia.org/wiki/Castro_de_Santa_Comba; https://patrimoniogalego.net/index.php/82001/2016/01/castro-da-insua-de-santa-comba/; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf	el catálogo la tipa como castro/asentamiento fortificado y necrópolis | 2 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
tra-ferrol-o-xeixo	Castro de O Xeixo	O Xeixo	Ferrol	San Pedro de Leixa		trasancos_estricto		classical_catalog_reference	medium_low	classical_secondary_catalog	desconocido			missing		needs_geocoding	review_only		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia	https://www.calameo.com/books/00129295754f931ea1d4a	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial.
tra-ferrol-papoy	Castro de Papoy	Papoy	Ferrol	San Pedro de Marmancón		trasancos_estricto		classical_catalog_reference	medium_low	classical_secondary_catalog	desconocido			missing		needs_geocoding	review_only		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia	https://www.calameo.com/books/00129295754f931ea1d4a	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial.
tra-ferrol-ref15036002	Pico de Ouro	Castro de Pico de Ouro; Pico de Ouro	Ferrol	Mandiá		trasancos_estricto	REF15036002	official_reference_or_toponym	medium	official_reference	Moi malo	43.51372366	-8.24948788	point_from_source	Patrimonio Galego	review_only	review_only		PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos; Patrimonio Galego	https://patrimoniogalego.net/index.php/92328/2017/01/castro-de-pico-de-ouro/; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf	referencia del catálogo, no código GA
