sample_id	name	municipality	lon	lat
wl-pos-pos-es-pba-27821	Castro de Duancos	Castro de Rei	-7.4583060900192715	43.0978378375111
wl-pos-pos-es-pba-27853	Castro de Piñeiro	Castro de Rei	-7.36799158754866	43.217583172014244
wl-pos-pos-es-pba-27854	Castro de Quintela	Castro de Rei	-7.436806175938177	43.1930104310113
wl-pos-pos-es-pba-27902	Os Castros de Santa Leocadia	Castro de Rei	-7.412660107601563	43.21796824605015
wl-pos-pos-es-pba-29579	Os Castros	Cervo	-7.442091060743995	43.67239317322612
wl-pos-pos-es-pba-29620	Xacemento da península da Atalaia	Cervo	-7.437475106536127	43.69973354842534
wl-pos-pos-es-pba-29983	Castro de Castelo/O Castro	Cervo	-7.446116864980902	43.66488814974911
wl-pos-pos-es-pba-29984	Castro de Ruela/Os Castros de Rueta	Cervo	-7.401737439079589	43.68252549873797
wl-pos-pos-es-pba-29985	Castro Pico Pequeño/Monte da Sara	Cervo	-7.439257813494336	43.66641622665866
wl-pos-pos-es-pba-32066	O Cotarro da Croa	Guntín	-7.5999775276288	42.8391416763446
wl-pos-pos-es-pba-32210	Castro de Alemparte	Guntín	-7.665501471110113	42.900417253151325
wl-pos-pos-es-pba-32211	Castro de Castelo Pequeno	Guntín	-7.6181605229608556	42.90279760253441
wl-pos-pos-es-pba-32242	Castro de Cimadevila	Guntín	-7.564881227353852	42.87739869280853
wl-pos-pos-es-pba-32243	Castro de Frameán	Guntín	-7.662062972828877	42.87077947299149
wl-pos-pos-es-pba-32244	Castro de Grolos	Guntín	-7.6252247012481025	42.87553171683346
wl-pos-pos-es-pba-32245	Castro de Guntín	Guntín	-7.697551936554871	42.8892933612778
wl-pos-pos-es-pba-32246	Castro de Longalai	Guntín	-7.533452063494951	42.90330705331641
wl-pos-pos-es-pba-32247	Castro de Mosteiro	Guntín	-7.5838798490988255	42.87209095973966
wl-pos-pos-es-pba-32248	Castro de Piñeiras	Guntín	-7.609453215001414	42.85086770368984
wl-pos-pos-es-pba-32249	Castro de Rebordelo	Guntín	-7.752974353279537	42.96084299268428
wl-pos-pos-es-pba-32250	Castro de San Mamede	Guntín	-7.589758800253527	42.90330198051044
wl-pos-pos-es-pba-31432	Castro da Casilla/O Castro	Lugo	-7.497281398530288	42.96434265988326
wl-pos-pos-es-pba-31433	Castro da Madalena	Lugo	-7.525075280604159	42.940585796212396
wl-pos-pos-es-pba-31435	Castro da Táboa	Lugo	-7.586031367175006	43.05309718681139
wl-pos-pos-es-pba-31436	Castro de Albazoi/A Castronela	Lugo	-7.662115486108844	42.99285747863131
wl-pos-pos-es-pba-31438	Castro de Astrar/O Castro	Lugo	-7.529809613214054	43.027328350301836
wl-pos-pos-es-pba-31439	Castro de Brea	Lugo	-7.441232611330217	43.02367326421535
wl-pos-pos-es-pba-31468	Castro Zapateiro	Lugo	-7.633254905707545	43.03835145675129
wl-pos-pos-es-pba-31471	Chousa do Castro	Lugo	-7.694151444385591	42.980681988206975
wl-pos-pos-es-pba-31496	A Caderna/O Castro	Lugo	-7.655090908487196	43.017134873857046
wl-pos-pos-es-pba-31497	A Castronela	Lugo	-7.596462602841809	43.035746855353544
wl-pos-pos-es-pba-31498	A Castronela/A Rodela	Lugo	-7.6818148658780405	43.044910616688824
wl-pos-pos-es-pba-31500	A Castronela/O Castro	Lugo	-7.670982385077936	42.969342630860915
wl-pos-pos-es-pba-31501	A Castronela/Os Fornos	Lugo	-7.65349454562815	43.045347299957896
wl-pos-pos-es-pba-31530	A Cubela/A Cubela/Agra do Castro	Lugo	-7.536056662201205	43.049946773852106
wl-pos-pos-es-pba-31540	Castro de Galegos/Castro Grande	Lugo	-7.610162565960958	42.960415273673995
wl-pos-pos-es-pba-31541	Castro de Gomaros	Lugo	-7.555773388282989	43.02896791800203
wl-pos-pos-es-pba-31542	Castro de Gondar/O Castro	Lugo	-7.43452261218639	43.01470192623102
wl-pos-pos-es-pba-31544	Castro de Pedreda/O Castro	Lugo	-7.507367896550861	43.04382432101496
wl-pos-pos-es-pba-31641	As Castronelas/O Castro	Lugo	-7.685743901493041	42.96477857537168
wl-pos-pos-es-pba-31647	Castro de Recimil/O Castro	Lugo	-7.490924235485065	42.98004862504242
wl-pos-pos-es-pba-31649	Castro de Taboeiro/Os Castros	Lugo	-7.727440645586517	42.95718469681446
wl-pos-pos-es-pba-32606	Núcleo de Castro	Lugo	-7.485675927415528	42.99554831190785
wl-pos-pos-es-pba-32818	O Castro	Lugo	-7.484179258922107	42.997658975676536
wl-pos-pos-es-pba-33638	Castro Cornado	Monforte de Lemos	-7.477213425211529	42.550878868581314
wl-pos-pos-es-pba-33639	Castro da Cinsa/A Croa dos Barredos	Monforte de Lemos	-7.540050634425197	42.55933220591201
wl-pos-pos-es-pba-33640	Castro da Penela/Torre	Monforte de Lemos	-7.4827433594200805	42.48574758668819
wl-pos-pos-es-pba-33641	Castro da Reguenga	Monforte de Lemos	-7.493364365819636	42.453631704166696
wl-pos-pos-es-pba-33666	Castro de Avide	Monforte de Lemos	-7.553528517222298	42.53302668410409
wl-pos-pos-es-pba-33667	Castro de Babela	Monforte de Lemos	-7.554143288238372	42.4974667554067
wl-pos-pos-es-pba-33668	Castro de Cabo	Monforte de Lemos	-7.436204540965754	42.53608272204142
wl-pos-pos-es-pba-33669	Castro de Caneda	Monforte de Lemos	-7.464744826106521	42.511818169756204
wl-pos-pos-es-pba-33670	Castro de Parte	Monforte de Lemos	-7.473860598389018	42.56475467651779
wl-pos-pos-es-pba-33672	Castro de Riaño	Monforte de Lemos	-7.50818427473834	42.55808475067614
wl-pos-pos-es-pba-33674	Castro de Vilamaior	Monforte de Lemos	-7.519090718676738	42.588344211087104
wl-pos-pos-es-pba-33675	Castro Feijó	Monforte de Lemos	-7.499249893829649	42.4562586952432
wl-pos-pos-es-pba-34667	O Castro	Muras	-7.744366243574208	43.47712937139437
wl-pos-pos-es-pba-34668	O Castro Vello	Muras	-7.63545594094893	43.430096069199166
wl-pos-pos-es-pba-35017	Castro da Picheira	Muras	-7.587599993561067	43.53401981407816
wl-pos-pos-es-pba-35018	Castro de Muras	Muras	-7.723192443710161	43.46515976364348
wl-pos-pos-es-pba-35019	Castro de Silán	Muras	-7.59495221711171	43.51655093285071
wl-pos-pos-es-pba-35020	Castrosol	Muras	-7.601010490351634	43.51557171475205
wl-pos-pos-es-pba-35840	Castro de Vilarmeor	Negueira de Muñiz	-6.933640254983115	43.08751387094179
wl-pos-pos-es-pba-42901	Os Castros de Vilacampa	O Valadouro	-7.504133449903783	43.55708364305756
wl-pos-pos-es-pba-43275	Castro da Coroa de Budián/A Croa	O Valadouro	-7.41399638111814	43.56709788201539
wl-pos-pos-es-pba-43276	Castro de Augarrío	O Valadouro	-7.455592706167116	43.56338574393809
wl-pos-pos-es-pba-43313	Chao da Croa	O Valadouro	-7.42339353579106	43.560766624722106
wl-pos-pos-es-pba-37622	A Castronela	Palas de Rei	-7.905210907940698	42.87779228886719
wl-pos-pos-es-pba-37623	A Castronela	Palas de Rei	-7.811181790516327	42.89580894155338
wl-pos-pos-es-pba-37708	Monte do Castro	Palas de Rei	-7.841763555753157	42.96717310661513
wl-pos-pos-es-pba-37709	Monte do Castro	Palas de Rei	-7.858528631855066	42.929115118669294
wl-pos-pos-es-pba-37712	O Castro	Palas de Rei	-7.934350090490197	42.87554380543709
wl-pos-pos-es-pba-37713	O Castro	Palas de Rei	-7.798373006839073	42.90773295974757
wl-pos-pos-es-pba-37714	O Castro	Palas de Rei	-7.839520786115995	42.89209061285082
wl-pos-pos-es-pba-37715	O Castro/Monte do Castro	Palas de Rei	-7.949716178392913	42.86274199964762
wl-pos-pos-es-pba-37716	Os Castros	Palas de Rei	-7.804819348713749	42.956687664974986
wl-pos-pos-es-pba-37741	Castro de Gontá	Palas de Rei	-7.876309739152394	42.83238070131357
wl-pos-pos-es-pba-37777	Castro do Ferreiro	Palas de Rei	-7.819934492802244	42.86604909421501
wl-pos-pos-es-pba-37881	Castro da Capela	Quiroga	-7.209879718776013	42.450149045884004
wl-pos-pos-es-pba-37882	Castro da Coroa de Penas Rubias	Quiroga	-7.175593746154308	42.5345144241839
wl-pos-pos-es-pba-37883	Castro da Cortiña	Quiroga	-7.2402980361368545	42.49493252301737
wl-pos-pos-es-pba-37884	Castro da Ermida	Quiroga	-7.25111644278602	42.48152927453004
wl-pos-pos-es-pba-37909	Castro da Lama	Quiroga	-7.313488681134424	42.51777558070923
wl-pos-pos-es-pba-37910	Castro da Meixeira	Quiroga	-7.258402940739884	42.47519875683467
wl-pos-pos-es-pba-37912	Castro da Pena dos Mouros	Quiroga	-7.1677578568665075	42.56011304316095
wl-pos-pos-es-pba-37913	Castro da Roda/Castro de Xestoso	Quiroga	-7.3006063137356945	42.5241422970976
wl-pos-pos-es-pba-37914	Castro Dares	Quiroga	-7.33389024862302	42.46469036293943
wl-pos-pos-es-pba-37915	Castro das Chozas	Quiroga	-7.159039792523174	42.54388854410486
wl-pos-pos-es-pba-37940	Castro de Augasmestas	Quiroga	-7.353270596664491	42.457747957738356
wl-pos-pos-es-pba-37943	Castro de Penasabel	Quiroga	-7.3245489388685225	42.46255031126834
wl-pos-pos-es-pba-37945	Castro de Val de Parada	Quiroga	-7.104050327683077	42.541318349023676
wl-pos-pos-es-pba-37972	Castro do Castelo	Quiroga	-7.208051209267818	42.41235511604506
wl-pos-pos-es-pba-37973	Castro do Pereiro	Quiroga	-7.090250516327737	42.56464333122368
wl-pos-pos-es-pba-37974	Castro do Teso dos Mouros	Quiroga	-7.169880555136058	42.47521213744495
wl-pos-pos-es-pba-38264	O Castelo/Pena Cerveira/Castro da Pena do Cervato	Quiroga	-7.214187949054146	42.41459435713826
wl-pos-pos-es-pba-38266	Os Castriños/Os Castros de Novais	Quiroga	-7.241909272901708	42.45937416042201
wl-pos-pos-es-pba-40012	A Roda de Castrofeito	Samos	-7.257886287583524	42.62384289470692
wl-pos-pos-es-pba-40038	Castro de Lastres/Castro do Foral/Castro	Samos	-7.298437103808546	42.74589559719806
wl-pos-pos-es-pba-40039	Castro de Lourido	Samos	-7.29601202746994	42.755516760897194
wl-pos-pos-es-pba-40040	Castro de Moura	Samos	-7.255912530656926	42.6825281732266
wl-pos-pos-es-pba-40041	Castro de Nande	Samos	-7.262715627155894	42.74019102531069
wl-pos-pos-es-pba-40042	Castro de Parada/A Roda do Castro	Samos	-7.256549703949904	42.638188760442844
wl-pos-pos-es-pba-40047	Castro de Santo Antonio	Samos	-7.290245174502458	42.7432381866712
wl-pos-pos-es-pba-40222	Castro da Debesa de Ribas	Samos	-7.314244600017459	42.75174927378882
wl-pos-pos-es-pba-40225	Castro de Aián	Samos	-7.380216732884343	42.74706242812084
wl-pos-pos-es-pba-40226	Castro de Castrelo	Samos	-7.24640726231661	42.684761113501665
wl-pos-pos-es-pba-40997	Castro de San Marcos/Agro do Castro	Sober	-7.612601758843661	42.42585947253253
wl-pos-pos-es-pba-40998	Castro de Sober	Sober	-7.584745442255346	42.46479646085285
wl-pos-pos-es-pba-41000	Castro de Vilanova/Os Castros	Sober	-7.575152627428977	42.4115036378987
wl-pos-pos-es-pba-41001	Castro do Escalleiro	Sober	-7.494724668303494	42.41489530102386
wl-pos-pos-es-pba-41110	Cotarro do Castro	Sober	-7.610853971568552	42.39600068050193
wl-pos-pos-es-pba-41228	A Castrela	Sober	-7.504093543684147	42.39382898613856
wl-pos-pos-es-pba-41533	Castro da Cividade	Sober	-7.614104336551358	42.39118762141284
wl-pos-pos-es-pba-41565	Castro da Mota	Sober	-7.531153192660381	42.41547329931827
