sid	label	group	name	lon	lat	block	split
0_mamoa_3ee08fe069	0	mamoa	Mámoa de Pena de Locai 3	-7.659302489903256	43.02061791036799	304_2381	val
0_mamoa_eef8136e57	0	mamoa	Mámoa de Pena de Locai 4	-7.65807815374602	43.019728626880465	304_2381	val
0_mamoa_1d9205f415	0	mamoa	Mámoa de San Cibrao	-7.519641377327504	43.018973718410265	310_2381	train
0_mamoa_74cc040d7d	0	mamoa	Medoña das Amasugueiras 1	-7.5143776566997715	43.01026813764577	310_2381	train
0_mamoa_4bad9f33ec	0	mamoa	Medoña das Amasugueiras 2	-7.517706138589846	43.00988992602132	310_2381	train
0_mamoa_4bfc62166e	0	mamoa	Modorra de Brea	-7.4404601181559915	43.02389562523901	313_2382	train
0_mamoa_4fdabef608	0	mamoa	Mámoa do Chao do Navallo	-7.598458816397899	43.506490189113066	306_2409	val
0_mamoa_8043cb5b6d	0	mamoa	Mámoa da Costa	-7.810573817691894	42.88774194279436	298_2374	val
0_mamoa_bb14b08542	0	mamoa	Mámoa das Cavoucas	-7.802814743541299	42.89128111645588	298_2374	val
0_mamoa_daaa78fc85	0	mamoa	Mámoa de Chousa das Mámoas 1	-7.836909466644918	42.89344226940377	297_2374	val
0_mamoa_4a83aca7b2	0	mamoa	Mámoa de Chousa das Mámoas 2	-7.836304283192091	42.89465223754475	297_2374	val
0_mamoa_7a55cc8301	0	mamoa	Mámoa de Vilaespesa 2	-7.838032324085124	42.88772789077866	297_2374	val
0_mamoa_90a70e86d8	0	mamoa	Mámoa dos Cotos de Tiúlfe	-7.83462703295663	42.896672744106596	297_2374	val
0_mamoa_120a47166b	0	mamoa	As Medorna 1	-7.8048989777989615	42.89623769589154	298_2374	val
0_mamoa_d4d9f48bbe	0	mamoa	As Medornas 2	-7.803725469569698	42.8965173332748	298_2375	train
0_mamoa_336998fd7f	0	mamoa	Modorra do Alto de Carballido	-7.30065691759956	42.74867077456574	319_2367	train
0_mamoa_aeb3ba3cfb	0	mamoa	Mámoa de Mama Cavada 1	-8.19520553766776	42.4287275199867	283_2348	val
0_mamoa_e6558227f3	0	mamoa	Mámoa de Mama Cavada 2	-8.194987645455788	42.43015539712589	283_2348	val
0_mamoa_0e9233f101	0	mamoa	Mámoa de Mama Cavada 3	-8.194682629043134	42.430987940152036	283_2348	val
0_mamoa_944b17e2b4	0	mamoa	Mámoa do Monte do Coto	-8.17294736586297	42.40715506336768	284_2347	train
0_mamoa_e209404366	0	mamoa	Pedrafita de Marco Carreiro	-8.61148314926282	42.65526133160481	265_2361	train
0_mamoa_60b644e5e3	0	mamoa	Mámoa de Chan do Marco 1	-8.610350100732578	42.65279421406134	265_2361	train
0_mamoa_8c426b4076	0	mamoa	Mámoa de Chan do Marco 2	-8.610848140528796	42.653778319320985	265_2361	train
0_mamoa_09a0724c5a	0	mamoa	Mámoa de Santo André de Cesar 2	-8.629172800301957	42.6119580599936	265_2358	val
0_mamoa_25d45a3481	0	mamoa	Mámoa de Sto. André de Cesar 1	-8.629479252802465	42.612377065728296	265_2358	val
0_mamoa_cfa44897d0	0	mamoa	Mámoa do Monte Armada 1	-8.61371575632816	42.62881796248942	265_2359	train
0_mamoa_b383946a70	0	mamoa	Mámoa do Monte Armada 2	-8.612763793905112	42.628836190344735	265_2359	train
0_mamoa_1bdd93d77e	0	mamoa	Mámoa da Finca das Areas 1	-7.969472113837509	42.64851233318296	292_2361	val
0_mamoa_58bbfe690d	0	mamoa	Mámoa da Finca das Areas 2	-7.970370626393243	42.64757692770257	292_2361	val
0_mamoa_d2ca746ab2	0	mamoa	Mámoa de Agro da Birtiña/Tras da Chousa	-7.974399326842108	42.64480380900828	292_2360	train
0_mamoa_b383f8dd0c	0	mamoa	Mámoa de Lama de Mena 6	-7.973351716541978	42.65188286027919	292_2361	val
0_mamoa_0738d0825a	0	mamoa	Mámoa de Lamademena 1/Tras do Agro 1	-7.971211664774216	42.65323292260955	292_2361	val
0_mamoa_73dbaf6c55	0	mamoa	Mámoa de Lamademena 2/Tras do Agro 2	-7.971182413976206	42.65471474258727	292_2361	val
0_mamoa_86ea4d3857	0	mamoa	Mámoa de Lamademena 3/Tras do Agro 3	-7.970805679971879	42.655142776421236	292_2361	val
0_mamoa_015a243b61	0	mamoa	Mámoa do Monte dos Marxos 1	-7.910252191716718	42.71529300478482	294_2364	train
0_mamoa_a94c0f1cac	0	mamoa	Mámoa do Monte dos Marxos 2	-7.9118214293512015	42.71341192870443	294_2364	train
0_mamoa_899332e7eb	0	mamoa	Mámoa do Monte dos Marxos 4	-7.909826319482469	42.714299997617964	294_2364	train
0_mamoa_02cef45e69	0	mamoa	Mámoas do Alto do Monte Faro 1/Coto Salgueiro/Ado Alto	-7.891030639904097	42.66811682178965	295_2362	train
0_mamoa_669f68f15e	0	mamoa	Mámoas do Alto do Monte Faro 2	-7.891322395259134	42.66817246417217	295_2362	train
0_mamoa_b5d376748f	0	mamoa	Mámoa da Chan Grande/Mámoa de Chan Grande	-8.778349707667546	42.17059428589268	259_2334	train
0_mamoa_23def6496e	0	mamoa	Mámoa de Sobreira 3	-8.697096392987422	42.16849829103239	262_2334	train
1_castro_b72e6a525e	1	castro	Castro da Porta/Castro do Cruceiro da Porta	-8.038523386590047	43.45780615212061	288_2406	train
1_castro_af3d1b005b	1	castro	Castro da Pastoriza	-8.47266878848073	43.33705885553321	271_2399	val
1_castro_f1af55c830	1	castro	Castro das Croas	-8.552458325117492	43.293418763005434	268_2396	train
1_castro_a80bce2900	1	castro	Castro das Penouqueiras	-8.501475321339006	43.304758583938984	270_2397	train
1_castro_d5d8ab7332	1	castro	Castro de Canzobre/Castro/O Torreo	-8.462906954280546	43.27873628262458	271_2395	train
1_castro_893367f3ee	1	castro	Castro de Castelo	-8.57589025405589	43.30150846198893	267_2397	train
1_castro_dedf8865cd	1	castro	Castro de Castelo	-8.55953634381912	43.30168479037971	267_2397	train
1_castro_429342d397	1	castro	Castro de Castelo/Castrelo/O Galo	-8.533382865789074	43.29550629062512	268_2396	train
1_castro_11e68ac8e2	1	castro	Castro de Figueroa/O Castro/O Petón	-8.515848273871253	43.31214962890052	269_2397	train
1_castro_89bb057a51	1	castro	Castro de Freón/O Castro	-8.57861674913725	43.27226863206334	267_2395	val
1_castro_9c27e76431	1	castro	Castro de Galán/Os Castros	-8.473170980552382	43.324240154142274	271_2398	train
1_castro_5e520456c0	1	castro	Castro de Laxobre/Coto do Castro	-8.4916406640913	43.31313482730043	270_2397	train
1_castro_9a9593feb4	1	castro	Castro de Mirón/O Coto/Castro de Larín	-8.537014113021439	43.263445193930316	268_2395	val
1_castro_56e1571d60	1	castro	Castro de Rañobre/Os Castros	-8.48896177864085	43.338027051261754	270_2399	val
1_castro_e7b90a4212	1	castro	Castro de Santa Icía/Os Castros	-8.458806415702322	43.309486654365166	271_2397	train
1_castro_caeb36d455	1	castro	Castro de Vigo	-8.55244656309293	43.261978861261895	268_2395	val
1_castro_98441d8fc0	1	castro	Castro de Vioño	-8.559491742664465	43.30161757128638	267_2397	train
1_castro_ddb5d4b5ec	1	castro	Castro do Cabo Cociñadoiro	-8.49893539776194	43.3533394236003	270_2400	train
1_castro_d6f3336d42	1	castro	Castro do Puntido/Castro de Suevos	-8.488725141721359	43.35397977019068	270_2400	train
1_castro_21b7c638fe	1	castro	O Castro/Castro de Pregontoño	-8.184284798441235	42.923748097574325	283_2376	train
1_castro_3ea9b75d29	1	castro	Os Castros/A Roda Grande	-8.20163574388288	42.867370902981655	282_2373	train
1_castro_88e5c2d90a	1	castro	Corta do Castro	-8.149635562846235	42.95649594944168	284_2378	train
1_castro_66ac0acfd2	1	castro	Couto de San Paio/Castro do Couto de San Paio	-8.085360855587588	42.92374291421805	287_2376	val
1_castro_70c0c21cd1	1	castro	Castro de Rendal	-8.13248453062296	42.941527291968455	285_2377	val
1_castro_3df703cc5b	1	castro	Castro de Rourís	-8.199106939319584	42.93844941443578	282_2377	train
1_castro_d9afd59cff	1	castro	Castro de San Martiño	-8.221360847537085	42.97300360689521	281_2379	val
1_castro_319d4e3ca7	1	castro	Castro de Soutullo	-8.205538110529485	42.90216648811996	282_2375	val
1_castro_16cd3c8ac2	1	castro	Castro de Torneiros	-8.138383184625786	42.97051747486079	285_2378	train
1_castro_77940f89ea	1	castro	Castro de Viladavil	-8.153184616804369	42.95983925711286	284_2378	train
1_castro_d799416b61	1	castro	Castro de Vilantime	-8.114025120573316	42.898325891126944	286_2374	train
1_castro_f0c5324244	1	castro	Castro do Monte Cornado/Monte do Castro	-8.22025243468072	42.895150445269934	281_2374	train
1_castro_7663fe42df	1	castro	Castro da Modorra do Castro	-8.185531637507435	42.886907545461504	283_2374	train
1_castro_04f7a42488	1	castro	Castro da Pena	-8.112037726417107	42.93728527948851	286_2377	train
1_castro_cd0e6ab5cc	1	castro	Castro da Quenlla/Castro de Calvos	-8.211032657945555	42.96396956851777	282_2378	train
1_castro_a29026f8bd	1	castro	Castro da Roda de Barros	-8.123917057135005	42.90035780380301	285_2375	train
1_castro_c40bb99b1a	1	castro	Castro de Branzá	-8.211880676447228	42.87284939120273	282_2373	train
1_castro_21cb6cc253	1	castro	Castro de Fraga	-8.291208298600086	42.94062251777634	278_2377	train
1_castro_2e94a612d6	1	castro	A Roda do Castro de Maroxo	-8.155592752906083	42.89258400171647	284_2374	train
1_castro_143305ff88	1	castro	A Roda/Castro da Roda	-8.225897863028623	42.99645185593424	281_2380	train
1_castro_c8963244dc	1	castro	Castro das Medorras/Buazo	-8.176031653754505	43.020854501917505	283_2381	val
1_castro_02e1cef19b	1	castro	Castro de Brates/Castro do Pazo	-8.197646318228506	43.00803420007399	282_2381	train
1_castro_dade2b4ac9	1	castro	Castro de Corredoiras	-8.101802741062313	43.014165476622594	286_2381	train
1_castro_6bbd4493dc	1	castro	Castro de Franzomil	-8.142127112795766	42.98754723553581	284_2379	train
1_castro_98e6929afc	1	castro	Castro de Pedral	-8.12843717104124	42.98809447582276	285_2379	train
1_castro_4d7f36686b	1	castro	Castro de Pousada	-8.196946312097447	42.99911491508443	282_2380	train
1_castro_c645aceb84	1	castro	Castro do Coto da Roda	-8.079489446446264	43.002415406391975	287_2380	train
1_castro_bcb04587c4	1	castro	O Castro	-8.129818127202999	43.003332971544125	285_2380	train
1_castro_52b3e92a55	1	castro	O Castro/Vía romana de Boimorto	-8.129474685398854	43.00563764755501	285_2380	train
1_castro_c1a5b94cf0	1	castro	Os Castros	-8.08974954861231	43.00312019003483	287_2380	train
1_castro_88b649c1ae	1	castro	Os Castros	-8.153178653846405	42.97364276933843	284_2379	train
1_castro_877d7c8bb7	1	castro	O Alto do Castro	-8.87056354209174	42.66628707835391	255_2361	train
1_castro_4a2e6c0976	1	castro	Os Petóns do Castro	-8.902861308748225	42.67550116025448	253_2362	train
1_castro_80fcd27088	1	castro	Castro de Sandrenzo/Agro do Monte	-8.876063245368595	42.67210389506062	255_2362	train
1_castro_bd30e51661	1	castro	Castro do Achadizo	-8.886817342289984	42.61375452971967	254_2358	train
1_castro_8807739850	1	castro	Castro do Coto da Amoreira	-8.909342174764626	42.69354332032501	253_2363	val
1_castro_d9d7ecaeba	1	castro	Castro das Goritas	-8.8653475919558	42.61895596753484	255_2359	train
1_castro_1980e0caa2	1	castro	Castro de Cures	-8.892282806583239	42.69535977557864	254_2363	train
1_castro_1bac44ba9f	1	castro	Muíños do Castro en Mallou	-9.097562460319896	42.806995928836415	246_2369	train
1_castro_6e8f5324bf	1	castro	Pombal do Castro	-9.097268971777627	42.807023194689705	246_2369	train
1_castro_6910d52782	1	castro	Castro de Mallou	-9.098277878134319	42.80525301165031	245_2369	train
1_castro_8a6bf98c04	1	castro	Castro de Miñarzo/Castro de Lira	-9.1320624018937	42.798370047948644	244_2369	train
1_castro_d2f23878da	1	castro	Castro da Espenuca	-8.15640665073043	43.263090060071086	284_2395	train
1_castro_06e3efa309	1	castro	Castro de Alvedro	-8.369563377387458	43.30079166187374	275_2397	train
1_castro_1f204f11d8	1	castro	Castro de Cillobre	-8.38632730842828	43.28377830436878	274_2396	train
1_castro_c4c5cfa213	1	castro	Castro de Socastro	-8.388977062262871	43.24859821058374	274_2394	train
1_castro_71027bb1d9	1	castro	Castelo de Fruíme/Castro da Casa dos Mouros	-8.839627800071186	42.72864830272457	256_2365	train
1_castro_8a29c2c94f	1	castro	Castelo de San Mamede/Castro do Outeiro dos Mouros	-8.862304812682314	42.73204626584012	255_2365	train
1_castro_6f2b2da4fb	1	castro	Castro de Comparada	-8.787062819795567	42.783407435184166	258_2368	train
1_castro_11b662d87a	1	castro	Castro de Servia	-8.792394144905778	42.78362234259226	258_2368	train
1_castro_3cad2fb460	1	castro	Castro do Couto de Vilaboa	-8.905897336822598	42.75548928186687	253_2366	train
1_castro_9d1f4e28ba	1	castro	Coto do Castro	-8.84611263032284	42.79259115547694	256_2368	train
1_castro_4c8669bf78	1	castro	Eiras do Castro	-8.872936327080355	42.7739119418047	255_2367	val
1_castro_5acab6fad5	1	castro	Fábrica de papel do Castro	-8.846426593735137	42.79030152542662	256_2368	train
1_castro_f0c9c107ac	1	castro	O Castro/Castro de San Cosme	-8.033474110996979	42.894883546425504	289_2374	val
1_castro_df0cbc58c2	1	castro	Penas de Castro Pedro	-8.004720276823724	42.96153613667154	290_2378	train
1_castro_e02a16f85e	1	castro	A Orela do Castro	-7.999842391799136	42.89792688371034	290_2374	train
1_castro_ef49ac10f6	1	castro	Castro das Varelas	-8.077980579293584	42.89434769066139	287_2374	train
1_castro_5da79847da	1	castro	Castro de Moldes	-8.030495489344107	42.88588365084151	289_2374	val
1_castro_4fe4a703d1	1	castro	A Croa do castro/Castro Lampreeiro	-8.854134310299587	42.82304815065222	255_2370	train
1_castro_91a1edb26b	1	castro	Vivenda no Castro	-8.851851294605396	42.822800132283916	256_2370	train
1_castro_2594035fe5	1	castro	Xardíns de Felipe de Castro, San Francisco e Campo da Feira	-8.888155261253369	42.78500966614871	254_2368	train
1_castro_f4aa98877a	1	castro	Castro da Barquiña	-8.900779618176841	42.80211982825309	254_2369	train
1_castro_f9f1d7e215	1	castro	Monte do Castro	-9.024107794450458	42.6532477444251	249_2361	train
1_castro_945eedbf20	1	castro	Monte do Castro	-9.01969437377563	42.701680703766606	249_2363	train
1_castro_fdb9f159ba	1	castro	Castro da Illa do Mar	-9.042819275662838	42.66162672757733	248_2361	train
1_castro_43426d9ae2	1	castro	Castro da Lagoa	-9.018130845965457	42.66681135251495	249_2361	train
1_castro_7c39e092ac	1	castro	Castro de Porto Nadelas/Castro Nadelas	-9.04023178907196	42.669034313264476	248_2362	train
1_castro_512ffc7d26	1	castro	Castro da Cidá	-9.013737363443855	42.561106857458945	249_2356	train
1_castro_05122fbc7c	1	castro	Castro de Artes	-9.007695106791212	42.57198546099677	249_2356	train
1_castro_6cfa3301bf	1	castro	Castro de Porto Baixo/Anquieiro	-9.034092144799382	42.54064135391185	248_2354	train
1_castro_6e266ada7c	1	castro	Castro do Monte Facho	-9.062510268344727	42.589966422789345	247_2357	train
1_castro_1f06dfed95	1	castro	Castro do Monte Taume	-9.04478516335952	42.603536832443986	248_2358	train
1_castro_dfbe0cc57b	1	castro	Castro de Lucí	-8.539546612314227	42.78426241343275	268_2368	val
1_castro_a0abd9ff6b	1	castro	Castro de Osebe	-8.551203304415992	42.813295954790895	268_2370	train
1_castro_4177cf036c	1	castro	Castro de Pontevea	-8.550780591678352	42.76295146598194	268_2367	train
1_castro_8163b2826b	1	castro	Castro de Rarís	-8.558827383578873	42.78156691919967	268_2368	val
1_castro_33fe9d690b	1	castro	Castro de Santa Marta	-8.531985350283096	42.76560048481851	269_2367	val
1_castro_6943afbd6e	1	castro	Castro de Socastro	-8.595452605772035	42.81736885364991	266_2370	val
1_castro_53e0f7468b	1	castro	Castro de Valiñas	-8.560356438183208	42.7608677599651	267_2367	train
1_castro_589a550c16	1	castro	Xacemento de Socastro	-8.593769396568801	42.81690224606091	266_2370	val
1_castro_521ff5eb87	1	castro	Castro de Mourengos	-8.067043171752463	43.072818785465	287_2384	train
1_castro_6ac6a930af	1	castro	Castro de Ril	-8.148462324364294	43.109907106952164	284_2386	train
1_castro_445a766496	1	castro	Castro de Xemerás	-8.08297355981635	43.08956573242018	287_2385	train
1_castro_810f175597	1	castro	Castro do Batán	-8.141914170369162	43.05973924386056	284_2383	val
1_castro_06f8eca59c	1	castro	O Castro de Parrando	-8.142646939928316	43.109144182297	284_2386	train
1_castro_983da1cf76	1	castro	O Castro de Viladarcas	-8.137573718815396	43.09293097400489	285_2385	train
1_castro_fc7126f353	1	castro	Os Castros de Peteiro	-8.070474974573816	43.10089841606947	287_2386	train
1_castro_87b93e0173	1	castro	Castro de Cernadas	-8.149800538746472	43.05620903815479	284_2383	val
