task_id	priority	site_id	primary_name	municipality	parish	dataset_use	split	has_coordinates	qgis_action	suggested_decision	notes
task-0093	P2	tra-san-sadurnino-ga15076005	Bardaos	San Sadurniño	Bardaos / Castro	review_only	review_only	yes	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	apoyo norte; topónimos Castro, Croa, Muíño do Castro; posible centro agrogandeiro
task-0094	P2	tra-san-sadurnino-ga15076006	Castro de San Sadurniño	San Sadurniño	Lamas / Carballo	review_only	review_only	yes	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	central del sistema del Val do Xuvia; torque de oro, fíbulas, cerámica, muros; tradición Loureana | 2 coordenadas candidatas en fuentes; se eligió Galipedia por prioridad.
task-0089	P2	tra-san-sadurnino-cruceiro-do-castro-de-cores	Cruceiro do Castro de Cores	San Sadurniño	Cores (San Martiño)	review_only	review_only	yes	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
task-0092	P2	tra-san-sadurnino-ga15076004	Escoitadoira	San Sadurniño	Santa Mariña do Monte / Escoitadora	review_only	review_only	yes	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	apoyo norte; vigilancia/control visual; deteriorado por eucaliptos y silvas
task-0090	P2	tra-san-sadurnino-fervenza-do-rio-castro	Fervenza do río Castro	San Sadurniño	Santa María de Narahío	review_only	review_only	yes	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
task-0095	P2	tra-san-sadurnino-o-picho	O Picho	San Sadurniño	San Sadurniño	review_only	review_only	no	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	solo lista nominal débil
task-0102	P2	tra-valdovino-fradigas	Castro de Frádigas	Valdoviño	Santiago de Pantín	review_only	review_only	yes	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial. | 2 coordenadas candidatas en fuentes; se eligió Artabro por prioridad.
task-0099	P2	tra-valdovino-castro-de-punta-castrelo	Castro de Punta Castrelo	Valdoviño	Santiago de Pantín	review_only	review_only	yes	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
task-0100	P2	tra-valdovino-castro-de-santo-tomas	Castro de Santo Tomás	Valdoviño		review_only	review_only	yes	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
task-0101	P2	tra-valdovino-castro-de-villarrube	Castro de Villarrube	Valdoviño	S. Martín de Villarrube	review_only	review_only	yes	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
