task_id	priority	site_id	primary_name	municipality	parish	dataset_use	split	has_coordinates	qgis_action	suggested_decision	notes
task-0012	P1	tra-fene-loureiros	Castro de Loureiros	Fene	Santiago de Barallobre	positive_damaged_review	review_only	no	Comprobar visibilidad/conservación; usar solo como caso de error o revisión.	inspect_damaged_site	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial.
task-0015	P1	tra-fene-san-esteban-de-perlio	Castro de San Esteban de Perlío	Fene		positive_damaged_review	review_only	no	Comprobar visibilidad/conservación; usar solo como caso de error o revisión.	inspect_damaged_site	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial.
task-0014	P1	tra-fene-re15035002	Castro do Sartego	Fene	Fene	positive_damaged_review	review_only	no	Comprobar visibilidad/conservación; usar solo como caso de error o revisión.	inspect_damaged_site	Plan Sectorial 2014; registro RE | Presente en lista clásica Pena/Calaméo nº 33.
task-0016	P1	tra-ferrol-canido	Castro de Canido	Ferrol		positive_damaged_review	review_only	no	Comprobar visibilidad/conservación; usar solo como caso de error o revisión.	inspect_damaged_site	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial.
task-0067	P1	tra-naron-o-castro	O Castro	Narón	San Martiño do Couto	positive_damaged_review	review_only	no	Comprobar visibilidad/conservación; usar solo como caso de error o revisión.	inspect_damaged_site	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial. | Presente en lista clásica Pena/Calaméo nº 22.
task-0079	P1	tra-neda-santa-maria-de-neda	Castro de Santa María de Neda	Neda	Santa María de Neda	positive_damaged_review	review_only	no	Comprobar visibilidad/conservación; usar solo como caso de error o revisión.	inspect_damaged_site	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial.
task-0097	P1	tra-san-sadurnino-tralocastro	Tralocastro	San Sadurniño	San Xiao de Lamas	positive_damaged_review	review_only	no	Comprobar visibilidad/conservación; usar solo como caso de error o revisión.	inspect_damaged_site	Entrada de la lista clásica Pena/Calaméo pendiente de reconciliación con catálogo oficial.
task-0112	P1	tra-valdovino-ga15087008	Castro	Valdoviño	Vilarrube	positive_damaged_review	review_only	no	Comprobar visibilidad/conservación; usar solo como caso de error o revisión.	inspect_damaged_site	tabla ID_IPAGA 2021 | Presente en lista clásica Pena/Calaméo nº 58. | Presente en lista clásica Pena/Calaméo nº 60. | Presente en lista clásica Pena/Calaméo nº 63.
task-0080	P2	tra-san-sadurnino-a-croa-naraio	A Croa / Naraío	San Sadurniño	Naraío	review_only	review_only	no	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	posible castro/topónimo bajo lectura muy débil; confirmar
task-0093	P2	tra-san-sadurnino-ga15076005	Bardaos	San Sadurniño	Bardaos / Castro	review_only	review_only	no	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	apoyo norte; topónimos Castro, Croa, Muíño do Castro; posible centro agrogandeiro
task-0092	P2	tra-san-sadurnino-ga15076004	Escoitadoira	San Sadurniño	Santa Mariña do Monte / Escoitadora	review_only	review_only	no	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	apoyo norte; vigilancia/control visual; deteriorado por eucaliptos y silvas
task-0095	P2	tra-san-sadurnino-o-picho	O Picho	San Sadurniño	San Sadurniño	review_only	review_only	no	Reconciliar con fuente oficial o descartar.	reconcile_or_discard	solo lista nominal débil
